NAME,the_geom,REF,OBJECTID,IND,TYPE,USE,SHOW,NAME_TRIM,SBIF,COMM_AREA,WARDS,REPEALED_D,APPROVAL_D,EXPIRATION,SHAPE_AREA,SHAPE_LEN
41st/King,"MULTIPOLYGON (((-87.6133213396725 41.820735666029215, -87.61335759537172 41.82056754028651, -87.61341467193184 41.82028619926165, -87.61346107855202 41.820057453046715, -87.61356004389869 41.81954445532379, -87.61359023041679 41.819385891721645, -87.61422055191328 41.81937642255419, -87.6142337251842 41.81937622483442, -87.6143795446011 41.81937369301645, -87.61510027331055 41.81936117449003, -87.61519802291578 41.8193595208127, -87.61660587536278 41.819335698927084, -87.6166141758157 41.81961009545902, -87.61662539538213 41.819959346447156, -87.61663341429771 41.82023784744353, -87.61601344090676 41.820247516856625, -87.61586685308194 41.8202496960516, -87.61584779474947 41.81981644689612, -87.61543561373614 41.81981856643836, -87.6154361907846 41.819838966011574, -87.61544545805425 41.82016542744622, -87.6154411913135 41.82025602316967, -87.61524652606401 41.82025891619046, -87.61518796444619 41.820259786916104, -87.61424044767199 41.82027386286626, -87.61419195196494 41.820274582869686, -87.61416798242129 41.82027493911767, -87.61417108338452 41.82036475791144, -87.61418062022356 41.820699344135335, -87.61418113898037 41.82071855727272, -87.61402139878054 41.82072100659852, -87.61401793286306 41.82074025790159, -87.61399467287761 41.82085174913736, -87.61400031329299 41.82104926211539, -87.61400479663773 41.821137651561116, -87.61323048965953 41.82114044848391, -87.61326201350727 41.82101077217161, -87.6133213396725 41.820735666029215)))",T-  2,0,Mixed-use,Existing,Residential,1,41st/King,N,38,3,,7/13/1994,12/31/2018,325725.959828,3352.62385603
Roosevelt-Cicero Ind. Corridor,"MULTIPOLYGON (((-87.74479723057958 41.871278823444264, -87.7448037936962 41.87145992322733, -87.74434485938416 41.87146618715942, -87.74428610643393 41.871466983802904, -87.74419055884381 41.87146830490121, -87.74409875785108 41.87146953537252, -87.74400702991713 41.87147076614536, -87.7439152273134 41.871472051346764, -87.74382342631003 41.87147328187234, -87.7437316978636 41.87147456730769, -87.74363989685732 41.871475797412124, -87.74354816891484 41.87147702726949, -87.74345636629718 41.87147831210398, -87.74336456528277 41.87147954198826, -87.7432728368224 41.87148082705697, -87.74318096237398 41.87148205641715, -87.743135135358 41.871482644467925, -87.74308923367613 41.87148328672731, -87.7429975052074 41.87148457157605, -87.74290570417948 41.87148580109337, -87.74281390314886 41.87148703053733, -87.7427221746718 41.87148831516607, -87.74262523225657 41.8714896277887, -87.74238287558786 41.8714929361521, -87.74228887081132 41.87149420872167, -87.74219699582825 41.8714954921769, -87.74210526783817 41.87149672143025, -87.7420134651767 41.87149800511095, -87.74192173717867 41.871499234492084, -87.74182986218446 41.8715005176535, -87.74173813455066 41.87150174661542, -87.74164640654706 41.87150297550218, -87.74155460387169 41.871504258815946, -87.7414628027987 41.871505487453916, -87.74137100085203 41.87150677062466, -87.74127927320474 41.871507999219965, -87.7411875446811 41.871509282622554, -87.74109566907482 41.87151050975945, -87.74100394091275 41.871511793017234, -87.74091213945889 41.87151302093859, -87.74082041129125 41.871514304049725, -87.74072860983198 41.871515531824315, -87.74063680763321 41.87151675979616, -87.74054507945725 41.87151804268729, -87.74045327798987 41.87151927024174, -87.74036147637977 41.87152055260714, -87.74026960074411 41.87152177963178, -87.74018022277701 41.87152301975736, -87.74018194107003 41.87157544360152, -87.7400576775955 41.87157716152156, -87.7399396576609 41.87157880262024, -87.73984785485861 41.871580084568734, -87.73975605315496 41.871581366449504, -87.73966975925153 41.871582566409295, -87.7396256944381 41.871583161894286, -87.73956694134749 41.87158395639677, -87.73910940015026 41.87159026121693, -87.73886711665519 41.871593617972174, -87.73886071626728 41.87141257415173, -87.73885826779357 41.87134401002231, -87.73885574590105 41.871275444963146, -87.73885329633475 41.871206880826335, -87.73885084838028 41.87113826208637, -87.73884832649615 41.87106969757352, -87.73884587767739 41.87100113343803, -87.73884335557398 41.870932514311654, -87.73884090676916 41.87086394962566, -87.73883845883933 41.87079533060712, -87.7388359353677 41.870726820966816, -87.73883348744417 41.87065820222101, -87.73883253637634 41.8706315497685, -87.73907482625451 41.87062964866632, -87.73981585307713 41.87061805795622, -87.73990765529155 41.87061661137305, -87.73990132546473 41.870435567392114, -87.73988893025175 41.87009269165651, -87.73988727915635 41.870048829941126, -87.73986686128393 41.869485712644156, -87.73986508758288 41.86943927123986, -87.73985199360821 41.86907663237332, -87.73963076473167 41.86913860706496, -87.7395447757855 41.86916275103029, -87.7394588612222 41.86918678499666, -87.73937287265612 41.86921087394976, -87.73928695818633 41.86923496322157, -87.73920104291585 41.86925905269923, -87.73911505415803 41.869283141457736, -87.73902715044134 41.86930776909309, -87.73878722116062 41.86937496896185, -87.73865654390444 41.86941161424546, -87.73857055474178 41.869435702592995, -87.73848463908057 41.86945973664601, -87.73839864928127 41.86948387974628, -87.73831273386718 41.8695079128483, -87.73822674444895 41.86953200093633, -87.73814082912483 41.86955608961823, -87.73805491300512 41.869580177957125, -87.73796892339517 41.86960426585056, -87.73787873721369 41.869629539118556, -87.73763873189962 41.869696681301605, -87.73750444932507 41.8697339657398, -87.73741838741421 41.8697578876406, -87.73731509911578 41.86978655106292, -87.73721188306139 41.869815213669376, -87.73710859407282 41.8698439315125, -87.7370741392554 41.86985352217912, -87.73700537893457 41.869872594212, -87.73690211517433 41.86990130349269, -87.73681602718108 41.86992517870188, -87.73672996475456 41.8699491009059, -87.73664390278002 41.86997296761366, -87.7365599748544 41.86999629676955, -87.73631989857329 41.870062997013456, -87.73618561448366 41.870100279622825, -87.73609955159706 41.870124200801826, -87.73601348864182 41.870148122464634, -87.73592749956617 41.87017198901315, -87.7358414357548 41.87019590999335, -87.73575537312024 41.87021977657873, -87.73566938334324 41.87024369781484, -87.73558332094643 41.87026756454664, -87.73549725761796 41.87029148499624, -87.73541126815434 41.87031535197835, -87.73532520469634 41.870339272572394, -87.73523634377851 41.87036394692415, -87.73499626469564 41.8704305346083, -87.7348480657112 41.87047163944424, -87.73476899688737 41.87049351098664, -87.7346760867938 41.870519262049974, -87.73459686924302 41.87054124219399, -87.7345021187193 41.87056747721246, -87.7344162032048 41.8705912881246, -87.73432211440954 41.87061741640049, -87.73423038151124 41.87064284365735, -87.73414431819997 41.87066665441778, -87.7340582546877 41.870690519174296, -87.73397219074486 41.87071438386386, -87.73388605257168 41.87073824865015, -87.7337999885021 41.870762113209636, -87.73371399830715 41.87078592347951, -87.7336279344729 41.870809788459766, -87.7335418702133 41.870833652824274, -87.7334558058826 41.870857517946995, -87.73336974186337 41.87088138218341, -87.73328367792692 41.87090519147047, -87.73319761340616 41.87092905639815, -87.73311154809547 41.87095292043375, -87.73302548345565 41.87097678440817, -87.73293941911193 41.87100064914272, -87.73285342828696 41.871024458488655, -87.73280697212248 41.87103733310959, -87.7325669615512 41.871104025829034, -87.73253166935397 41.870920634297924, -87.73251928365548 41.870572982894934, -87.73251766233615 41.87052659625173, -87.73251603513997 41.870480758976974, -87.7325137147765 41.87041488474893, -87.73251214376113 41.870370968470354, -87.73249993469571 41.87002803725006, -87.7324935532699 41.86984693771452, -87.73248093676773 41.869492643940866, -87.73247943760336 41.86944878264147, -87.7324667589739 41.86909333510696, -87.73237496243682 41.869094391853224, -87.73228316626988 41.86909544797922, -87.73219144315419 41.86909650496303, -87.73209957230351 41.869097615985254, -87.73200784918856 41.869098672273566, -87.73191605300772 41.869099728654874, -87.73182425646274 41.86910078441201, -87.73173245917619 41.86910184064073, -87.73164073590763 41.86910295124567, -87.73154893934836 41.86910400760591, -87.73145714316436 41.869105062797026, -87.73136534586651 41.869106119006645, -87.73127362273677 41.86910717443398, -87.73118182653596 41.86910823050263, -87.7310900298282 41.86910934028263, -87.73099830668416 41.869110396313246, -87.73090643595744 41.86911145094762, -87.73081471317622 41.869112506833474, -87.73075588990238 41.86911318614389, -87.73029499727262 41.869118560672185, -87.73005272678482 41.869121404397205, -87.72962943423241 41.86912631513868, -87.72959271532555 41.86912672612482, -87.72950091872553 41.86912778002435, -87.72940912196874 41.86912888928361, -87.72931739879006 41.869129943422536, -87.72922552838548 41.86913099726259, -87.7291338052025 41.86913205125484, -87.72904200895358 41.8691331053382, -87.72895013765846 41.86913421383833, -87.72885834141036 41.869135267226035, -87.7287666182135 41.86913632147376, -87.72867482196108 41.86913737471473, -87.7285830253342 41.869138428429196, -87.72849130088704 41.869139536512215, -87.72844745974203 41.869140019392404, -87.7283785755597 41.869140808875166, -87.72830983822244 41.86914159963907, -87.72821804085271 41.869142653057864, -87.72812624407231 41.86914376046815, -87.72803444779701 41.86914481402036, -87.72784843058506 41.8691469616344, -87.7276061606767 41.869149800200624, -87.72751428986201 41.869150852943854, -87.72742249358265 41.86915190490912, -87.72733436872763 41.86915292238645, -87.72724624387838 41.869153938972886, -87.72715811902715 41.86915495549171, -87.72706999416614 41.86915597276611, -87.72698186931092 41.86915698914964, -87.7268938175123 41.8691580058513, -87.72680606014359 41.86915902458926, -87.72671433727072 41.86916007665051, -87.72662254007872 41.86916118367983, -87.7265307426744 41.8691622352007, -87.72643901978981 41.86916328759082, -87.72640597303048 41.86916366152916, -87.72634729654116 41.869164339356914, -87.7262555732852 41.86916539159856, -87.72616487835936 41.86916644865468, -87.72616370354797 41.869166442443664, -87.72607197903402 41.86916754941707, -87.72598018271295 41.86916860105237, -87.72588831296922 41.869169651677126, -87.72579658970244 41.869170703552065, -87.72570486643873 41.869171754804924, -87.72561306848789 41.86917286102321, -87.72552127216385 41.86917391146838, -87.72542954888843 41.869174963050106, -87.7251615984891 41.86917944895361, -87.72516614624645 41.869315611079756, -87.72516764019673 41.869359417281956, -87.72507569689876 41.869360412256015, -87.72498389956316 41.86936146281473, -87.72489217690865 41.86936245853619, -87.7248003799308 41.86936350949891, -87.72470858384631 41.86936450468466, -87.72461678665849 41.86936549979116, -87.72452506310289 41.86936655064854, -87.72443319358648 41.86936754522485, -87.72434147091212 41.8693685413296, -87.72424967393216 41.86936959075437, -87.72415795015239 41.86937058670665, -87.72406608010687 41.86937163587152, -87.72397435706513 41.86937263085782, -87.72388263438333 41.8693736263216, -87.72379076323017 41.869374675260296, -87.7236990401746 41.86937567084987, -87.7236072440661 41.869376665155045, -87.72351544742878 41.86937771481797, -87.72342365094912 41.869378708974395, -87.72333192663737 41.86937975832585, -87.72324005708968 41.869380752496276, -87.72314833402994 41.86938174682263, -87.72305653737959 41.86938279639306, -87.72296481431583 41.86938379057281, -87.7229521092264 41.869021151967466, -87.72294900481684 41.86893062997561, -87.72294322826083 41.86876605380872, -87.72293382325712 41.86849646374015, -87.72293233225936 41.8684525474755, -87.72302552353558 41.86845145107746, -87.72311731973731 41.86845034719131, -87.72320911541492 41.86844929811406, -87.72330083818733 41.868448193691094, -87.72339263438228 41.8684470895848, -87.72348443005333 41.86844604028744, -87.72357615281895 41.868444935644504, -87.72366802243198 41.86844383170785, -87.72375974467163 41.868442781800596, -87.72385146743046 41.86844167693771, -87.7239433370367 41.86844057278078, -87.7240350592698 41.86843952265355, -87.72412685544667 41.868438417960206, -87.72421865162127 41.868437313193496, -87.72431037384779 41.868436262846295, -87.72440224344274 41.868435158322164, -87.72449396566492 41.86843410782831, -87.72458568840565 41.868433002378865, -87.72467755799379 41.86843189763441, -87.72476928020942 41.8684308469206, -87.72486100294334 41.86842974125122, -87.7249528725247 41.868428636286474, -87.72504459473375 41.86842758535272, -87.72513646431058 41.86842648024106, -87.72540449570805 41.86842466113767, -87.72539304613035 41.868083105518714, -87.72538705149853 41.86790206248656, -87.72537554684735 41.867558585839866, -87.72537412672628 41.86751472513234, -87.72546585022538 41.8675133994416, -87.72555764662553 41.86751212894846, -87.72564944354268 41.86751080349959, -87.7257411670331 41.86750947758889, -87.7258328905206 41.86750815160487, -87.72592468690947 41.8675068808183, -87.726016483815 41.86750555507592, -87.72610820729379 41.86750422887197, -87.72620000367418 41.867502957865234, -87.72629172714721 41.86750163151462, -87.72638352404111 41.867500305478806, -87.72647532093208 41.86749897936956, -87.72656704387735 41.86749770768136, -87.72665884076257 41.86749638142539, -87.72675056422102 41.8674950547082, -87.72683846860107 41.86749381751979, -87.72692615270712 41.86749257910097, -87.72701383732915 41.86749128573283, -87.72710152142993 41.86749004718007, -87.72718927895193 41.86748880894789, -87.72727696356588 41.867487515378755, -87.72736464765879 41.86748627662505, -87.72745526921956 41.86748499841608, -87.72754758004324 41.867483674160916, -87.7277898512816 41.8674800670504, -87.72788377793599 41.86747869615955, -87.72797550135539 41.86747736846371, -87.72806729819564 41.86747604108153, -87.72815902160916 41.86747471323907, -87.72825081844356 41.86747338571013, -87.7283425418512 41.867472057721045, -87.72843433867973 41.867470730045376, -87.72852613550532 41.86746940229632, -87.72861785890416 41.86746807408726, -87.72870958230008 41.8674667458049, -87.72880145254067 41.86746541822226, -87.72889317593071 41.86746408979322, -87.72898372453699 41.86746275510893, -87.72907552134497 41.86746142692057, -87.72916731814999 41.86746009865884, -87.72925904152831 41.867458769937485, -87.72935083832746 41.86745744152901, -87.72944263512369 41.867456113047105, -87.72953435849317 41.86745478410581, -87.72962615528353 41.867453455477175, -87.72971787864712 41.867452126389246, -87.72980967543158 41.867450797613856, -87.72990147272922 41.867449413882696, -87.72999437086472 41.86744809074644, -87.73023668669849 41.86744809975221, -87.73023847923177 41.86749898902501, -87.73023963820958 41.867531926170784, -87.7306973015292 41.86752521766075, -87.73075592501161 41.86752442975518, -87.73075486609002 41.86749418031369, -87.73077276784774 41.86748016904317, -87.73084848175164 41.86747908381669, -87.73094035213126 41.86747769991291, -87.73103207551462 41.86747636977541, -87.73112379889503 41.86747503956461, -87.73121566999973 41.867473655444385, -87.73130739337934 41.867472324538085, -87.73139918980755 41.867470994490255, -87.73149098659997 41.86746966437091, -87.73158271011057 41.86746827918357, -87.73167443347316 41.86746694853284, -87.73176615756448 41.86746561808712, -87.73185802740171 41.86746428805696, -87.731949751275 41.867462901755054, -87.7320414746257 41.86746157081107, -87.73213334518572 41.86746024083887, -87.73222506853054 41.86745890974822, -87.73231686544062 41.86745752435861, -87.73240858877946 41.86745619312132, -87.73240709043009 41.867412331809945, -87.7323949459594 41.86707044383401, -87.73238849108672 41.866889398976056, -87.73237628209652 41.866546577583044, -87.73237471087185 41.866502661272385, -87.73236257645503 41.866159730475175, -87.73236164844262 41.86606864720097, -87.73249594664232 41.866066723213024, -87.73300059533649 41.86605944394817, -87.73356490882834 41.86605163515047, -87.73373259554832 41.86604954118206, -87.73399259077112 41.86604629314991, -87.73400030101898 41.866046196447904, -87.73483011938438 41.86603485472609, -87.73494228666951 41.86603322184986, -87.73508306084854 41.86603117339028, -87.73508125127114 41.86593863204364, -87.73503423951016 41.86441288522801, -87.7350232476073 41.86405616788694, -87.73502127465508 41.86399214781665, -87.73500627136808 41.863506555702266, -87.73500458047225 41.86345166175017, -87.73499443361149 41.86312246267388, -87.73497425269618 41.86246774235575, -87.734968671872 41.8622867020437, -87.73542857346004 41.86227998628393, -87.73548731856364 41.86227913950858, -87.7359473669033 41.862272422434934, -87.73618961768803 41.862268852352756, -87.73665150136199 41.86226214200071, -87.73664933909458 41.86219462202418, -87.7366471141285 41.86212594913279, -87.73664496105326 41.862057441269506, -87.73664273609488 41.861988768376435, -87.73664058404775 41.86192015074648, -87.73663835858686 41.861851532734256, -87.73663613261964 41.86178296960372, -87.73663398058389 41.86171435197129, -87.73663175513464 41.86164573395658, -87.73662960310648 41.861577116322486, -87.73662737766496 41.86150849830612, -87.73662515222735 41.86143988028893, -87.73662300021061 41.86137126265234, -87.73662077427048 41.86130269951599, -87.7366186222613 41.86123408187773, -87.73661639683915 41.86116546385722, -87.73661417142092 41.86109684583588, -87.73661201993343 41.86102817331264, -87.73660979452293 41.860959555289625, -87.73660756911633 41.860890937265786, -87.73660541712998 41.86082231962257, -87.73660319122085 41.860753756479575, -87.73660103975233 41.86068508395219, -87.73659881436122 41.86061646592503, -87.73659396372263 41.86043537453698, -87.73659106860786 41.86034403056478, -87.73658884323498 41.860275412533504, -87.73658669179191 41.86020674000032, -87.73658446642678 41.860138121967395, -87.7365822420861 41.86006939416858, -87.73658008963389 41.86000083139796, -87.73657786428038 41.859932213362534, -87.7365757128563 41.85986354082522, -87.73657348751054 41.85979492278814, -87.736571336094 41.859726250249146, -87.736569110756 41.85965763221041, -87.73656688542187 41.85958901417082, -87.73656473401674 41.85952034162937, -87.73656250869038 41.85945172358813, -87.73656035729283 41.85938305104499, -87.73655813197419 41.85931443300209, -87.73655598058424 41.85924576045731, -87.73655375578359 41.8591770875302, -87.7365520236863 41.85913321188827, -87.73658713318667 41.85913269418877, -87.7366797994739 41.859131309536714, -87.73676607717721 41.85913005628136, -87.73685786197595 41.859128721792054, -87.73684688272748 41.85878541280529, -87.73684330495584 41.85869565110654, -87.73678464338474 41.85869650484575, -87.73485878903543 41.858724630750025, -87.73485590513876 41.858632353720616, -87.7346136690644 41.8586358113157, -87.73452188494491 41.858637144015866, -87.73443017372415 41.85863853190799, -87.73433838959866 41.85863986446143, -87.734246678884 41.85864119732445, -87.73415489475262 41.85864252973122, -87.73414400548015 41.858299001404774, -87.73414265290926 41.85825514108031, -87.7340839114796 41.858255987192344, -87.73397377148795 41.85825755299044, -87.73386370490549 41.85825911906606, -87.7337536383189 41.858260685036164, -87.73364342490147 41.858262250134096, -87.7336326831826 41.85791894205146, -87.73374282259763 41.85791737657664, -87.73385288859558 41.85791581061299, -87.73396302800232 41.857914244926924, -87.73407316740493 41.857912679135204, -87.73406751646876 41.85773158338963, -87.73405670578548 41.8573875614449, -87.7340553532862 41.857343701112995, -87.73404447442118 41.85699912993641, -87.73410321470071 41.856998283836894, -87.73456205016141 41.85699162081458, -87.7345563973845 41.85681057993816, -87.73455419269588 41.856739986068966, -87.73455192074309 41.85666873322569, -87.73454972322976 41.85659737099918, -87.7345474517971 41.85652606327158, -87.73454525429176 41.85645470104328, -87.73454298286725 41.85638339331388, -87.73454078536993 41.8563120310838, -87.7345385139536 41.85624072335262, -87.73453631595231 41.85616941600328, -87.7345340450561 41.856098053387775, -87.73453189538782 41.85602943566403, -87.7345297457233 41.85596081793948, -87.73452401968385 41.85577977664748, -87.7345218649134 41.85571170774538, -87.73451971065866 41.8556435839599, -87.73451750808334 41.85557277054602, -87.73451530551199 41.855501957131246, -87.7345131029446 41.85543114371558, -87.7345127551488 41.85542120767762, -87.73451082645916 41.855360384798836, -87.73451020325496 41.85534062287049, -87.73450862389971 41.85528957138141, -87.73450772528821 41.85525998356243, -87.73450642134425 41.8552187579631, -87.73450517340473 41.85517939875301, -87.73450421879272 41.85514794454392, -87.73450194283544 41.85507713074111, -87.73449974029188 41.85500631732014, -87.73449753212067 41.85493610760641, -87.73449470587666 41.85484558713621, -87.73449158938743 41.85474683236736, -87.73449023713749 41.85470291713631, -87.73447953292899 41.85436301199636, -87.73447388104178 41.85418191615365, -87.7344629951478 41.853837893641916, -87.73446164241734 41.85379403328639, -87.73446084457902 41.853769385656015, -87.73445864671665 41.85369807827567, -87.73445728067962 41.8536556448658, -87.73445637545018 41.85362677051169, -87.7344541775958 41.85355546312955, -87.73445083157425 41.85344984648623, -87.73444517981838 41.85326875061443, -87.73443443075081 41.8529258264644, -87.73443300464464 41.852881965719064, -87.73442225670674 41.85253893178055, -87.7344166045697 41.85235789076231, -87.73440579258416 41.852013868522896, -87.73440436651053 41.85197000777054, -87.73439355616762 41.85162582085988, -87.73463576579289 41.851622363552465, -87.7349110136168 41.85161847414057, -87.73536966274017 41.851611916634674, -87.73619533266618 41.85160018587492, -87.73683099521016 41.85159114010074, -87.73707320375884 41.85158773225754, -87.7371632155209 41.85158644318899, -87.73725498865117 41.851585163191224, -87.73734668998345 41.851583827862264, -87.7374383900693 41.851582547338886, -87.73753023710613 41.85158121261936, -87.73762193718629 41.851579931949395, -87.73771363689663 41.85157865120428, -87.73780548502326 41.85157731654464, -87.73789718509492 41.85157603565482, -87.73798888530567 41.851574699807266, -87.73808065877736 41.851573419151414, -87.73817243239309 41.85157208298886, -87.7382641331874 41.851570801809764, -87.7383559066506 41.85156952093391, -87.73844760684673 41.85156818471996, -87.73853945334294 41.851566904075675, -87.73863115390024 41.85156556771701, -87.73872285468033 41.85156428617155, -87.7388147016737 41.85156295069889, -87.73891756141762 41.851561507493166, -87.73897629666276 41.85156066133754, -87.73926989858865 41.85155652440156, -87.73939096649588 41.851554790752736, -87.73951688209158 41.855005253891356, -87.73965014542856 41.85865465623095, -87.73952905854433 41.85865699404697, -87.73963396082497 41.862309266980496, -87.73973619432081 41.865870029681616, -87.7397302865104 41.8659626987507, -87.73993198618743 41.86595989034391, -87.73996901845004 41.86595937503292, -87.73998568016789 41.86595914223273, -87.74006911576107 41.86595798049812, -87.74016676914074 41.86595662045479, -87.74039140809857 41.86595349228172, -87.74212686620642 41.865929123568925, -87.74230586484371 41.86592649435232, -87.74264157619608 41.86592156365896, -87.74317204009064 41.86591362575259, -87.74475411191312 41.86589692826826, -87.74507615211792 41.86589352633243, -87.74573407025251 41.86588287120351, -87.74597780255571 41.865879435713296, -87.74633117200848 41.865874453638305, -87.74693957418052 41.865866639518394, -87.74719601635417 41.865862358536326, -87.74751113341779 41.86585709774045, -87.74818049640953 41.86584744718828, -87.74841651966263 41.86584371230212, -87.74864226329805 41.86584013919838, -87.74930223148463 41.86582996802866, -87.74963981534911 41.865824910315744, -87.74997100916882 41.86581994785829, -87.75061603024479 41.86581032411822, -87.75086317844644 41.865806493007724, -87.75109083013564 41.86580296263815, -87.75172334152482 41.86579230959039, -87.75208225439964 41.86578729315888, -87.75231977911015 41.86578396729198, -87.75235143414075 41.86578305607242, -87.75246375387243 41.86578131985924, -87.75305392139053 41.86577217336865, -87.75330642487756 41.86576892114175, -87.75366294736153 41.86576432732715, -87.75407025450748 41.865758478946425, -87.75432309106117 41.86575484032134, -87.75453330588574 41.865751814836976, -87.75940908327581 41.865678099032564, -87.75974684304283 41.86567360414739, -87.76036653188105 41.86566371733805, -87.76153084877537 41.86564616951413, -87.76165737424483 41.86564440804182, -87.76177931445503 41.86564271060402, -87.76258269528073 41.86563073461329, -87.76399439760114 41.865611286378886, -87.76430870843747 41.86560106628752, -87.76456856593211 41.86559261630755, -87.76530038368998 41.86558152923512, -87.76553236231327 41.86557836787357, -87.76585550953551 41.865573954841025, -87.766579259847 41.86556600309486, -87.76675791791067 41.86556351602578, -87.76778435478488 41.86554922097544, -87.76798637463823 41.86554609181413, -87.76830860919974 41.86554109904988, -87.76899481421424 41.8655317396111, -87.76921364658617 41.86552872740129, -87.76922269036643 41.865769743194285, -87.76923123735908 41.8659830417281, -87.76923557581611 41.86609132428148, -87.76927230732721 41.86713336205554, -87.76927978869084 41.867355738244434, -87.76928430142966 41.86748965271337, -87.76930442507623 41.868016703769335, -87.7693072993454 41.86805601536877, -87.76931118643796 41.868170689507956, -87.76931263425493 41.868213397528, -87.76931867047523 41.86839128244987, -87.76932906469034 41.868662356278314, -87.769336917506 41.86886744568814, -87.76934453539909 41.86906589283617, -87.76934883589354 41.869186469409804, -87.76935584781536 41.86938285537828, -87.76936153239812 41.86951726924385, -87.76936649095695 41.869633952195365, -87.76937238493043 41.86977374582464, -87.76937633519499 41.86986734435217, -87.76937625247085 41.87001468332178, -87.76937497393463 41.870081779862886, -87.7692997535392 41.87007547683364, -87.76445195744147 41.86966890663326, -87.76446247950527 41.869945909317224, -87.76446437732253 41.86999584880304, -87.76435012016432 41.8699819608045, -87.75936310905853 41.86954550723279, -87.7593984676438 41.87051802822834, -87.75939917731273 41.87053724156082, -87.75939988673625 41.87055640028133, -87.75941246082768 41.87089927573284, -87.75941906567807 41.87108031951911, -87.75917671310815 41.871083389472375, -87.75746952653446 41.871105193352825, -87.75722724712855 41.87110831416919, -87.75722470977506 41.87110834644665, -87.75722057504181 41.87092726910489, -87.75720798801726 41.870587138168595, -87.7572064730269 41.870543277373734, -87.7571938309393 41.87020111511398, -87.75718327321745 41.87013388278226, -87.75454217476886 41.87014457956789, -87.75329760203364 41.870160567126796, -87.75330096950057 41.87025105920174, -87.7533140165034 41.87060299400188, -87.75331484689954 41.870624896799924, -87.75332782036757 41.87097677604503, -87.75333455440756 41.87115787596929, -87.75334794965161 41.87152002054685, -87.75310560444919 41.871522144401176, -87.75245565705833 41.87153022006954, -87.75180571004294 41.87153823717592, -87.75115884691509 41.871546266236464, -87.75114853457141 41.871185618946306, -87.75114195305973 41.87100457456081, -87.75112879610668 41.870641827181466, -87.7511157127065 41.87027908015092, -87.74983353710394 41.870295514612536, -87.74917273069866 41.87030395562561, -87.74893045524422 41.87030689458053, -87.74892402764097 41.87012585110604, -87.74891205614067 41.86978747817539, -87.74891047341133 41.86974361665303, -87.74889844459413 41.869403487907086, -87.74880664760863 41.86940461184761, -87.74871484951186 41.869405736532364, -87.74862312557325 41.86940686152128, -87.74853132858061 41.86940798524168, -87.74843953207588 41.869409055103745, -87.74834780813771 41.86941017904948, -87.7482560100291 41.86941130336737, -87.7482375773927 41.86941153904671, -87.74816421301952 41.86941242761747, -87.74810179066603 41.86941320697043, -87.7480724890742 41.869413551343214, -87.74798788846785 41.869414602629604, -87.74798069205987 41.86941467544658, -87.74788889468101 41.86941579892585, -87.74787413275642 41.8694159983737, -87.74779717048764 41.869416868368596, -87.74776030521734 41.869417338753784, -87.74770537346622 41.86941799225185, -87.7476465494937 41.86941873482122, -87.74761357608281 41.86941911523656, -87.7475327203451 41.869420129852614, -87.74752185248293 41.86942023934753, -87.74743005509227 41.86942136245995, -87.74741889228925 41.86942152532557, -87.74733825695995 41.86942248604404, -87.74730499007416 41.86942291975843, -87.74724653335292 41.86942360993506, -87.74719123483722 41.86942426049219, -87.74715473595764 41.869424732552886, -87.74707351431356 41.86942569009288, -87.74695234114499 41.869427157103935, -87.74683116907123 41.869428624267144, -87.74673562678238 41.869429783133604, -87.74662686415337 41.869431148260034, -87.74652970648317 41.86943229842836, -87.74643585225668 41.86943346567051, -87.74633472855758 41.86943470517636, -87.74623933311555 41.86943586355719, -87.7461441575752 41.86943702380636, -87.7460524340726 41.86943809185901, -87.74598274110951 41.86943894237628, -87.74592766248395 41.869439593723925, -87.74589094404132 41.86944006480877, -87.74582117764125 41.869440915675646, -87.74578959894652 41.86944130270211, -87.74569780187332 41.869442424980186, -87.74563905179592 41.86944311201421, -87.74560607836467 41.86944349212741, -87.74551428128682 41.86944461425875, -87.74548519958606 41.8694449590968, -87.74545560412994 41.86944535645721, -87.74500036225446 41.86945087381365, -87.74473148984768 41.86945586251509, -87.74473805315215 41.86963690774884, -87.74474056930694 41.869706898866, -87.74474302402844 41.86977546265499, -87.74474555217859 41.86984402709387, -87.74474800749937 41.869912646592596, -87.74475052659871 41.8699821986406, -87.744752106991 41.8700260053178, -87.7447545703865 41.87009374587087, -87.74475702549766 41.87016230993145, -87.74475948024859 41.870230873714874, -87.74476193500143 41.8702994377719, -87.7447643928714 41.870367782578114, -87.74477095634009 41.87054882695921, -87.7447734079564 41.870617775191775, -87.7447759361619 41.87068633962038, -87.74477839094416 41.870754903671816, -87.74478084632376 41.87082352315944, -87.74478330161831 41.870892032326715, -87.74478488154736 41.870935893604894, -87.74478733694617 41.871004512267035, -87.7447897916126 41.87107313119901, -87.74479231985048 41.87114169534764, -87.74479477466213 41.87121025939353, -87.74479723057958 41.871278823444264)))",T- 38,0,Industrial,Existing,Industrial,1,Roosevelt-Cicero Ind. Corridor,Y,"25,26,29","24,29",,2/5/1998,2/5/2021,24319261.1978,45943.7467282
