area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 1, Census Tract 2002",376,37,9,0,0,53,24,15,11,0,42,73,41,29,25,6,11
"Block Group 2, Census Tract 2002",524,58,50,49,0,146,0,47,21,0,43,22,27,61,0,0,0
"Block Group 3, Census Tract 2002",339,12,51,19,13,45,9,26,28,19,29,9,54,20,5,0,0
"Block Group 4, Census Tract 2002",357,19,51,32,14,0,0,46,10,0,33,20,32,30,38,24,8
"Block Group 1, Census Tract 2003",293,14,11,10,6,14,56,38,0,5,33,15,32,20,12,8,19
"Block Group 2, Census Tract 2003",277,17,10,30,31,30,16,0,26,8,19,19,48,0,10,13,0
"Block Group 1, Census Tract 2004.01",294,15,7,47,30,42,14,10,42,19,27,0,27,14,0,0,0
"Block Group 2, Census Tract 2004.01",736,57,67,49,80,6,28,86,27,24,69,53,140,11,7,19,13
"Block Group 1, Census Tract 2004.02",337,49,25,20,0,0,35,10,48,8,0,35,68,8,8,0,23
"Block Group 2, Census Tract 2004.02",396,42,50,39,41,0,11,57,0,0,41,54,32,10,0,0,19
"Block Group 3, Census Tract 2004.02",326,23,0,25,28,33,8,13,0,0,74,12,22,51,0,37,0
"Block Group 1, Census Tract 2101",576,28,56,29,58,10,19,34,16,20,24,20,67,40,10,51,94
"Block Group 2, Census Tract 2101",462,27,45,0,18,49,10,63,24,19,18,65,48,38,38,0,0
"Block Group 3, Census Tract 2101",324,36,24,11,0,10,20,0,5,0,23,43,44,71,28,0,9
"Block Group 1, Census Tract 2104",655,40,44,37,53,60,26,53,38,21,37,70,33,66,34,43,0
"Block Group 2, Census Tract 2104",314,5,24,39,13,35,7,5,24,5,33,34,51,10,11,18,0
"Block Group 1, Census Tract 2105.01",346,9,18,16,0,76,33,0,9,39,23,73,8,25,0,17,0
"Block Group 2, Census Tract 2105.01",912,95,70,65,29,53,52,78,67,59,48,70,86,29,37,44,30
"Block Group 1, Census Tract 2105.02",699,63,34,31,60,43,37,36,36,53,59,90,83,9,0,56,9
"Block Group 2, Census Tract 2105.02",332,37,0,44,18,19,28,31,8,26,0,37,16,41,18,9,0
"Block Group 3, Census Tract 2105.02",402,17,9,19,46,37,10,19,38,0,71,41,32,35,0,19,9
"Block Group 1, Census Tract 2106.01",121,13,0,7,6,0,0,8,0,0,52,14,4,0,6,0,11
"Block Group 2, Census Tract 2106.01",262,30,8,22,20,0,22,8,15,0,37,15,48,23,6,8,0
"Block Group 3, Census Tract 2106.01",547,54,0,10,18,8,11,30,0,38,27,135,99,74,8,5,30
"Block Group 1, Census Tract 2106.02",542,90,47,18,30,29,0,19,14,18,9,56,65,25,45,28,49
"Block Group 2, Census Tract 2106.02",351,20,29,20,35,19,34,0,0,9,26,15,46,17,25,37,19
"Block Group 3, Census Tract 2106.02",611,28,0,19,51,9,13,76,44,43,64,35,100,23,35,33,38
"Block Group 1, Census Tract 2107",323,0,0,55,0,0,9,0,44,0,41,39,39,25,17,54,0
"Block Group 2, Census Tract 2107",558,32,23,0,22,102,21,9,42,0,24,43,77,60,29,37,37
"Block Group 3, Census Tract 2107",712,46,85,8,50,22,48,60,27,69,28,52,59,80,27,37,14
"Block Group 1, Census Tract 2108",378,6,0,6,11,7,32,36,9,11,77,37,19,41,30,10,46
"Block Group 1, Census Tract 2109",730,6,35,115,95,51,33,16,78,9,19,33,49,79,26,44,42
"Block Group 2, Census Tract 2109",454,0,41,9,16,8,20,0,29,24,0,42,112,40,31,23,59
"Block Group 1, Census Tract 2203",541,15,5,0,8,28,7,14,43,18,39,49,67,76,43,27,102
"Block Group 2, Census Tract 2203",370,10,5,17,25,27,4,6,21,5,8,38,70,41,13,43,37
"Block Group 1, Census Tract 2204",437,7,0,20,10,0,0,28,7,59,15,41,111,51,53,8,27
"Block Group 2, Census Tract 2204",651,41,20,0,7,0,7,17,0,30,41,62,84,128,51,97,66
"Block Group 1, Census Tract 2205",458,17,0,0,28,35,7,26,0,17,28,53,60,35,17,74,61
"Block Group 2, Census Tract 2205",378,0,15,14,14,9,0,9,0,12,43,50,47,98,31,36,0
"Block Group 3, Census Tract 2205",365,16,0,7,16,5,6,15,11,15,24,64,66,19,33,13,55
"Block Group 1, Census Tract 2206.01",353,28,18,0,30,15,44,21,21,5,5,5,71,29,14,41,6
"Block Group 2, Census Tract 2206.01",340,41,20,12,0,0,0,10,23,24,37,41,45,34,13,17,23
"Block Group 1, Census Tract 2206.02",290,9,0,0,34,0,0,0,0,0,42,45,99,28,0,12,21
"Block Group 2, Census Tract 2206.02",218,0,0,0,18,35,0,10,19,30,0,0,0,33,46,0,27
"Block Group 3, Census Tract 2206.02",798,167,83,58,61,0,58,116,28,35,48,0,25,57,10,18,34
"Block Group 4, Census Tract 2206.02",747,59,43,52,89,65,29,45,47,0,63,63,15,134,17,14,12
"Block Group 5, Census Tract 2206.02",329,0,0,12,0,12,33,12,9,0,22,64,12,54,74,25,0
"Block Group 1, Census Tract 2207.01",303,22,0,9,10,0,0,57,0,0,36,22,82,0,10,47,8
"Block Group 2, Census Tract 2207.01",248,0,0,19,0,30,0,0,0,9,0,23,36,13,27,80,11
"Block Group 3, Census Tract 2207.01",489,24,0,22,21,0,17,27,27,30,70,89,38,31,52,23,18
"Block Group 1, Census Tract 2207.02",427,0,0,53,17,17,5,26,9,0,44,119,65,36,19,0,17
"Block Group 2, Census Tract 2207.02",317,20,22,17,0,18,28,18,8,9,41,59,56,0,18,3,0
"Block Group 3, Census Tract 2207.02",251,0,33,0,13,0,12,0,0,18,20,31,80,27,0,8,9
"Block Group 4, Census Tract 2207.02",292,9,15,24,8,11,45,0,13,29,23,9,43,14,24,7,18
"Block Group 1, Census Tract 2209.01",321,46,27,63,33,0,5,0,4,35,0,7,18,27,39,17,0
"Block Group 2, Census Tract 2209.01",362,26,36,24,41,33,0,31,0,17,17,22,37,39,14,0,25
"Block Group 3, Census Tract 2209.01",297,22,21,44,0,0,0,7,96,0,10,32,43,1,9,0,12
"Block Group 1, Census Tract 2209.02",385,37,16,74,19,32,33,19,13,19,9,33,41,13,27,0,0
"Block Group 2, Census Tract 2209.02",569,24,4,34,40,22,41,13,39,28,58,60,84,31,5,75,11
"Block Group 1, Census Tract 2210",521,52,43,11,34,49,40,19,0,4,18,71,66,29,41,28,16
"Block Group 2, Census Tract 2210",498,30,11,41,86,34,55,22,9,30,13,50,31,53,22,11,0
"Block Group 1, Census Tract 2211",734,8,37,43,28,20,0,16,38,50,74,107,111,54,81,58,9
"Block Group 2, Census Tract 2211",832,141,57,38,44,61,13,17,55,11,64,41,135,49,64,18,24
"Block Group 3, Census Tract 2211",390,52,30,34,7,24,0,65,0,24,16,25,59,9,19,20,6
"Block Group 1, Census Tract 2212",566,16,40,0,29,44,0,56,34,0,0,40,86,72,26,66,57
"Block Group 2, Census Tract 2212",680,20,10,55,20,9,0,22,25,17,75,66,93,99,72,55,42
"Block Group 1, Census Tract 2213",530,31,23,16,45,33,25,36,7,6,37,32,85,85,39,16,14
"Block Group 2, Census Tract 2213",552,38,38,11,47,8,7,39,7,20,74,30,97,46,31,0,59
"Block Group 3, Census Tract 2213",219,17,0,0,47,0,8,0,0,15,14,28,16,36,24,5,9
"Block Group 1, Census Tract 2214",421,11,43,0,8,67,0,24,0,7,26,98,29,15,19,40,34
"Block Group 2, Census Tract 2214",346,16,9,24,0,8,0,0,0,10,31,32,47,18,106,10,35
"Block Group 3, Census Tract 2214",555,35,10,43,9,23,44,0,28,29,19,70,90,43,59,17,36
"Block Group 1, Census Tract 2215",626,45,136,34,33,9,23,32,13,23,15,89,51,31,28,29,35
"Block Group 2, Census Tract 2215",757,33,27,9,52,50,55,32,26,12,81,81,77,68,32,60,62
"Block Group 1, Census Tract 2216",656,29,26,15,0,15,9,9,15,16,16,59,92,57,67,82,149
"Block Group 2, Census Tract 2216",727,21,14,35,15,9,30,15,37,0,33,39,96,46,34,66,237
"Block Group 1, Census Tract 2222",446,5,21,4,16,5,20,0,5,0,18,22,69,32,73,41,115
"Block Group 2, Census Tract 2222",433,13,0,3,4,5,7,0,19,6,13,56,34,19,62,48,144
"Block Group 1, Census Tract 2225",504,62,18,21,27,0,27,13,20,50,18,42,49,47,58,28,24
"Block Group 1, Census Tract 2226",687,66,14,22,16,42,25,48,15,17,52,78,129,43,23,77,20
"Block Group 1, Census Tract 2227",322,24,58,9,0,14,5,4,2,14,36,47,59,9,15,5,21
"Block Group 2, Census Tract 2227",526,29,5,37,14,24,43,17,17,23,28,62,91,62,21,19,34
"Block Group 1, Census Tract 2228",340,28,31,29,10,44,24,0,33,10,40,34,30,11,5,2,9
"Block Group 1, Census Tract 2229",300,13,38,9,23,16,26,14,13,26,16,30,22,9,32,9,4
"Block Group 1, Census Tract 2301",592,66,39,32,32,11,42,31,28,0,72,65,60,45,17,11,41
"Block Group 1, Census Tract 2302",577,73,32,15,23,0,54,49,54,30,32,63,91,21,23,12,5
"Block Group 1, Census Tract 2303",263,17,28,5,22,10,25,15,23,0,31,19,36,18,9,5,0
"Block Group 1, Census Tract 2304",347,12,26,15,10,16,20,25,37,13,0,50,52,13,40,18,0
"Block Group 2, Census Tract 2304",337,25,32,3,37,20,0,5,17,21,18,71,28,41,12,0,7
"Block Group 1, Census Tract 2305",677,116,64,42,42,52,47,117,66,42,0,10,50,9,20,0,0
"Block Group 2, Census Tract 2305",447,89,30,27,24,33,45,19,50,7,0,0,60,10,53,0,0
"Block Group 1, Census Tract 2306",183,19,29,0,0,26,20,63,20,0,0,6,0,0,0,0,0
"Block Group 2, Census Tract 2306",428,81,41,20,24,17,51,24,22,0,56,11,56,25,0,0,0
"Block Group 3, Census Tract 2306",185,22,10,11,0,0,0,0,20,10,17,22,26,31,0,16,0
"Block Group 4, Census Tract 2306",249,0,9,0,19,0,69,0,51,23,7,30,27,14,0,0,0
"Block Group 5, Census Tract 2306",511,70,64,0,34,47,27,48,28,0,0,56,120,0,0,11,6
"Block Group 6, Census Tract 2306",348,39,7,43,88,75,0,0,0,38,0,0,16,36,6,0,0
"Block Group 1, Census Tract 2307",495,19,20,32,12,57,19,36,59,24,75,39,63,31,9,0,0
"Block Group 2, Census Tract 2307",235,8,0,45,42,0,0,23,10,0,23,27,39,8,0,0,10
"Block Group 3, Census Tract 2307",397,63,10,54,33,60,14,31,10,0,51,18,44,0,9,0,0
"Block Group 4, Census Tract 2307",494,44,20,54,53,0,47,35,22,27,0,67,40,26,21,38,0
"Block Group 1, Census Tract 2308",346,14,10,17,4,32,22,4,15,16,20,37,59,34,17,26,19
"Block Group 1, Census Tract 2309",586,102,72,18,0,23,28,18,41,0,41,90,92,21,10,0,30
"Block Group 2, Census Tract 2309",678,83,42,50,0,43,19,34,21,0,122,39,74,56,22,42,31
"Block Group 3, Census Tract 2309",568,122,14,93,5,38,58,79,9,7,4,20,26,46,26,21,0
"Block Group 1, Census Tract 2311",362,39,41,20,21,28,39,9,16,9,26,13,29,34,15,10,13
"Block Group 1, Census Tract 2312",379,72,20,54,25,7,18,0,0,32,34,61,9,16,31,0,0
"Block Group 2, Census Tract 2312",386,116,0,39,39,19,7,9,18,0,35,46,40,18,0,0,0
"Block Group 3, Census Tract 2312",256,0,24,55,18,8,35,11,0,0,0,26,35,17,27,0,0
"Block Group 4, Census Tract 2312",477,92,49,48,24,20,17,22,0,19,48,18,20,41,21,27,11
"Block Group 5, Census Tract 2312",322,37,38,24,84,17,24,0,0,0,29,41,19,9,0,0,0
"Block Group 1, Census Tract 2315",183,17,0,13,38,33,0,0,20,0,0,0,56,6,0,0,0
"Block Group 2, Census Tract 2315",295,154,0,0,36,37,0,0,26,0,0,0,0,0,0,42,0
"Block Group 3, Census Tract 2315",103,20,0,0,0,0,0,0,12,18,17,36,0,0,0,0,0
"Block Group 4, Census Tract 2315",393,108,71,0,0,45,37,0,0,0,26,22,18,0,56,10,0
"Block Group 5, Census Tract 2315",315,69,14,0,79,35,0,41,0,0,0,23,36,18,0,0,0
"Block Group 6, Census Tract 2315",551,116,62,0,35,0,40,70,7,101,0,65,36,0,19,0,0
"Block Group 1, Census Tract 2402",794,56,47,29,17,19,0,5,5,4,3,67,29,118,96,72,227
"Block Group 1, Census Tract 2403",593,9,0,18,6,17,25,0,4,9,37,14,105,62,43,92,152
"Block Group 1, Census Tract 2405",1267,32,20,14,7,9,0,18,45,8,51,24,158,95,141,223,422
"Block Group 1, Census Tract 2406",620,0,6,42,19,18,22,4,12,16,36,62,63,60,53,66,141
"Block Group 1, Census Tract 2407",643,44,15,69,58,23,6,39,28,11,29,18,76,72,44,34,77
"Block Group 1, Census Tract 2408",248,43,14,13,0,18,4,18,15,4,16,30,20,21,19,4,9
"Block Group 2, Census Tract 2408",388,41,23,20,20,21,34,24,12,19,41,24,44,23,0,10,32
"Block Group 1, Census Tract 2409",503,113,51,0,25,10,16,44,20,12,27,53,25,31,8,41,27
"Block Group 1, Census Tract 2410",429,44,20,33,10,26,12,10,4,0,28,58,64,30,62,10,18
"Block Group 2, Census Tract 2410",285,28,43,11,16,0,14,10,13,29,13,34,16,28,4,13,13
"Block Group 1, Census Tract 2411",702,23,24,74,29,0,12,9,16,9,21,78,128,30,111,89,49
"Block Group 2, Census Tract 2411",857,46,17,82,25,62,42,8,55,0,61,40,196,65,83,41,34
"Block Group 1, Census Tract 2412",298,0,0,0,0,0,12,0,10,0,19,19,25,41,23,36,113
"Block Group 2, Census Tract 2412",424,70,27,20,6,21,18,0,0,5,6,47,41,46,33,33,51
"Block Group 1, Census Tract 2413",771,6,0,62,6,0,9,18,19,8,38,38,73,121,47,138,188
"Block Group 1, Census Tract 2414",729,190,46,62,0,0,49,46,0,51,65,14,54,62,16,8,66
"Block Group 2, Census Tract 2414",543,0,0,15,0,0,0,14,0,0,0,0,145,140,49,59,121
"Block Group 3, Census Tract 2414",580,28,15,0,0,0,14,0,0,0,82,15,13,112,65,73,163
"Block Group 4, Census Tract 2414",562,30,0,14,0,0,0,0,15,43,16,65,77,59,13,95,135
"Block Group 1, Census Tract 2415",700,23,0,69,0,0,32,0,0,9,17,72,100,10,44,111,213
"Block Group 2, Census Tract 2415",318,0,10,0,23,0,10,8,11,0,11,54,26,24,9,83,49
"Block Group 3, Census Tract 2415",329,0,0,0,9,0,0,0,7,17,39,24,53,25,57,28,70
"Block Group 1, Census Tract 2416",598,19,9,0,0,16,9,8,47,19,39,26,97,64,58,110,77
"Block Group 2, Census Tract 2416",1014,40,34,0,26,28,62,35,72,0,61,107,140,82,80,144,103
"Block Group 1, Census Tract 2420",636,64,0,0,26,14,30,0,40,0,28,15,0,125,62,89,143
"Block Group 2, Census Tract 2420",792,120,129,19,70,15,52,0,0,23,15,11,28,85,81,113,31
"Block Group 3, Census Tract 2420",562,14,82,77,13,38,18,0,15,6,30,93,29,63,15,42,27
"Block Group 1, Census Tract 2421",326,0,26,11,9,0,10,0,7,0,18,24,38,61,53,44,25
"Block Group 2, Census Tract 2421",672,10,10,0,10,16,17,9,0,30,40,55,111,60,52,56,196
"Block Group 3, Census Tract 2421",668,9,30,0,0,0,0,0,26,18,21,19,89,45,93,157,161
"Block Group 1, Census Tract 2422",800,17,58,0,0,18,0,16,58,12,36,70,129,60,55,89,182
"Block Group 2, Census Tract 2422",877,10,18,18,49,6,11,29,63,20,81,74,89,64,99,102,144
"Block Group 1, Census Tract 2423",667,6,15,0,10,0,26,11,36,32,86,87,107,85,46,16,104
"Block Group 2, Census Tract 2423",902,87,6,0,0,34,19,15,18,12,82,83,132,162,24,67,161
"Block Group 1, Census Tract 2424",566,12,30,11,34,8,0,10,7,68,39,34,116,20,45,83,49
"Block Group 2, Census Tract 2424",804,44,35,10,73,32,30,35,7,7,45,65,140,87,77,47,70
"Block Group 1, Census Tract 2425",855,151,98,8,43,42,7,6,8,17,85,47,110,87,84,47,15
"Block Group 2, Census Tract 2425",701,7,7,58,36,7,17,15,30,0,82,70,130,104,54,23,61
"Block Group 1, Census Tract 2426",506,47,77,12,44,14,0,0,0,85,12,70,27,22,36,47,13
"Block Group 2, Census Tract 2426",784,62,34,0,0,136,52,12,13,52,83,89,121,76,15,26,13
"Block Group 3, Census Tract 2426",713,0,42,0,42,24,12,0,99,12,0,131,72,84,24,144,27
"Block Group 4, Census Tract 2426",508,46,29,0,12,65,58,37,61,0,0,34,24,0,42,30,70
"Block Group 1, Census Tract 2427",725,118,74,45,79,30,30,0,9,51,52,53,55,55,20,48,6
"Block Group 1, Census Tract 2428",601,29,33,17,21,31,0,5,27,21,25,74,61,63,45,78,71
"Block Group 1, Census Tract 2429",471,22,12,10,10,6,37,10,19,0,39,61,65,45,23,48,64
"Block Group 2, Census Tract 2429",311,16,8,0,28,41,0,6,25,0,5,51,56,13,28,13,21
"Block Group 1, Census Tract 2430",406,0,0,40,0,12,0,0,20,51,47,52,102,14,13,19,36
"Block Group 2, Census Tract 2430",631,0,0,36,23,6,0,39,13,51,81,69,94,66,49,31,73
"Block Group 1, Census Tract 2431",635,31,12,7,22,31,33,0,7,5,0,43,93,111,23,95,122
"Block Group 2, Census Tract 2431",240,28,6,0,0,12,0,0,29,40,6,10,19,24,20,9,37
"Block Group 1, Census Tract 2432",495,27,0,14,6,7,0,0,25,0,24,39,76,51,24,90,112
"Block Group 2, Census Tract 2432",433,3,7,23,0,0,5,5,0,32,38,56,50,27,24,72,91
"Block Group 1, Census Tract 2433",446,0,24,14,27,0,34,7,8,25,54,71,40,77,33,0,32
"Block Group 2, Census Tract 2433",659,0,6,7,24,9,7,24,40,46,38,80,105,51,62,61,99
"Block Group 1, Census Tract 2434",513,40,37,15,29,46,25,10,0,58,12,70,49,33,6,33,50
"Block Group 2, Census Tract 2434",198,7,0,0,9,5,26,21,14,10,0,0,8,45,0,35,18
"Block Group 3, Census Tract 2434",600,0,11,9,0,0,8,0,18,8,22,34,87,117,68,142,76
"Block Group 1, Census Tract 2435",580,51,50,19,27,21,26,0,48,15,10,38,101,29,30,32,83
"Block Group 2, Census Tract 2435",1184,20,0,4,5,35,18,18,8,35,100,103,108,133,128,149,320
"Block Group 1, Census Tract 2502",404,19,21,25,37,17,25,28,12,14,53,32,50,44,12,13,2
"Block Group 2, Census Tract 2502",370,54,12,25,6,41,32,18,4,26,19,51,41,25,10,0,6
"Block Group 1, Census Tract 2503",529,0,46,40,62,47,33,8,18,36,29,44,45,60,7,38,16
"Block Group 2, Census Tract 2503",307,50,26,24,8,7,18,0,27,20,36,18,15,29,29,0,0
"Block Group 3, Census Tract 2503",432,90,26,58,40,41,36,26,26,24,14,18,16,17,0,0,0
"Block Group 4, Census Tract 2503",248,31,39,23,20,31,37,0,25,0,0,0,42,0,0,0,0
"Block Group 1, Census Tract 2504",289,33,70,37,22,27,0,0,0,0,37,34,0,0,29,0,0
"Block Group 2, Census Tract 2504",265,36,22,0,35,15,38,17,0,45,18,0,39,0,0,0,0
"Block Group 3, Census Tract 2504",354,43,16,0,12,48,75,9,0,61,0,36,34,0,0,0,20
"Block Group 4, Census Tract 2504",324,17,34,39,30,0,0,15,0,87,41,0,20,0,41,0,0
"Block Group 5, Census Tract 2504",493,68,0,18,0,65,81,14,0,16,92,80,23,22,14,0,0
"Block Group 1, Census Tract 2505",425,0,15,0,0,41,0,0,0,0,18,37,115,62,74,32,31
"Block Group 2, Census Tract 2505",489,70,0,54,0,57,17,14,0,0,12,16,122,31,28,38,30
"Block Group 3, Census Tract 2505",348,15,0,34,0,31,0,0,31,0,0,14,20,51,54,81,17
"Block Group 4, Census Tract 2505",266,0,0,0,0,15,0,17,0,0,0,31,16,75,15,60,37
"Block Group 5, Census Tract 2505",211,0,0,0,0,0,0,17,18,0,28,29,45,18,41,15,0
"Block Group 6, Census Tract 2505",391,0,17,128,54,16,77,0,0,0,50,0,18,31,0,0,0
"Block Group 7, Census Tract 2505",667,59,0,0,88,0,0,57,22,11,120,86,70,80,15,48,11
"Block Group 1, Census Tract 2506",304,19,10,35,17,37,0,31,20,0,0,33,59,24,19,0,0
"Block Group 2, Census Tract 2506",331,27,0,36,28,21,0,24,0,41,46,25,34,4,28,10,7
"Block Group 3, Census Tract 2506",306,28,0,32,29,0,0,49,9,0,20,10,44,10,41,20,14
"Block Group 4, Census Tract 2506",367,27,14,61,13,21,7,10,43,12,0,59,44,8,6,16,26
"Block Group 1, Census Tract 2507",419,92,18,60,0,0,12,10,0,0,52,33,113,13,7,9,0
"Block Group 2, Census Tract 2507",479,33,135,0,0,46,53,0,0,0,107,92,0,0,13,0,0
"Block Group 3, Census Tract 2507",401,0,55,0,79,33,8,0,0,35,50,21,83,21,16,0,0
"Block Group 4, Census Tract 2507",365,60,91,70,12,0,0,0,0,0,82,26,13,0,0,11,0
"Block Group 5, Census Tract 2507",362,48,57,35,0,49,30,15,0,0,0,0,31,61,0,19,17
"Block Group 1, Census Tract 2508",321,34,84,26,0,15,4,18,28,9,4,52,39,0,0,0,8
"Block Group 2, Census Tract 2508",461,78,17,27,3,0,43,82,19,51,31,26,17,21,30,16,0
"Block Group 1, Census Tract 2510",336,35,42,18,11,42,0,31,18,21,28,59,6,0,17,3,5
"Block Group 1, Census Tract 2511",488,116,168,82,41,10,8,17,0,37,0,0,9,0,0,0,0
"Block Group 2, Census Tract 2511",258,9,37,9,74,18,17,0,0,10,8,51,18,7,0,0,0
"Block Group 3, Census Tract 2511",323,37,74,63,0,0,19,0,19,27,18,0,27,10,19,0,10
"Block Group 4, Census Tract 2511",392,73,18,18,0,9,26,75,27,0,8,93,27,9,0,0,9
"Block Group 1, Census Tract 2512",230,21,28,10,0,9,0,27,0,0,17,59,0,0,27,24,8
"Block Group 2, Census Tract 2512",307,46,5,19,23,0,28,37,0,39,0,43,16,10,31,10,0
"Block Group 3, Census Tract 2512",168,0,0,0,30,10,15,9,17,0,22,17,21,0,0,27,0
"Block Group 4, Census Tract 2512",414,19,14,13,0,101,50,0,42,43,18,83,0,22,9,0,0
"Block Group 1, Census Tract 2513",350,43,37,46,46,16,10,0,9,0,32,0,20,58,0,22,11
"Block Group 2, Census Tract 2513",225,19,0,8,45,22,28,8,8,0,0,40,29,18,0,0,0
"Block Group 3, Census Tract 2513",269,29,32,69,30,22,0,10,0,0,0,47,30,0,0,0,0
"Block Group 4, Census Tract 2513",247,52,8,25,8,15,0,0,20,0,6,59,32,14,8,0,0
"Block Group 5, Census Tract 2513",361,36,34,12,30,70,13,45,18,0,20,0,26,44,0,3,10
"Block Group 1, Census Tract 2514",308,33,38,0,19,27,11,13,51,0,27,45,34,0,10,0,0
"Block Group 2, Census Tract 2514",191,17,36,9,0,14,27,0,10,0,0,18,26,6,11,9,8
"Block Group 3, Census Tract 2514",526,25,68,51,72,32,6,39,38,19,74,13,69,9,0,11,0
"Block Group 4, Census Tract 2514",687,127,35,19,138,107,30,25,30,3,51,28,38,14,17,25,0
"Block Group 1, Census Tract 2515",247,77,17,20,21,0,24,12,23,0,0,33,0,0,0,0,20
"Block Group 2, Census Tract 2515",228,20,22,18,31,22,0,34,0,23,10,10,0,29,9,0,0
"Block Group 3, Census Tract 2515",451,91,92,84,43,0,55,0,10,9,0,15,43,0,0,9,0
"Block Group 4, Census Tract 2515",478,134,20,60,49,0,35,0,0,19,35,46,0,60,0,0,20
"Block Group 1, Census Tract 2516",373,19,10,10,23,9,61,61,0,114,25,0,29,0,0,0,12
"Block Group 2, Census Tract 2516",288,59,25,10,48,0,40,0,0,0,26,18,36,16,0,10,0
"Block Group 3, Census Tract 2516",352,58,53,5,4,35,73,5,37,0,0,23,49,0,0,10,0
"Block Group 1, Census Tract 2517",356,57,5,25,35,47,18,38,12,6,33,3,47,26,4,0,0
"Block Group 1, Census Tract 2518",482,166,66,60,22,77,28,0,16,0,38,0,0,0,0,0,9
"Block Group 2, Census Tract 2518",288,0,32,17,18,16,54,0,42,0,47,7,32,23,0,0,0
"Block Group 3, Census Tract 2518",331,67,45,65,0,0,0,0,24,0,16,0,79,23,12,0,0
"Block Group 4, Census Tract 2518",160,21,6,53,37,0,0,0,22,0,10,11,0,0,0,0,0
"Block Group 5, Census Tract 2518",368,0,33,80,34,26,28,0,44,0,22,29,46,0,0,0,26
"Block Group 1, Census Tract 2519",194,14,20,51,30,0,19,0,0,0,24,20,0,16,0,0,0
"Block Group 2, Census Tract 2519",402,74,38,28,10,33,36,0,41,52,31,9,0,0,30,20,0
"Block Group 3, Census Tract 2519",354,98,81,53,17,32,27,15,0,0,0,11,20,0,0,0,0
"Block Group 4, Census Tract 2519",651,183,83,72,112,12,16,22,41,31,13,38,10,0,0,0,18
"Block Group 1, Census Tract 2520",382,185,75,0,15,0,15,0,37,18,26,0,11,0,0,0,0
"Block Group 2, Census Tract 2520",793,74,163,14,69,20,80,57,56,15,22,100,22,32,37,32,0
"Block Group 3, Census Tract 2520",481,161,0,57,41,37,0,0,18,0,12,58,73,0,8,0,16
"Block Group 4, Census Tract 2520",603,135,44,99,44,61,8,87,31,0,0,20,41,33,0,0,0
"Block Group 1, Census Tract 2521.01",592,143,44,94,52,38,39,52,5,0,25,12,27,15,5,14,27
"Block Group 1, Census Tract 2521.02",573,0,65,71,0,29,41,16,128,34,35,57,16,57,24,0,0
"Block Group 2, Census Tract 2521.02",434,60,33,22,0,0,55,36,0,36,15,27,66,67,0,17,0
"Block Group 3, Census Tract 2521.02",618,119,58,94,80,55,58,24,28,7,0,16,45,0,34,0,0
"Block Group 4, Census Tract 2521.02",433,74,32,0,0,30,0,0,86,0,36,33,76,0,7,59,0
"Block Group 1, Census Tract 2522.01",212,56,46,0,0,26,29,0,27,6,10,0,0,12,0,0,0
"Block Group 2, Census Tract 2522.01",175,10,36,25,31,0,14,30,0,6,0,11,12,0,0,0,0
"Block Group 3, Census Tract 2522.01",594,74,68,52,14,5,12,64,14,51,41,69,85,29,10,0,6
"Block Group 1, Census Tract 2522.02",212,31,0,12,10,27,34,24,0,0,17,45,12,0,0,0,0
"Block Group 2, Census Tract 2522.02",384,166,23,11,19,20,47,0,24,0,0,15,46,13,0,0,0
"Block Group 3, Census Tract 2522.02",382,58,42,66,41,33,21,24,13,16,9,25,20,0,14,0,0
"Block Group 4, Census Tract 2522.02",124,17,0,0,28,49,0,0,0,7,12,11,0,0,0,0,0
"Block Group 5, Census Tract 2522.02",445,75,9,59,32,64,18,35,30,18,21,55,29,0,0,0,0
"Block Group 1, Census Tract 2601",543,162,93,85,38,19,23,0,19,15,33,11,32,0,0,13,0
"Block Group 1, Census Tract 2602",364,61,34,39,0,38,10,33,6,9,22,46,47,4,15,0,0
"Block Group 1, Census Tract 2603",540,90,63,43,62,6,75,12,12,13,77,36,18,33,0,0,0
"Block Group 1, Census Tract 2604",397,123,16,98,0,16,26,5,11,38,16,21,15,0,7,5,0
"Block Group 1, Census Tract 2605",514,104,63,10,17,69,30,4,17,11,55,46,66,11,11,0,0
"Block Group 1, Census Tract 2606",193,55,11,76,6,2,6,15,0,0,0,11,0,0,11,0,0
"Block Group 2, Census Tract 2606",321,52,39,12,34,53,22,13,6,0,23,35,27,0,5,0,0
"Block Group 1, Census Tract 2607",212,42,11,26,43,13,0,5,9,31,12,10,0,5,5,0,0
"Block Group 2, Census Tract 2607",346,52,43,52,42,30,40,0,4,27,6,19,16,11,0,0,4
"Block Group 1, Census Tract 2608",398,77,46,44,22,0,29,9,41,32,12,34,47,0,0,0,5
"Block Group 2, Census Tract 2608",472,132,49,62,53,41,10,4,5,16,25,17,32,6,5,6,9
