area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 2, Census Tract 201",592,70,0,51,58,0,76,10,36,58,57,78,33,18,0,19,28
"Block Group 1, Census Tract 202",470,0,0,0,16,0,16,0,0,12,20,16,80,39,116,101,54
"Block Group 2, Census Tract 202",558,128,0,0,146,41,24,0,15,0,21,59,78,0,0,31,15
"Block Group 3, Census Tract 202",518,21,0,16,19,20,45,0,0,0,18,17,60,95,84,74,49
"Block Group 4, Census Tract 202",606,49,0,8,34,9,0,0,0,15,133,99,9,53,55,101,41
"Block Group 1, Census Tract 203.01",934,144,56,22,18,37,66,0,87,40,36,147,71,93,42,18,57
"Block Group 2, Census Tract 203.01",531,77,0,42,0,47,32,34,24,29,52,47,55,39,2,16,35
"Block Group 3, Census Tract 203.01",522,0,0,9,23,52,10,59,10,21,36,37,92,68,22,14,69
"Block Group 1, Census Tract 203.02",279,37,11,16,0,8,19,7,6,20,31,0,15,31,24,9,45
"Block Group 2, Census Tract 203.02",380,9,0,27,17,7,27,9,0,26,30,27,35,76,19,38,33
"Block Group 3, Census Tract 203.02",1051,59,48,39,42,8,34,15,20,35,97,195,128,134,71,31,95
"Block Group 1, Census Tract 204",388,10,21,8,35,9,8,48,43,0,35,15,77,13,28,11,27
"Block Group 2, Census Tract 204",558,14,24,9,65,10,16,21,18,60,38,43,34,81,21,45,59
"Block Group 3, Census Tract 204",797,54,51,29,13,30,59,70,9,22,51,98,117,62,75,31,26
"Block Group 1, Census Tract 205",927,45,30,28,97,73,60,35,162,47,107,46,93,44,28,32,0
"Block Group 2, Census Tract 205",335,16,0,15,41,0,14,15,13,51,18,44,27,18,0,63,0
"Block Group 3, Census Tract 205",583,154,48,57,51,20,82,75,0,0,31,12,15,0,8,30,0
"Block Group 4, Census Tract 205",299,69,0,0,28,13,0,0,69,31,11,14,32,15,0,17,0
"Block Group 1, Census Tract 206.01",694,65,11,0,0,0,66,106,0,84,0,58,12,33,86,77,96
"Block Group 2, Census Tract 206.01",911,200,0,161,17,134,19,44,40,0,107,118,11,0,35,16,9
"Block Group 3, Census Tract 206.01",382,0,17,0,37,0,117,15,57,0,0,32,32,0,30,0,45
"Block Group 1, Census Tract 206.02",417,39,0,11,19,0,26,32,45,21,92,40,30,43,0,0,19
"Block Group 2, Census Tract 206.02",228,1,31,0,41,10,15,0,31,15,0,19,23,9,33,0,0
"Block Group 3, Census Tract 206.02",403,51,6,72,14,35,20,7,25,0,44,21,18,14,49,20,7
"Block Group 4, Census Tract 206.02",340,40,0,24,0,21,0,0,8,32,26,52,34,16,37,20,30
"Block Group 1, Census Tract 207.01",332,12,6,10,12,4,7,27,47,23,8,20,46,29,9,37,35
"Block Group 2, Census Tract 207.01",283,5,6,5,11,30,17,0,0,11,15,23,25,41,32,25,37
"Block Group 1, Census Tract 207.02",779,50,13,36,121,26,55,12,58,0,79,72,158,58,41,0,0
"Block Group 2, Census Tract 207.02",790,44,0,81,117,0,13,33,79,14,46,144,108,60,0,14,37
"Block Group 3, Census Tract 207.02",543,41,36,27,27,0,24,73,57,0,137,27,74,20,0,0,0
"Block Group 4, Census Tract 207.02",209,0,0,20,13,75,30,0,0,0,0,24,0,18,29,0,0
"Block Group 1, Census Tract 208.01",602,0,0,63,0,5,37,62,79,35,34,40,66,94,0,47,40
"Block Group 2, Census Tract 208.01",281,13,0,0,17,18,0,11,11,0,22,23,73,25,16,29,23
"Block Group 3, Census Tract 208.01",496,39,13,73,30,0,37,22,60,0,52,48,23,36,39,0,24
"Block Group 4, Census Tract 208.01",620,31,0,60,15,134,17,72,0,41,16,0,118,96,11,9,0
"Block Group 1, Census Tract 208.02",399,0,0,39,0,0,0,0,0,22,12,87,43,37,74,26,59
"Block Group 2, Census Tract 208.02",591,0,0,77,82,37,13,0,98,74,28,12,11,88,0,71,0
"Block Group 3, Census Tract 208.02",846,71,91,33,76,103,26,50,65,34,14,24,148,58,29,12,12
"Block Group 4, Census Tract 208.02",386,25,27,13,21,68,13,0,0,35,22,22,87,32,0,0,21
"Block Group 1, Census Tract 209.01",862,67,36,66,27,103,53,32,119,22,27,128,97,27,28,30,0
"Block Group 2, Census Tract 209.01",293,15,8,0,36,18,24,26,34,0,34,9,36,20,8,25,0
"Block Group 3, Census Tract 209.01",748,67,30,39,42,31,71,12,77,41,88,36,84,85,17,28,0
"Block Group 1, Census Tract 209.02",804,72,72,138,37,57,62,54,45,34,45,42,62,32,43,9,0
"Block Group 2, Census Tract 209.02",785,93,12,54,61,62,34,76,35,14,52,111,76,48,24,26,7
"Block Group 1, Census Tract 301.01",463,30,15,16,60,28,81,35,0,34,92,44,15,13,0,0,0
"Block Group 2, Census Tract 301.01",352,13,77,0,0,0,0,18,45,0,23,82,63,31,0,0,0
"Block Group 3, Census Tract 301.01",641,82,66,45,63,31,37,0,122,0,115,19,43,18,0,0,0
"Block Group 4, Census Tract 301.01",668,43,16,87,0,52,0,11,0,11,79,39,80,65,13,90,82
"Block Group 1, Census Tract 301.02",680,31,31,14,33,48,14,24,38,55,81,103,74,75,9,22,28
"Block Group 2, Census Tract 301.02",658,68,79,65,135,22,13,45,99,9,37,42,25,10,9,0,0
"Block Group 3, Census Tract 301.02",475,57,0,22,8,27,11,42,23,9,87,20,91,25,28,25,0
"Block Group 1, Census Tract 301.03",276,24,8,22,13,18,8,0,0,9,55,25,19,55,8,12,0
"Block Group 2, Census Tract 301.03",673,109,22,45,25,32,24,80,14,35,51,53,26,51,51,13,42
"Block Group 1, Census Tract 301.04",751,87,31,68,50,42,0,107,28,0,54,116,69,28,30,41,0
"Block Group 2, Census Tract 301.04",265,37,11,6,6,59,25,7,39,25,0,11,23,6,0,10,0
"Block Group 1, Census Tract 302",734,28,0,35,31,50,90,12,50,17,75,53,122,31,80,17,43
"Block Group 2, Census Tract 302",591,44,0,0,0,0,15,58,18,48,17,109,87,81,0,45,69
"Block Group 3, Census Tract 302",384,68,0,0,0,0,0,48,16,11,7,10,16,103,13,29,63
"Block Group 4, Census Tract 302",752,70,16,148,11,50,0,67,0,68,25,54,74,46,52,25,46
"Block Group 1, Census Tract 303",693,11,88,28,71,58,32,60,25,26,49,78,72,44,18,33,0
"Block Group 2, Census Tract 303",766,166,29,32,53,27,58,60,35,44,34,37,86,8,32,18,47
"Block Group 1, Census Tract 304",819,160,38,89,27,40,78,11,29,10,70,31,81,73,17,42,23
"Block Group 2, Census Tract 304",494,37,7,19,19,42,19,6,27,52,13,39,70,18,16,44,66
"Block Group 1, Census Tract 305",592,40,0,16,0,0,48,25,0,12,0,26,94,58,145,59,69
"Block Group 2, Census Tract 305",928,0,38,14,13,41,0,14,107,72,88,82,168,78,68,57,88
"Block Group 3, Census Tract 305",636,28,14,28,27,14,0,18,14,58,80,71,0,101,0,141,42
"Block Group 4, Census Tract 305",708,0,0,0,14,0,14,67,38,14,110,53,138,92,24,63,81
"Block Group 1, Census Tract 306.01",597,15,27,14,65,62,80,48,70,20,62,53,39,31,11,0,0
"Block Group 2, Census Tract 306.01",451,92,22,78,62,19,0,16,14,0,0,0,63,38,14,33,0
"Block Group 3, Census Tract 306.01",966,44,81,24,76,78,77,66,60,1,78,61,152,78,47,43,0
"Block Group 1, Census Tract 306.03",516,50,93,18,59,32,61,58,42,7,22,31,0,25,0,9,9
"Block Group 2, Census Tract 306.03",813,166,54,90,33,83,44,22,44,29,88,36,16,25,17,35,31
"Block Group 1, Census Tract 306.04",751,91,33,56,54,73,16,42,18,39,72,143,45,0,31,30,8
"Block Group 2, Census Tract 306.04",743,29,22,68,50,49,25,36,28,0,68,149,68,64,33,31,23
"Block Group 3, Census Tract 306.04",514,125,157,95,27,68,5,0,5,0,0,13,10,9,0,0,0
"Block Group 1, Census Tract 307.01",898,99,59,76,115,52,21,76,56,19,73,65,112,61,5,9,0
"Block Group 1, Census Tract 307.02",625,50,8,16,32,8,9,51,20,38,16,74,88,63,24,76,52
"Block Group 2, Census Tract 307.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 307.03",558,122,14,90,8,34,0,0,48,0,52,34,26,65,0,21,44
"Block Group 2, Census Tract 307.03",355,99,64,47,25,55,8,7,0,0,22,0,11,17,0,0,0
"Block Group 3, Census Tract 307.03",775,75,24,30,44,14,32,26,65,52,108,107,55,53,25,59,6
"Block Group 1, Census Tract 307.06",1999,303,56,72,127,143,143,72,96,51,170,231,146,133,58,160,38
"Block Group 2, Census Tract 307.06",854,99,80,95,105,53,16,46,0,0,125,56,94,0,27,27,31
"Block Group 1, Census Tract 308",412,52,0,21,11,79,10,20,16,57,26,11,32,42,0,35,0
"Block Group 2, Census Tract 308",525,45,0,0,0,0,28,14,0,0,13,12,139,91,83,0,100
"Block Group 3, Census Tract 308",553,78,0,0,51,19,13,0,0,0,55,98,72,0,42,49,76
"Block Group 4, Census Tract 308",494,0,24,0,38,0,11,10,13,40,65,99,16,39,69,43,27
"Block Group 1, Census Tract 309",204,8,0,0,0,11,9,8,0,47,0,18,28,43,7,15,10
"Block Group 2, Census Tract 309",542,0,65,40,0,42,62,39,0,55,31,38,22,35,25,53,35
"Block Group 3, Census Tract 309",455,8,25,20,0,0,0,0,8,19,0,10,94,107,8,85,71
"Block Group 4, Census Tract 309",291,0,0,0,0,0,0,0,0,8,59,47,57,10,23,15,72
"Block Group 1, Census Tract 310",486,10,0,43,35,23,16,28,16,0,46,29,52,40,50,34,64
"Block Group 2, Census Tract 310",687,9,13,50,76,54,8,27,24,15,102,19,79,59,71,31,50
"Block Group 3, Census Tract 310",792,31,7,15,0,50,25,26,47,44,49,74,135,87,40,70,92
"Block Group 1, Census Tract 311",858,42,54,24,21,0,14,11,0,0,76,60,99,242,65,43,107
"Block Group 2, Census Tract 311",631,141,0,0,34,42,45,29,16,76,86,34,63,45,20,0,0
"Block Group 3, Census Tract 311",808,0,22,37,68,87,16,78,13,0,81,29,91,129,22,67,68
"Block Group 1, Census Tract 312",565,154,24,0,14,37,0,17,15,0,0,15,103,46,43,30,67
"Block Group 2, Census Tract 312",498,72,70,15,17,22,0,110,23,57,18,45,16,0,17,0,16
"Block Group 3, Census Tract 312",826,330,52,86,44,101,0,17,39,41,0,52,18,0,16,14,16
"Block Group 4, Census Tract 312",771,130,50,0,55,0,42,0,95,29,74,62,58,70,15,66,25
"Block Group 1, Census Tract 313",465,16,34,14,14,123,16,39,0,10,80,11,31,9,12,11,45
"Block Group 2, Census Tract 313",976,14,32,0,124,69,49,86,43,47,127,62,260,21,29,13,0
"Block Group 3, Census Tract 313",367,32,16,0,60,16,89,44,0,0,0,0,0,56,0,54,0
"Block Group 4, Census Tract 313",1242,283,155,48,77,67,104,98,20,57,53,53,50,33,0,109,35
"Block Group 5, Census Tract 313",1068,56,36,9,48,15,70,43,73,56,158,191,105,123,13,43,29
"Block Group 1, Census Tract 314",1046,19,0,50,105,40,20,0,0,40,114,177,94,188,64,97,38
"Block Group 2, Census Tract 314",450,42,0,47,0,0,0,0,0,11,42,33,76,73,26,100,0
"Block Group 3, Census Tract 314",552,61,0,44,52,15,33,16,29,24,69,39,145,11,0,0,14
"Block Group 4, Census Tract 314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 5, Census Tract 314",540,16,0,0,41,28,32,0,0,14,72,73,27,64,33,59,81
"Block Group 6, Census Tract 314",499,15,25,16,0,0,70,17,31,0,27,35,129,28,57,28,21
"Block Group 1, Census Tract 315.01",418,90,50,16,24,104,30,0,0,13,30,26,27,8,0,0,0
"Block Group 2, Census Tract 315.01",860,123,66,130,35,21,0,22,15,31,48,89,142,49,19,39,31
"Block Group 3, Census Tract 315.01",498,130,61,42,49,8,18,8,8,39,40,44,0,29,9,13,0
"Block Group 1, Census Tract 315.02",723,99,15,41,78,29,93,13,30,0,78,60,37,0,77,38,35
"Block Group 2, Census Tract 315.02",571,167,105,29,0,22,63,13,0,13,31,29,30,36,0,12,21
"Block Group 3, Census Tract 315.02",956,264,131,66,157,69,0,58,75,0,60,0,19,34,11,0,12
"Block Group 1, Census Tract 317",1071,181,86,82,23,87,80,24,64,13,37,94,68,74,30,56,72
"Block Group 2, Census Tract 317",1033,228,82,41,102,0,15,19,66,0,26,106,63,118,38,67,62
"Block Group 3, Census Tract 317",783,62,15,50,61,54,26,44,73,30,13,69,92,44,84,34,32
"Block Group 4, Census Tract 317",584,119,0,0,0,35,0,0,43,20,29,75,107,27,0,73,56
"Block Group 1, Census Tract 318",936,37,18,57,34,57,54,32,31,33,48,93,122,89,75,77,79
"Block Group 1, Census Tract 319",606,34,24,48,42,26,7,58,8,62,10,74,85,35,38,23,32
"Block Group 2, Census Tract 319",652,21,24,15,32,9,53,9,43,7,51,104,49,48,54,55,78
"Block Group 1, Census Tract 321",825,129,0,0,0,33,29,0,0,0,0,29,170,140,41,59,195
"Block Group 2, Census Tract 321",668,96,46,60,67,26,62,0,28,0,60,83,54,39,0,47,0
"Block Group 3, Census Tract 321",994,236,32,181,0,0,24,30,9,115,93,67,0,75,57,19,56
"Block Group 4, Census Tract 321",820,32,0,101,107,0,30,0,101,43,97,0,195,29,0,43,42
"Block Group 5, Census Tract 321",481,0,121,0,0,0,0,0,29,0,16,22,36,35,12,62,148
"Block Group 1, Census Tract 401",522,8,10,0,0,37,51,6,23,0,36,70,51,64,40,53,73
"Block Group 2, Census Tract 401",704,28,7,29,20,17,6,18,22,53,82,73,140,43,38,82,46
"Block Group 3, Census Tract 401",373,20,17,10,9,0,7,9,8,0,8,57,64,56,28,17,63
"Block Group 1, Census Tract 402.01",557,15,0,32,15,46,0,35,0,0,12,94,95,46,57,25,85
"Block Group 2, Census Tract 402.01",721,17,45,52,79,16,62,0,65,16,107,36,62,34,62,41,27
"Block Group 3, Census Tract 402.01",626,50,16,26,39,0,12,16,31,33,26,82,72,86,30,78,29
"Block Group 4, Census Tract 402.01",1084,26,28,14,0,41,68,80,81,67,63,131,146,159,91,12,77
"Block Group 1, Census Tract 402.02",482,14,112,0,39,26,29,22,19,0,29,50,38,39,31,34,0
"Block Group 2, Census Tract 402.02",980,40,126,96,74,15,20,71,55,45,17,137,87,73,13,40,71
"Block Group 3, Census Tract 402.02",664,207,75,52,15,0,0,35,37,16,54,11,49,58,38,17,0
"Block Group 4, Census Tract 402.02",837,170,44,11,49,15,109,27,20,49,54,70,105,52,15,31,16
"Block Group 1, Census Tract 403",411,12,10,0,13,26,11,0,15,0,23,11,36,36,39,112,67
"Block Group 2, Census Tract 403",390,12,28,0,31,32,0,9,0,28,22,11,89,40,52,10,26
"Block Group 3, Census Tract 403",278,0,11,0,10,0,6,21,13,0,19,17,40,72,24,39,6
"Block Group 1, Census Tract 404.01",366,0,0,9,35,10,7,0,9,9,9,10,72,46,48,25,77
"Block Group 2, Census Tract 404.01",293,8,0,20,0,9,17,0,9,16,0,17,15,36,47,58,41
"Block Group 3, Census Tract 404.01",257,0,0,0,0,43,0,6,0,29,10,41,82,17,10,0,19
"Block Group 4, Census Tract 404.01",411,0,0,0,6,46,27,10,9,8,21,62,49,46,37,13,77
"Block Group 1, Census Tract 404.02",248,0,0,0,0,0,0,51,28,30,13,0,29,0,15,57,25
"Block Group 2, Census Tract 404.02",282,13,10,14,0,13,16,0,37,16,29,48,9,13,44,0,20
"Block Group 3, Census Tract 404.02",716,40,0,14,26,16,15,0,0,0,45,89,56,25,117,115,158
"Block Group 4, Census Tract 404.02",316,10,0,13,19,0,0,17,0,30,37,16,0,0,49,41,84
"Block Group 5, Census Tract 404.02",917,27,0,45,43,15,65,76,62,55,67,46,111,54,91,89,71
"Block Group 1, Census Tract 406",270,15,28,8,0,0,0,0,0,20,15,6,94,14,15,7,48
"Block Group 2, Census Tract 406",435,0,14,7,31,14,0,7,23,8,68,27,69,44,16,45,62
"Block Group 3, Census Tract 406",442,48,7,0,0,0,0,34,9,9,40,37,73,78,42,28,37
"Block Group 1, Census Tract 407",414,12,42,0,0,0,0,22,45,20,16,16,97,40,56,37,11
"Block Group 2, Census Tract 407",459,0,0,51,0,16,33,20,30,47,10,51,49,41,23,19,69
"Block Group 3, Census Tract 407",347,0,0,5,7,15,11,0,10,0,62,54,56,34,20,44,29
"Block Group 4, Census Tract 407",309,40,0,8,5,19,6,0,5,0,29,40,33,30,25,39,30
"Block Group 1, Census Tract 408",429,9,0,20,9,33,15,33,17,10,34,43,62,67,24,28,25
"Block Group 2, Census Tract 408",366,9,12,12,0,5,12,11,0,28,35,54,50,39,26,40,33
"Block Group 1, Census Tract 409",664,25,17,49,24,35,13,55,9,26,63,53,84,43,42,24,102
"Block Group 2, Census Tract 409",305,0,0,0,9,43,0,18,0,9,13,19,41,17,40,31,65
"Block Group 1, Census Tract 501",369,34,0,14,0,13,24,18,0,22,12,42,65,59,28,19,19
"Block Group 2, Census Tract 501",755,13,10,23,19,12,0,0,35,24,23,82,103,117,63,120,111
"Block Group 1, Census Tract 502",454,0,0,24,14,12,13,52,13,0,0,39,85,42,0,39,121
"Block Group 2, Census Tract 502",983,25,13,35,21,10,65,12,12,34,82,198,81,81,99,41,174
"Block Group 3, Census Tract 502",833,27,36,50,75,34,18,46,24,33,13,115,48,89,17,23,185
"Block Group 1, Census Tract 503",370,45,5,0,7,0,27,42,8,7,16,19,85,23,0,61,25
"Block Group 2, Census Tract 503",324,0,9,0,0,0,19,0,31,25,32,22,28,57,42,7,52
"Block Group 3, Census Tract 503",382,12,7,8,21,0,13,0,0,21,15,75,66,47,0,60,37
"Block Group 1, Census Tract 505",456,13,0,11,0,0,0,0,16,0,0,0,68,0,133,20,195
"Block Group 2, Census Tract 505",615,0,0,0,23,0,0,17,16,0,0,54,178,69,33,56,169
"Block Group 3, Census Tract 505",383,54,0,24,0,11,0,0,0,0,69,0,28,68,52,27,50
"Block Group 4, Census Tract 505",457,0,13,29,0,0,0,15,0,36,0,8,109,30,34,100,83
"Block Group 5, Census Tract 505",307,0,0,0,14,0,0,0,63,0,0,41,64,0,0,52,73
"Block Group 1, Census Tract 506",662,0,23,0,15,10,5,0,10,11,81,28,147,90,25,77,140
"Block Group 2, Census Tract 506",431,8,10,0,0,0,5,0,12,34,19,42,59,62,57,16,107
"Block Group 1, Census Tract 507",674,22,0,6,10,5,29,5,0,0,36,74,53,89,63,107,175
"Block Group 1, Census Tract 508",588,13,20,5,4,27,7,0,6,50,25,45,51,78,42,46,169
"Block Group 1, Census Tract 509",587,13,10,25,5,4,0,25,36,5,67,74,61,64,59,49,90
"Block Group 1, Census Tract 510",740,53,6,0,18,0,5,28,19,10,48,50,116,87,25,99,176
"Block Group 1, Census Tract 511",644,6,24,32,11,14,31,19,10,25,12,49,54,36,60,68,193
"Block Group 1, Census Tract 512",303,5,3,0,5,6,0,12,14,0,5,14,53,48,46,29,63
"Block Group 2, Census Tract 512",296,0,8,0,4,19,0,0,6,0,0,0,64,42,10,39,104
"Block Group 1, Census Tract 513",443,0,9,13,13,0,6,0,0,0,0,22,47,57,40,46,190
"Block Group 2, Census Tract 513",682,0,0,9,0,11,29,0,0,0,29,40,113,48,80,145,178
"Block Group 1, Census Tract 514",455,6,23,22,8,13,0,4,33,14,12,38,33,56,25,41,127
"Block Group 2, Census Tract 514",332,10,4,24,13,6,5,19,0,5,22,23,53,48,29,31,40
"Block Group 1, Census Tract 601",374,0,9,8,0,27,0,17,5,25,37,30,46,9,8,19,134
"Block Group 2, Census Tract 601",504,0,0,0,9,0,16,9,8,8,34,90,110,48,25,35,112
"Block Group 3, Census Tract 601",349,22,0,0,0,28,9,16,9,7,33,11,35,77,18,35,49
"Block Group 1, Census Tract 602",682,35,10,36,26,23,9,34,0,5,74,122,128,74,55,21,30
"Block Group 2, Census Tract 602",425,18,37,7,25,30,10,0,10,0,25,33,58,40,14,39,79
"Block Group 1, Census Tract 603",753,0,0,11,0,0,0,5,22,10,32,102,38,107,56,162,208
"Block Group 2, Census Tract 603",609,4,0,22,0,37,58,11,12,18,10,20,100,92,40,53,132
"Block Group 1, Census Tract 604",791,15,11,0,0,27,8,18,28,22,48,72,132,74,63,46,227
"Block Group 2, Census Tract 604",343,19,9,7,3,0,0,10,0,8,12,26,59,18,17,36,119
"Block Group 3, Census Tract 604",409,9,0,0,0,19,8,0,0,20,17,17,28,34,48,123,86
"Block Group 1, Census Tract 605",742,107,93,17,94,11,20,5,46,33,20,32,72,26,21,38,107
"Block Group 1, Census Tract 608",1043,50,45,0,21,13,40,64,29,15,75,42,210,158,152,78,51
"Block Group 2, Census Tract 608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 608",2029,115,29,50,28,44,39,55,109,119,136,150,494,248,161,128,124
"Block Group 1, Census Tract 609",837,0,75,26,0,25,55,23,58,0,109,225,83,79,27,0,52
"Block Group 2, Census Tract 609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 609",925,23,0,139,53,25,33,24,21,0,97,79,183,53,90,0,105
"Block Group 4, Census Tract 609",2506,151,26,87,74,61,61,126,246,75,323,106,337,299,244,64,226
"Block Group 5, Census Tract 609",422,0,21,0,124,0,68,106,0,0,103,0,0,0,0,0,0
"Block Group 1, Census Tract 610",983,45,17,0,26,13,17,28,8,33,27,71,132,155,57,178,176
"Block Group 1, Census Tract 611",608,9,4,11,0,5,0,12,22,25,31,52,103,81,25,89,139
"Block Group 1, Census Tract 612",791,37,6,23,14,18,23,5,28,15,45,45,110,85,68,110,159
"Block Group 1, Census Tract 615",803,18,17,13,13,4,14,18,15,19,45,63,54,150,77,125,158
"Block Group 1, Census Tract 618",716,59,27,6,45,5,46,35,31,25,44,74,150,91,47,19,12
"Block Group 1, Census Tract 619.01",484,61,0,14,0,0,0,0,16,14,54,70,103,88,29,35,0
"Block Group 2, Census Tract 619.01",546,86,0,15,15,0,15,64,61,42,0,48,30,36,105,0,29
"Block Group 3, Census Tract 619.01",560,47,12,0,0,0,24,46,64,0,31,31,78,121,23,26,57
"Block Group 4, Census Tract 619.01",674,48,66,54,17,46,65,31,29,82,39,29,37,17,16,15,83
"Block Group 1, Census Tract 619.02",805,44,16,94,0,0,13,45,46,22,160,32,74,59,47,47,106
"Block Group 2, Census Tract 619.02",1039,81,73,56,12,77,63,18,69,64,47,95,111,19,72,38,144
"Block Group 3, Census Tract 619.02",1071,38,17,48,11,12,25,37,62,0,95,173,139,173,70,110,61
"Block Group 4, Census Tract 619.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 620",1112,11,37,80,9,0,60,49,40,40,61,165,121,116,24,131,168
"Block Group 2, Census Tract 620",436,10,7,0,0,25,17,11,25,9,22,111,28,19,68,35,49
"Block Group 1, Census Tract 621",467,20,0,0,29,0,0,10,0,7,0,19,19,56,29,75,203
"Block Group 2, Census Tract 621",482,11,19,6,33,33,8,6,6,16,22,64,77,81,35,33,32
"Block Group 3, Census Tract 621",848,138,100,0,23,27,12,18,9,9,74,67,64,141,61,26,79
"Block Group 1, Census Tract 622",593,26,32,0,0,0,0,0,52,19,60,38,32,115,46,82,91
"Block Group 2, Census Tract 622",682,7,0,9,17,9,30,14,0,37,31,39,91,73,55,81,189
"Block Group 1, Census Tract 623",710,0,5,0,14,9,5,17,28,0,42,24,69,93,81,71,252
"Block Group 1, Census Tract 624",671,28,16,38,11,16,5,4,5,5,47,23,39,60,68,86,220
"Block Group 1, Census Tract 625",715,12,3,27,4,4,4,16,19,30,51,39,81,63,48,44,270
"Block Group 1, Census Tract 626",952,6,6,4,14,11,5,18,25,11,38,112,92,77,74,102,357
"Block Group 1, Census Tract 627",297,0,0,0,0,0,0,6,0,11,0,26,26,35,13,27,153
