area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 1, Census Tract 1506",499,35,0,13,10,58,53,32,37,0,0,34,147,37,25,0,18
"Block Group 2, Census Tract 1506",277,0,0,0,0,0,39,0,18,0,58,25,37,34,18,8,40
"Block Group 3, Census Tract 1506",352,0,0,8,10,0,0,0,0,36,42,50,33,27,19,93,34
"Block Group 4, Census Tract 1506",304,0,35,0,0,10,10,0,0,0,20,33,48,36,0,77,35
"Block Group 1, Census Tract 1507",375,0,0,33,0,23,37,44,7,0,22,49,65,15,10,33,37
"Block Group 2, Census Tract 1507",277,0,0,13,0,0,0,0,0,14,0,0,23,55,90,40,42
"Block Group 3, Census Tract 1507",358,0,12,0,0,0,9,22,12,83,21,9,0,31,39,114,6
"Block Group 4, Census Tract 1507",372,0,0,13,11,34,0,13,0,34,0,30,48,26,42,70,51
"Block Group 1, Census Tract 1508",269,0,13,0,12,0,44,0,25,0,0,33,14,16,48,0,64
"Block Group 2, Census Tract 1508",376,0,0,16,13,13,55,19,10,0,11,0,108,0,11,58,62
"Block Group 3, Census Tract 1508",431,0,0,0,12,0,0,8,13,47,46,37,32,17,44,100,75
"Block Group 4, Census Tract 1508",295,15,0,13,23,23,14,28,41,0,9,0,10,85,7,11,16
"Block Group 5, Census Tract 1508",247,41,11,0,0,0,11,0,19,0,0,62,38,0,37,12,16
"Block Group 1, Census Tract 1510.01",595,21,22,20,42,5,26,21,39,5,18,47,92,72,49,61,55
"Block Group 2, Census Tract 1510.01",291,11,10,22,5,10,15,0,15,0,0,8,19,59,53,33,31
"Block Group 1, Census Tract 1510.02",424,49,20,0,0,0,0,39,0,13,52,22,45,126,12,33,13
"Block Group 2, Census Tract 1510.02",377,0,11,11,0,30,0,0,13,34,29,10,85,8,23,39,84
"Block Group 3, Census Tract 1510.02",580,0,21,12,0,43,12,25,37,48,68,65,167,0,37,31,14
"Block Group 4, Census Tract 1510.02",191,11,11,18,11,20,0,0,12,0,9,10,0,47,15,18,9
"Block Group 1, Census Tract 1511",605,10,40,9,23,25,25,62,6,0,21,24,156,97,43,37,27
"Block Group 2, Census Tract 1511",490,10,0,10,13,68,21,12,9,114,0,17,62,41,24,7,82
"Block Group 3, Census Tract 1511",330,0,0,0,60,0,0,30,0,35,12,55,26,13,0,49,50
"Block Group 4, Census Tract 1511",430,19,21,20,0,0,23,43,37,0,33,0,13,62,84,23,52
"Block Group 1, Census Tract 1512",389,14,0,0,0,0,48,37,0,0,19,0,45,76,30,86,34
"Block Group 2, Census Tract 1512",512,6,0,0,40,24,9,18,0,35,0,11,197,91,15,56,10
"Block Group 3, Census Tract 1512",433,7,0,16,0,59,31,49,0,41,8,47,71,22,51,23,8
"Block Group 1, Census Tract 1601",620,30,0,21,16,86,5,45,13,0,12,12,74,40,67,117,82
"Block Group 2, Census Tract 1601",404,0,7,0,18,18,0,62,6,7,0,18,0,84,13,61,110
"Block Group 1, Census Tract 1602",260,10,0,14,6,10,33,0,38,0,0,7,37,32,13,46,14
"Block Group 2, Census Tract 1602",180,0,0,0,0,6,0,25,0,0,6,0,4,74,20,7,38
"Block Group 3, Census Tract 1602",217,0,0,0,0,0,0,0,0,1,34,17,23,0,0,32,110
"Block Group 4, Census Tract 1602",619,11,0,6,0,0,0,18,8,0,24,39,148,22,56,101,186
"Block Group 1, Census Tract 1603",1031,33,95,46,29,33,8,47,43,22,90,87,190,102,39,79,88
"Block Group 2, Census Tract 1603",242,17,8,0,0,0,10,9,0,15,23,60,40,0,9,16,35
"Block Group 3, Census Tract 1603",610,60,0,0,12,22,0,27,7,8,40,68,57,74,112,65,58
"Block Group 1, Census Tract 1604",943,19,49,15,68,103,18,17,28,66,25,99,175,79,14,80,88
"Block Group 2, Census Tract 1604",771,26,44,11,43,49,33,9,0,35,58,34,63,169,66,44,87
"Block Group 3, Census Tract 1604",387,8,0,8,0,22,0,0,33,0,25,109,11,21,22,41,87
"Block Group 1, Census Tract 1605.01",594,0,12,21,0,0,40,0,10,30,68,100,58,146,37,27,45
"Block Group 2, Census Tract 1605.01",718,27,35,0,0,103,11,54,11,0,52,117,56,82,63,19,88
"Block Group 1, Census Tract 1605.02",311,10,0,0,60,15,25,0,0,0,34,17,25,11,16,40,58
"Block Group 2, Census Tract 1605.02",701,22,29,16,62,9,9,29,9,7,69,43,67,119,0,86,125
"Block Group 3, Census Tract 1605.02",530,45,4,19,13,9,47,14,0,20,0,15,27,47,26,57,187
"Block Group 1, Census Tract 1606.01",431,0,0,0,0,9,15,0,0,17,25,125,25,72,4,80,59
"Block Group 2, Census Tract 1606.01",317,0,20,0,0,0,37,0,16,9,25,32,86,22,23,31,16
"Block Group 3, Census Tract 1606.01",740,33,0,17,18,38,16,0,67,58,41,63,64,31,32,159,103
"Block Group 1, Census Tract 1606.02",425,40,12,24,6,12,28,0,0,33,0,55,63,51,0,80,21
"Block Group 2, Census Tract 1606.02",626,8,36,0,57,14,15,0,23,10,48,60,118,38,86,102,11
"Block Group 3, Census Tract 1606.02",525,0,16,0,0,33,22,16,0,44,58,18,64,72,76,7,99
"Block Group 1, Census Tract 1607",354,28,0,60,89,0,0,0,0,0,0,0,44,23,16,0,94
"Block Group 2, Census Tract 1607",399,0,7,0,0,0,0,0,25,0,0,99,0,44,69,16,139
"Block Group 3, Census Tract 1607",621,0,76,18,77,0,15,37,14,0,0,0,98,85,56,62,83
"Block Group 4, Census Tract 1607",653,4,39,0,0,0,16,22,0,33,63,59,63,272,37,0,45
"Block Group 5, Census Tract 1607",433,0,0,16,0,0,0,0,36,0,9,43,161,17,45,18,88
"Block Group 1, Census Tract 1608",382,11,7,0,0,51,10,42,5,9,55,57,128,7,0,0,0
"Block Group 2, Census Tract 1608",290,0,0,0,23,18,0,0,0,0,44,72,59,15,0,0,59
"Block Group 3, Census Tract 1608",390,0,22,0,17,0,0,0,132,0,0,24,80,29,19,34,33
"Block Group 4, Census Tract 1608",267,8,0,0,29,38,8,0,0,0,0,7,8,45,54,38,32
"Block Group 5, Census Tract 1608",534,28,24,0,0,0,49,0,39,0,0,26,129,15,30,116,78
"Block Group 1, Census Tract 1609",551,8,22,0,12,0,20,15,22,14,32,50,29,65,64,79,119
"Block Group 2, Census Tract 1609",538,0,28,0,15,18,25,5,6,33,58,35,18,45,51,93,108
"Block Group 1, Census Tract 1610",349,25,5,0,11,23,23,35,6,11,0,28,50,49,5,3,75
"Block Group 2, Census Tract 1610",451,5,0,8,0,8,0,6,14,0,10,11,102,85,9,92,101
"Block Group 1, Census Tract 1611",292,0,6,24,0,6,0,0,20,0,9,5,51,8,35,35,93
"Block Group 2, Census Tract 1611",466,10,0,6,24,8,0,0,0,16,45,9,46,14,21,66,201
"Block Group 1, Census Tract 1612",482,24,65,57,0,0,36,9,0,0,32,0,59,44,10,98,48
"Block Group 2, Census Tract 1612",615,64,8,9,15,9,26,10,25,0,104,78,74,56,19,50,68
"Block Group 1, Census Tract 1613",248,12,0,25,0,0,0,0,39,37,51,0,36,20,0,0,28
"Block Group 2, Census Tract 1613",435,33,21,24,9,0,48,11,82,13,53,61,42,27,11,0,0
"Block Group 3, Census Tract 1613",317,46,0,35,5,0,11,0,13,9,64,13,0,34,31,47,9
"Block Group 4, Census Tract 1613",557,0,58,65,0,71,25,33,11,9,41,19,90,6,51,42,36
"Block Group 1, Census Tract 1701",1146,191,49,194,40,23,19,24,11,55,50,28,158,173,44,49,38
"Block Group 1, Census Tract 1702",317,12,0,8,9,0,5,0,0,19,0,32,26,33,45,55,73
"Block Group 2, Census Tract 1702",441,0,0,0,0,24,78,5,20,0,36,18,38,110,33,61,18
"Block Group 3, Census Tract 1702",458,0,43,0,0,23,33,0,29,38,12,30,39,25,58,69,59
"Block Group 1, Census Tract 1703",260,0,7,11,6,8,5,44,4,0,45,12,18,20,31,0,49
"Block Group 2, Census Tract 1703",436,27,0,6,0,4,9,5,39,0,97,6,26,21,49,71,76
"Block Group 3, Census Tract 1703",253,0,7,0,23,0,0,0,0,6,14,19,81,18,16,32,37
"Block Group 4, Census Tract 1703",332,0,27,0,12,0,5,4,30,10,16,42,0,33,0,128,25
"Block Group 5, Census Tract 1703",540,37,35,8,27,21,6,29,22,36,44,14,101,10,4,72,74
"Block Group 1, Census Tract 1704",204,0,13,0,0,11,8,28,0,0,7,0,35,13,0,62,27
"Block Group 2, Census Tract 1704",387,0,0,29,0,0,0,44,0,19,19,93,38,70,32,0,43
"Block Group 3, Census Tract 1704",711,14,0,25,9,12,0,0,0,0,56,77,103,261,60,15,79
"Block Group 4, Census Tract 1704",364,45,10,8,0,0,0,14,0,10,46,11,11,26,34,95,54
"Block Group 1, Census Tract 1705",542,0,0,16,0,0,86,0,0,0,96,146,9,123,14,43,9
"Block Group 2, Census Tract 1705",342,0,0,0,9,0,10,10,26,0,0,7,29,10,132,59,50
"Block Group 3, Census Tract 1705",852,32,0,0,76,0,25,19,0,41,55,165,98,74,71,89,107
"Block Group 4, Census Tract 1705",330,0,0,7,115,0,0,0,4,0,41,0,29,7,6,39,82
"Block Group 1, Census Tract 1706",391,3,5,13,9,5,0,19,29,37,38,29,88,12,22,11,71
"Block Group 2, Census Tract 1706",557,12,23,21,29,14,10,8,11,13,20,91,83,66,27,103,26
"Block Group 1, Census Tract 1707",253,38,0,0,40,20,0,6,0,0,0,0,96,8,22,0,23
"Block Group 2, Census Tract 1707",459,28,12,13,54,48,6,20,25,24,0,18,125,27,19,18,22
"Block Group 3, Census Tract 1707",455,5,19,14,26,0,13,0,10,5,11,37,96,46,101,40,32
"Block Group 1, Census Tract 1708",356,0,7,0,0,22,11,9,36,12,35,0,15,65,10,52,82
"Block Group 2, Census Tract 1708",511,14,40,0,0,0,0,50,42,48,51,46,52,46,47,19,56
"Block Group 3, Census Tract 1708",594,10,29,33,43,0,8,0,31,46,39,114,47,36,18,93,47
"Block Group 1, Census Tract 1709",652,30,22,0,14,36,72,4,3,0,115,36,121,116,25,37,21
"Block Group 1, Census Tract 1710",632,16,13,39,0,0,0,16,235,39,37,0,111,37,0,75,14
"Block Group 2, Census Tract 1710",542,45,50,0,0,14,43,0,0,0,90,34,119,28,0,89,30
"Block Group 3, Census Tract 1710",364,0,13,0,0,0,0,0,0,16,17,33,17,35,126,13,94
"Block Group 4, Census Tract 1710",378,0,0,57,0,0,15,0,0,0,19,54,66,27,0,121,19
"Block Group 5, Census Tract 1710",371,0,13,0,63,0,0,0,0,0,0,8,136,56,47,31,17
"Block Group 6, Census Tract 1710",464,0,17,49,15,0,0,14,0,0,0,0,123,142,68,36,0
"Block Group 1, Census Tract 1711",623,31,0,25,26,3,45,2,10,0,26,17,53,33,25,258,69
"Block Group 2, Census Tract 1711",236,0,7,29,0,0,9,0,10,0,0,5,73,33,21,41,8
"Block Group 3, Census Tract 1711",446,30,29,0,9,0,0,68,34,0,85,22,55,51,20,23,20
"Block Group 1, Census Tract 1801",224,0,0,0,0,0,0,27,0,0,23,24,10,72,20,0,48
"Block Group 2, Census Tract 1801",614,0,119,24,44,5,58,0,0,15,0,53,110,0,53,133,0
"Block Group 3, Census Tract 1801",291,0,0,0,49,0,19,0,0,39,0,10,57,0,35,65,17
"Block Group 4, Census Tract 1801",467,40,0,117,18,0,0,0,17,0,0,36,45,102,0,69,23
"Block Group 5, Census Tract 1801",602,27,0,37,63,43,21,0,17,0,79,19,52,48,0,95,101
"Block Group 1, Census Tract 1901",808,26,7,37,65,60,37,45,55,3,58,53,175,52,54,46,35
"Block Group 1, Census Tract 1902",429,0,0,0,0,0,10,0,0,16,43,38,67,69,25,47,114
"Block Group 2, Census Tract 1902",314,24,0,0,10,55,26,52,10,0,21,8,42,8,33,0,25
"Block Group 3, Census Tract 1902",502,0,12,48,70,50,0,34,21,15,34,26,78,43,0,49,22
"Block Group 4, Census Tract 1902",354,0,0,52,0,11,42,0,17,0,0,21,64,3,85,29,30
"Block Group 1, Census Tract 1903",423,126,0,9,0,20,0,7,0,31,44,20,21,93,16,12,24
"Block Group 2, Census Tract 1903",497,27,15,29,12,0,46,12,16,14,72,12,152,82,8,0,0
"Block Group 3, Census Tract 1903",751,86,59,26,34,43,0,14,15,11,63,89,89,24,44,96,58
"Block Group 4, Census Tract 1903",337,0,0,20,0,49,0,0,21,0,0,15,89,32,46,42,23
"Block Group 1, Census Tract 1904.01",527,45,0,95,24,8,8,34,43,8,0,0,61,72,7,38,84
"Block Group 2, Census Tract 1904.01",751,17,7,0,19,0,17,0,68,15,31,60,139,175,98,13,92
"Block Group 1, Census Tract 1904.02",807,68,53,0,49,79,113,70,0,70,33,16,80,115,11,36,14
"Block Group 2, Census Tract 1904.02",976,37,45,36,21,27,15,88,53,0,68,166,194,54,89,23,60
"Block Group 1, Census Tract 1906.01",275,0,0,0,0,44,26,63,0,0,0,0,74,17,16,3,32
"Block Group 2, Census Tract 1906.01",225,0,0,0,0,5,0,13,0,0,15,68,0,46,30,32,16
"Block Group 3, Census Tract 1906.01",498,0,0,0,0,94,30,0,18,20,31,98,61,22,94,22,8
"Block Group 1, Census Tract 1906.02",279,8,11,0,0,0,0,3,61,9,10,22,78,15,0,62,0
"Block Group 2, Census Tract 1906.02",629,0,0,86,9,56,20,24,0,44,44,70,26,79,55,43,73
"Block Group 3, Census Tract 1906.02",679,35,0,100,59,58,58,0,26,0,50,16,173,64,25,15,0
"Block Group 1, Census Tract 1907.01",553,16,5,30,26,43,37,11,0,12,38,44,65,120,37,69,0
"Block Group 2, Census Tract 1907.01",313,17,11,4,10,29,13,27,60,3,31,16,18,43,8,0,23
"Block Group 1, Census Tract 1907.02",392,14,11,22,42,39,28,33,0,0,53,0,83,17,27,23,0
"Block Group 2, Census Tract 1907.02",346,29,23,0,0,33,40,53,0,27,42,17,28,2,18,34,0
"Block Group 3, Census Tract 1907.02",767,53,48,29,0,71,48,57,0,45,26,178,60,31,76,25,20
"Block Group 1, Census Tract 1908",469,115,15,132,0,0,34,0,0,27,0,26,52,0,10,58,0
"Block Group 2, Census Tract 1908",344,85,18,0,34,14,14,18,0,0,23,0,33,48,9,48,0
"Block Group 3, Census Tract 1908",411,37,31,0,0,0,0,0,36,0,17,29,135,0,13,40,73
"Block Group 4, Census Tract 1908",361,0,10,0,10,73,0,0,0,48,21,82,10,13,30,64,0
"Block Group 5, Census Tract 1908",389,41,26,0,13,36,13,71,0,11,49,0,67,0,62,0,0
"Block Group 1, Census Tract 1909",616,47,109,46,18,0,7,0,33,39,6,70,146,39,0,51,5
"Block Group 1, Census Tract 1910",377,30,33,16,110,6,25,14,5,14,35,32,22,15,0,20,0
"Block Group 2, Census Tract 1910",389,0,0,0,15,0,13,15,0,0,12,74,76,54,26,76,28
"Block Group 1, Census Tract 1911",293,0,42,0,25,25,0,0,17,35,61,0,40,0,32,16,0
"Block Group 2, Census Tract 1911",278,0,43,0,55,56,0,0,0,0,35,21,44,0,0,0,24
"Block Group 3, Census Tract 1911",255,0,16,0,0,49,127,0,47,0,0,0,0,0,16,0,0
"Block Group 4, Census Tract 1911",411,0,0,0,0,43,26,0,0,0,39,28,129,100,0,46,0
"Block Group 5, Census Tract 1911",467,0,96,27,31,12,0,24,0,46,0,89,48,43,0,35,16
"Block Group 6, Census Tract 1911",246,58,50,0,0,0,0,0,0,17,0,32,40,21,0,21,7
"Block Group 1, Census Tract 1912",656,16,0,0,26,10,49,19,29,96,49,97,129,57,14,26,39
"Block Group 2, Census Tract 1912",443,150,9,0,22,11,25,0,0,53,32,0,72,56,0,13,0
"Block Group 1, Census Tract 1913.01",862,0,84,12,38,77,25,0,0,90,55,23,45,150,40,179,44
"Block Group 2, Census Tract 1913.01",359,10,41,35,0,28,0,0,50,44,44,24,26,31,26,0,0
"Block Group 3, Census Tract 1913.01",396,27,0,28,0,74,0,8,0,58,0,68,76,19,16,22,0
"Block Group 1, Census Tract 1913.02",561,0,12,0,0,87,0,53,43,44,19,23,137,42,27,51,23
"Block Group 2, Census Tract 1913.02",646,42,33,0,0,73,12,93,9,0,167,50,83,22,7,24,31
"Block Group 1, Census Tract 2001",397,0,0,31,23,0,12,0,0,15,44,0,24,68,91,55,34
"Block Group 2, Census Tract 2001",248,0,0,14,6,8,0,25,9,12,13,14,94,13,11,10,19
"Block Group 3, Census Tract 2001",653,36,8,0,45,0,39,47,78,68,32,99,52,45,19,61,24
"Block Group 1, Census Tract 2002",305,13,0,0,45,0,11,0,18,26,35,12,37,50,0,3,55
"Block Group 2, Census Tract 2002",536,15,68,0,55,0,26,68,0,12,44,81,45,68,0,16,38
"Block Group 3, Census Tract 2002",312,56,0,0,42,23,0,0,20,0,37,51,23,39,10,0,11
"Block Group 4, Census Tract 2002",485,0,0,9,6,12,56,0,11,0,45,191,52,46,14,22,21
"Block Group 1, Census Tract 2003",210,20,13,18,0,0,54,8,0,21,0,0,0,0,41,30,5
"Block Group 2, Census Tract 2003",483,105,0,4,29,25,3,13,0,30,17,59,61,63,58,0,16
"Block Group 1, Census Tract 2004.01",341,8,36,27,13,43,0,21,22,0,17,0,23,15,20,10,86
"Block Group 2, Census Tract 2004.01",616,40,31,15,10,41,17,17,27,0,17,110,77,61,22,72,59
"Block Group 1, Census Tract 2004.02",344,0,0,25,0,0,20,59,23,0,0,65,23,78,0,0,51
"Block Group 2, Census Tract 2004.02",465,13,0,0,0,0,67,26,12,7,82,11,124,41,0,53,29
"Block Group 3, Census Tract 2004.02",510,22,0,0,0,0,0,60,0,31,0,77,149,87,27,32,25
"Block Group 1, Census Tract 2101",564,0,0,12,0,0,27,0,0,20,9,57,61,67,61,78,172
"Block Group 2, Census Tract 2101",665,8,0,9,32,0,0,39,11,0,8,19,105,145,29,65,195
"Block Group 3, Census Tract 2101",485,0,0,18,25,0,35,0,0,40,20,82,60,70,13,51,71
"Block Group 1, Census Tract 2104",522,23,3,105,6,11,7,14,42,28,17,44,78,36,13,48,47
"Block Group 2, Census Tract 2104",334,13,11,0,4,44,0,25,30,0,16,38,67,19,17,35,15
"Block Group 1, Census Tract 2105.01",370,61,19,0,0,0,0,13,0,0,61,109,27,41,0,9,30
"Block Group 2, Census Tract 2105.01",1080,114,14,106,21,38,26,32,0,51,120,129,90,101,78,109,51
"Block Group 1, Census Tract 2105.02",709,68,20,7,0,44,29,30,33,30,83,81,83,73,37,55,36
"Block Group 2, Census Tract 2105.02",439,0,19,0,9,0,0,0,0,47,13,53,86,36,32,49,95
"Block Group 3, Census Tract 2105.02",380,0,0,0,0,46,0,10,22,19,38,68,63,22,10,62,20
"Block Group 1, Census Tract 2106.01",332,0,0,0,4,0,0,0,21,0,9,0,53,39,0,38,168
"Block Group 2, Census Tract 2106.01",196,15,0,11,0,0,53,0,0,6,0,34,22,38,0,0,17
"Block Group 3, Census Tract 2106.01",582,0,11,24,27,9,23,0,25,40,42,62,133,43,28,44,71
"Block Group 1, Census Tract 2106.02",502,13,81,9,0,0,0,0,0,0,65,31,95,63,50,54,41
"Block Group 2, Census Tract 2106.02",327,0,0,12,0,9,36,10,0,21,33,0,62,22,56,21,45
"Block Group 3, Census Tract 2106.02",814,27,15,0,34,0,12,11,21,11,35,80,82,98,94,206,88
"Block Group 1, Census Tract 2107",225,0,0,3,27,42,0,0,11,31,58,0,18,35,0,0,0
"Block Group 2, Census Tract 2107",579,15,0,0,0,9,23,27,0,9,0,54,124,48,172,14,84
"Block Group 3, Census Tract 2107",666,30,0,17,0,22,0,0,31,28,51,157,19,69,69,86,87
"Block Group 1, Census Tract 2108",440,6,0,0,5,0,4,72,4,0,35,33,86,19,62,50,64
"Block Group 1, Census Tract 2109",1068,4,40,0,0,32,12,13,11,11,78,34,218,204,102,129,180
"Block Group 2, Census Tract 2109",419,29,7,0,0,44,0,0,0,6,0,0,138,60,10,72,53
"Block Group 1, Census Tract 2203",529,0,0,0,23,0,24,0,10,0,7,43,102,109,66,56,89
"Block Group 2, Census Tract 2203",368,14,0,0,0,0,0,0,13,16,70,20,103,27,8,32,65
"Block Group 1, Census Tract 2204",392,10,0,0,28,0,0,0,37,0,18,62,52,44,26,45,70
"Block Group 2, Census Tract 2204",807,0,143,18,42,10,6,5,12,6,28,29,41,66,100,78,223
"Block Group 1, Census Tract 2205",484,51,0,0,14,0,18,32,11,0,33,75,46,31,39,67,67
"Block Group 2, Census Tract 2205",540,18,10,9,0,10,0,32,0,0,38,0,95,106,76,59,87
"Block Group 3, Census Tract 2205",307,24,9,0,13,10,10,28,0,12,10,36,24,36,4,32,59
"Block Group 1, Census Tract 2206.01",402,19,0,0,11,19,0,0,6,0,16,75,43,25,47,59,82
"Block Group 2, Census Tract 2206.01",336,11,0,0,30,26,0,0,14,0,11,21,35,50,36,40,62
"Block Group 1, Census Tract 2206.02",938,75,34,28,192,49,92,16,29,0,62,13,138,83,28,33,66
"Block Group 2, Census Tract 2206.02",688,0,126,48,0,0,13,29,0,16,16,175,72,25,64,15,89
"Block Group 3, Census Tract 2206.02",221,0,0,0,0,0,50,0,0,0,39,23,0,14,0,0,95
"Block Group 4, Census Tract 2206.02",740,42,0,33,29,46,0,14,0,13,117,137,29,0,28,127,125
"Block Group 1, Census Tract 2207.01",413,0,52,0,31,8,12,0,0,0,91,30,86,37,15,33,18
"Block Group 2, Census Tract 2207.01",185,0,0,14,0,0,0,0,0,16,17,0,76,0,0,37,25
"Block Group 3, Census Tract 2207.01",569,9,9,0,29,14,0,0,8,24,55,150,82,72,33,59,25
"Block Group 1, Census Tract 2207.02",540,32,0,0,0,0,24,22,0,29,51,42,108,37,36,135,24
"Block Group 2, Census Tract 2207.02",422,21,0,0,44,0,23,10,0,10,39,10,44,93,32,96,0
"Block Group 3, Census Tract 2207.02",277,0,0,0,59,0,28,12,0,36,0,19,43,22,18,15,25
"Block Group 4, Census Tract 2207.02",406,0,10,55,73,22,33,0,20,0,0,11,50,36,36,25,35
"Block Group 1, Census Tract 2209.01",398,0,92,31,14,18,0,26,0,0,10,22,80,21,30,29,25
"Block Group 2, Census Tract 2209.01",405,11,30,19,46,56,0,0,0,0,59,12,16,69,48,39,0
"Block Group 3, Census Tract 2209.01",274,0,0,0,19,10,0,26,28,0,0,57,17,52,41,8,16
"Block Group 1, Census Tract 2209.02",372,14,0,16,11,21,21,4,8,22,30,14,104,21,14,23,49
"Block Group 2, Census Tract 2209.02",622,18,19,3,71,12,39,57,30,5,10,103,65,55,33,43,59
"Block Group 1, Census Tract 2210",488,31,13,0,0,17,12,0,29,16,21,73,54,72,86,45,19
"Block Group 2, Census Tract 2210",591,49,33,5,11,11,25,45,15,22,10,42,132,24,109,33,25
"Block Group 1, Census Tract 2211",739,30,24,21,10,0,27,0,12,20,57,57,149,20,58,57,197
"Block Group 2, Census Tract 2211",776,78,110,10,32,29,0,99,0,25,9,31,96,89,71,58,39
"Block Group 3, Census Tract 2211",464,9,25,0,12,21,0,22,0,0,0,31,94,86,48,46,70
"Block Group 1, Census Tract 2212",673,53,20,0,10,7,0,0,45,4,6,72,68,33,64,74,217
"Block Group 2, Census Tract 2212",577,0,0,22,0,0,15,0,24,8,18,42,81,71,68,65,163
"Block Group 1, Census Tract 2213",514,0,2,26,0,0,0,9,13,50,15,49,147,30,22,7,144
"Block Group 2, Census Tract 2213",650,19,185,20,0,21,20,8,0,12,14,77,18,34,60,51,111
"Block Group 3, Census Tract 2213",296,9,18,0,11,0,0,0,0,0,17,72,89,30,0,4,46
"Block Group 1, Census Tract 2214",478,0,0,10,0,26,10,10,10,39,16,41,33,19,40,73,151
"Block Group 2, Census Tract 2214",491,18,0,10,5,10,52,0,6,0,43,29,11,69,21,63,154
"Block Group 3, Census Tract 2214",546,6,0,41,22,0,72,16,0,9,105,9,61,32,12,66,95
"Block Group 1, Census Tract 2215",715,81,84,95,0,41,0,0,31,53,0,34,60,46,37,49,104
"Block Group 2, Census Tract 2215",629,31,15,7,8,62,40,27,0,18,71,73,55,62,51,11,98
"Block Group 1, Census Tract 2216",710,23,9,0,0,24,11,0,0,6,9,27,88,124,38,123,228
"Block Group 2, Census Tract 2216",713,0,0,0,23,27,10,12,0,20,21,107,37,102,55,126,173
"Block Group 1, Census Tract 2222",383,0,0,0,0,0,0,0,0,0,0,46,34,34,24,45,200
"Block Group 2, Census Tract 2222",618,0,0,0,0,9,0,8,0,18,24,112,29,31,34,68,285
"Block Group 1, Census Tract 2225",563,14,19,4,7,12,16,9,0,14,5,28,66,50,82,63,174
"Block Group 1, Census Tract 2226",767,41,16,19,39,31,35,8,21,10,76,52,81,75,37,64,162
"Block Group 1, Census Tract 2227",272,31,5,14,9,9,0,0,0,0,22,10,38,16,25,52,41
"Block Group 2, Census Tract 2227",540,25,0,5,15,8,0,56,0,50,39,73,115,45,48,19,42
"Block Group 1, Census Tract 2228",452,14,22,21,13,29,0,7,29,0,52,11,72,129,6,21,26
"Block Group 1, Census Tract 2229",375,0,14,14,0,21,19,6,23,14,15,0,51,79,10,41,68
"Block Group 1, Census Tract 2301",624,2,24,33,8,2,58,47,38,6,44,14,59,99,17,110,63
"Block Group 1, Census Tract 2302",680,23,13,19,35,5,33,22,0,24,62,120,36,90,86,26,86
"Block Group 1, Census Tract 2303",252,0,0,6,37,0,0,0,31,5,59,30,26,16,10,21,11
"Block Group 1, Census Tract 2304",337,41,35,0,24,0,14,29,25,0,5,14,15,46,15,41,33
"Block Group 2, Census Tract 2304",402,27,40,28,13,7,0,0,59,0,53,14,76,51,8,17,9
"Block Group 1, Census Tract 2305",704,108,50,0,72,17,55,0,27,86,58,40,51,58,35,29,18
"Block Group 2, Census Tract 2305",554,338,34,8,0,35,0,0,11,0,23,31,34,6,34,0,0
"Block Group 1, Census Tract 2306",186,0,0,0,0,0,0,0,0,0,19,16,0,59,0,92,0
"Block Group 2, Census Tract 2306",341,65,22,0,54,7,40,14,0,0,28,16,0,0,95,0,0
"Block Group 3, Census Tract 2306",277,0,0,0,32,45,0,0,16,66,18,0,66,0,34,0,0
"Block Group 4, Census Tract 2306",204,55,0,60,3,0,13,0,0,0,0,0,0,73,0,0,0
"Block Group 5, Census Tract 2306",520,0,83,0,0,0,35,0,0,95,0,129,94,0,17,0,67
"Block Group 6, Census Tract 2306",509,7,15,0,25,0,35,37,28,0,134,34,99,17,0,21,57
"Block Group 1, Census Tract 2307",778,55,18,45,104,213,62,0,21,0,0,108,92,0,0,60,0
"Block Group 2, Census Tract 2307",284,12,40,0,44,40,41,0,0,18,0,0,61,0,0,28,0
"Block Group 3, Census Tract 2307",291,47,0,0,26,0,0,14,0,0,47,66,0,91,0,0,0
"Block Group 4, Census Tract 2307",652,94,61,61,26,24,101,0,12,109,26,0,138,0,0,0,0
"Block Group 1, Census Tract 2308",362,47,20,0,13,15,34,19,5,15,0,59,20,21,53,22,19
"Block Group 1, Census Tract 2309",644,63,0,0,0,50,0,13,24,60,13,118,76,27,24,90,86
"Block Group 2, Census Tract 2309",980,44,64,40,27,56,65,12,14,59,39,54,143,110,123,80,50
"Block Group 3, Census Tract 2309",400,32,0,0,0,43,54,0,0,0,33,52,15,24,77,0,70
"Block Group 1, Census Tract 2311",418,53,41,5,12,0,13,42,12,0,29,36,35,60,0,41,39
"Block Group 1, Census Tract 2312",383,0,0,24,67,58,57,30,29,0,70,27,0,12,9,0,0
"Block Group 2, Census Tract 2312",352,0,144,0,49,43,21,8,0,0,0,0,0,60,27,0,0
"Block Group 3, Census Tract 2312",351,0,24,74,24,46,0,0,34,0,24,83,29,0,13,0,0
