area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 2, Census Tract 209.02",667,80,11,48,22,25,41,6,56,10,96,142,60,48,0,0,22
"Block Group 1, Census Tract 301.01",435,0,12,51,56,18,91,0,36,8,69,53,16,25,0,0,0
"Block Group 2, Census Tract 301.01",441,79,44,0,44,10,0,13,12,52,46,93,31,17,0,0,0
"Block Group 3, Census Tract 301.01",551,76,0,34,71,0,55,50,40,77,81,19,19,7,0,22,0
"Block Group 4, Census Tract 301.01",529,36,12,42,10,32,0,0,0,7,38,33,63,87,35,46,88
"Block Group 1, Census Tract 301.02",556,61,18,0,10,54,14,9,17,24,88,87,53,28,41,27,25
"Block Group 2, Census Tract 301.02",737,74,97,48,66,20,34,17,182,8,77,57,21,16,10,0,10
"Block Group 3, Census Tract 301.02",529,13,0,32,32,18,44,22,0,20,111,92,64,5,24,15,37
"Block Group 1, Census Tract 301.03",394,19,4,0,21,0,37,6,0,29,5,38,49,117,6,58,5
"Block Group 2, Census Tract 301.03",566,81,13,26,13,30,15,17,14,34,95,107,10,22,5,32,52
"Block Group 1, Census Tract 301.04",694,137,9,29,41,12,38,24,88,9,23,81,84,33,0,51,35
"Block Group 2, Census Tract 301.04",314,28,32,15,29,20,39,0,4,0,18,24,97,0,8,0,0
"Block Group 1, Census Tract 302",663,27,0,0,24,15,85,12,59,21,86,76,101,15,45,11,86
"Block Group 2, Census Tract 302",613,52,1,0,0,26,9,63,24,29,53,64,117,70,15,60,30
"Block Group 3, Census Tract 302",390,14,0,0,0,0,0,0,0,9,25,10,0,74,42,132,84
"Block Group 4, Census Tract 302",831,15,38,0,27,21,44,14,5,44,139,81,168,84,68,23,60
"Block Group 1, Census Tract 303",661,42,21,20,0,44,47,61,43,24,57,65,106,18,0,18,95
"Block Group 2, Census Tract 303",836,58,79,48,33,20,74,42,51,97,18,3,25,89,81,48,70
"Block Group 1, Census Tract 304",713,83,66,29,32,28,62,6,35,30,34,26,59,48,62,69,44
"Block Group 2, Census Tract 304",506,23,0,8,51,29,11,24,0,0,9,44,101,41,74,25,66
"Block Group 1, Census Tract 305",724,13,21,0,0,0,0,27,41,13,37,41,91,140,4,175,121
"Block Group 2, Census Tract 305",747,0,44,9,0,13,0,14,13,34,9,164,62,123,26,88,148
"Block Group 3, Census Tract 305",692,0,0,15,30,60,0,52,0,75,44,22,23,138,121,88,24
"Block Group 4, Census Tract 305",770,14,45,0,15,0,0,75,34,0,28,72,194,75,97,29,92
"Block Group 1, Census Tract 306.01",672,28,54,0,109,42,27,41,30,29,111,11,80,36,74,0,0
"Block Group 2, Census Tract 306.01",445,72,44,70,14,0,35,0,26,0,17,28,43,12,11,54,19
"Block Group 3, Census Tract 306.01",729,55,22,37,51,18,141,41,40,34,25,28,100,52,24,0,61
"Block Group 1, Census Tract 306.03",542,73,66,36,29,22,22,33,29,15,27,56,44,52,0,27,11
"Block Group 2, Census Tract 306.03",901,76,66,28,38,37,83,59,72,75,78,111,20,17,23,65,53
"Block Group 1, Census Tract 306.04",690,36,19,20,15,0,48,49,25,54,64,149,34,31,15,73,58
"Block Group 2, Census Tract 306.04",868,60,77,0,6,90,19,2,41,45,90,113,60,76,100,69,20
"Block Group 3, Census Tract 306.04",500,122,112,56,7,40,6,0,68,0,31,19,3,10,11,0,15
"Block Group 1, Census Tract 307.01",835,83,21,81,43,50,74,14,58,29,72,73,75,85,26,35,16
"Block Group 1, Census Tract 307.02",604,74,10,52,21,22,26,34,10,5,0,81,42,76,10,87,54
"Block Group 2, Census Tract 307.02",874,120,91,19,34,51,6,15,34,43,47,50,82,126,32,89,35
"Block Group 1, Census Tract 307.03",551,206,18,51,6,7,6,0,19,0,14,30,34,61,55,17,27
"Block Group 2, Census Tract 307.03",417,53,200,50,9,31,21,18,0,0,0,0,0,16,0,19,0
"Block Group 3, Census Tract 307.03",923,42,31,37,34,64,29,10,28,32,51,99,128,164,74,75,25
"Block Group 1, Census Tract 307.06",1375,77,38,118,54,217,72,128,84,43,79,213,61,33,41,56,61
"Block Group 2, Census Tract 307.06",507,34,12,14,61,0,0,19,0,0,52,103,109,48,9,14,32
"Block Group 1, Census Tract 308",581,35,33,0,11,0,62,75,37,81,32,0,71,14,0,80,50
"Block Group 2, Census Tract 308",490,52,0,0,0,0,41,20,0,0,31,0,123,55,28,47,93
"Block Group 3, Census Tract 308",560,13,0,0,0,35,16,0,12,49,92,38,69,46,30,87,73
"Block Group 4, Census Tract 308",466,0,0,10,0,0,0,21,37,0,12,48,102,59,53,41,83
"Block Group 1, Census Tract 309",203,33,0,0,0,0,0,0,0,0,8,25,23,43,18,31,22
"Block Group 2, Census Tract 309",542,0,49,13,0,41,49,71,10,52,0,48,23,26,45,26,89
"Block Group 3, Census Tract 309",446,10,18,28,0,0,0,0,0,7,79,46,44,42,25,69,78
"Block Group 4, Census Tract 309",277,0,0,0,0,0,0,0,0,0,0,54,96,20,39,7,61
"Block Group 1, Census Tract 310",427,10,0,0,27,12,9,0,19,0,33,50,51,11,89,50,66
"Block Group 2, Census Tract 310",667,17,5,42,20,52,19,27,16,16,18,58,133,35,77,25,107
"Block Group 3, Census Tract 310",962,9,0,10,21,16,38,20,0,153,56,130,129,197,34,90,59
"Block Group 1, Census Tract 311",753,29,0,26,7,0,0,98,0,0,38,82,83,49,134,80,127
"Block Group 2, Census Tract 311",754,185,13,47,37,43,0,0,0,0,78,64,137,133,17,0,0
"Block Group 3, Census Tract 311",917,101,25,0,11,24,13,13,68,0,197,96,151,38,42,101,37
"Block Group 1, Census Tract 312",556,56,15,0,6,105,9,0,38,32,66,26,28,46,34,9,86
"Block Group 2, Census Tract 312",847,101,39,77,158,28,0,57,89,14,12,68,57,0,134,13,0
"Block Group 3, Census Tract 312",885,124,241,29,36,132,37,13,10,145,0,59,45,0,0,0,14
"Block Group 4, Census Tract 312",871,148,254,22,14,16,29,21,85,13,112,26,18,21,0,92,0
"Block Group 1, Census Tract 313",564,12,0,123,12,58,52,92,73,0,22,63,7,0,19,0,31
"Block Group 2, Census Tract 313",952,63,0,14,55,63,23,35,26,29,193,89,163,91,22,32,54
"Block Group 3, Census Tract 313",370,52,35,0,35,0,0,17,0,0,0,12,88,85,0,46,0
"Block Group 4, Census Tract 313",1551,358,66,55,66,84,94,87,11,35,25,131,317,85,32,58,47
"Block Group 5, Census Tract 313",997,70,12,110,22,51,20,20,14,39,176,110,135,119,20,25,54
"Block Group 1, Census Tract 314",700,15,25,35,53,31,9,33,0,25,83,30,163,102,28,29,39
"Block Group 2, Census Tract 314",387,30,15,48,0,0,0,35,0,32,41,46,20,16,0,89,15
"Block Group 3, Census Tract 314",588,37,10,16,14,84,20,19,18,0,114,69,77,39,24,0,47
"Block Group 4, Census Tract 314",736,43,11,0,20,0,38,41,17,13,17,82,83,118,39,90,124
"Block Group 5, Census Tract 314",631,27,47,0,0,0,45,0,32,0,156,31,96,15,41,48,93
"Block Group 1, Census Tract 315.01",478,170,29,34,43,45,12,0,7,6,0,87,14,14,10,0,7
"Block Group 2, Census Tract 315.01",969,161,70,90,32,15,0,23,43,33,109,79,123,22,44,101,24
"Block Group 3, Census Tract 315.01",412,34,53,47,0,15,0,8,63,16,50,103,0,23,0,0,0
"Block Group 1, Census Tract 315.02",712,0,17,0,32,64,48,19,92,18,71,69,48,24,109,30,71
"Block Group 2, Census Tract 315.02",662,148,134,29,0,0,31,26,75,31,29,44,60,40,0,0,15
"Block Group 3, Census Tract 315.02",985,326,189,45,81,47,0,74,13,0,28,20,56,53,38,0,15
"Block Group 1, Census Tract 317",1112,120,101,26,19,30,32,78,50,0,128,28,107,40,104,74,175
"Block Group 2, Census Tract 317",838,76,66,51,42,16,0,8,36,38,64,62,43,41,60,183,52
"Block Group 3, Census Tract 317",803,14,0,21,30,19,0,50,42,63,25,120,115,56,161,30,57
"Block Group 4, Census Tract 317",680,47,0,0,38,63,36,0,0,78,9,25,255,64,18,26,21
"Block Group 1, Census Tract 318",972,21,43,37,12,13,73,19,12,33,100,136,97,113,51,85,127
"Block Group 1, Census Tract 319",655,7,0,36,33,20,25,71,0,20,27,96,175,42,30,22,51
"Block Group 2, Census Tract 319",660,22,0,0,23,8,0,39,7,120,84,34,33,15,85,58,132
"Block Group 1, Census Tract 321",816,75,20,20,23,24,12,0,0,24,62,217,99,181,17,14,28
"Block Group 2, Census Tract 321",455,14,28,0,14,21,0,45,22,0,0,68,76,63,17,46,41
"Block Group 3, Census Tract 321",838,91,41,68,23,0,37,14,0,16,125,50,22,94,79,139,39
"Block Group 4, Census Tract 321",1155,85,88,0,104,87,262,0,23,99,85,66,137,0,69,50,0
"Block Group 5, Census Tract 321",731,0,87,0,0,0,0,0,71,0,0,97,30,47,74,190,135
"Block Group 1, Census Tract 401",574,0,0,18,0,111,35,0,0,11,17,39,87,84,55,81,36
"Block Group 2, Census Tract 401",829,5,19,7,0,12,95,33,56,52,93,93,90,47,57,92,78
"Block Group 3, Census Tract 401",344,33,0,9,0,0,0,8,0,0,6,48,26,62,10,19,123
"Block Group 1, Census Tract 402.01",602,0,0,15,14,39,0,16,0,36,13,56,90,104,51,33,135
"Block Group 2, Census Tract 402.01",750,0,13,34,34,27,33,17,133,41,100,123,13,69,0,78,35
"Block Group 3, Census Tract 402.01",725,68,14,0,8,15,0,54,30,15,47,33,132,134,43,104,28
"Block Group 4, Census Tract 402.01",976,12,36,12,0,12,49,46,29,16,41,90,154,124,211,97,47
"Block Group 1, Census Tract 402.02",298,16,39,30,0,16,0,0,0,0,0,25,41,18,104,9,0
"Block Group 2, Census Tract 402.02",953,27,27,74,27,1,66,57,68,109,70,63,83,104,59,67,51
"Block Group 3, Census Tract 402.02",655,108,0,21,85,68,39,34,49,29,65,0,64,67,0,26,0
"Block Group 4, Census Tract 402.02",853,69,0,28,48,185,52,48,19,84,74,27,101,54,0,14,50
"Block Group 1, Census Tract 403",319,3,0,0,0,30,0,3,9,0,0,15,35,18,90,44,72
"Block Group 2, Census Tract 403",465,63,12,0,41,38,0,9,0,31,15,92,67,21,45,12,19
"Block Group 3, Census Tract 403",286,0,12,0,0,0,0,18,38,0,7,42,27,63,56,23,0
"Block Group 1, Census Tract 404.01",355,0,0,0,16,18,10,0,8,64,9,9,27,25,68,16,85
"Block Group 2, Census Tract 404.01",256,7,10,0,0,7,15,7,13,0,0,16,27,6,40,11,97
"Block Group 3, Census Tract 404.01",327,8,0,0,8,0,0,0,0,8,7,47,128,41,44,20,16
"Block Group 4, Census Tract 404.01",442,7,0,0,14,0,0,52,27,0,18,62,24,55,83,14,86
"Block Group 1, Census Tract 404.02",267,0,0,15,0,8,0,13,15,37,17,14,24,16,33,14,61
"Block Group 2, Census Tract 404.02",380,16,36,17,0,0,12,0,0,0,8,65,81,59,58,0,28
"Block Group 3, Census Tract 404.02",620,60,0,0,0,18,17,0,0,29,46,0,123,93,81,71,82
"Block Group 4, Census Tract 404.02",286,54,0,0,0,0,12,0,0,0,55,13,23,0,25,38,66
"Block Group 5, Census Tract 404.02",848,13,0,0,16,67,52,13,40,28,81,105,76,166,33,74,84
"Block Group 1, Census Tract 406",274,30,17,0,0,0,0,0,11,33,0,38,76,0,9,23,37
"Block Group 2, Census Tract 406",458,8,26,0,8,9,16,0,61,16,32,45,56,31,26,12,112
"Block Group 3, Census Tract 406",457,7,0,11,0,15,11,0,0,29,18,62,101,60,0,8,135
"Block Group 1, Census Tract 407",370,54,9,0,16,7,0,0,20,33,9,26,80,6,45,56,9
"Block Group 2, Census Tract 407",464,16,0,0,28,33,26,0,24,25,6,51,30,80,31,13,101
"Block Group 3, Census Tract 407",307,0,0,0,0,0,0,5,9,12,5,0,69,26,37,47,97
"Block Group 4, Census Tract 407",432,49,6,7,28,8,0,0,7,0,31,78,15,53,58,46,46
"Block Group 1, Census Tract 408",337,5,0,0,6,14,19,24,14,0,8,37,42,39,34,36,59
"Block Group 2, Census Tract 408",456,0,17,13,0,10,32,19,19,3,43,98,46,38,24,14,80
"Block Group 1, Census Tract 409",732,0,17,24,35,76,35,88,6,55,24,65,77,37,26,97,70
"Block Group 2, Census Tract 409",321,0,0,0,79,8,0,7,0,10,7,0,85,0,59,33,33
"Block Group 1, Census Tract 501",395,21,0,0,9,9,10,48,26,0,5,18,90,56,12,28,63
"Block Group 2, Census Tract 501",732,10,0,0,33,0,38,38,9,11,0,59,50,75,23,151,235
"Block Group 1, Census Tract 502",260,0,0,29,0,0,8,25,29,0,0,12,19,16,0,35,87
"Block Group 2, Census Tract 502",1022,26,14,0,14,11,17,13,0,0,63,55,113,126,144,77,349
"Block Group 3, Census Tract 502",744,15,23,34,14,71,14,51,11,0,13,24,137,59,0,53,225
"Block Group 1, Census Tract 503",393,38,0,7,14,0,9,68,0,0,24,15,32,44,31,54,57
"Block Group 2, Census Tract 503",243,0,0,0,0,0,0,16,7,0,10,0,28,0,41,19,122
"Block Group 3, Census Tract 503",410,15,0,0,22,0,0,0,0,0,19,61,51,18,20,77,127
"Block Group 1, Census Tract 505",472,20,0,0,25,0,0,34,0,20,0,0,59,62,0,21,231
"Block Group 2, Census Tract 505",483,0,0,0,0,0,0,16,0,0,5,17,71,119,33,63,159
"Block Group 3, Census Tract 505",361,0,0,0,0,10,0,0,0,0,29,0,49,30,61,34,148
"Block Group 4, Census Tract 505",542,0,8,0,118,0,0,0,0,12,0,0,36,82,0,135,151
"Block Group 5, Census Tract 505",261,0,0,0,0,0,0,0,0,0,0,25,45,17,13,69,92
"Block Group 1, Census Tract 506",636,0,0,9,5,8,15,0,0,0,49,53,218,45,52,45,137
"Block Group 2, Census Tract 506",457,9,0,0,0,8,0,10,4,0,71,47,23,70,14,46,155
"Block Group 1, Census Tract 507",694,20,0,7,5,11,14,0,11,0,16,37,155,97,76,82,163
"Block Group 1, Census Tract 508",531,0,6,6,3,19,6,18,30,14,27,33,18,66,25,65,195
"Block Group 1, Census Tract 509",605,0,6,51,0,24,0,0,5,2,28,64,74,91,70,83,107
"Block Group 1, Census Tract 510",715,15,7,7,19,6,16,13,9,19,27,42,132,65,22,112,204
"Block Group 1, Census Tract 511",714,33,14,0,31,0,10,28,5,6,7,113,63,5,53,121,225
"Block Group 1, Census Tract 512",323,0,0,7,0,5,11,11,13,26,14,11,20,33,85,17,70
"Block Group 2, Census Tract 512",312,0,2,0,0,0,0,0,0,0,0,5,31,61,44,54,115
"Block Group 1, Census Tract 513",394,0,7,0,23,0,0,0,0,0,0,6,20,27,41,62,208
"Block Group 2, Census Tract 513",660,0,0,6,7,0,0,21,0,6,22,18,33,87,36,149,275
"Block Group 1, Census Tract 514",459,5,15,0,4,0,12,0,8,27,12,31,27,59,45,79,135
"Block Group 2, Census Tract 514",430,36,4,0,13,5,5,11,0,1,10,22,59,55,45,67,97
"Block Group 1, Census Tract 601",375,0,0,7,6,26,15,7,7,0,18,58,37,59,15,30,90
"Block Group 2, Census Tract 601",520,0,0,20,0,7,0,22,61,0,68,7,89,47,7,46,146
"Block Group 3, Census Tract 601",393,0,7,24,0,23,0,14,7,0,55,14,23,78,52,52,44
"Block Group 1, Census Tract 602",720,15,41,46,10,41,18,40,0,0,76,48,61,75,21,35,193
"Block Group 2, Census Tract 602",371,14,0,6,0,33,23,0,64,0,4,9,67,10,8,47,86
"Block Group 1, Census Tract 603",614,29,0,9,0,0,0,0,14,0,38,98,75,24,25,142,160
"Block Group 2, Census Tract 603",571,28,0,0,0,0,46,39,0,9,12,44,97,64,49,91,92
"Block Group 1, Census Tract 604",755,0,19,0,9,24,21,10,11,25,29,115,70,57,38,77,250
"Block Group 2, Census Tract 604",408,10,35,0,0,8,0,0,21,0,7,12,24,81,17,49,144
"Block Group 3, Census Tract 604",479,7,0,0,0,19,0,9,0,19,6,8,42,53,22,143,151
"Block Group 1, Census Tract 605",676,144,83,19,38,17,6,5,16,19,44,49,20,33,20,38,125
"Block Group 1, Census Tract 608",690,0,39,42,0,0,10,15,0,17,60,127,165,57,18,4,136
"Block Group 2, Census Tract 608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 608",1199,88,0,0,71,69,0,0,0,38,55,337,205,134,0,134,68
"Block Group 4, Census Tract 608",1572,112,0,80,19,0,97,17,36,118,94,250,93,174,152,117,213
"Block Group 1, Census Tract 609",809,0,112,0,0,0,0,54,0,81,0,130,124,94,116,40,58
"Block Group 2, Census Tract 609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 609",873,65,0,0,24,23,72,18,25,90,89,60,118,21,134,0,134
"Block Group 4, Census Tract 609",304,0,0,0,24,32,0,92,80,0,73,0,0,0,0,0,3
"Block Group 5, Census Tract 609",1233,0,33,0,25,32,0,196,82,24,188,117,152,62,69,96,157
"Block Group 6, Census Tract 609",1422,105,0,61,15,62,32,5,62,42,82,95,162,448,131,46,74
"Block Group 1, Census Tract 610",1087,82,16,42,26,32,11,14,0,6,40,89,95,168,74,153,239
"Block Group 1, Census Tract 611",684,5,0,6,10,0,4,6,22,18,32,143,85,85,47,70,151
"Block Group 1, Census Tract 612",801,16,6,25,11,9,29,21,13,21,14,46,172,59,74,64,221
"Block Group 1, Census Tract 615",866,13,33,3,8,5,0,18,14,27,27,89,73,127,106,113,210
"Block Group 1, Census Tract 618",756,31,4,19,36,0,97,43,37,29,41,122,108,110,36,23,20
"Block Group 1, Census Tract 619.01",541,32,0,37,0,0,70,0,115,0,62,33,79,30,0,83,0
"Block Group 2, Census Tract 619.01",563,47,0,0,13,0,0,13,16,72,20,175,77,40,30,19,41
"Block Group 3, Census Tract 619.01",509,35,0,0,15,105,0,0,67,5,54,9,75,56,24,41,23
"Block Group 4, Census Tract 619.01",709,85,146,101,14,0,41,0,20,17,47,14,109,29,16,16,54
"Block Group 1, Census Tract 619.02",597,38,14,0,0,0,18,0,66,17,29,44,115,51,74,16,115
"Block Group 2, Census Tract 619.02",1146,70,17,72,17,18,0,0,32,42,0,217,308,38,21,57,237
"Block Group 3, Census Tract 619.02",1011,88,20,17,29,0,50,33,63,18,195,105,139,90,87,13,64
"Block Group 4, Census Tract 619.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 620",1105,7,18,8,58,8,4,98,50,9,20,122,167,162,67,135,172
"Block Group 2, Census Tract 620",472,40,0,0,0,9,48,17,61,7,38,27,76,39,29,46,35
"Block Group 1, Census Tract 621",407,0,0,0,20,0,0,9,0,0,22,18,22,21,81,62,152
"Block Group 2, Census Tract 621",468,0,7,7,0,21,0,0,20,15,57,66,83,48,44,52,48
"Block Group 3, Census Tract 621",990,183,6,82,0,18,0,0,35,18,22,157,56,68,49,91,205
"Block Group 1, Census Tract 622",587,20,50,0,0,0,0,0,0,8,18,13,76,78,38,128,158
"Block Group 2, Census Tract 622",684,0,0,0,7,0,22,22,0,0,36,35,55,83,69,62,293
"Block Group 1, Census Tract 623",649,6,6,0,0,4,10,15,21,7,26,44,51,52,49,75,283
"Block Group 1, Census Tract 624",700,11,51,13,11,6,6,0,17,38,29,44,67,65,42,52,248
"Block Group 1, Census Tract 625",699,1,12,32,9,4,9,25,17,18,14,43,69,32,45,92,277
