area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 2, Census Tract 107.01",914,33,0,9,72,29,28,44,41,61,54,124,130,128,10,89,62
"Block Group 1, Census Tract 107.02",742,85,20,30,11,15,67,86,34,58,34,86,135,37,7,29,8
"Block Group 2, Census Tract 107.02",357,8,43,22,11,0,29,38,29,70,0,18,25,37,0,17,10
"Block Group 3, Census Tract 107.02",653,40,98,60,38,16,15,0,42,71,4,55,107,73,18,16,0
"Block Group 4, Census Tract 107.02",331,60,10,9,8,34,16,58,21,11,9,11,68,16,0,0,0
"Block Group 1, Census Tract 201",820,46,23,92,21,10,36,39,23,48,37,106,116,111,59,15,38
"Block Group 2, Census Tract 201",684,66,17,7,49,46,82,80,52,47,24,104,22,42,25,0,21
"Block Group 1, Census Tract 202",494,0,0,0,0,0,12,0,0,14,6,46,36,59,114,106,101
"Block Group 2, Census Tract 202",455,91,0,16,76,18,22,63,28,0,0,32,37,23,0,25,24
"Block Group 3, Census Tract 202",510,0,0,25,17,51,33,0,0,0,62,22,64,103,44,21,68
"Block Group 4, Census Tract 202",610,17,0,0,29,17,0,0,0,0,132,73,36,68,83,98,57
"Block Group 1, Census Tract 203.01",909,102,41,52,15,37,72,25,60,0,88,89,111,117,17,29,54
"Block Group 2, Census Tract 203.01",604,79,49,0,44,27,42,61,16,19,49,61,53,43,0,24,37
"Block Group 3, Census Tract 203.01",580,25,0,0,0,64,11,65,0,18,25,71,87,48,99,6,61
"Block Group 1, Census Tract 203.02",470,29,8,5,89,7,15,11,0,19,41,13,39,13,78,38,65
"Block Group 2, Census Tract 203.02",388,7,7,21,17,0,20,6,15,36,30,0,7,166,0,23,33
"Block Group 3, Census Tract 203.02",868,33,120,16,0,17,12,32,12,6,97,94,82,67,57,113,110
"Block Group 1, Census Tract 204",366,11,0,0,0,25,28,30,12,21,14,29,65,5,30,38,58
"Block Group 2, Census Tract 204",509,26,52,0,44,25,11,9,10,18,24,52,29,55,40,59,55
"Block Group 3, Census Tract 204",800,2,28,37,27,51,41,72,35,0,44,119,101,96,22,72,53
"Block Group 1, Census Tract 205",823,50,17,52,15,23,76,61,92,46,21,114,163,29,27,37,0
"Block Group 2, Census Tract 205",489,18,0,15,31,0,50,17,0,15,57,127,54,41,0,64,0
"Block Group 3, Census Tract 205",565,140,33,70,51,0,37,15,56,0,70,24,18,20,4,0,27
"Block Group 4, Census Tract 205",217,16,0,19,28,14,0,0,54,34,13,21,0,0,0,18,0
"Block Group 1, Census Tract 206.01",528,56,0,0,23,21,20,81,0,57,35,12,16,17,38,92,60
"Block Group 2, Census Tract 206.01",1048,202,0,125,83,148,19,0,32,33,123,91,91,25,42,18,16
"Block Group 3, Census Tract 206.01",383,33,15,0,32,20,119,0,49,38,19,5,24,0,0,0,29
"Block Group 1, Census Tract 206.02",360,44,0,7,0,0,0,51,10,42,58,65,43,10,0,0,30
"Block Group 2, Census Tract 206.02",284,0,30,25,15,11,0,0,32,0,19,96,22,0,34,0,0
"Block Group 3, Census Tract 206.02",448,51,30,71,0,41,7,0,9,6,50,71,18,10,39,45,0
"Block Group 4, Census Tract 206.02",302,36,0,11,0,0,0,8,20,8,13,16,41,36,9,75,29
"Block Group 1, Census Tract 207.01",351,9,16,5,4,15,9,22,20,34,38,5,24,41,28,19,62
"Block Group 2, Census Tract 207.01",326,6,6,5,5,32,11,6,0,9,14,17,32,57,27,40,59
"Block Group 1, Census Tract 207.02",819,31,23,47,212,15,32,55,59,24,50,95,62,20,92,2,0
"Block Group 2, Census Tract 207.02",822,16,0,19,47,77,76,39,0,38,72,107,198,51,0,32,50
"Block Group 3, Census Tract 207.02",526,50,0,0,31,0,63,81,7,49,63,46,82,7,0,39,8
"Block Group 4, Census Tract 207.02",229,0,39,8,0,38,44,0,0,0,0,31,66,0,3,0,0
"Block Group 1, Census Tract 208.01",697,0,0,11,44,15,28,0,86,89,105,41,98,62,17,39,62
"Block Group 2, Census Tract 208.01",245,0,0,0,0,35,0,16,35,0,15,33,46,38,27,0,0
"Block Group 3, Census Tract 208.01",475,61,0,46,17,14,0,24,57,16,65,34,47,0,50,38,6
"Block Group 4, Census Tract 208.01",796,35,0,81,35,82,119,0,38,34,45,17,58,150,17,66,19
"Block Group 1, Census Tract 208.02",488,0,0,51,0,43,0,0,0,27,18,126,0,137,55,0,31
"Block Group 2, Census Tract 208.02",575,0,0,34,64,55,34,0,69,105,32,35,39,26,0,64,18
"Block Group 3, Census Tract 208.02",859,77,121,15,91,81,111,14,86,24,56,18,61,73,10,21,0
"Block Group 4, Census Tract 208.02",393,44,64,19,0,34,14,0,17,15,21,0,102,56,0,0,7
"Block Group 1, Census Tract 209.01",812,48,52,83,27,57,49,43,41,24,78,72,149,43,28,10,8
"Block Group 2, Census Tract 209.01",327,23,9,0,23,32,0,0,43,13,9,27,23,38,37,42,8
"Block Group 3, Census Tract 209.01",811,40,22,97,20,33,35,12,34,51,103,98,77,100,29,32,28
"Block Group 1, Census Tract 209.02",909,39,95,62,67,20,120,68,69,68,63,46,96,22,48,20,6
"Block Group 2, Census Tract 209.02",740,109,23,67,23,62,46,33,47,31,86,93,56,34,0,8,22
"Block Group 1, Census Tract 301.01",431,0,13,0,61,20,96,0,15,0,106,76,15,29,0,0,0
"Block Group 2, Census Tract 301.01",309,43,67,0,0,11,0,15,14,0,16,84,22,37,0,0,0
"Block Group 3, Census Tract 301.01",623,80,0,32,83,0,84,37,48,81,98,13,36,9,0,22,0
"Block Group 4, Census Tract 301.01",672,44,51,60,24,0,32,0,0,23,39,45,90,103,30,52,79
"Block Group 1, Census Tract 301.02",643,67,43,18,11,31,18,18,17,42,97,83,56,44,39,23,36
"Block Group 2, Census Tract 301.02",747,78,67,64,104,20,16,68,148,32,41,36,17,25,10,10,11
"Block Group 3, Census Tract 301.02",474,14,0,40,34,18,30,38,9,12,77,39,65,8,31,37,22
"Block Group 1, Census Tract 301.03",326,6,7,0,27,0,46,8,0,0,48,18,56,70,4,36,0
"Block Group 2, Census Tract 301.03",559,94,6,32,15,36,17,18,39,8,75,83,8,32,6,44,46
"Block Group 1, Census Tract 301.04",796,124,66,72,62,13,31,66,64,8,41,48,93,43,0,42,23
"Block Group 2, Census Tract 301.04",254,37,6,14,31,34,18,27,0,0,21,51,8,0,7,0,0
"Block Group 1, Census Tract 302",748,29,0,1,47,16,96,26,65,14,41,61,140,19,89,1,103
"Block Group 2, Census Tract 302",741,25,0,0,0,25,0,86,36,46,48,102,136,114,17,58,48
"Block Group 3, Census Tract 302",416,78,0,0,0,0,0,0,0,0,20,13,0,113,43,90,59
"Block Group 4, Census Tract 302",705,16,60,45,27,12,49,16,0,64,79,74,35,60,57,27,84
"Block Group 1, Census Tract 303",739,43,24,34,18,49,54,71,46,13,49,68,125,60,17,24,44
"Block Group 2, Census Tract 303",774,93,85,62,45,27,80,44,71,19,29,0,35,11,65,44,64
"Block Group 1, Census Tract 304",865,89,80,44,43,36,83,12,45,47,25,41,99,72,55,58,36
"Block Group 2, Census Tract 304",453,33,14,9,10,26,18,16,0,0,36,43,129,16,24,19,60
"Block Group 1, Census Tract 305",579,21,0,0,0,0,0,37,0,64,0,21,100,38,98,90,110
"Block Group 2, Census Tract 305",826,0,43,27,0,15,0,16,75,34,0,117,140,92,46,75,146
"Block Group 3, Census Tract 305",687,0,0,59,52,42,0,30,0,91,35,13,32,147,57,65,64
"Block Group 4, Census Tract 305",840,0,56,0,18,0,0,85,31,0,29,119,148,33,147,62,112
"Block Group 1, Census Tract 306.01",573,26,38,0,85,56,69,18,26,66,31,25,96,25,12,0,0
"Block Group 2, Census Tract 306.01",496,115,18,109,21,0,18,17,24,0,18,0,28,45,29,38,16
"Block Group 3, Census Tract 306.01",632,51,36,39,36,60,75,33,27,0,35,53,111,30,25,0,21
"Block Group 1, Census Tract 306.03",617,80,67,57,37,39,22,47,47,18,18,54,54,48,0,16,13
"Block Group 2, Census Tract 306.03",853,93,69,18,59,52,26,13,68,75,94,127,34,24,7,48,46
"Block Group 1, Census Tract 306.04",862,66,22,32,52,40,55,52,10,54,60,179,49,45,23,69,54
"Block Group 2, Census Tract 306.04",954,73,101,0,17,68,30,12,54,15,87,157,65,82,89,72,32
"Block Group 3, Census Tract 306.04",546,150,143,80,13,61,13,0,6,0,36,16,4,9,0,0,15
"Block Group 1, Census Tract 307.01",906,73,20,84,88,80,72,42,41,39,56,85,58,111,14,33,10
"Block Group 1, Census Tract 307.02",603,52,0,23,23,25,27,33,20,40,15,69,63,68,10,56,79
"Block Group 2, Census Tract 307.02",870,144,62,25,30,57,48,21,26,22,68,46,93,32,49,98,49
"Block Group 1, Census Tract 307.03",547,140,14,62,21,0,7,0,21,8,63,13,36,60,47,21,34
"Block Group 2, Census Tract 307.03",383,62,134,56,19,36,31,6,0,0,0,0,0,18,0,21,0
"Block Group 3, Census Tract 307.03",878,91,26,38,50,20,34,19,50,20,55,104,164,42,57,74,34
"Block Group 1, Census Tract 307.06",1360,125,38,58,67,171,82,136,54,42,88,218,55,50,38,59,79
"Block Group 2, Census Tract 307.06",607,33,31,43,64,59,16,19,0,0,86,62,85,36,12,11,50
"Block Group 1, Census Tract 308",440,44,0,0,13,0,78,20,49,0,38,11,61,17,0,61,48
"Block Group 2, Census Tract 308",526,63,0,0,0,0,0,15,0,0,35,0,162,69,60,32,90
"Block Group 3, Census Tract 308",539,14,0,0,0,35,31,0,0,17,41,42,91,47,33,90,98
"Block Group 4, Census Tract 308",445,0,0,11,0,0,0,26,15,43,28,71,0,63,73,43,72
"Block Group 1, Census Tract 309",201,9,0,0,0,0,11,0,8,0,10,17,23,47,22,31,23
"Block Group 2, Census Tract 309",533,0,76,15,0,16,52,63,0,15,0,51,36,23,66,30,90
"Block Group 3, Census Tract 309",416,8,29,22,0,0,0,0,0,9,0,22,32,31,51,103,109
"Block Group 4, Census Tract 309",281,0,0,0,0,0,0,0,0,0,0,65,79,19,45,9,64
"Block Group 1, Census Tract 310",404,10,0,0,24,16,8,19,8,0,28,74,63,6,59,27,62
"Block Group 2, Census Tract 310",776,16,5,46,79,66,29,31,25,16,57,37,74,63,112,34,86
"Block Group 3, Census Tract 310",818,8,0,16,0,15,71,28,8,23,55,68,198,158,43,56,71
"Block Group 1, Census Tract 311",835,19,27,15,58,0,0,24,0,15,33,98,60,158,109,88,131
"Block Group 2, Census Tract 311",582,58,14,44,66,20,42,0,0,0,89,63,90,39,35,22,0
"Block Group 3, Census Tract 311",912,57,15,0,11,113,13,27,45,0,87,37,187,47,109,81,83
"Block Group 1, Census Tract 312",512,60,12,0,16,78,0,0,39,0,28,26,24,86,28,30,85
"Block Group 2, Census Tract 312",668,73,29,95,0,42,0,55,128,52,28,33,28,0,91,14,0
"Block Group 3, Census Tract 312",882,251,93,57,37,162,39,15,19,116,0,49,26,0,0,4,14
"Block Group 4, Census Tract 312",784,127,49,26,14,17,11,0,78,32,20,175,26,100,0,69,40
"Block Group 1, Census Tract 313",484,13,0,79,24,63,75,83,8,0,30,42,0,0,33,0,34
"Block Group 2, Census Tract 313",877,70,15,0,57,87,36,58,37,32,117,50,166,93,0,48,11
"Block Group 3, Census Tract 313",372,95,13,0,76,13,0,16,0,0,0,13,11,69,0,66,0
"Block Group 4, Census Tract 313",1396,388,96,93,49,120,126,100,0,58,21,51,42,78,14,112,48
"Block Group 5, Census Tract 313",1096,58,10,79,24,74,24,58,38,36,181,165,146,134,9,23,37
"Block Group 1, Census Tract 314",918,31,14,38,75,34,61,33,0,54,95,120,132,75,25,67,64
"Block Group 2, Census Tract 314",417,33,16,53,0,0,0,35,0,31,39,34,32,32,14,82,16
"Block Group 3, Census Tract 314",639,90,10,32,10,30,17,23,31,17,89,44,120,45,31,0,50
"Block Group 4, Census Tract 314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 5, Census Tract 314",600,18,11,0,34,18,24,13,0,15,32,88,49,97,35,60,106
"Block Group 6, Census Tract 314",531,15,27,17,0,0,59,0,32,0,17,47,150,29,48,35,55
"Block Group 1, Census Tract 315.01",500,152,36,11,63,59,57,0,10,7,0,68,31,6,0,0,0
"Block Group 2, Census Tract 315.01",934,132,59,91,28,21,0,21,44,47,57,105,163,40,28,73,25
"Block Group 3, Census Tract 315.01",482,16,76,65,52,17,0,9,71,19,53,76,0,20,8,0,0
"Block Group 1, Census Tract 315.02",716,50,16,0,54,32,69,61,0,19,72,95,54,0,102,55,37
"Block Group 2, Census Tract 315.02",648,149,172,0,0,24,37,54,0,32,28,44,51,43,0,0,14
"Block Group 3, Census Tract 315.02",1011,332,133,78,169,13,0,57,15,0,42,32,83,25,18,0,14
"Block Group 1, Census Tract 317",1188,258,112,95,0,38,80,65,34,10,121,33,169,30,18,50,75
"Block Group 2, Census Tract 317",876,106,146,49,89,15,15,0,38,16,37,39,56,53,68,90,59
"Block Group 3, Census Tract 317",848,14,0,44,13,17,12,67,78,37,32,84,127,71,140,37,75
"Block Group 4, Census Tract 317",705,94,0,0,29,47,28,0,0,66,10,34,213,59,17,55,53
"Block Group 1, Census Tract 318",978,30,20,18,20,19,72,33,6,36,96,91,112,119,63,112,131
"Block Group 1, Census Tract 319",632,8,0,29,48,27,15,83,0,22,12,86,123,48,52,40,39
"Block Group 2, Census Tract 319",638,17,5,0,27,9,0,44,42,38,91,65,59,22,85,40,94
"Block Group 1, Census Tract 321",905,127,20,0,26,27,27,0,0,26,25,126,147,133,0,56,165
"Block Group 2, Census Tract 321",556,21,20,27,45,25,0,43,24,0,28,90,96,48,0,48,41
"Block Group 3, Census Tract 321",1045,162,56,162,24,0,0,22,27,117,91,51,25,118,83,30,77
"Block Group 4, Census Tract 321",950,89,86,0,188,105,26,0,26,75,55,22,152,0,27,41,58
"Block Group 5, Census Tract 321",587,0,92,0,0,0,0,0,15,0,0,21,33,83,63,143,137
"Block Group 1, Census Tract 401",599,0,0,7,0,41,61,0,0,22,17,44,138,85,71,62,51
"Block Group 2, Census Tract 401",681,6,19,16,0,10,7,46,26,7,98,66,104,57,58,102,59
"Block Group 3, Census Tract 401",368,20,0,9,7,0,0,8,9,0,5,52,42,66,15,29,106
"Block Group 1, Census Tract 402.01",677,0,0,30,14,56,0,18,0,39,14,79,157,55,60,21,134
"Block Group 2, Census Tract 402.01",650,0,27,28,37,43,38,20,62,16,118,72,27,56,11,76,19
"Block Group 3, Census Tract 402.01",679,65,14,9,25,0,9,28,14,41,35,46,72,116,63,113,29
"Block Group 4, Census Tract 402.01",988,13,45,28,0,0,55,99,60,51,46,139,111,136,104,33,68
"Block Group 1, Census Tract 402.02",374,15,13,30,0,15,13,12,0,0,7,28,28,17,152,44,0
"Block Group 2, Census Tract 402.02",968,15,38,119,43,0,15,62,58,150,27,97,71,143,49,31,50
"Block Group 3, Census Tract 402.02",709,125,47,17,71,87,42,36,46,0,28,11,46,86,37,30,0
"Block Group 4, Census Tract 402.02",912,76,0,12,72,184,78,49,29,63,118,15,106,47,0,29,34
"Block Group 1, Census Tract 403",320,0,0,0,0,9,14,4,16,0,11,19,50,11,52,77,57
"Block Group 2, Census Tract 403",474,47,11,0,42,36,0,10,0,31,77,18,73,64,35,12,18
"Block Group 3, Census Tract 403",287,0,11,0,0,0,0,24,25,0,0,25,45,85,56,11,5
"Block Group 1, Census Tract 404.01",332,0,0,0,29,11,0,0,47,9,10,6,20,52,53,25,70
"Block Group 2, Census Tract 404.01",291,0,11,0,0,6,8,0,13,10,15,8,34,27,38,36,85
"Block Group 3, Census Tract 404.01",235,15,0,0,9,0,0,0,0,8,11,42,84,8,24,16,18
"Block Group 4, Census Tract 404.01",409,0,0,9,6,35,0,8,30,0,26,35,46,57,26,15,116
"Block Group 1, Census Tract 404.02",261,0,0,18,0,0,17,0,31,28,19,19,27,21,12,16,53
"Block Group 2, Census Tract 404.02",328,20,15,20,0,0,33,17,37,0,0,44,20,55,67,0,0
"Block Group 3, Census Tract 404.02",771,37,0,0,0,40,19,0,0,37,57,0,158,90,87,156,90
"Block Group 4, Census Tract 404.02",296,33,0,0,0,0,7,0,0,0,41,16,27,0,30,64,78
"Block Group 5, Census Tract 404.02",895,0,0,0,20,83,56,32,50,36,84,108,71,94,37,142,82
"Block Group 1, Census Tract 406",240,0,9,0,0,0,0,0,9,0,10,24,99,13,8,7,61
"Block Group 2, Census Tract 406",522,8,27,8,45,9,17,0,26,17,45,42,50,64,29,9,126
"Block Group 3, Census Tract 406",398,32,0,12,0,0,9,0,0,19,18,82,96,62,8,15,45
"Block Group 1, Census Tract 407",372,10,15,0,20,7,0,0,34,28,14,36,85,8,67,48,0
"Block Group 2, Census Tract 407",429,19,0,6,18,23,30,8,9,29,0,62,51,40,48,14,72
"Block Group 3, Census Tract 407",327,0,0,0,12,0,0,2,10,13,24,23,79,54,0,41,69
"Block Group 4, Census Tract 407",438,55,0,7,32,10,11,0,6,0,36,55,21,43,64,47,51
"Block Group 1, Census Tract 408",353,6,0,0,5,37,4,24,14,5,22,18,53,72,37,23,33
"Block Group 2, Census Tract 408",423,5,23,16,0,12,36,11,22,0,36,47,51,37,21,28,78
"Block Group 1, Census Tract 409",642,7,9,34,46,72,23,0,7,58,56,37,53,50,26,88,76
"Block Group 2, Census Tract 409",351,0,0,0,40,33,0,18,0,8,17,0,80,0,58,37,60
"Block Group 1, Census Tract 501",404,24,0,13,0,11,13,31,13,0,13,31,91,47,24,39,54
"Block Group 2, Census Tract 501",731,13,0,0,27,0,22,38,36,12,11,32,71,84,55,133,197
"Block Group 1, Census Tract 502",394,0,0,29,0,0,13,10,29,0,0,14,64,31,19,40,145
"Block Group 2, Census Tract 502",875,27,16,0,27,25,56,14,0,15,72,40,99,113,73,50,248
"Block Group 3, Census Tract 502",809,17,41,35,31,64,13,35,25,33,13,149,47,81,33,34,158
"Block Group 1, Census Tract 503",432,57,0,7,13,0,17,98,0,0,39,23,38,23,13,43,61
"Block Group 2, Census Tract 503",265,0,0,0,0,0,0,13,17,18,9,8,39,9,30,21,101
"Block Group 3, Census Tract 503",368,15,0,0,25,7,0,0,0,0,29,48,61,61,0,56,66
"Block Group 1, Census Tract 505",488,9,0,0,53,0,14,0,0,13,0,0,102,31,0,31,235
"Block Group 2, Census Tract 505",500,0,0,0,0,0,0,16,0,0,0,19,97,63,42,73,190
"Block Group 3, Census Tract 505",370,0,0,0,0,11,0,0,0,0,46,0,53,26,58,108,68
"Block Group 4, Census Tract 505",466,0,10,0,35,0,0,0,0,14,49,0,103,49,13,96,97
"Block Group 5, Census Tract 505",222,0,0,0,0,0,0,0,0,0,0,29,0,11,16,51,115
"Block Group 1, Census Tract 506",643,0,20,9,14,18,7,0,0,0,49,30,133,71,55,89,148
"Block Group 2, Census Tract 506",428,10,0,0,0,8,0,10,0,15,46,31,41,59,40,32,136
"Block Group 1, Census Tract 507",658,23,0,7,5,7,18,0,5,0,22,62,78,64,84,105,178
"Block Group 1, Census Tract 508",589,6,15,7,7,20,25,22,33,20,28,31,32,67,27,76,173
"Block Group 1, Census Tract 509",530,0,11,15,6,22,0,7,11,4,39,86,61,51,66,64,87
"Block Group 1, Census Tract 510",724,27,7,7,16,7,6,14,15,15,33,32,111,69,67,111,187
"Block Group 1, Census Tract 511",634,6,21,14,36,0,25,27,6,18,18,31,55,12,48,116,201
"Block Group 1, Census Tract 512",306,0,0,6,5,5,15,18,15,6,15,15,14,29,45,31,87
"Block Group 2, Census Tract 512",274,0,4,0,0,0,0,0,0,0,0,7,35,58,31,59,80
"Block Group 1, Census Tract 513",467,0,9,8,31,0,0,0,0,0,0,8,34,30,54,80,213
"Block Group 2, Census Tract 513",648,0,0,0,10,0,0,21,0,7,25,8,73,31,60,144,269
"Block Group 1, Census Tract 514",468,11,10,9,4,3,14,7,8,16,18,32,29,58,45,64,140
"Block Group 2, Census Tract 514",408,34,4,4,19,0,5,20,0,0,14,21,56,52,54,51,74
"Block Group 1, Census Tract 601",395,0,0,9,8,30,0,9,9,27,28,68,55,8,30,20,94
"Block Group 2, Census Tract 601",518,0,0,28,16,0,0,32,17,10,37,9,122,64,18,37,128
"Block Group 3, Census Tract 601",391,0,9,0,0,21,0,28,9,0,48,13,33,48,68,46,68
"Block Group 1, Census Tract 602",696,22,7,19,12,59,26,31,8,0,51,110,93,97,42,43,76
"Block Group 2, Census Tract 602",417,8,8,37,0,31,19,0,36,0,15,10,67,40,21,58,67
"Block Group 1, Census Tract 603",650,10,0,0,0,0,0,0,11,10,32,83,108,31,46,161,158
"Block Group 2, Census Tract 603",657,8,0,0,0,0,63,29,0,29,24,9,154,98,28,97,118
"Block Group 1, Census Tract 604",809,0,27,0,10,27,36,0,8,54,58,112,50,81,57,94,195
"Block Group 2, Census Tract 604",380,7,20,0,0,6,0,10,23,0,16,26,50,37,14,63,108
"Block Group 3, Census Tract 604",437,7,0,0,0,22,0,9,0,22,7,18,26,25,37,116,148
"Block Group 1, Census Tract 605",738,158,92,12,38,39,27,7,15,29,48,26,34,31,22,41,119
"Block Group 1, Census Tract 608",934,0,57,20,24,0,14,15,0,21,55,107,257,120,70,70,104
"Block Group 2, Census Tract 608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 608",2254,103,0,48,56,20,98,43,143,50,201,271,290,429,51,229,222
"Block Group 1, Census Tract 609",903,0,99,0,0,0,40,54,0,91,69,183,98,132,56,31,50
"Block Group 2, Census Tract 609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 609",878,29,0,0,31,25,129,0,85,19,63,65,103,29,151,0,149
"Block Group 4, Census Tract 609",2537,85,36,111,44,130,60,102,143,126,288,131,396,308,212,166,199
"Block Group 5, Census Tract 609",383,0,0,0,55,0,0,36,93,34,153,0,0,0,0,0,12
"Block Group 1, Census Tract 610",1113,44,22,28,19,41,19,26,0,14,52,103,97,175,86,188,199
"Block Group 1, Census Tract 611",622,5,0,6,8,0,5,0,17,21,42,68,72,91,46,76,165
"Block Group 1, Census Tract 612",810,6,5,13,10,13,27,25,21,11,19,81,101,58,62,101,257
"Block Group 1, Census Tract 615",842,19,30,15,5,4,0,14,21,31,33,66,79,111,81,124,209
"Block Group 1, Census Tract 618",706,46,5,17,16,0,44,37,30,33,42,84,146,115,36,38,17
"Block Group 1, Census Tract 619.01",500,38,0,14,0,0,74,0,22,14,58,67,100,20,13,80,0
"Block Group 2, Census Tract 619.01",576,72,0,0,15,0,0,21,35,35,10,116,58,66,54,15,79
"Block Group 3, Census Tract 619.01",585,38,15,0,16,73,31,0,71,10,30,0,69,105,25,76,26
"Block Group 4, Census Tract 619.01",573,36,21,141,20,15,15,0,20,38,34,16,78,35,17,19,68
"Block Group 1, Census Tract 619.02",773,48,16,64,0,0,18,0,85,29,115,18,92,71,79,18,120
"Block Group 2, Census Tract 619.02",1086,71,54,70,18,73,15,13,54,45,42,136,131,38,25,91,210
"Block Group 3, Census Tract 619.02",962,20,0,40,11,0,48,21,19,17,123,116,164,94,137,67,85
"Block Group 4, Census Tract 619.02",20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"Block Group 1, Census Tract 620",1165,21,11,37,71,10,51,54,41,33,18,118,233,110,61,119,177
"Block Group 2, Census Tract 620",429,31,0,0,0,11,30,23,10,19,35,69,76,31,0,61,33
"Block Group 1, Census Tract 621",432,0,0,0,21,0,0,10,0,0,24,20,8,21,67,69,192
"Block Group 2, Census Tract 621",438,0,8,7,13,22,0,0,20,24,36,46,83,57,27,43,52
"Block Group 3, Census Tract 621",1031,188,72,79,0,19,0,0,53,19,48,93,95,85,36,82,162
"Block Group 1, Census Tract 622",638,21,40,0,0,0,0,0,0,45,28,20,104,73,46,130,131
"Block Group 2, Census Tract 622",655,0,0,0,7,10,25,32,0,23,23,35,77,77,68,83,195
"Block Group 1, Census Tract 623",718,6,7,0,0,7,8,6,25,7,49,24,77,106,61,76,259
"Block Group 1, Census Tract 624",737,15,53,12,11,25,6,0,0,18,28,35,67,64,62,63,278
"Block Group 1, Census Tract 625",713,4,11,25,13,4,14,20,20,22,26,42,67,41,45,96,263
"Block Group 1, Census Tract 626",980,7,8,5,0,7,5,20,13,5,42,70,69,88,95,133,413
"Block Group 1, Census Tract 627",343,4,0,0,0,0,0,0,6,16,7,36,12,50,20,12,180
