area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 2, Census Tract 301.04",287,62,21,0,13,17,34,9,35,22,0,15,29,15,0,15,0
"Block Group 1, Census Tract 302",746,35,0,43,42,41,61,0,60,32,69,73,109,57,66,37,21
"Block Group 2, Census Tract 302",572,41,0,0,0,45,29,24,30,15,15,84,94,66,0,41,88
"Block Group 3, Census Tract 302",377,58,0,0,0,0,0,26,31,11,0,11,17,98,13,38,74
"Block Group 4, Census Tract 302",776,72,67,138,39,46,0,61,0,10,26,40,128,42,43,40,24
"Block Group 1, Census Tract 303",730,18,64,88,78,65,36,59,8,27,34,75,85,27,23,23,20
"Block Group 2, Census Tract 303",690,140,57,37,18,27,67,39,21,35,32,58,73,8,37,7,34
"Block Group 1, Census Tract 304",844,174,43,89,48,39,63,17,24,9,91,29,90,42,29,41,16
"Block Group 2, Census Tract 304",433,34,8,8,6,35,24,6,30,33,22,34,79,11,11,53,39
"Block Group 1, Census Tract 305",551,13,0,38,13,0,49,25,9,0,0,43,76,81,151,16,37
"Block Group 2, Census Tract 305",863,22,56,14,0,36,0,15,93,59,72,119,160,14,64,81,58
"Block Group 3, Census Tract 305",718,42,88,23,12,15,0,12,25,82,78,90,20,59,0,90,82
"Block Group 4, Census Tract 305",723,0,0,14,14,0,0,26,39,45,135,75,78,141,14,85,57
"Block Group 1, Census Tract 306.01",579,75,25,43,63,61,33,26,68,14,26,82,37,13,0,13,0
"Block Group 2, Census Tract 306.01",436,80,32,76,57,21,0,13,13,0,0,0,37,42,23,28,14
"Block Group 3, Census Tract 306.01",1006,88,22,57,68,46,61,109,27,8,93,103,158,92,39,35,0
"Block Group 1, Census Tract 306.03",541,77,83,44,38,28,52,45,54,25,14,21,7,21,0,24,8
"Block Group 2, Census Tract 306.03",691,163,26,69,36,64,49,21,81,19,70,12,15,15,16,17,18
"Block Group 1, Census Tract 306.04",712,130,30,69,62,58,11,28,18,14,33,143,39,7,8,52,10
"Block Group 2, Census Tract 306.04",650,78,9,34,41,56,43,20,58,0,64,39,65,69,32,16,26
"Block Group 3, Census Tract 306.04",544,121,145,60,77,55,30,7,9,0,0,0,30,10,0,0,0
"Block Group 1, Census Tract 307.01",915,98,60,72,109,56,70,19,65,45,91,56,105,54,5,10,0
"Block Group 1, Census Tract 307.02",644,49,22,15,21,35,0,47,55,52,13,73,101,35,34,47,45
"Block Group 2, Census Tract 307.02",353,24,20,7,0,0,90,10,7,23,39,21,23,52,9,28,0
"Block Group 1, Census Tract 307.03",561,93,33,81,16,33,0,10,48,0,51,34,16,48,0,25,73
"Block Group 2, Census Tract 307.03",356,126,40,65,9,48,8,0,0,0,22,0,30,0,0,0,8
"Block Group 3, Census Tract 307.03",777,48,26,14,37,15,42,41,97,59,68,121,74,81,9,32,13
"Block Group 1, Census Tract 307.06",1624,329,79,72,95,71,101,79,77,0,120,246,118,83,54,58,42
"Block Group 2, Census Tract 307.06",827,107,64,138,74,56,30,63,0,0,58,53,84,0,17,44,39
"Block Group 1, Census Tract 308",435,52,0,22,12,21,0,22,55,36,25,11,97,46,0,12,24
"Block Group 2, Census Tract 308",470,0,0,0,0,12,29,15,0,0,10,12,113,86,77,21,95
"Block Group 3, Census Tract 308",535,85,0,18,43,34,12,0,0,0,38,117,65,21,24,49,29
"Block Group 4, Census Tract 308",520,0,25,0,60,13,13,0,0,39,105,53,0,74,50,41,47
"Block Group 1, Census Tract 309",242,0,9,0,0,9,8,7,16,39,11,29,30,31,37,7,9
"Block Group 2, Census Tract 309",556,8,50,39,0,48,41,34,26,9,31,56,74,8,46,64,22
"Block Group 3, Census Tract 309",422,7,8,17,0,0,0,15,14,10,0,53,83,81,33,46,55
"Block Group 4, Census Tract 309",251,0,0,0,0,0,0,0,6,8,41,51,37,9,14,14,71
"Block Group 1, Census Tract 310",490,0,0,48,8,34,20,24,0,12,33,38,88,59,32,43,51
"Block Group 2, Census Tract 310",680,9,17,4,58,53,19,45,36,22,95,69,69,41,76,38,29
"Block Group 3, Census Tract 310",753,37,8,28,0,27,5,21,49,35,66,101,99,97,21,56,103
"Block Group 1, Census Tract 311",1000,45,47,27,20,0,25,44,70,22,82,58,176,145,83,58,98
"Block Group 2, Census Tract 311",547,134,41,0,15,39,64,14,0,71,35,49,27,46,12,0,0
"Block Group 3, Census Tract 311",735,0,10,55,70,75,27,58,15,11,57,14,96,80,43,69,55
"Block Group 1, Census Tract 312",700,202,90,0,12,0,0,18,16,0,0,0,218,54,17,0,73
"Block Group 2, Census Tract 312",481,67,53,17,19,16,0,100,81,0,34,31,15,0,18,16,14
"Block Group 3, Census Tract 312",848,408,59,130,0,46,0,0,22,45,16,49,13,0,44,0,16
"Block Group 4, Census Tract 312",719,104,66,17,63,21,44,0,28,0,81,47,61,47,17,64,59
"Block Group 1, Census Tract 313",494,0,53,26,121,31,0,28,0,10,101,44,18,12,0,10,40
"Block Group 2, Census Tract 313",857,13,31,15,60,56,47,20,60,65,110,150,179,25,26,0,0
"Block Group 3, Census Tract 313",299,42,0,12,47,16,75,36,0,0,0,0,0,56,0,15,0
"Block Group 4, Census Tract 313",1435,477,158,103,54,201,17,93,26,39,39,29,46,16,15,84,38
"Block Group 5, Census Tract 313",996,96,44,24,44,33,79,25,83,54,72,149,164,69,0,32,28
"Block Group 1, Census Tract 314",1005,20,0,102,77,37,14,13,0,28,91,139,100,199,62,95,28
"Block Group 2, Census Tract 314",456,60,0,42,0,0,0,0,10,33,39,33,71,77,13,78,0
"Block Group 3, Census Tract 314",591,56,0,29,38,0,32,15,30,36,100,39,148,41,0,0,27
"Block Group 4, Census Tract 314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 5, Census Tract 314",522,15,0,15,48,0,33,0,13,46,95,43,26,48,71,15,54
"Block Group 6, Census Tract 314",491,14,25,15,21,0,48,16,14,12,14,46,114,48,80,0,24
"Block Group 1, Census Tract 315.01",464,113,25,24,30,67,41,18,0,11,35,26,25,41,0,8,0
"Block Group 2, Census Tract 315.01",787,142,39,153,30,7,0,27,8,16,35,66,112,62,16,42,32
"Block Group 3, Census Tract 315.01",493,194,59,42,37,9,37,7,8,19,26,17,8,23,0,7,0
"Block Group 1, Census Tract 315.02",727,123,16,47,46,26,84,21,16,0,97,87,37,10,44,31,42
"Block Group 2, Census Tract 315.02",579,156,103,43,0,46,54,20,0,0,59,10,25,31,0,11,21
"Block Group 3, Census Tract 315.02",889,249,135,72,172,66,22,0,76,0,12,48,0,37,0,0,0
"Block Group 1, Census Tract 317",1081,164,74,107,51,15,98,21,66,0,51,116,82,82,17,54,83
"Block Group 2, Census Tract 317",999,236,69,42,106,11,0,19,46,0,36,124,30,122,93,37,28
"Block Group 3, Census Tract 317",857,158,25,47,52,73,54,26,56,26,31,26,117,69,38,11,48
"Block Group 4, Census Tract 317",507,96,12,0,0,15,0,0,27,12,33,63,76,25,11,64,73
"Block Group 1, Census Tract 318",929,39,28,62,57,61,48,36,31,50,71,66,123,61,58,79,59
"Block Group 1, Census Tract 319",647,54,36,48,8,31,8,55,61,15,18,50,110,28,42,19,64
"Block Group 2, Census Tract 319",597,21,27,13,29,22,33,16,27,6,78,74,79,50,32,49,41
"Block Group 1, Census Tract 321",990,135,43,0,0,30,24,0,0,0,0,153,189,117,60,44,195
"Block Group 2, Census Tract 321",659,238,37,55,46,26,20,0,27,0,54,134,0,22,0,0,0
"Block Group 3, Census Tract 321",1045,233,35,166,80,0,34,38,28,153,0,24,0,63,69,0,122
"Block Group 4, Census Tract 321",687,32,0,0,148,0,72,28,102,0,69,0,165,26,0,0,45
"Block Group 5, Census Tract 321",469,0,84,0,0,54,0,0,84,0,18,22,31,0,13,86,77
"Block Group 1, Census Tract 401",609,34,9,0,9,44,55,6,22,7,36,71,87,48,22,72,87
"Block Group 2, Census Tract 401",687,21,14,51,24,23,4,8,42,49,87,83,113,44,34,67,23
"Block Group 3, Census Tract 401",367,30,15,8,42,0,7,7,16,0,21,38,51,47,18,19,48
"Block Group 1, Census Tract 402.01",505,16,0,33,15,49,34,20,0,0,9,139,59,46,31,26,28
"Block Group 2, Census Tract 402.01",798,35,24,30,138,27,67,98,12,17,76,18,95,49,47,0,65
"Block Group 3, Census Tract 402.01",576,43,17,24,45,0,26,20,16,16,24,95,51,86,30,66,17
"Block Group 4, Census Tract 402.01",1031,19,20,21,0,42,81,89,74,66,44,80,221,93,93,39,49
"Block Group 1, Census Tract 402.02",504,0,106,0,43,0,60,12,19,0,44,40,43,47,90,0,0
"Block Group 2, Census Tract 402.02",1056,99,120,91,82,111,0,43,89,77,9,139,81,26,0,54,35
"Block Group 3, Census Tract 402.02",592,168,71,62,14,32,0,15,0,13,53,10,8,55,73,18,0
"Block Group 4, Census Tract 402.02",768,133,36,24,46,22,65,33,12,75,55,69,79,64,13,42,0
"Block Group 1, Census Tract 403",457,11,27,0,15,27,9,0,15,0,21,19,29,37,41,132,74
"Block Group 2, Census Tract 403",358,41,28,0,34,25,0,9,23,0,8,11,91,45,11,9,23
"Block Group 3, Census Tract 403",263,0,5,10,0,0,5,19,15,10,6,27,30,61,10,58,7
"Block Group 1, Census Tract 404.01",337,0,28,9,31,19,11,0,0,10,7,10,68,48,24,22,50
"Block Group 2, Census Tract 404.01",236,10,0,21,0,15,16,7,9,15,0,6,9,61,21,39,7
"Block Group 3, Census Tract 404.01",279,0,18,0,24,24,0,3,0,32,10,33,69,16,8,0,42
"Block Group 4, Census Tract 404.01",463,0,0,0,16,33,26,0,9,50,17,82,86,33,35,8,68
"Block Group 1, Census Tract 404.02",285,0,0,14,0,0,0,60,9,43,0,15,34,0,5,54,51
"Block Group 2, Census Tract 404.02",344,0,10,0,0,26,18,13,31,36,27,124,22,12,6,0,19
"Block Group 3, Census Tract 404.02",723,42,0,25,16,8,29,0,0,14,0,101,147,63,26,89,163
"Block Group 4, Census Tract 404.02",306,10,0,50,0,0,0,14,12,14,37,12,0,14,55,62,26
"Block Group 5, Census Tract 404.02",897,26,0,43,32,22,53,111,38,83,36,64,107,42,95,79,66
"Block Group 1, Census Tract 406",303,13,39,8,38,0,0,0,0,22,16,0,85,19,20,8,35
"Block Group 2, Census Tract 406",435,0,23,0,33,21,0,8,28,8,54,33,67,46,8,48,58
"Block Group 3, Census Tract 406",409,42,8,0,0,0,0,34,11,9,18,48,89,68,43,12,27
"Block Group 1, Census Tract 407",394,22,43,0,27,0,15,10,32,18,7,9,82,43,36,32,18
"Block Group 2, Census Tract 407",462,18,0,48,0,23,41,9,19,39,11,62,51,40,35,7,59
"Block Group 3, Census Tract 407",373,0,0,6,6,20,10,0,0,7,88,76,43,37,16,28,36
"Block Group 4, Census Tract 407",303,31,0,0,12,11,7,0,5,0,34,51,41,28,23,15,45
"Block Group 1, Census Tract 408",429,16,2,18,3,17,8,25,16,9,41,48,67,79,21,36,23
"Block Group 2, Census Tract 408",368,14,10,12,4,11,17,5,0,29,59,30,33,55,11,41,37
"Block Group 1, Census Tract 409",701,32,17,62,34,8,15,56,7,38,80,33,84,48,43,16,128
"Block Group 2, Census Tract 409",347,0,0,8,9,44,0,22,43,10,10,15,53,0,60,16,57
"Block Group 1, Census Tract 501",369,29,0,13,0,10,29,15,0,19,8,59,106,30,18,18,15
"Block Group 2, Census Tract 501",779,21,20,26,45,11,0,9,50,21,39,83,103,118,45,108,80
"Block Group 1, Census Tract 502",528,33,0,22,36,11,0,90,0,0,0,35,93,38,11,28,131
"Block Group 2, Census Tract 502",974,61,0,38,22,9,65,0,25,32,42,252,70,117,86,35,120
"Block Group 3, Census Tract 502",782,25,12,52,68,30,12,71,55,22,12,61,73,77,20,37,155
"Block Group 1, Census Tract 503",385,33,5,7,0,22,18,28,8,7,0,11,89,71,12,56,18
"Block Group 2, Census Tract 503",341,0,11,0,0,7,14,0,37,23,27,46,16,55,24,27,54
"Block Group 3, Census Tract 503",381,6,7,9,21,0,13,0,16,31,55,41,55,36,0,64,27
"Block Group 1, Census Tract 505",454,10,0,15,0,0,0,0,14,0,0,34,48,0,151,26,156
"Block Group 2, Census Tract 505",629,0,0,0,13,16,17,0,15,0,16,61,176,46,61,45,163
"Block Group 3, Census Tract 505",361,51,0,18,17,0,0,0,0,0,44,15,32,64,33,41,46
"Block Group 4, Census Tract 505",484,0,0,11,0,0,49,14,0,46,15,34,64,32,33,79,107
"Block Group 5, Census Tract 505",303,0,0,0,14,0,0,0,42,0,43,25,86,0,0,31,62
"Block Group 1, Census Tract 506",615,9,21,0,26,9,0,0,9,20,54,56,130,84,16,73,108
"Block Group 2, Census Tract 506",454,12,8,0,7,0,8,21,35,26,19,23,59,61,48,43,84
"Block Group 1, Census Tract 507",694,23,0,6,5,6,28,5,16,0,41,99,80,68,82,95,140
"Block Group 1, Census Tract 508",574,10,14,0,4,26,0,0,4,48,37,46,72,68,48,66,131
"Block Group 1, Census Tract 509",592,21,4,23,4,15,0,18,35,9,63,95,43,82,57,28,95
"Block Group 1, Census Tract 510",730,47,6,0,13,15,5,27,5,3,46,66,116,90,26,100,165
"Block Group 1, Census Tract 511",631,13,20,32,9,13,36,8,17,6,37,58,53,43,56,68,162
"Block Group 1, Census Tract 512",304,5,3,0,10,0,0,29,12,0,10,20,53,32,29,35,66
"Block Group 2, Census Tract 512",320,5,0,4,0,23,0,3,6,0,22,5,69,35,10,48,90
"Block Group 1, Census Tract 513",448,0,0,12,14,0,6,0,0,0,0,27,54,70,29,52,184
"Block Group 2, Census Tract 513",669,0,0,9,12,0,23,0,10,0,27,32,80,99,45,158,174
"Block Group 1, Census Tract 514",455,6,48,21,4,12,0,7,25,14,11,35,53,47,26,33,113
"Block Group 2, Census Tract 514",318,10,4,23,9,0,15,6,5,26,39,6,39,40,29,32,35
"Block Group 1, Census Tract 601",345,0,9,8,0,0,0,30,0,35,47,15,29,18,10,20,124
"Block Group 2, Census Tract 601",519,0,0,0,6,9,10,8,8,8,24,85,88,45,39,39,150
"Block Group 3, Census Tract 601",321,27,0,0,0,0,15,16,9,8,10,43,32,34,7,38,82
"Block Group 1, Census Tract 602",681,14,36,31,25,28,13,36,10,10,46,131,155,72,39,6,29
"Block Group 2, Census Tract 602",444,19,50,14,29,22,17,7,7,0,23,40,48,49,7,32,80
"Block Group 1, Census Tract 603",720,0,10,10,0,0,0,14,10,10,26,109,39,98,80,144,170
"Block Group 2, Census Tract 603",613,7,0,24,11,28,57,10,21,20,10,64,121,67,59,26,88
"Block Group 1, Census Tract 604",748,14,20,0,0,10,8,19,29,10,55,69,114,110,43,57,190
"Block Group 2, Census Tract 604",387,19,6,7,0,10,0,9,0,8,13,32,51,50,9,62,111
"Block Group 3, Census Tract 604",407,8,0,0,0,19,9,0,0,0,23,16,37,46,33,132,84
"Block Group 1, Census Tract 605",737,136,97,41,64,21,20,24,27,26,32,29,51,18,21,38,92
"Block Group 1, Census Tract 608",1066,50,15,14,12,14,32,101,13,16,72,69,155,251,95,61,96
"Block Group 2, Census Tract 608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 608",1918,86,79,16,55,54,35,55,135,91,114,196,378,283,104,111,126
"Block Group 1, Census Tract 609",680,0,71,35,0,25,97,40,27,0,93,116,87,75,0,0,14
"Block Group 2, Census Tract 609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 3, Census Tract 609",923,25,84,46,42,34,0,27,20,0,80,56,231,77,84,0,117
"Block Group 4, Census Tract 609",2571,161,33,88,68,96,104,53,231,84,378,261,304,288,138,82,202
"Block Group 5, Census Tract 609",408,64,28,0,121,0,61,23,0,19,66,0,0,0,0,26,0
"Block Group 1, Census Tract 610",886,37,11,4,23,0,16,25,32,23,59,62,119,128,51,127,169
"Block Group 1, Census Tract 611",658,10,4,5,0,9,13,26,16,39,34,79,114,79,31,95,104
"Block Group 1, Census Tract 612",846,41,11,23,28,25,4,9,20,9,72,49,120,104,85,134,112
"Block Group 1, Census Tract 615",773,18,16,13,7,4,11,16,14,5,77,62,89,112,89,85,155
"Block Group 1, Census Tract 618",722,72,32,9,46,15,38,32,48,11,61,45,155,97,34,17,10
"Block Group 1, Census Tract 619.01",492,25,0,32,0,0,0,0,15,32,58,81,145,42,31,16,15
"Block Group 2, Census Tract 619.01",660,90,0,16,0,18,0,68,85,0,0,90,73,84,90,15,31
"Block Group 3, Census Tract 619.01",615,37,28,0,0,0,27,73,84,0,37,27,51,118,0,31,102
"Block Group 4, Census Tract 619.01",623,55,45,35,14,30,102,17,45,89,26,49,13,12,9,0,82
"Block Group 1, Census Tract 619.02",807,58,29,89,28,0,15,41,33,53,127,30,26,62,33,74,109
"Block Group 2, Census Tract 619.02",1047,112,62,15,26,118,43,35,66,64,95,98,60,16,67,68,102
"Block Group 3, Census Tract 619.02",920,33,15,12,13,15,25,16,56,12,105,97,126,150,79,111,55
"Block Group 4, Census Tract 619.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 620",1095,42,45,35,7,8,52,31,39,67,47,134,105,204,34,95,150
"Block Group 2, Census Tract 620",449,10,26,0,0,29,16,0,30,19,17,122,33,25,42,39,41
"Block Group 1, Census Tract 621",433,22,0,0,9,0,6,9,0,0,0,18,12,37,26,100,194
"Block Group 2, Census Tract 621",492,37,19,6,29,30,8,7,7,8,28,112,61,42,63,17,18
"Block Group 3, Census Tract 621",871,167,62,0,37,25,9,18,25,0,92,70,103,114,36,35,78
"Block Group 1, Census Tract 622",572,23,30,0,0,0,0,9,46,28,47,40,38,98,49,52,112
"Block Group 2, Census Tract 622",731,16,0,9,17,13,31,15,0,37,39,42,88,52,85,86,201
"Block Group 1, Census Tract 623",697,6,0,0,15,10,4,25,5,0,49,28,72,107,70,78,228
"Block Group 1, Census Tract 624",703,19,20,55,27,0,7,4,5,10,44,39,39,73,80,50,231
"Block Group 1, Census Tract 625",716,23,9,12,10,4,12,16,11,32,56,38,108,61,54,68,202
"Block Group 1, Census Tract 626",937,5,8,23,22,4,22,14,12,16,76,135,76,77,59,85,303
"Block Group 1, Census Tract 627",361,0,0,0,0,0,16,0,0,0,9,25,53,80,9,49,120
