area_name,Total,"Less than $10,000","$10,000 to \$14,999","\$15,000 to \$19,999","$20,000 to \$24,999","$25,000 to \$29,999","$30,000 to \$34,999","$35,000 to \$39,999","$40,000 to \$44,999","$45,000 to \$49,999","$50,000 to \$59,999","$60,000 to \$74,999","$75,000 to \$99,999","$100,000 to \$124,999","$125,000 to \$149,999","$150,000 to \$199,999","$200,000 or more"
"Block Group 2, Census Tract 2421",652,28,0,0,0,16,20,10,0,33,36,34,84,51,54,85,201
"Block Group 3, Census Tract 2421",711,6,0,0,0,9,0,0,7,22,23,20,99,53,109,138,225
"Block Group 1, Census Tract 2422",742,8,10,0,0,13,7,8,30,8,36,56,79,130,71,81,205
"Block Group 2, Census Tract 2422",875,32,19,19,39,12,0,26,34,19,54,49,122,62,82,135,171
"Block Group 1, Census Tract 2423",645,8,16,0,0,0,9,17,0,36,63,65,103,157,40,24,107
"Block Group 2, Census Tract 2423",944,45,6,0,0,26,19,26,50,8,68,117,160,130,41,37,211
"Block Group 1, Census Tract 2424",557,18,19,8,9,25,8,9,17,22,52,33,99,34,61,62,81
"Block Group 2, Census Tract 2424",733,47,34,0,34,20,26,24,16,7,26,67,161,60,75,53,83
"Block Group 1, Census Tract 2425",760,138,76,8,35,33,17,6,8,0,79,57,102,57,74,46,24
"Block Group 2, Census Tract 2425",765,7,8,74,25,9,0,0,39,0,68,113,136,69,82,51,84
"Block Group 1, Census Tract 2426",548,49,154,12,12,14,0,0,0,61,46,75,20,24,27,41,13
"Block Group 2, Census Tract 2426",750,80,0,35,0,42,50,12,14,21,172,80,58,94,48,25,19
"Block Group 3, Census Tract 2426",778,0,12,44,24,42,0,12,120,13,14,86,161,80,23,94,53
"Block Group 4, Census Tract 2426",428,21,25,0,12,42,29,35,38,13,0,18,34,27,42,30,62
"Block Group 1, Census Tract 2427",744,89,77,37,73,20,26,19,5,36,59,84,73,62,24,43,17
"Block Group 1, Census Tract 2428",588,26,0,15,4,14,5,6,19,22,41,77,87,80,45,61,86
"Block Group 1, Census Tract 2429",500,6,5,5,6,14,21,28,24,0,38,61,76,35,34,72,75
"Block Group 2, Census Tract 2429",293,0,3,0,9,44,0,6,9,0,10,58,27,39,35,11,42
"Block Group 1, Census Tract 2430",419,6,0,23,8,9,8,0,29,29,42,74,93,15,5,33,45
"Block Group 2, Census Tract 2430",611,0,11,38,0,10,0,37,15,22,84,68,75,81,52,32,86
"Block Group 1, Census Tract 2431",652,32,28,7,0,32,15,0,12,5,0,58,93,85,51,88,146
"Block Group 2, Census Tract 2431",255,40,13,0,0,12,0,0,0,18,20,2,29,22,45,0,54
"Block Group 1, Census Tract 2432",508,24,0,13,5,7,0,0,11,6,33,43,63,74,30,78,121
"Block Group 2, Census Tract 2432",382,4,0,22,0,6,5,11,0,5,27,52,25,31,11,83,100
"Block Group 1, Census Tract 2433",464,0,10,13,19,0,28,8,9,0,83,42,40,97,33,34,48
"Block Group 2, Census Tract 2433",650,0,0,7,35,0,9,18,31,27,24,99,81,79,40,90,110
"Block Group 1, Census Tract 2434",483,38,49,13,11,0,48,16,0,28,10,65,76,37,9,37,46
"Block Group 2, Census Tract 2434",201,0,0,0,10,8,0,31,0,17,12,10,8,38,11,36,20
"Block Group 3, Census Tract 2434",609,0,19,10,0,0,10,0,19,9,18,51,73,125,75,108,92
"Block Group 1, Census Tract 2435",519,47,10,19,0,19,24,0,38,18,65,57,82,23,25,21,71
"Block Group 2, Census Tract 2435",1271,50,0,8,6,10,26,20,0,19,65,104,168,105,127,207,356
"Block Group 1, Census Tract 2502",376,22,7,32,31,21,23,30,3,11,24,25,68,45,21,10,3
"Block Group 2, Census Tract 2502",426,46,7,38,6,43,47,19,14,19,16,80,29,22,27,0,13
"Block Group 1, Census Tract 2503",571,0,26,47,61,54,47,8,25,35,52,32,42,56,41,24,21
"Block Group 2, Census Tract 2503",326,34,25,10,8,33,26,0,0,6,73,19,16,46,30,0,0
"Block Group 3, Census Tract 2503",367,72,20,46,59,31,27,27,16,16,0,18,18,17,0,0,0
"Block Group 4, Census Tract 2503",268,19,55,29,13,35,54,0,8,0,0,0,39,16,0,0,0
"Block Group 1, Census Tract 2504",305,44,73,42,18,35,0,0,0,0,0,36,18,0,39,0,0
"Block Group 2, Census Tract 2504",264,38,14,0,21,56,0,18,0,26,40,0,32,0,19,0,0
"Block Group 3, Census Tract 2504",381,39,36,0,4,0,122,12,0,26,0,57,65,0,0,0,20
"Block Group 4, Census Tract 2504",333,18,0,46,12,0,0,18,21,105,60,0,0,0,53,0,0
"Block Group 5, Census Tract 2504",548,46,37,0,0,30,54,0,41,19,87,114,44,20,56,0,0
"Block Group 1, Census Tract 2505",368,12,15,0,0,29,0,0,0,0,0,29,57,75,100,24,27
"Block Group 2, Census Tract 2505",553,63,15,0,65,19,89,17,0,23,13,0,81,45,61,34,28
"Block Group 3, Census Tract 2505",347,14,0,30,0,30,0,0,18,0,0,15,30,73,67,59,11
"Block Group 4, Census Tract 2505",340,0,0,0,0,16,0,13,0,0,0,0,46,81,103,52,29
"Block Group 5, Census Tract 2505",211,0,0,13,0,0,0,16,15,0,0,32,29,25,69,12,0
"Block Group 6, Census Tract 2505",361,0,21,69,138,28,43,20,0,0,25,0,0,0,17,0,0
"Block Group 7, Census Tract 2505",595,35,0,0,68,0,0,0,0,11,131,81,37,118,30,72,12
"Block Group 1, Census Tract 2506",302,18,37,0,59,37,0,16,9,15,0,39,29,33,10,0,0
"Block Group 2, Census Tract 2506",324,23,5,41,48,0,0,11,0,22,34,32,40,9,24,23,12
"Block Group 3, Census Tract 2506",335,28,0,12,24,0,0,59,35,9,32,23,30,0,61,0,22
"Block Group 4, Census Tract 2506",382,58,0,55,46,28,9,9,10,11,30,18,56,0,10,23,19
"Block Group 1, Census Tract 2507",434,109,0,43,35,18,14,0,6,0,27,67,83,12,10,10,0
"Block Group 2, Census Tract 2507",450,0,85,36,0,15,68,0,0,0,98,103,17,13,15,0,0
"Block Group 3, Census Tract 2507",421,0,18,12,54,71,9,0,0,43,41,39,78,28,28,0,0
"Block Group 4, Census Tract 2507",385,18,87,58,40,0,0,0,31,12,83,45,0,0,0,11,0
"Block Group 5, Census Tract 2507",398,42,51,0,0,0,94,61,37,0,10,0,15,15,43,15,15
"Block Group 1, Census Tract 2508",325,49,73,29,26,20,5,14,20,9,5,27,41,0,0,0,7
"Block Group 2, Census Tract 2508",465,83,3,53,2,28,32,18,18,51,44,20,34,20,34,25,0
"Block Group 1, Census Tract 2510",341,42,34,19,0,55,6,22,13,17,13,86,18,0,8,8,0
"Block Group 1, Census Tract 2511",500,150,80,127,45,12,6,22,0,11,31,0,16,0,0,0,0
"Block Group 2, Census Tract 2511",246,15,22,8,74,0,38,0,0,10,10,30,33,6,0,0,0
"Block Group 3, Census Tract 2511",266,37,14,66,21,0,28,0,23,7,18,0,18,13,21,0,0
"Block Group 4, Census Tract 2511",475,70,20,17,26,41,52,82,29,15,14,51,27,11,10,0,10
"Block Group 1, Census Tract 2512",204,9,32,11,0,0,0,31,0,0,10,67,0,0,29,7,8
"Block Group 2, Census Tract 2512",333,42,7,19,33,0,11,18,28,47,0,54,18,12,27,17,0
"Block Group 3, Census Tract 2512",240,33,0,0,0,11,22,4,0,20,34,27,15,5,41,22,6
"Block Group 4, Census Tract 2512",377,18,15,12,31,71,52,0,12,39,14,79,0,14,16,0,4
"Block Group 1, Census Tract 2513",294,44,20,39,18,9,23,0,6,0,16,0,31,47,0,21,20
"Block Group 2, Census Tract 2513",166,10,11,9,28,9,19,19,0,0,0,31,7,23,0,0,0
"Block Group 3, Census Tract 2513",271,33,24,56,30,43,15,7,0,0,0,22,33,8,0,0,0
"Block Group 4, Census Tract 2513",247,51,9,24,9,21,17,0,22,0,7,42,21,17,7,0,0
"Block Group 5, Census Tract 2513",397,39,29,27,29,70,33,56,41,0,31,0,10,17,0,9,6
"Block Group 1, Census Tract 2514",279,34,87,0,19,0,0,11,48,0,10,52,7,0,11,0,0
"Block Group 2, Census Tract 2514",212,7,40,10,0,28,29,0,10,0,0,18,34,0,18,10,8
"Block Group 3, Census Tract 2514",621,18,59,64,86,25,57,27,32,0,62,71,88,20,0,12,0
"Block Group 4, Census Tract 2514",624,113,102,19,112,41,14,27,18,7,52,23,58,18,7,13,0
"Block Group 1, Census Tract 2515",263,99,40,13,36,0,0,12,0,0,0,29,13,0,0,0,21
"Block Group 2, Census Tract 2515",173,0,25,29,24,26,0,23,12,0,0,18,0,8,8,0,0
"Block Group 3, Census Tract 2515",451,69,51,78,53,22,45,14,10,15,12,11,71,0,0,0,0
"Block Group 4, Census Tract 2515",436,108,19,53,24,0,0,24,0,0,60,42,9,78,0,0,19
"Block Group 1, Census Tract 2516",471,17,12,8,24,14,48,89,0,118,47,20,25,0,0,0,49
"Block Group 2, Census Tract 2516",276,9,32,9,83,22,19,0,0,0,24,25,24,17,0,12,0
"Block Group 3, Census Tract 2516",322,98,64,7,0,10,53,5,9,0,0,3,65,0,0,8,0
"Block Group 1, Census Tract 2517",366,67,6,11,6,14,29,62,6,19,49,17,34,41,5,0,0
"Block Group 1, Census Tract 2518",515,206,49,63,24,62,54,0,16,0,0,31,0,0,0,0,10
"Block Group 2, Census Tract 2518",290,16,0,50,0,14,55,0,18,31,34,25,20,27,0,0,0
"Block Group 3, Census Tract 2518",307,38,51,44,41,0,0,0,23,0,45,0,56,0,9,0,0
"Block Group 4, Census Tract 2518",211,27,36,61,43,0,0,0,19,0,12,13,0,0,0,0,0
"Block Group 5, Census Tract 2518",311,0,22,96,0,0,50,0,21,14,29,34,29,16,0,0,0
"Block Group 1, Census Tract 2519",271,15,24,45,38,0,60,40,0,0,49,0,0,0,0,0,0
"Block Group 2, Census Tract 2519",409,83,39,40,0,32,0,10,24,59,25,10,0,24,41,22,0
"Block Group 3, Census Tract 2519",342,96,59,36,24,37,17,10,14,0,0,13,36,0,0,0,0
"Block Group 4, Census Tract 2519",637,200,69,21,148,0,20,20,41,63,20,23,12,0,0,0,0
"Block Group 1, Census Tract 2520",412,159,98,41,14,0,15,0,38,18,20,9,0,0,0,0,0
"Block Group 2, Census Tract 2520",884,93,168,35,101,23,96,73,56,0,43,15,55,49,40,37,0
"Block Group 3, Census Tract 2520",552,159,13,70,0,39,0,0,0,27,70,63,59,17,0,17,18
"Block Group 4, Census Tract 2520",441,138,19,118,62,0,9,0,39,0,0,23,0,33,0,0,0
"Block Group 1, Census Tract 2521.01",605,177,38,100,27,61,22,26,6,0,27,20,33,12,7,26,23
"Block Group 1, Census Tract 2521.02",660,32,36,29,0,46,62,17,138,39,68,100,14,60,19,0,0
"Block Group 2, Census Tract 2521.02",492,82,0,37,31,0,63,0,41,0,43,17,101,30,28,19,0
"Block Group 3, Census Tract 2521.02",701,136,60,75,128,40,103,0,76,31,0,19,16,0,17,0,0
"Block Group 4, Census Tract 2521.02",338,116,0,0,0,29,0,0,24,0,20,37,19,19,0,74,0
"Block Group 1, Census Tract 2522.01",219,42,24,8,0,36,22,0,13,33,11,8,0,0,15,0,7
"Block Group 2, Census Tract 2522.01",167,26,25,22,32,0,17,5,0,0,15,7,18,0,0,0,0
"Block Group 3, Census Tract 2522.01",591,64,77,41,17,22,45,69,17,25,35,58,68,47,0,0,6
"Block Group 1, Census Tract 2522.02",229,44,0,0,0,43,0,62,0,0,24,34,0,22,0,0,0
"Block Group 2, Census Tract 2522.02",296,150,0,14,11,25,27,0,14,0,0,10,32,0,13,0,0
"Block Group 3, Census Tract 2522.02",479,104,52,56,79,11,26,29,10,12,0,50,21,0,29,0,0
"Block Group 4, Census Tract 2522.02",124,22,21,13,0,48,0,0,0,5,15,0,0,0,0,0,0
"Block Group 5, Census Tract 2522.02",381,73,15,39,30,57,47,0,10,0,14,40,24,20,0,0,12
"Block Group 1, Census Tract 2601",531,180,100,68,33,15,2,9,8,17,46,12,29,0,0,5,7
"Block Group 1, Census Tract 2602",315,64,33,8,7,45,11,28,19,8,26,32,14,5,15,0,0
"Block Group 1, Census Tract 2603",537,84,53,68,95,0,51,30,22,0,61,23,17,33,0,0,0
"Block Group 1, Census Tract 2604",372,119,26,45,0,19,18,4,11,45,28,30,13,0,0,14,0
"Block Group 1, Census Tract 2605",550,112,88,17,11,53,13,12,31,9,45,71,58,16,14,0,0
"Block Group 1, Census Tract 2606",188,38,29,48,0,4,6,24,0,0,11,14,0,0,14,0,0
"Block Group 2, Census Tract 2606",373,69,40,12,39,50,19,0,15,19,18,36,35,9,8,0,4
"Block Group 1, Census Tract 2607",179,65,0,29,14,23,0,8,0,20,9,6,0,0,5,0,0
"Block Group 2, Census Tract 2607",345,56,31,52,43,15,55,5,6,6,14,0,31,0,0,12,19
"Block Group 1, Census Tract 2608",399,97,28,50,28,0,22,10,53,28,21,17,45,0,0,0,0
"Block Group 2, Census Tract 2608",478,131,36,28,65,58,12,5,6,19,23,24,41,7,6,7,10
"Block Group 1, Census Tract 2609",298,69,26,25,42,7,0,12,15,22,0,47,27,6,0,0,0
"Block Group 2, Census Tract 2609",97,0,13,0,13,6,0,0,14,6,13,6,6,6,14,0,0
"Block Group 1, Census Tract 2610",303,17,0,80,46,4,24,43,14,0,12,24,32,0,0,7,0
"Block Group 2, Census Tract 2610",367,60,26,7,42,18,25,36,0,9,45,44,32,12,0,0,11
"Block Group 1, Census Tract 2705",604,228,88,53,17,57,52,0,13,14,21,27,17,5,7,5,0
"Block Group 1, Census Tract 2712",387,96,19,28,14,61,43,5,7,13,10,15,40,29,7,0,0
"Block Group 1, Census Tract 2713",365,79,67,10,36,22,4,23,11,10,12,28,13,10,4,27,9
"Block Group 1, Census Tract 2714",451,92,47,78,54,32,12,22,33,0,16,14,26,4,0,21,0
"Block Group 1, Census Tract 2715",482,89,53,67,8,30,13,31,19,0,36,54,34,27,8,13,0
"Block Group 1, Census Tract 2718",218,70,15,55,25,0,0,24,12,0,0,0,5,7,0,5,0
"Block Group 1, Census Tract 2801",3115,139,18,0,17,21,46,18,15,8,118,254,522,336,329,601,673
"Block Group 2, Census Tract 2801",981,18,16,0,28,0,15,0,34,0,20,61,163,164,162,133,167
"Block Group 1, Census Tract 2804",587,165,3,34,29,8,9,91,0,28,36,70,43,35,13,0,23
"Block Group 1, Census Tract 2808",358,70,91,42,5,49,17,0,0,1,5,4,32,27,9,0,6
"Block Group 1, Census Tract 2809",378,138,14,55,34,6,5,4,5,0,7,32,30,34,5,5,4
"Block Group 1, Census Tract 2819",1187,32,0,0,29,0,17,0,0,0,0,44,100,155,155,217,438
"Block Group 2, Census Tract 2819",881,127,60,15,18,0,17,0,29,18,28,105,251,102,11,34,66
"Block Group 3, Census Tract 2819",1459,286,35,13,46,43,0,0,23,64,46,176,107,188,130,61,241
"Block Group 1, Census Tract 2827",307,0,33,0,13,19,26,0,14,0,46,35,26,68,6,7,14
"Block Group 2, Census Tract 2827",462,13,0,25,6,12,0,7,29,8,35,50,77,117,32,46,5
"Block Group 1, Census Tract 2828",663,67,30,35,34,5,27,71,10,25,50,64,81,29,21,85,29
"Block Group 1, Census Tract 2831",578,94,49,39,29,35,13,23,6,52,51,7,65,65,45,5,0
"Block Group 2, Census Tract 2831",585,140,24,0,77,17,13,41,12,12,46,52,17,16,23,54,41
"Block Group 1, Census Tract 2832",657,78,52,11,12,19,12,31,0,0,43,72,78,55,49,46,99
"Block Group 1, Census Tract 2838",249,11,44,0,8,10,54,11,7,0,20,17,21,0,26,0,20
"Block Group 2, Census Tract 2838",1409,219,69,61,43,70,27,11,12,25,11,103,126,170,220,99,143
"Block Group 1, Census Tract 2909",284,46,108,13,13,20,13,0,31,0,22,13,5,0,0,0,0
"Block Group 2, Census Tract 2909",234,56,10,11,33,25,9,0,0,37,10,0,25,12,0,6,0
"Block Group 3, Census Tract 2909",234,30,0,44,94,0,38,0,4,9,0,0,15,0,0,0,0
"Block Group 4, Census Tract 2909",398,20,43,0,20,11,33,21,85,0,76,11,42,36,0,0,0
"Block Group 1, Census Tract 2912",446,167,59,26,5,36,31,14,14,28,6,14,9,30,0,7,0
"Block Group 2, Census Tract 2912",331,63,4,36,37,19,39,12,0,23,24,14,27,26,0,0,7
"Block Group 1, Census Tract 2916",300,47,27,19,5,4,10,4,21,29,47,32,30,6,5,14,0
"Block Group 1, Census Tract 2922",242,104,13,4,4,7,6,28,0,44,5,0,0,27,0,0,0
"Block Group 2, Census Tract 2922",385,66,61,24,30,0,0,79,9,10,0,34,36,0,12,18,6
"Block Group 3, Census Tract 2922",263,68,22,11,0,14,38,24,14,0,0,36,0,9,17,0,10
"Block Group 1, Census Tract 2924",193,27,33,16,12,0,22,0,4,4,13,15,23,24,0,0,0
"Block Group 2, Census Tract 2924",416,25,70,35,25,55,14,21,11,6,19,30,36,29,20,14,6
"Block Group 1, Census Tract 2925",364,11,57,49,67,25,11,29,21,0,61,23,0,0,0,10,0
"Block Group 2, Census Tract 2925",552,99,48,28,78,0,0,50,37,56,59,12,39,34,12,0,0
"Block Group 3, Census Tract 2925",343,26,12,0,10,30,0,10,48,10,28,35,60,45,29,0,0
"Block Group 4, Census Tract 2925",128,27,0,12,0,0,10,0,0,0,11,25,43,0,0,0,0
"Block Group 1, Census Tract 3005",215,8,11,45,13,26,0,19,0,16,28,8,20,0,13,8,0
"Block Group 2, Census Tract 3005",659,27,38,21,69,27,86,87,103,28,32,74,34,24,9,0,0
"Block Group 1, Census Tract 3006",407,40,45,24,35,18,8,14,15,6,12,75,20,10,61,24,0
"Block Group 2, Census Tract 3006",368,51,43,0,27,6,12,16,40,16,55,44,40,7,4,7,0
"Block Group 1, Census Tract 3007",745,98,35,42,106,51,19,28,95,8,111,28,46,40,19,8,11
"Block Group 2, Census Tract 3007",331,0,0,54,10,21,40,79,75,0,21,9,11,11,0,0,0
"Block Group 3, Census Tract 3007",217,21,0,16,35,11,40,20,22,21,0,15,16,0,0,0,0
"Block Group 1, Census Tract 3008",424,51,26,99,0,71,19,0,37,25,13,58,25,0,0,0,0
"Block Group 2, Census Tract 3008",679,44,25,129,58,50,99,58,25,0,75,104,0,12,0,0,0
"Block Group 1, Census Tract 3009",541,0,25,37,56,132,26,50,67,0,24,69,34,8,7,6,0
"Block Group 2, Census Tract 3009",543,89,16,78,144,9,49,0,27,0,35,43,18,28,0,0,7
"Block Group 3, Census Tract 3009",194,29,11,51,26,0,54,0,10,0,0,0,0,13,0,0,0
"Block Group 1, Census Tract 3011",333,49,11,14,56,44,0,22,0,0,41,29,10,42,0,15,0
"Block Group 2, Census Tract 3011",436,62,35,37,36,64,53,12,15,4,31,45,17,20,5,0,0
"Block Group 1, Census Tract 3012",343,13,31,37,0,113,0,50,0,10,10,33,0,24,0,22,0
"Block Group 2, Census Tract 3012",243,52,23,0,13,0,14,21,0,27,38,36,19,0,0,0,0
"Block Group 3, Census Tract 3012",555,68,13,54,124,62,25,21,8,0,64,50,0,0,25,24,17
"Block Group 1, Census Tract 3016",590,32,57,41,63,91,34,35,21,0,75,73,40,24,4,0,0
"Block Group 2, Census Tract 3016",705,31,91,38,43,75,39,41,45,33,86,28,64,71,10,0,10
"Block Group 1, Census Tract 3017.01",316,0,10,71,42,63,28,0,16,0,46,0,16,12,12,0,0
"Block Group 2, Census Tract 3017.01",354,20,11,24,43,45,0,41,35,13,23,48,7,27,0,17,0
"Block Group 3, Census Tract 3017.01",386,16,0,30,78,78,0,31,0,0,28,38,0,72,0,15,0
"Block Group 1, Census Tract 3017.02",344,47,0,75,36,15,15,18,16,0,48,17,44,6,0,7,0
"Block Group 2, Census Tract 3017.02",362,0,39,25,14,36,38,9,31,47,30,27,38,19,9,0,0
"Block Group 3, Census Tract 3017.02",383,0,40,35,0,19,36,56,19,39,20,29,27,44,0,10,9
"Block Group 1, Census Tract 3018.01",368,11,34,28,89,0,52,56,25,0,40,0,24,0,9,0,0
"Block Group 2, Census Tract 3018.01",684,56,63,40,65,36,63,50,15,0,38,78,60,40,80,0,0
"Block Group 1, Census Tract 3018.02",239,11,12,24,10,21,15,20,22,11,9,43,19,22,0,0,0
"Block Group 2, Census Tract 3018.02",260,20,20,14,30,38,9,48,0,0,59,0,17,0,0,5,0
"Block Group 3, Census Tract 3018.02",367,27,34,65,28,17,11,33,11,22,20,6,63,12,12,6,0
"Block Group 1, Census Tract 3018.03",436,23,53,55,25,90,16,24,0,17,16,29,11,33,10,21,13
"Block Group 2, Census Tract 3018.03",563,26,41,88,73,22,46,23,28,24,82,23,41,37,0,9,0
"Block Group 3, Census Tract 3018.03",349,28,60,0,14,28,21,40,10,47,17,27,42,15,0,0,0
"Block Group 1, Census Tract 3102",325,6,6,13,13,21,12,10,31,0,5,58,66,48,0,10,26
"Block Group 2, Census Tract 3102",324,39,16,10,20,6,11,14,4,0,31,61,36,18,31,16,11
"Block Group 1, Census Tract 3103",723,68,36,31,33,73,28,17,51,10,78,59,124,44,22,19,30
"Block Group 1, Census Tract 3104",522,63,21,6,12,7,6,31,23,33,51,88,45,52,12,21,51
"Block Group 1, Census Tract 3105",527,51,23,7,26,31,42,45,34,19,53,49,73,26,16,25,7
"Block Group 1, Census Tract 3106",1100,251,61,28,104,68,65,69,34,34,18,143,84,70,0,0,71
"Block Group 2, Census Tract 3106",530,0,33,66,70,0,65,55,61,31,36,0,66,17,30,0,0
"Block Group 3, Census Tract 3106",392,63,15,16,96,0,0,45,0,19,17,86,12,0,0,23,0
"Block Group 1, Census Tract 3107",523,75,26,20,42,33,25,5,45,8,69,42,76,39,11,7,0
"Block Group 1, Census Tract 3108",346,0,30,28,11,15,33,0,0,0,91,63,55,0,0,20,0
"Block Group 2, Census Tract 3108",213,0,0,0,35,0,28,0,13,0,63,30,0,0,14,30,0
"Block Group 3, Census Tract 3108",966,50,71,14,102,67,114,55,39,5,88,145,95,29,48,12,32
"Block Group 1, Census Tract 3109",683,55,56,0,87,63,16,45,55,0,30,81,61,84,27,23,0
"Block Group 2, Census Tract 3109",458,30,37,44,41,11,53,21,20,12,28,39,48,41,0,13,20
"Block Group 3, Census Tract 3109",544,38,36,41,26,52,27,43,31,11,26,42,65,66,27,13,0
"Block Group 1, Census Tract 3201",1360,0,45,39,35,0,47,136,0,100,96,0,102,168,0,368,224
"Block Group 2, Census Tract 3201",1810,76,0,0,183,0,125,0,42,39,36,71,283,220,46,217,472
"Block Group 3, Census Tract 3201",2313,223,40,0,0,0,36,0,0,104,53,245,225,358,110,287,632
"Block Group 4, Census Tract 3201",2720,131,33,98,0,0,0,49,401,0,205,34,90,199,436,326,718
"Block Group 1, Census Tract 3204",704,61,12,4,0,0,12,2,3,16,17,53,66,12,57,73,316
"Block Group 1, Census Tract 3206",1160,52,14,15,0,11,0,16,14,0,119,92,162,119,98,200,248
"Block Group 2, Census Tract 3206",1669,135,161,0,19,88,18,0,13,18,18,117,309,281,187,114,191
"Block Group 1, Census Tract 3301",2072,82,42,68,0,82,0,0,0,137,135,94,206,309,345,208,364
"Block Group 2, Census Tract 3301",2765,39,102,43,56,0,47,0,136,230,109,246,234,620,269,201,433
"Block Group 3, Census Tract 3301",3868,218,96,72,37,85,0,0,93,39,114,304,505,276,300,448,1281
"Block Group 4, Census Tract 3301",2812,341,147,489,211,43,0,0,0,0,0,211,426,261,135,220,328
"Block Group 1, Census Tract 3302",680,150,130,91,83,123,41,16,0,0,0,8,29,0,0,9,0
"Block Group 2, Census Tract 3302",1179,33,18,8,0,9,0,0,17,0,50,139,148,106,102,285,264
"Block Group 1, Census Tract 3403",699,106,115,41,67,42,38,43,17,10,62,16,22,33,37,24,26
"Block Group 1, Census Tract 3404",683,41,17,127,77,17,36,5,19,72,50,42,87,37,5,19,32
"Block Group 1, Census Tract 3405",852,187,143,41,40,56,55,0,60,26,36,67,58,26,21,22,14
"Block Group 1, Census Tract 3406",430,158,100,73,10,38,0,9,5,6,16,0,0,0,0,7,8
"Block Group 1, Census Tract 3501",558,83,36,18,9,0,33,34,31,70,32,80,75,32,16,9,0
"Block Group 2, Census Tract 3501",944,225,37,86,19,10,95,20,62,61,57,83,108,42,7,21,11
"Block Group 1, Census Tract 3504",658,236,119,91,57,25,34,14,4,0,19,42,17,0,0,0,0
"Block Group 1, Census Tract 3510",323,69,29,18,0,33,0,0,0,16,55,0,65,0,0,38,0
"Block Group 2, Census Tract 3510",619,96,39,20,19,34,38,16,71,107,36,30,34,79,0,0,0
"Block Group 3, Census Tract 3510",1325,238,15,68,58,38,53,111,74,40,133,233,96,130,0,19,19
"Block Group 1, Census Tract 3511",868,430,223,31,30,6,20,43,8,0,48,25,0,4,0,0,0
"Block Group 2, Census Tract 3511",43,0,10,0,0,0,12,0,0,0,6,0,0,0,8,7,0
"Block Group 3, Census Tract 3511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 3514",789,241,120,98,66,21,20,12,15,14,30,49,31,20,39,0,13
"Block Group 1, Census Tract 3515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 2, Census Tract 3515",311,67,52,24,20,0,20,0,0,0,26,19,28,30,7,7,11
"Block Group 1, Census Tract 3602",657,161,73,12,102,62,77,30,28,12,36,33,16,0,9,6,0
"Block Group 1, Census Tract 3801",1052,310,152,112,28,49,75,20,16,21,9,70,59,48,16,50,17
"Block Group 1, Census Tract 3802",193,0,0,9,0,0,51,9,0,1,17,0,9,17,0,80,0
"Block Group 2, Census Tract 3802",964,201,182,123,81,44,100,32,29,45,24,39,0,23,15,10,16
"Block Group 1, Census Tract 3805",330,57,45,46,81,9,0,11,24,15,21,11,0,10,0,0,0
"Block Group 1, Census Tract 3807",437,48,78,27,5,5,18,34,50,21,12,12,60,53,0,9,5
"Block Group 1, Census Tract 3812",467,12,36,101,47,28,41,31,0,0,0,41,25,0,10,45,50
"Block Group 2, Census Tract 3812",491,132,47,73,23,33,0,0,0,11,33,36,69,25,0,0,9
"Block Group 1, Census Tract 3814",691,112,45,20,88,53,38,15,78,20,92,25,49,34,6,7,9
"Block Group 1, Census Tract 3815",176,40,9,9,12,13,13,11,17,0,13,16,17,6,0,0,0
"Block Group 1, Census Tract 3817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 3818",348,22,5,0,0,20,48,14,18,0,28,27,54,21,7,84,0
"Block Group 2, Census Tract 3818",286,66,52,16,19,6,0,0,13,0,13,29,5,3,28,36,0
"Block Group 1, Census Tract 3819",253,45,26,0,28,30,9,11,0,0,14,16,23,23,12,6,10
"Block Group 2, Census Tract 3819",274,33,10,17,14,7,17,0,6,28,38,17,39,23,0,15,10
"Block Group 1, Census Tract 3901",663,97,35,10,26,8,29,7,12,22,78,34,85,35,50,68,67
"Block Group 1, Census Tract 3902",370,24,25,25,7,11,10,5,12,31,29,36,36,25,34,18,42
"Block Group 2, Census Tract 3902",448,38,7,0,0,48,7,0,0,0,7,0,82,82,29,60,88
"Block Group 1, Census Tract 3903",550,184,100,85,73,24,0,21,0,23,0,21,0,0,19,0,0
"Block Group 2, Census Tract 3903",966,197,34,20,122,57,21,46,57,41,117,91,66,10,11,28,48
"Block Group 1, Census Tract 3904",641,48,90,12,93,10,39,10,56,0,28,8,48,65,0,36,98
"Block Group 2, Census Tract 3904",788,121,209,88,109,28,8,20,10,0,11,76,31,42,0,0,35
"Block Group 1, Census Tract 3905",753,118,43,13,32,11,48,30,40,53,8,54,72,34,27,55,115
"Block Group 1, Census Tract 3906",395,85,7,15,31,0,35,22,8,0,32,14,29,33,13,18,53
"Block Group 2, Census Tract 3906",399,63,6,18,8,0,5,24,0,9,26,10,70,32,19,19,90
"Block Group 1, Census Tract 3907",1075,99,10,69,98,18,34,0,0,32,126,71,138,62,53,86,179
"Block Group 2, Census Tract 3907",856,66,18,76,62,46,141,65,0,72,0,48,53,59,91,13,46
