area_name,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Block Group 4, Census Tract 3201",4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,224,409,58,1674,1361,441,376
"Block Group 1, Census Tract 3204",1020,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,18,19,306,389,208,56
"Block Group 1, Census Tract 3206",1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,15,72,78,431,735,213,145
"Block Group 2, Census Tract 3206",2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,19,341,63,943,528,239,113
"Block Group 1, Census Tract 3301",3611,0,0,0,0,0,0,0,0,0,0,0,0,96,0,87,180,0,0,185,293,1212,816,651,91
"Block Group 2, Census Tract 3301",3410,6,0,0,0,0,0,0,0,0,0,18,0,10,23,0,157,17,78,238,56,1011,1114,365,317
"Block Group 3, Census Tract 3301",5955,0,0,0,0,0,0,0,0,154,0,0,0,0,0,21,350,0,147,449,224,2232,1061,890,427
"Block Group 4, Census Tract 3301",4195,55,0,0,0,0,0,0,0,0,0,0,0,0,48,62,152,167,43,535,104,867,1094,850,218
"Block Group 1, Census Tract 3302",754,21,0,0,0,0,0,0,0,26,22,78,0,8,0,0,278,38,30,83,30,91,49,0,0
"Block Group 2, Census Tract 3302",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,11,92,97,17,769,530,291,87
"Block Group 1, Census Tract 3403",1439,143,0,0,0,6,14,54,39,76,0,61,37,39,27,74,294,20,45,122,52,156,164,16,0
"Block Group 1, Census Tract 3404",1447,28,0,0,1,13,9,15,0,107,1,104,7,21,0,67,444,43,6,74,51,328,110,17,1
"Block Group 1, Census Tract 3405",1297,46,0,0,0,0,33,0,48,60,0,91,70,8,0,26,300,15,59,128,70,202,102,39,0
"Block Group 1, Census Tract 3406",504,15,0,0,0,0,0,0,0,0,0,19,29,26,79,25,149,6,16,50,51,17,9,8,5
"Block Group 1, Census Tract 3501",660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,8,64,41,124,320,21,32
"Block Group 2, Census Tract 3501",1328,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,73,9,24,176,41,478,301,140,79
"Block Group 1, Census Tract 3504",904,15,0,0,0,0,0,0,0,12,0,0,9,76,69,24,222,63,37,162,109,65,41,0,0
"Block Group 1, Census Tract 3510",317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,49,43,91,90,0,0
"Block Group 2, Census Tract 3510",413,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,108,0,0,0,54,77,137,21,0
"Block Group 3, Census Tract 3510",1906,20,0,0,0,0,0,0,0,22,0,0,17,0,0,0,210,0,30,368,121,747,359,12,0
"Block Group 1, Census Tract 3511",978,0,0,0,0,0,0,0,6,0,0,0,5,26,103,19,221,58,31,320,105,68,16,0,0
"Block Group 2, Census Tract 3511",114,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,23,25,0,6
"Block Group 3, Census Tract 3511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 3514",1009,0,0,0,0,0,0,0,0,8,18,6,5,6,109,23,180,37,93,199,53,176,62,15,19
"Block Group 1, Census Tract 3515",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0
"Block Group 2, Census Tract 3515",414,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,104,7,9,100,18,78,54,5,8
"Block Group 1, Census Tract 3602",886,37,0,0,0,0,0,4,0,0,0,0,5,0,28,3,204,26,99,214,98,118,50,0,0
"Block Group 1, Census Tract 3801",1407,59,0,0,0,0,0,0,0,0,0,10,21,75,174,63,130,59,40,212,112,214,159,13,66
"Block Group 1, Census Tract 3802",316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,15,70,77,128,0,0
"Block Group 2, Census Tract 3802",1103,0,0,0,0,0,0,9,0,0,0,46,28,33,19,18,250,46,63,206,55,231,86,13,0
"Block Group 1, Census Tract 3805",424,0,0,0,0,0,0,0,0,0,0,0,0,19,42,10,144,46,26,90,10,27,10,0,0
"Block Group 1, Census Tract 3807",1056,4,0,0,0,0,0,0,0,11,0,12,12,65,86,6,345,27,54,209,44,42,117,0,22
"Block Group 1, Census Tract 3812",576,0,0,0,0,0,0,0,0,0,0,13,0,0,0,27,12,0,46,74,171,102,102,22,7
"Block Group 2, Census Tract 3812",721,0,0,0,0,0,0,0,0,0,0,0,0,38,43,37,47,0,65,85,81,209,84,0,32
"Block Group 1, Census Tract 3814",894,8,0,0,0,0,0,0,0,0,0,0,0,10,11,35,189,87,24,124,112,129,165,0,0
"Block Group 1, Census Tract 3815",257,0,0,0,0,0,0,0,0,0,0,0,0,15,7,17,20,29,15,53,6,83,12,0,0
"Block Group 1, Census Tract 3817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 3818",479,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,2,30,126,43,146,81,1,5
"Block Group 2, Census Tract 3818",417,0,0,0,0,0,0,0,0,0,0,8,0,0,38,13,59,31,16,57,74,72,38,0,11
"Block Group 1, Census Tract 3819",328,0,0,0,0,0,0,0,0,0,0,5,6,0,13,0,53,5,12,72,38,76,33,0,15
"Block Group 2, Census Tract 3819",525,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,171,16,18,86,82,63,45,7,0
"Block Group 1, Census Tract 3901",999,8,0,0,0,0,0,0,0,7,0,8,9,0,40,0,100,9,45,140,88,325,186,25,9
"Block Group 1, Census Tract 3902",485,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,42,0,16,88,41,136,98,11,34
"Block Group 2, Census Tract 3902",906,0,0,0,12,0,0,0,0,0,0,0,16,1,0,29,105,0,44,128,33,218,174,52,94
"Block Group 1, Census Tract 3903",587,0,0,0,0,0,0,0,0,0,0,12,0,25,0,35,154,54,25,116,56,46,42,7,15
"Block Group 2, Census Tract 3903",1379,0,0,0,0,0,0,0,0,0,0,49,9,32,42,36,177,51,136,184,80,395,98,79,11
"Block Group 1, Census Tract 3904",1018,0,0,0,0,0,0,0,0,0,0,14,0,0,61,0,182,0,39,153,65,310,62,88,44
"Block Group 2, Census Tract 3904",1063,24,0,0,0,0,25,0,11,0,0,12,0,0,49,11,247,58,43,199,45,159,134,35,11
"Block Group 1, Census Tract 3905",1139,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,83,18,26,151,65,300,275,100,101
"Block Group 1, Census Tract 3906",583,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,38,8,7,71,25,183,122,70,48
"Block Group 2, Census Tract 3906",621,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,13,22,16,124,221,69,143
"Block Group 1, Census Tract 3907",1542,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,130,0,0,161,40,628,236,67,263
"Block Group 2, Census Tract 3907",1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,85,0,140,125,129,167,268,20,94
"Block Group 3, Census Tract 3907",1655,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,140,0,17,58,82,567,358,205,153
"Block Group 1, Census Tract 4003",923,6,0,0,0,0,0,0,11,6,0,50,0,34,4,15,275,6,89,183,77,137,30,0,0
"Block Group 1, Census Tract 4004",753,0,0,0,0,0,0,8,0,0,0,3,0,28,32,64,210,31,46,154,15,107,55,0,0
"Block Group 2, Census Tract 4004",494,0,0,0,0,0,0,0,0,0,0,25,0,33,0,51,113,0,39,132,9,56,36,0,0
"Block Group 1, Census Tract 4005",667,0,0,0,0,0,0,0,0,0,0,26,16,0,0,21,168,48,39,176,24,87,62,0,0
"Block Group 2, Census Tract 4005",492,53,0,0,0,0,0,0,0,7,0,0,9,15,14,17,104,8,6,74,64,84,35,2,0
"Block Group 1, Census Tract 4008",441,56,0,0,0,0,0,0,0,0,0,0,20,0,92,25,121,0,0,67,50,0,10,0,0
"Block Group 2, Census Tract 4008",896,13,0,0,0,0,0,0,0,0,0,22,0,31,57,23,324,47,27,224,24,98,6,0,0
"Block Group 1, Census Tract 4101",675,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,66,0,10,83,8,202,194,48,39
"Block Group 2, Census Tract 4101",897,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,20,0,24,156,25,232,267,68,54
"Block Group 1, Census Tract 4102",835,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,47,2,5,76,37,203,308,40,93
"Block Group 1, Census Tract 4105",751,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,40,19,21,33,79,158,188,71,124
"Block Group 2, Census Tract 4105",855,0,0,0,0,0,0,0,0,0,0,0,10,11,0,49,66,0,33,136,66,248,133,74,29
"Block Group 1, Census Tract 4106",920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,62,0,18,89,28,268,218,23,200
"Block Group 2, Census Tract 4106",453,21,0,0,0,0,0,0,0,0,0,0,0,8,0,45,21,0,0,31,0,187,111,4,25
"Block Group 1, Census Tract 4107",1389,29,0,0,0,0,0,1,0,0,0,0,0,0,33,43,85,11,4,111,13,226,518,93,222
"Block Group 1, Census Tract 4108",893,0,0,0,0,34,0,0,0,4,0,0,0,3,10,11,100,21,32,97,43,247,196,19,76
"Block Group 2, Census Tract 4108",1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,5,20,147,25,307,381,136,158
"Block Group 1, Census Tract 4109",398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,141,62,65,99
"Block Group 2, Census Tract 4109",484,53,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,13,12,55,0,111,133,0,77
"Block Group 3, Census Tract 4109",1625,0,0,0,25,0,0,0,0,0,0,0,0,0,0,11,26,25,22,115,49,503,401,170,278
"Block Group 1, Census Tract 4110",1102,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,84,0,9,147,29,193,452,28,143
"Block Group 2, Census Tract 4110",472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,91,69,73,201
"Block Group 3, Census Tract 4110",1072,0,0,0,0,0,0,0,0,0,0,2,0,23,16,0,19,15,43,183,108,284,154,15,210
"Block Group 1, Census Tract 4111",680,7,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,4,24,0,127,210,72,222
"Block Group 2, Census Tract 4111",589,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,8,4,5,84,153,88,216
"Block Group 1, Census Tract 4112",806,12,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,31,18,119,276,140,199
"Block Group 2, Census Tract 4112",334,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,16,0,0,49,4,70,42,65,76
"Block Group 1, Census Tract 4201",1071,0,0,0,0,0,0,0,0,0,0,23,19,37,46,13,214,58,64,241,94,140,96,0,26
"Block Group 1, Census Tract 4202",969,28,0,0,0,0,0,0,0,0,0,0,36,7,46,8,92,28,29,170,26,258,179,37,25
"Block Group 1, Census Tract 4203",1008,0,0,0,0,0,0,0,0,0,0,21,0,5,0,24,125,75,46,105,109,234,178,31,55
"Block Group 1, Census Tract 4204",730,0,0,0,0,0,0,0,0,0,0,5,24,40,37,0,150,16,7,151,22,128,96,9,45
"Block Group 1, Census Tract 4205",685,0,0,0,0,0,0,0,0,0,0,0,18,0,26,0,219,0,140,55,20,165,24,0,18
"Block Group 2, Census Tract 4205",516,18,0,0,0,8,0,0,0,0,0,16,0,6,0,33,132,38,67,73,104,11,10,0,0
"Block Group 1, Census Tract 4206",648,15,0,0,0,0,0,0,0,0,0,25,0,26,36,26,152,43,24,170,5,56,59,11,0
"Block Group 2, Census Tract 4206",617,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,196,50,49,170,35,72,21,0,0
"Block Group 1, Census Tract 4207",139,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,43,0,7,61,22,0,0,0,0
"Block Group 2, Census Tract 4207",276,13,0,0,0,0,0,0,0,0,0,7,0,18,35,33,29,13,0,45,57,0,26,0,0
"Block Group 3, Census Tract 4207",574,0,0,0,0,0,0,0,0,0,0,0,29,0,0,38,181,31,79,90,32,19,43,32,0
"Block Group 4, Census Tract 4207",230,0,0,0,0,0,0,0,0,16,42,0,0,16,20,13,60,11,25,27,0,0,0,0,0
"Block Group 5, Census Tract 4207",370,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,194,2,2,44,32,17,61,0,0
"Block Group 1, Census Tract 4208",534,10,0,0,0,0,0,0,0,0,0,0,8,10,6,13,72,9,15,165,36,101,52,21,16
"Block Group 2, Census Tract 4208",955,0,0,0,0,0,0,0,0,0,0,7,0,63,18,44,270,11,40,301,62,50,46,36,7
"Block Group 1, Census Tract 4212",264,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,122,6,27,47,9,10,23,0,0
"Block Group 2, Census Tract 4212",495,0,0,0,0,0,0,0,0,0,0,14,19,22,23,34,103,27,33,101,48,47,24,0,0
"Block Group 1, Census Tract 4301.01",659,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,38,52,66,321,58,54,17,0,0
"Block Group 2, Census Tract 4301.01",382,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,103,45,40,88,33,15,0,36,0
"Block Group 3, Census Tract 4301.01",516,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,14,155,84,163,23,25,0
"Block Group 4, Census Tract 4301.01",754,0,0,0,0,0,0,0,0,0,0,0,0,40,18,0,226,0,26,251,68,88,37,0,0
"Block Group 1, Census Tract 4301.02",1203,0,0,0,0,0,0,0,0,0,0,21,29,32,9,0,145,103,127,136,81,259,230,21,10
"Block Group 2, Census Tract 4301.02",563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,84,24,22,149,69,177,25,0,0
"Block Group 3, Census Tract 4301.02",753,12,0,0,0,0,0,0,0,0,0,0,25,12,26,34,128,13,1,265,88,74,48,27,0
"Block Group 1, Census Tract 4302",358,0,0,0,0,0,0,0,0,0,0,0,41,32,0,0,47,0,0,57,34,55,28,55,9
"Block Group 2, Census Tract 4302",713,36,0,0,0,0,0,0,0,0,0,0,16,0,0,0,47,0,45,355,50,45,81,38,0
"Block Group 3, Census Tract 4302",680,0,0,0,0,0,0,0,0,0,70,0,0,15,0,0,313,0,42,66,71,103,0,0,0
"Block Group 4, Census Tract 4302",559,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,60,0,44,50,111,102,24,165,0
"Block Group 5, Census Tract 4302",1288,0,0,0,0,0,0,0,0,0,0,0,96,0,0,81,267,83,21,516,12,148,50,14,0
"Block Group 1, Census Tract 4303",594,0,0,0,0,0,0,0,6,0,0,0,0,16,0,16,169,104,55,111,14,43,33,9,18
"Block Group 2, Census Tract 4303",378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,20,199,0,67,38,0,0
"Block Group 3, Census Tract 4303",268,10,0,0,0,0,0,0,0,0,0,0,0,0,30,8,74,8,14,0,44,54,26,0,0
"Block Group 1, Census Tract 4304",287,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,72,19,0,57,76,15,10,27,0
"Block Group 2, Census Tract 4304",522,22,0,0,0,0,0,15,0,0,7,0,0,0,33,16,161,42,24,140,0,49,13,0,0
"Block Group 3, Census Tract 4304",496,11,0,0,0,0,0,0,0,0,0,0,0,25,0,35,33,34,106,136,53,43,20,0,0
"Block Group 4, Census Tract 4304",517,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,147,39,32,180,46,0,56,0,0
"Block Group 1, Census Tract 4305",883,0,0,0,0,0,0,0,0,0,0,0,33,57,56,28,226,14,127,162,155,13,12,0,0
"Block Group 2, Census Tract 4305",794,19,0,0,0,0,0,0,0,0,0,0,34,49,65,13,186,28,147,91,69,33,60,0,0
"Block Group 3, Census Tract 4305",486,0,0,0,0,0,0,24,0,0,0,0,22,0,16,3,111,15,14,104,96,21,41,19,0
"Block Group 1, Census Tract 4306",485,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,164,14,63,78,9,70,59,0,0
"Block Group 2, Census Tract 4306",920,0,0,0,0,0,0,0,0,0,0,0,19,0,40,9,107,18,108,215,202,105,97,0,0
"Block Group 1, Census Tract 4307",883,13,0,0,0,0,0,0,0,0,5,0,0,0,35,25,47,47,22,169,124,182,214,0,0
"Block Group 2, Census Tract 4307",958,0,0,0,0,0,0,0,0,16,5,12,53,55,42,6,345,19,118,168,44,57,18,0,0
"Block Group 1, Census Tract 4308",761,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,393,53,8,82,22,47,132,8,4
"Block Group 2, Census Tract 4308",642,0,0,0,0,0,13,0,0,0,0,0,0,0,7,24,65,25,65,40,61,174,161,7,0
"Block Group 1, Census Tract 4309",625,0,0,0,0,0,0,0,0,0,0,0,7,0,58,17,88,20,23,189,94,66,48,0,15
"Block Group 2, Census Tract 4309",442,3,0,0,0,0,2,0,0,0,0,0,0,11,10,9,54,27,54,105,21,134,12,0,0
"Block Group 1, Census Tract 4312",1063,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,208,95,48,221,60,217,122,13,15
"Block Group 2, Census Tract 4312",889,7,0,0,0,0,0,0,28,0,0,0,0,0,0,0,160,21,65,213,46,287,62,0,0
"Block Group 1, Census Tract 4313.01",212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,110,16,0,23,23,0,16,0,0
"Block Group 2, Census Tract 4313.01",1109,0,0,0,0,0,0,0,0,0,0,0,0,29,47,8,232,94,51,287,95,165,101,0,0
"Block Group 3, Census Tract 4313.01",669,0,0,0,0,0,0,0,0,0,0,0,0,21,52,35,153,9,25,158,83,111,17,5,0
"Block Group 1, Census Tract 4313.02",765,0,0,0,0,0,0,0,0,0,0,16,40,29,0,22,189,18,99,165,126,12,49,0,0
"Block Group 2, Census Tract 4313.02",501,16,0,0,0,0,0,0,0,0,0,0,8,0,0,22,112,11,17,217,38,33,27,0,0
"Block Group 3, Census Tract 4313.02",1065,9,0,0,0,0,0,0,0,0,0,24,0,0,54,0,336,0,81,303,85,150,8,0,15
"Block Group 1, Census Tract 4314",1924,33,0,0,0,0,0,0,0,0,0,7,58,8,47,63,415,21,125,430,128,276,266,7,40
"Block Group 2, Census Tract 4314",1083,18,0,0,0,0,0,0,0,0,0,7,12,6,0,45,304,0,181,259,61,109,81,0,0
"Block Group 3, Census Tract 4314",1813,78,0,0,0,0,0,0,0,0,0,13,9,43,37,25,489,209,59,465,212,105,69,0,0
"Block Group 4, Census Tract 4314",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,19,0,75,0,38,0,0,0
"Block Group 1, Census Tract 4401.01",870,0,0,0,0,0,0,0,0,0,0,0,36,0,199,11,137,44,25,211,164,43,0,0,0
"Block Group 2, Census Tract 4401.01",588,0,0,0,0,0,0,0,0,0,0,48,26,0,167,0,143,9,14,140,0,41,0,0,0
"Block Group 3, Census Tract 4401.01",193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,74,12,38,0,0,0
"Block Group 4, Census Tract 4401.01",932,0,0,0,0,0,0,0,0,0,0,0,29,22,36,17,277,153,41,245,58,13,7,0,34
"Block Group 1, Census Tract 4401.02",913,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,281,18,41,356,26,114,24,0,33
"Block Group 2, Census Tract 4401.02",424,0,0,0,0,0,0,0,0,0,0,0,21,0,46,10,154,0,25,68,0,77,23,0,0
"Block Group 3, Census Tract 4401.02",573,0,0,0,0,0,0,0,0,0,0,0,23,0,24,10,161,0,97,160,12,53,11,0,22
"Block Group 4, Census Tract 4401.02",639,23,0,0,0,0,0,0,0,0,0,0,43,0,90,28,215,0,76,115,10,14,25,0,0
"Block Group 1, Census Tract 4402.01",880,0,0,0,0,0,0,0,0,0,0,0,0,53,74,0,169,0,30,289,25,140,47,31,22
"Block Group 2, Census Tract 4402.01",1298,0,0,0,0,0,0,0,0,0,0,0,0,51,0,16,282,124,184,186,117,291,47,0,0
"Block Group 3, Census Tract 4402.01",386,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,25,24,0,102,23,48,53,52,0
"Block Group 4, Census Tract 4402.01",989,0,0,0,0,0,0,0,0,0,0,0,22,0,36,0,225,117,118,270,21,141,39,0,0
"Block Group 1, Census Tract 4402.02",697,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,126,10,53,200,8,166,71,0,11
"Block Group 2, Census Tract 4402.02",977,0,0,0,0,0,0,0,0,0,0,19,0,60,32,31,246,9,24,145,115,203,70,9,14
"Block Group 3, Census Tract 4402.02",622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,52,0,187,83,140,66,0,0
"Block Group 1, Census Tract 4403",546,0,0,20,0,0,0,0,0,0,0,0,14,0,0,0,70,13,108,29,94,107,78,0,13
"Block Group 2, Census Tract 4403",847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135,86,35,202,100,188,84,16,0
"Block Group 3, Census Tract 4403",528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,107,162,16,21,144,0,14
"Block Group 4, Census Tract 4403",855,0,0,0,0,0,0,0,0,0,0,0,0,46,18,32,146,0,23,184,116,172,88,13,17
"Block Group 5, Census Tract 4403",662,0,0,0,0,0,0,0,0,0,0,0,39,0,123,0,136,0,58,107,32,63,84,20,0
"Block Group 1, Census Tract 4406",599,32,0,0,0,0,0,0,0,0,0,0,0,7,0,10,139,13,11,135,62,129,46,5,10
"Block Group 2, Census Tract 4406",644,0,0,0,0,0,0,0,0,17,0,0,0,28,9,0,94,12,90,135,70,78,92,19,0
"Block Group 1, Census Tract 4407",526,0,0,0,0,0,0,0,0,0,0,6,0,0,5,10,154,39,0,113,34,111,54,0,0
"Block Group 2, Census Tract 4407",588,0,0,0,0,0,0,0,0,0,5,0,0,7,21,21,144,6,32,127,55,143,9,0,18
"Block Group 1, Census Tract 4408",488,8,0,0,0,0,0,0,0,0,0,0,0,0,89,14,120,22,55,143,4,19,6,8,0
"Block Group 2, Census Tract 4408",720,0,0,0,0,0,4,0,0,0,0,0,19,0,48,0,232,70,58,138,29,90,18,14,0
"Block Group 1, Census Tract 4409",679,9,0,0,0,0,0,0,0,0,0,0,22,1,50,0,159,48,39,89,99,96,67,0,0
"Block Group 2, Census Tract 4409",537,46,0,0,0,0,0,0,0,0,6,0,25,41,31,15,160,0,31,37,0,107,38,0,0
"Block Group 3, Census Tract 4409",502,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,152,39,43,34,58,92,62,8,0
"Block Group 1, Census Tract 4503",912,46,0,0,0,0,0,0,0,0,0,0,42,14,23,15,129,19,70,282,60,135,77,0,0
"Block Group 2, Census Tract 4503",438,16,0,0,0,0,0,0,0,0,0,0,11,0,35,13,128,0,55,88,25,29,38,0,0
"Block Group 3, Census Tract 4503",884,0,0,0,0,0,0,0,0,0,0,0,0,7,85,23,247,9,84,236,20,142,26,5,0
"Block Group 4, Census Tract 4503",378,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,111,7,14,129,12,0,89,0,0
"Block Group 1, Census Tract 4601",642,0,0,0,0,0,0,0,0,0,0,0,31,43,26,0,301,0,6,33,41,103,36,12,10
"Block Group 2, Census Tract 4601",694,16,0,0,0,0,0,41,0,0,8,0,0,0,22,11,190,38,17,193,74,65,19,0,0
"Block Group 3, Census Tract 4601",316,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,10,25,18,50,94,6,0,0
"Block Group 4, Census Tract 4601",499,37,0,0,0,0,0,0,0,0,0,0,0,34,0,0,109,24,20,66,48,117,43,0,1
"Block Group 1, Census Tract 4602",465,36,0,4,0,0,0,0,12,0,0,33,0,33,27,7,73,29,35,59,34,48,29,6,0
"Block Group 2, Census Tract 4602",1069,24,0,0,0,0,0,0,0,71,0,13,33,14,32,37,327,31,55,186,118,82,26,20,0
"Block Group 1, Census Tract 4603.01",801,36,0,0,0,0,0,11,0,20,0,15,0,0,0,19,327,30,79,89,69,95,11,0,0
"Block Group 2, Census Tract 4603.01",620,0,0,0,0,0,24,0,0,49,0,69,0,0,32,36,240,11,9,70,22,43,15,0,0
"Block Group 3, Census Tract 4603.01",399,11,0,0,0,0,0,0,0,34,25,0,23,32,15,11,62,11,13,93,27,35,7,0,0
"Block Group 1, Census Tract 4603.02",414,7,0,0,0,0,0,0,0,19,0,0,0,0,25,0,123,27,75,86,6,46,0,0,0
"Block Group 2, Census Tract 4603.02",303,0,0,0,0,0,0,0,0,0,0,10,25,0,24,0,109,29,18,78,10,0,0,0,0
"Block Group 3, Census Tract 4603.02",516,0,0,0,0,0,0,0,0,0,0,28,0,0,21,28,175,38,18,31,116,15,38,0,8
"Block Group 4, Census Tract 4603.02",711,0,0,0,0,0,2,0,0,0,0,1,11,89,60,0,275,14,15,102,70,38,34,0,0
"Block Group 1, Census Tract 4604",702,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,277,18,0,162,76,108,14,0,0
"Block Group 2, Census Tract 4604",589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,200,14,17,133,69,83,65,0,0
"Block Group 3, Census Tract 4604",440,0,0,0,0,0,0,0,0,4,0,0,0,14,38,0,156,21,22,104,15,44,22,0,0
"Block Group 4, Census Tract 4604",485,0,11,0,0,0,0,0,0,0,0,0,0,0,8,21,132,6,23,106,42,86,50,0,0
"Block Group 1, Census Tract 4605",458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,57,19,141,32,33,16,0,0
"Block Group 2, Census Tract 4605",162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,60,30,25,13,0,0
"Block Group 3, Census Tract 4605",715,0,0,0,0,0,0,0,0,0,0,16,15,0,15,0,203,0,102,82,74,173,35,0,0
"Block Group 4, Census Tract 4605",554,24,0,0,0,0,0,0,0,0,0,0,0,0,0,28,241,0,12,20,0,192,37,0,0
"Block Group 5, Census Tract 4605",764,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24,189,41,0,262,47,144,44,0,0
"Block Group 6, Census Tract 4605",919,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,210,0,38,154,42,154,243,24,0
"Block Group 7, Census Tract 4605",622,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,99,0,36,201,131,0,58,0,0
"Block Group 1, Census Tract 4606",819,39,0,0,15,0,0,20,0,14,0,14,0,15,0,32,305,44,33,121,36,103,22,5,1
"Block Group 1, Census Tract 4607",432,10,0,0,0,0,0,0,0,0,0,0,43,24,33,0,160,38,0,51,63,10,0,0,0
"Block Group 2, Census Tract 4607",370,57,0,0,0,23,0,54,10,95,0,0,0,0,0,17,64,0,19,0,0,31,0,0,0
"Block Group 3, Census Tract 4607",560,45,0,0,0,0,0,0,0,39,0,18,8,30,0,0,191,22,19,85,60,33,10,0,0
"Block Group 1, Census Tract 4610",970,57,0,0,13,5,16,0,0,37,10,5,40,4,46,44,249,95,36,212,21,49,31,0,0
"Block Group 1, Census Tract 4701",827,18,0,0,0,0,0,0,0,0,0,0,0,9,48,0,247,75,24,195,30,99,77,5,0
"Block Group 2, Census Tract 4701",717,28,0,0,0,0,0,0,0,0,0,45,12,25,33,20,242,43,48,114,56,16,35,0,0
