area_name,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Block Group 1, Census Tract 204",720,29,0,0,0,26,0,0,0,0,0,0,0,0,0,58,219,0,19,105,0,151,77,26,10
"Block Group 2, Census Tract 204",886,9,0,0,0,0,0,0,0,0,0,0,1,1,0,17,113,17,14,35,98,368,164,24,25
"Block Group 3, Census Tract 204",1422,59,0,0,0,0,0,0,0,22,0,0,0,14,85,15,228,36,60,87,55,412,243,87,19
"Block Group 1, Census Tract 205",1892,51,0,0,0,44,0,44,16,38,6,28,40,6,0,177,463,30,0,280,121,408,101,39,0
"Block Group 2, Census Tract 205",985,83,0,0,0,0,0,0,0,32,0,0,0,50,0,0,203,0,34,78,37,270,135,22,41
"Block Group 3, Census Tract 205",1445,77,0,0,0,3,89,0,25,170,40,92,46,38,71,134,165,104,70,133,37,98,53,0,0
"Block Group 4, Census Tract 205",417,0,0,0,0,0,0,0,0,0,0,0,23,39,23,0,133,12,0,57,0,106,9,15,0
"Block Group 1, Census Tract 206.01",1116,11,0,0,0,0,71,0,0,15,0,0,37,0,0,0,140,0,53,175,26,297,120,96,75
"Block Group 2, Census Tract 206.01",2081,106,0,31,0,0,0,0,64,0,32,13,0,15,24,0,767,51,0,161,98,633,54,9,23
"Block Group 3, Census Tract 206.01",540,27,0,0,0,0,0,0,0,0,0,2,0,0,19,21,60,2,0,22,35,107,191,9,45
"Block Group 1, Census Tract 206.02",598,0,0,0,0,0,0,10,0,0,0,5,0,29,10,19,65,0,38,57,35,305,9,0,16
"Block Group 2, Census Tract 206.02",668,0,0,0,0,0,0,14,0,80,0,38,0,46,9,38,140,49,0,83,34,59,78,0,0
"Block Group 3, Census Tract 206.02",1008,31,0,0,0,0,0,0,0,30,0,0,32,0,39,11,129,48,51,161,47,209,175,37,8
"Block Group 4, Census Tract 206.02",551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,1,20,20,0,192,152,0,32
"Block Group 1, Census Tract 207.01",660,8,0,0,0,0,0,12,0,0,0,17,14,0,18,8,113,0,7,34,30,217,138,29,15
"Block Group 2, Census Tract 207.01",688,12,0,0,0,0,0,0,6,4,0,0,0,0,7,0,149,14,36,127,31,198,84,15,5
"Block Group 1, Census Tract 207.02",1586,68,0,0,0,0,0,25,0,81,0,0,0,0,16,118,413,40,66,107,98,430,54,68,2
"Block Group 2, Census Tract 207.02",1782,33,0,0,0,0,0,8,0,108,0,30,43,76,0,55,558,59,88,163,196,241,104,8,12
"Block Group 3, Census Tract 207.02",1169,109,0,0,0,0,21,0,0,46,0,16,16,15,135,113,90,12,24,88,30,375,79,0,0
"Block Group 4, Census Tract 207.02",585,14,0,0,0,0,0,0,0,0,0,0,0,0,0,52,128,0,0,292,66,18,15,0,0
"Block Group 1, Census Tract 208.01",1331,20,0,0,0,0,74,0,32,46,0,22,47,18,0,74,189,53,29,165,159,223,163,17,0
"Block Group 2, Census Tract 208.01",542,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,141,74,35,57,0,126,74,12,0
"Block Group 3, Census Tract 208.01",887,90,0,0,0,0,9,0,0,25,0,0,0,8,0,44,83,39,0,222,110,154,102,1,0
"Block Group 4, Census Tract 208.01",1722,244,0,0,0,0,0,91,0,80,34,18,0,99,0,46,211,41,36,173,161,367,64,39,18
"Block Group 1, Census Tract 208.02",1216,108,0,0,0,0,0,0,0,0,0,35,0,55,37,0,270,0,120,223,52,198,94,24,0
"Block Group 2, Census Tract 208.02",997,55,0,0,46,0,0,0,0,0,0,18,0,59,0,0,266,49,0,142,18,205,103,36,0
"Block Group 3, Census Tract 208.02",2350,187,0,0,0,0,33,32,62,110,78,0,122,55,83,176,509,47,120,229,142,301,63,0,1
"Block Group 4, Census Tract 208.02",682,49,0,0,0,0,0,0,0,0,0,13,0,0,0,17,118,33,0,93,51,248,60,0,0
"Block Group 1, Census Tract 209.01",1708,49,0,0,103,0,0,0,0,22,0,26,26,28,27,58,238,39,31,224,108,426,269,34,0
"Block Group 2, Census Tract 209.01",621,40,0,0,0,0,0,0,0,26,0,15,0,38,0,0,151,9,8,57,23,183,62,9,0
"Block Group 3, Census Tract 209.01",1658,91,0,0,0,40,22,0,0,81,0,8,9,14,14,94,326,20,67,288,115,275,119,52,23
"Block Group 1, Census Tract 209.02",2141,114,0,0,0,0,63,80,30,20,0,59,43,66,64,35,469,184,119,311,94,243,94,43,10
"Block Group 2, Census Tract 209.02",1354,52,0,0,0,0,0,0,0,53,0,97,0,25,21,11,234,60,14,144,210,352,64,8,9
"Block Group 1, Census Tract 301.01",786,47,0,0,0,0,46,0,0,41,0,0,0,37,0,0,238,80,21,27,91,132,26,0,0
"Block Group 2, Census Tract 301.01",373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,79,0,30,13,191,31,0,7
"Block Group 3, Census Tract 301.01",972,0,0,0,0,0,0,0,0,0,28,3,0,0,56,2,215,3,0,170,40,290,152,0,13
"Block Group 4, Census Tract 301.01",954,11,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,0,34,145,22,361,220,60,28
"Block Group 1, Census Tract 301.02",836,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,28,0,59,74,88,334,195,21,20
"Block Group 2, Census Tract 301.02",911,0,0,0,0,0,0,0,0,43,0,0,0,0,9,29,73,24,89,183,71,275,85,30,0
"Block Group 3, Census Tract 301.02",710,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,30,33,99,65,260,100,17,32
"Block Group 1, Census Tract 301.03",529,0,0,0,0,0,0,0,0,0,0,29,0,0,0,20,14,0,0,65,17,237,107,10,30
"Block Group 2, Census Tract 301.03",637,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,39,0,22,112,48,225,140,22,10
"Block Group 1, Census Tract 301.04",1147,75,0,0,0,0,0,0,0,0,0,35,8,0,3,9,157,0,89,130,73,305,98,77,88
"Block Group 2, Census Tract 301.04",280,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,66,0,0,85,6,58,27,0,0
"Block Group 1, Census Tract 302",1103,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,97,14,12,149,76,359,229,122,0
"Block Group 2, Census Tract 302",1163,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,51,0,5,133,93,333,334,140,53
"Block Group 3, Census Tract 302",807,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,49,0,117,112,27,219,150,41,35
"Block Group 4, Census Tract 302",1195,0,0,0,0,0,0,68,0,0,0,0,0,0,49,41,146,0,15,184,25,364,232,53,18
"Block Group 1, Census Tract 303",1413,40,0,0,0,0,0,0,0,45,0,11,13,0,53,43,366,17,66,159,77,259,241,23,0
"Block Group 2, Census Tract 303",1218,73,0,0,0,0,0,0,0,35,0,29,27,0,7,29,376,0,20,119,44,367,34,58,0
"Block Group 1, Census Tract 304",1293,18,0,0,9,0,0,22,22,0,0,9,26,9,9,40,108,16,15,156,81,418,281,47,7
"Block Group 2, Census Tract 304",833,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,66,0,38,57,77,333,189,34,12
"Block Group 1, Census Tract 305",1186,18,0,0,0,0,0,0,0,0,0,0,0,27,19,0,36,27,0,79,112,479,312,17,60
"Block Group 2, Census Tract 305",1499,43,0,0,0,4,0,4,0,0,8,7,0,11,20,25,112,15,48,63,36,671,349,33,50
"Block Group 3, Census Tract 305",1591,36,0,0,0,0,41,0,0,144,0,34,0,58,0,16,106,162,64,147,176,256,270,52,29
"Block Group 4, Census Tract 305",1476,0,0,0,70,0,0,0,0,0,0,0,0,17,0,50,124,0,48,115,81,539,292,46,94
"Block Group 1, Census Tract 306.01",718,0,0,0,0,0,0,0,0,98,0,0,0,18,0,13,74,52,0,23,33,298,82,27,0
"Block Group 2, Census Tract 306.01",909,12,0,0,0,0,123,0,0,0,0,29,39,44,32,82,74,5,20,62,40,206,77,48,16
"Block Group 3, Census Tract 306.01",1056,14,0,0,0,0,0,0,0,0,0,14,19,35,7,0,273,26,72,116,49,213,138,80,0
"Block Group 1, Census Tract 306.03",862,10,0,0,0,0,0,0,0,0,0,9,0,0,22,38,207,44,33,71,7,263,133,18,7
"Block Group 2, Census Tract 306.03",1149,0,0,0,0,7,0,0,0,0,0,0,0,12,0,27,183,48,24,77,141,316,160,79,75
"Block Group 1, Census Tract 306.04",1231,15,0,0,0,0,0,0,1,0,0,0,0,1,8,33,61,29,28,202,11,532,257,29,24
"Block Group 2, Census Tract 306.04",1309,0,0,0,0,0,0,0,0,15,0,10,0,18,0,0,123,26,24,188,23,440,361,39,42
"Block Group 3, Census Tract 306.04",641,20,0,0,0,0,0,0,0,0,0,12,0,35,0,0,72,0,80,161,40,126,75,4,16
"Block Group 1, Census Tract 307.01",1372,62,0,0,0,0,0,0,17,4,4,34,6,0,35,27,167,47,36,206,115,412,146,25,29
"Block Group 1, Census Tract 307.02",820,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,39,6,15,50,77,318,188,37,66
"Block Group 2, Census Tract 307.02",1192,21,0,0,0,0,0,0,0,0,0,25,0,0,0,0,125,12,6,148,90,449,244,47,25
"Block Group 1, Census Tract 307.03",775,11,0,0,0,0,0,0,0,25,0,21,23,19,56,0,45,8,0,120,75,216,156,0,0
"Block Group 2, Census Tract 307.03",511,30,0,0,0,0,0,31,0,0,0,0,1,0,0,55,67,0,24,48,17,166,26,0,46
"Block Group 3, Census Tract 307.03",1151,0,0,0,0,0,0,0,0,0,0,0,0,14,14,21,96,0,33,147,113,452,166,49,46
"Block Group 1, Census Tract 307.06",1652,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,274,50,11,226,19,650,232,75,82
"Block Group 2, Census Tract 307.06",945,0,0,0,0,0,0,0,17,12,0,0,0,0,37,14,243,18,70,164,30,229,55,56,0
"Block Group 1, Census Tract 308",772,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,167,15,0,46,12,156,270,82,0
"Block Group 2, Census Tract 308",1090,0,0,0,0,0,0,0,5,0,0,6,5,51,39,0,51,17,10,99,0,276,337,157,37
"Block Group 3, Census Tract 308",922,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,36,0,0,69,41,284,322,75,33
"Block Group 4, Census Tract 308",725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,19,17,334,168,58,77
"Block Group 1, Census Tract 309",351,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,19,0,0,1,19,127,148,6,12
"Block Group 2, Census Tract 309",963,10,0,0,0,0,0,0,0,0,0,0,30,0,10,12,67,0,8,176,97,376,119,27,31
"Block Group 3, Census Tract 309",772,14,0,0,0,0,0,0,6,16,16,14,0,9,0,40,99,8,29,39,0,281,147,32,22
"Block Group 4, Census Tract 309",433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,217,101,29,53
"Block Group 1, Census Tract 310",699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,105,17,7,78,29,187,154,43,15
"Block Group 2, Census Tract 310",1312,0,0,0,2,0,0,0,0,57,0,9,1,0,2,5,167,16,14,141,40,511,257,37,53
"Block Group 3, Census Tract 310",1165,9,0,0,0,0,10,0,0,0,0,0,0,17,0,0,122,11,9,89,79,471,273,40,35
"Block Group 1, Census Tract 311",1545,0,0,0,0,0,14,0,0,0,0,99,0,0,0,0,137,1,20,27,83,654,347,150,13
"Block Group 2, Census Tract 311",862,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,13,34,93,0,330,148,34,14
"Block Group 3, Census Tract 311",1577,21,0,0,0,0,0,9,0,8,0,8,56,0,20,0,50,8,68,278,51,693,187,36,84
"Block Group 1, Census Tract 312",685,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,82,0,348,78,56,35
"Block Group 2, Census Tract 312",1507,7,0,0,0,0,0,0,6,0,6,13,18,14,6,148,558,99,88,110,6,289,56,83,0
"Block Group 3, Census Tract 312",1284,0,0,0,0,0,0,40,0,108,0,0,113,0,38,157,240,15,39,182,22,167,159,4,0
"Block Group 4, Census Tract 312",1281,27,0,0,0,0,117,0,0,0,0,0,0,0,33,374,183,0,66,62,16,306,83,0,14
"Block Group 1, Census Tract 313",811,40,0,0,0,0,0,0,0,17,0,0,43,26,12,43,112,30,27,121,11,193,81,25,30
"Block Group 2, Census Tract 313",1124,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,106,15,30,186,68,415,235,27,0
"Block Group 3, Census Tract 313",520,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,13,13,37,298,68,20,0
"Block Group 4, Census Tract 313",2450,55,0,0,0,82,17,0,0,0,82,15,25,51,21,40,523,110,58,295,257,556,214,28,21
"Block Group 5, Census Tract 313",1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,114,26,61,182,25,465,290,125,0
"Block Group 1, Census Tract 314",1263,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,50,0,28,67,89,468,408,59,63
"Block Group 2, Census Tract 314",511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,50,0,220,121,33,34
"Block Group 3, Census Tract 314",925,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,16,47,63,437,202,68,25
"Block Group 4, Census Tract 314",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
"Block Group 5, Census Tract 314",839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,34,0,81,518,111,25,46
"Block Group 6, Census Tract 314",841,0,0,0,0,0,0,0,0,0,0,8,25,15,0,0,48,21,18,62,73,286,180,88,17
"Block Group 1, Census Tract 315.01",815,16,0,0,0,15,8,0,0,0,12,36,50,18,23,21,117,36,29,90,25,185,87,36,11
"Block Group 2, Census Tract 315.01",1523,25,0,0,0,20,33,43,0,27,17,0,33,27,16,87,249,11,23,92,78,515,179,24,24
"Block Group 3, Census Tract 315.01",1088,22,0,0,0,0,0,0,0,0,1,0,27,8,7,60,204,21,29,216,64,284,108,37,0
"Block Group 1, Census Tract 315.02",1086,22,0,0,0,0,0,0,0,34,0,15,0,0,0,83,24,43,23,118,43,461,137,61,22
"Block Group 2, Census Tract 315.02",843,62,0,0,0,0,39,0,0,0,0,31,0,31,0,0,76,0,14,164,44,183,182,17,0
"Block Group 3, Census Tract 315.02",1363,34,0,0,0,0,31,0,0,0,0,0,32,0,0,28,439,76,58,168,44,355,59,39,0
"Block Group 1, Census Tract 317",1839,22,0,0,0,0,0,0,0,0,26,0,0,0,0,94,337,0,20,133,182,754,254,17,0
"Block Group 2, Census Tract 317",1137,0,0,0,0,0,0,0,0,0,0,19,0,17,0,31,174,0,36,115,18,431,166,84,46
"Block Group 3, Census Tract 317",1260,0,0,0,0,0,5,0,0,0,0,10,9,9,13,20,54,18,81,207,61,417,271,33,52
"Block Group 4, Census Tract 317",1022,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,166,0,75,131,18,333,133,65,25
"Block Group 1, Census Tract 318",1498,5,0,0,0,0,0,6,0,5,0,0,0,0,32,0,103,0,41,100,99,624,310,113,60
"Block Group 1, Census Tract 319",991,11,0,0,0,0,0,0,0,0,0,0,0,44,0,0,75,12,9,47,40,495,196,44,18
"Block Group 2, Census Tract 319",1022,16,0,0,0,0,0,0,0,0,0,0,55,14,0,0,44,8,8,167,41,368,187,82,32
"Block Group 1, Census Tract 321",1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54,0,35,114,127,499,296,0,174
"Block Group 2, Census Tract 321",650,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,27,0,34,50,70,307,140,0,0
"Block Group 3, Census Tract 321",1568,0,0,0,0,0,0,0,0,0,2,0,2,4,0,35,292,0,56,125,188,797,44,23,0
"Block Group 4, Census Tract 321",1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,486,53,35,53,27,283,199,83,0
"Block Group 5, Census Tract 321",1061,40,0,0,0,0,0,0,0,0,0,0,2,0,21,0,97,1,0,140,43,311,386,20,0
"Block Group 1, Census Tract 401",1203,27,0,0,0,0,7,0,0,0,0,0,0,30,7,53,171,0,63,119,52,395,208,54,17
"Block Group 2, Census Tract 401",1213,0,0,0,0,0,0,0,0,9,0,0,10,0,11,9,92,13,19,155,58,426,317,94,0
"Block Group 3, Census Tract 401",693,0,0,0,0,0,0,0,0,53,0,13,0,0,0,0,21,17,38,89,20,190,166,24,62
"Block Group 1, Census Tract 402.01",1363,18,0,0,0,0,0,0,0,44,0,15,0,0,0,28,36,56,69,75,142,607,176,97,0
"Block Group 2, Census Tract 402.01",1165,57,0,0,0,0,0,0,0,0,0,20,0,67,0,87,139,76,59,131,13,241,240,35,0
"Block Group 3, Census Tract 402.01",1137,9,0,0,0,0,0,0,0,0,0,8,0,18,0,23,139,0,38,143,43,384,259,42,31
"Block Group 4, Census Tract 402.01",1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,166,59,68,300,88,786,170,30,15
"Block Group 1, Census Tract 402.02",612,0,0,0,0,0,0,0,0,0,0,0,7,1,0,14,119,0,0,34,23,364,50,0,0
"Block Group 2, Census Tract 402.02",1805,35,0,0,0,0,0,14,0,0,0,29,0,0,0,140,425,19,15,274,156,347,275,76,0
"Block Group 3, Census Tract 402.02",1320,14,0,0,0,0,0,0,0,0,15,0,50,0,0,19,374,27,61,192,91,427,50,0,0
"Block Group 4, Census Tract 402.02",1762,31,0,0,0,0,46,0,0,181,0,18,7,74,24,0,303,32,35,166,64,533,138,103,7
"Block Group 1, Census Tract 403",607,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,101,9,8,88,38,154,146,38,20
"Block Group 2, Census Tract 403",1034,55,0,0,0,0,0,0,0,0,0,15,0,0,77,56,210,0,0,105,78,221,181,36,0
"Block Group 3, Census Tract 403",614,0,0,0,0,0,0,0,0,7,0,0,0,15,12,33,66,3,0,101,77,187,103,10,0
"Block Group 1, Census Tract 404.01",884,9,0,0,0,0,0,0,0,0,0,0,0,10,0,60,61,13,10,99,31,298,282,0,11
"Block Group 2, Census Tract 404.01",595,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,16,10,273,162,28,36
"Block Group 3, Census Tract 404.01",418,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,9,44,11,195,87,41,0
"Block Group 4, Census Tract 404.01",754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,17,46,68,24,303,158,56,9
"Block Group 1, Census Tract 404.02",309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,192,58,23,0
"Block Group 2, Census Tract 404.02",446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,16,58,0,287,45,0,0
"Block Group 3, Census Tract 404.02",1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,98,0,493,272,123,31
"Block Group 4, Census Tract 404.02",451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,26,0,206,145,21,0
"Block Group 5, Census Tract 404.02",1390,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,65,16,39,122,30,550,364,93,71
"Block Group 1, Census Tract 406",397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,256,88,18,15
"Block Group 2, Census Tract 406",895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,80,0,0,38,9,394,254,56,55
"Block Group 3, Census Tract 406",729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,10,22,52,19,314,202,17,31
"Block Group 1, Census Tract 407",558,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,26,0,21,28,48,266,121,9,17
"Block Group 2, Census Tract 407",729,0,0,0,0,0,30,0,0,0,0,0,0,0,0,14,68,7,33,32,23,294,151,39,38
"Block Group 3, Census Tract 407",587,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,23,0,20,83,0,304,106,42,0
"Block Group 4, Census Tract 407",783,0,0,0,0,0,0,0,36,0,0,0,29,0,34,32,60,0,0,102,34,266,151,11,28
"Block Group 1, Census Tract 408",637,5,0,0,0,0,0,0,17,0,0,11,0,7,4,16,38,10,32,48,25,196,180,40,8
"Block Group 2, Census Tract 408",766,0,0,0,0,0,0,0,0,14,0,1,14,1,12,0,66,0,36,83,28,286,138,59,28
"Block Group 1, Census Tract 409",987,7,0,0,0,0,0,0,0,0,0,0,0,9,0,14,34,1,30,94,41,391,241,78,47
"Block Group 2, Census Tract 409",551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,33,299,126,50,0
"Block Group 1, Census Tract 501",655,34,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,80,14,321,146,8,7
"Block Group 2, Census Tract 501",1421,15,0,0,0,0,0,0,0,0,0,15,0,37,0,13,28,0,31,90,45,604,352,142,49
"Block Group 1, Census Tract 502",687,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,94,0,0,42,13,287,195,0,14
"Block Group 2, Census Tract 502",1552,0,0,0,0,0,0,0,0,21,0,43,0,0,0,11,62,0,67,123,71,718,291,79,66
"Block Group 3, Census Tract 502",1293,0,0,0,0,0,0,0,0,22,0,0,0,31,0,68,80,24,62,113,13,639,123,72,46
