area_name,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Block Group 3, Census Tract 206.02",714,0,0,0,0,0,0,0,21,29,13,0,28,0,27,18,109,47,14,66,49,111,164,10,8
"Block Group 4, Census Tract 206.02",606,0,0,0,0,0,0,0,0,47,19,19,24,0,0,0,144,10,9,48,14,163,86,6,17
"Block Group 1, Census Tract 207.01",624,8,0,0,0,0,0,0,0,0,28,11,5,0,3,11,78,3,17,61,39,174,168,12,6
"Block Group 2, Census Tract 207.01",582,5,0,0,0,0,0,30,4,5,5,6,0,5,4,5,167,11,47,80,33,100,52,11,12
"Block Group 1, Census Tract 207.02",1592,81,0,0,0,37,0,20,0,40,44,11,0,0,17,123,416,64,74,120,120,335,75,15,0
"Block Group 2, Census Tract 207.02",1654,155,0,0,0,0,0,5,0,45,0,13,12,45,6,15,407,0,60,190,154,438,83,5,21
"Block Group 3, Census Tract 207.02",1280,66,0,0,0,0,1,0,0,0,0,41,26,28,106,222,240,68,79,36,101,230,36,0,0
"Block Group 4, Census Tract 207.02",433,17,0,0,0,0,0,0,0,15,0,0,0,0,0,16,104,0,0,126,7,104,44,0,0
"Block Group 1, Census Tract 208.01",1141,19,0,0,0,0,25,0,26,32,0,20,0,25,47,32,216,0,16,242,99,106,236,0,0
"Block Group 2, Census Tract 208.01",655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,93,27,88,98,17,116,132,58,13
"Block Group 3, Census Tract 208.01",828,114,0,0,0,0,33,0,14,24,0,0,0,35,16,39,72,55,0,70,80,200,76,0,0
"Block Group 4, Census Tract 208.01",1143,97,0,0,0,0,0,85,0,53,34,0,21,32,0,64,194,18,77,116,96,132,43,81,0
"Block Group 1, Census Tract 208.02",1327,97,0,0,0,0,0,0,11,0,49,31,0,0,0,60,294,52,37,170,40,267,74,128,17
"Block Group 2, Census Tract 208.02",993,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,295,0,12,183,39,307,101,40,0
"Block Group 3, Census Tract 208.02",1673,52,0,0,0,0,0,0,33,0,0,0,0,0,0,88,478,71,55,159,183,325,170,59,0
"Block Group 4, Census Tract 208.02",891,87,0,0,0,0,0,0,0,11,31,48,0,12,0,0,154,0,0,136,32,317,63,0,0
"Block Group 1, Census Tract 209.01",1404,49,0,0,0,0,0,0,0,0,0,20,55,39,11,42,232,11,62,117,59,427,280,0,0
"Block Group 2, Census Tract 209.01",504,23,0,0,0,0,0,0,0,0,0,30,0,9,13,3,131,21,40,64,42,82,30,9,7
"Block Group 3, Census Tract 209.01",1354,31,0,0,0,0,0,0,0,27,0,15,16,11,30,38,306,4,109,186,138,268,133,23,19
"Block Group 1, Census Tract 209.02",1588,66,0,0,0,0,0,33,4,16,0,30,20,46,18,15,383,253,70,116,67,269,160,22,0
"Block Group 2, Census Tract 209.02",1427,69,0,0,0,0,0,6,0,51,0,47,0,9,20,27,395,5,28,60,208,402,92,8,0
"Block Group 1, Census Tract 301.01",752,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,141,109,0,167,95,133,93,0,0
"Block Group 2, Census Tract 301.01",367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,14,49,47,176,39,16,0
"Block Group 3, Census Tract 301.01",975,5,0,0,0,0,0,0,0,0,0,1,62,13,1,2,137,3,0,237,0,414,69,0,31
"Block Group 4, Census Tract 301.01",1048,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,73,15,26,160,51,412,190,39,68
"Block Group 1, Census Tract 301.02",954,17,8,0,0,0,0,0,0,0,0,5,0,0,0,0,117,8,35,119,77,382,141,12,33
"Block Group 2, Census Tract 301.02",832,8,0,0,0,0,0,0,0,0,0,0,0,8,16,26,138,30,79,141,69,214,65,21,17
"Block Group 3, Census Tract 301.02",803,1,0,0,0,0,0,0,0,0,0,0,25,0,0,82,104,27,35,104,49,272,88,9,7
"Block Group 1, Census Tract 301.03",392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,43,43,164,45,12,30
"Block Group 2, Census Tract 301.03",1062,8,0,0,0,0,0,0,0,25,0,89,0,30,0,0,165,0,29,107,32,335,173,0,69
"Block Group 1, Census Tract 301.04",1095,59,0,0,0,0,0,15,0,0,0,0,7,0,0,30,228,0,16,96,37,388,109,32,78
"Block Group 2, Census Tract 301.04",408,7,0,0,0,0,0,0,0,17,0,0,0,0,8,28,77,0,27,104,8,90,16,17,9
"Block Group 1, Census Tract 302",1068,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,25,51,141,57,357,285,31,11
"Block Group 2, Census Tract 302",898,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,15,0,41,59,78,185,337,64,85
"Block Group 3, Census Tract 302",684,12,0,0,0,0,0,0,0,0,0,0,0,0,46,0,41,0,47,105,38,184,105,88,18
"Block Group 4, Census Tract 302",1227,0,0,0,0,0,0,63,0,0,0,44,1,16,86,3,253,0,13,85,82,345,221,0,15
"Block Group 1, Census Tract 303",1323,66,0,0,0,0,0,0,0,79,8,34,11,42,43,0,262,44,56,198,64,256,130,10,20
"Block Group 2, Census Tract 303",1116,49,0,0,0,0,0,0,0,77,0,30,51,0,4,9,208,0,38,198,55,220,150,27,0
"Block Group 1, Census Tract 304",1228,14,0,0,7,0,0,0,0,0,0,0,26,31,0,46,232,13,67,186,52,371,158,25,0
"Block Group 2, Census Tract 304",733,8,0,0,0,0,8,0,0,0,0,0,17,7,0,7,70,8,16,61,23,331,153,24,0
"Block Group 1, Census Tract 305",1045,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,203,20,12,140,88,315,207,29,11
"Block Group 2, Census Tract 305",1557,48,0,0,0,0,0,4,0,0,5,9,0,82,31,33,146,10,74,147,18,637,291,14,8
"Block Group 3, Census Tract 305",1141,34,0,0,0,0,24,0,0,88,0,35,0,0,0,0,69,0,0,141,15,314,294,30,97
"Block Group 4, Census Tract 305",1349,0,0,0,14,16,0,0,0,15,45,34,0,0,37,32,213,0,19,80,33,369,374,56,12
"Block Group 1, Census Tract 306.01",779,0,0,0,0,0,0,0,0,63,0,0,0,19,13,14,124,14,0,15,79,268,116,14,40
"Block Group 2, Census Tract 306.01",727,0,0,0,0,0,0,0,0,0,0,52,0,33,0,49,149,1,22,76,13,174,103,41,14
"Block Group 3, Census Tract 306.01",1632,31,0,0,6,0,0,0,0,6,12,12,0,17,51,0,307,35,58,234,52,461,268,82,0
"Block Group 1, Census Tract 306.03",736,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,200,23,54,49,0,212,169,10,0
"Block Group 2, Census Tract 306.03",817,8,0,0,0,7,0,0,0,7,0,27,0,11,0,31,100,30,82,78,35,234,93,28,46
"Block Group 1, Census Tract 306.04",1023,7,0,0,0,0,0,0,1,0,0,1,0,1,9,8,69,23,19,176,42,492,156,9,10
"Block Group 2, Census Tract 306.04",878,9,0,0,0,0,0,0,0,0,0,8,19,0,0,0,118,9,9,167,21,306,130,29,53
"Block Group 3, Census Tract 306.04",638,0,0,0,0,0,0,0,0,0,0,8,8,35,0,0,221,0,48,95,64,86,64,0,9
"Block Group 1, Census Tract 307.01",1412,60,0,0,0,0,0,0,16,0,0,34,7,14,52,12,153,27,91,235,122,383,118,39,49
"Block Group 1, Census Tract 307.02",976,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,31,16,90,36,43,450,230,8,52
"Block Group 2, Census Tract 307.02",483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,7,109,20,138,105,38,15
"Block Group 1, Census Tract 307.03",772,15,0,0,0,0,0,0,0,27,0,0,24,0,70,0,60,0,8,112,63,213,172,8,0
"Block Group 2, Census Tract 307.03",455,44,0,0,0,0,0,22,0,0,0,0,0,0,0,9,40,0,28,74,42,111,59,0,26
"Block Group 3, Census Tract 307.03",1041,8,0,0,0,0,0,0,0,0,0,0,0,9,8,28,63,0,33,85,80,449,206,42,30
"Block Group 1, Census Tract 307.06",1976,17,0,0,0,0,0,0,0,0,0,48,14,0,26,0,294,23,63,408,108,449,245,129,152
"Block Group 2, Census Tract 307.06",1201,13,0,0,0,0,0,0,14,44,0,110,0,0,0,9,312,15,33,141,65,253,174,18,0
"Block Group 1, Census Tract 308",621,0,0,0,0,0,0,0,0,0,0,0,26,0,14,0,127,2,0,46,26,210,120,50,0
"Block Group 2, Census Tract 308",1016,0,0,0,0,0,8,0,0,0,0,10,0,29,12,4,58,0,4,42,0,419,173,226,31
"Block Group 3, Census Tract 308",850,17,0,0,0,0,0,0,0,0,0,0,0,0,30,22,52,0,25,96,45,355,173,0,35
"Block Group 4, Census Tract 308",907,48,0,0,0,0,0,0,0,12,0,0,0,0,0,0,65,25,0,31,91,382,155,47,51
"Block Group 1, Census Tract 309",357,22,0,0,0,0,0,0,0,0,0,0,19,0,0,8,53,0,5,82,0,79,57,23,9
"Block Group 2, Census Tract 309",969,17,0,0,0,11,12,0,0,25,0,0,44,0,0,23,86,0,19,183,92,204,195,33,25
"Block Group 3, Census Tract 309",846,10,0,0,0,0,0,0,0,0,0,0,36,0,0,14,67,8,24,106,55,312,145,62,7
"Block Group 4, Census Tract 309",408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,6,9,239,109,8,14
"Block Group 1, Census Tract 310",903,18,0,0,0,12,0,0,0,0,0,0,0,9,4,68,78,16,18,116,58,316,154,23,13
"Block Group 2, Census Tract 310",1160,9,0,0,0,0,0,0,14,1,0,0,2,9,3,0,72,0,24,132,36,492,304,61,1
"Block Group 3, Census Tract 310",1110,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,138,5,22,73,30,453,287,55,35
"Block Group 1, Census Tract 311",1936,0,0,0,0,0,0,0,0,0,0,269,0,0,1,20,174,43,9,64,142,902,215,97,0
"Block Group 2, Census Tract 311",633,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,157,0,0,124,0,218,78,13,0
"Block Group 3, Census Tract 311",1228,0,0,0,0,0,0,24,0,0,0,0,27,16,27,0,41,63,32,258,63,388,184,38,67
"Block Group 1, Census Tract 312",1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,19,107,145,0,328,205,0,15
"Block Group 2, Census Tract 312",1098,41,0,0,6,0,0,0,0,0,13,14,19,66,14,64,408,58,6,50,0,271,46,22,0
"Block Group 3, Census Tract 312",1086,49,0,0,0,0,0,0,0,29,0,17,153,42,45,67,178,0,30,65,40,285,70,16,0
"Block Group 4, Census Tract 312",1099,0,0,0,0,0,25,0,0,0,0,20,0,0,0,69,121,70,84,55,54,321,263,0,17
"Block Group 1, Census Tract 313",868,37,0,0,0,0,0,0,0,23,0,10,56,23,11,16,147,10,30,210,63,107,78,38,9
"Block Group 2, Census Tract 313",1151,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,131,0,35,183,26,511,190,45,14
"Block Group 3, Census Tract 313",463,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,7,27,36,230,130,0,0
"Block Group 4, Census Tract 313",2407,19,0,0,0,43,38,0,65,6,104,13,38,86,29,25,632,104,34,319,248,355,179,70,0
"Block Group 5, Census Tract 313",1376,3,0,0,0,0,0,0,0,3,0,0,0,15,0,0,211,30,24,112,13,603,271,53,38
"Block Group 1, Census Tract 314",1434,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,105,0,33,49,44,504,406,172,80
"Block Group 2, Census Tract 314",589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,32,0,266,221,28,0
"Block Group 3, Census Tract 314",765,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,41,0,28,20,16,441,97,85,24
"Block Group 4, Census Tract 314",145,0,0,0,0,0,0,0,8,18,8,9,21,9,16,0,25,0,9,0,0,22,0,0,0
"Block Group 5, Census Tract 314",688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,56,0,65,268,98,55,60
"Block Group 6, Census Tract 314",830,0,0,0,0,0,0,0,0,0,0,2,4,38,10,0,36,11,19,78,47,319,184,82,0
"Block Group 1, Census Tract 315.01",826,8,0,0,0,11,15,0,0,6,0,16,0,19,22,24,126,16,87,120,54,200,56,22,24
"Block Group 2, Census Tract 315.01",1354,52,0,0,0,0,16,32,0,35,17,0,0,31,30,81,289,25,33,140,76,304,164,29,0
"Block Group 3, Census Tract 315.01",957,18,0,0,0,0,0,9,0,0,33,9,33,0,0,20,208,27,47,199,71,228,55,0,0
"Block Group 1, Census Tract 315.02",1161,9,0,0,0,0,0,0,0,33,0,35,0,0,0,85,141,0,20,229,104,340,144,0,21
"Block Group 2, Census Tract 315.02",772,49,0,0,0,0,0,0,0,22,0,34,0,0,11,0,216,0,0,54,53,223,99,11,0
"Block Group 3, Census Tract 315.02",1028,0,0,0,0,0,0,0,0,0,0,0,78,22,0,47,299,55,65,241,73,136,12,0,0
"Block Group 1, Census Tract 317",1832,16,0,0,0,0,0,0,0,0,23,0,0,0,0,32,520,30,12,103,127,672,211,86,0
"Block Group 2, Census Tract 317",1449,15,0,0,0,0,0,0,0,36,0,12,0,29,12,39,193,0,23,221,42,397,202,156,72
"Block Group 3, Census Tract 317",1137,0,0,0,0,0,4,0,0,4,4,25,17,22,49,15,52,43,76,278,40,333,138,37,0
"Block Group 4, Census Tract 317",902,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,118,0,14,133,42,385,65,49,20
"Block Group 1, Census Tract 318",1411,39,0,0,8,0,0,6,0,38,0,9,0,0,36,14,155,0,27,102,25,631,211,78,32
"Block Group 1, Census Tract 319",941,5,0,0,0,0,0,0,0,2,0,33,0,58,26,0,52,0,0,32,5,508,187,26,7
"Block Group 2, Census Tract 319",983,40,0,0,0,0,0,0,0,0,0,0,55,8,8,22,27,20,0,119,97,403,126,39,19
"Block Group 1, Census Tract 321",1664,0,0,0,0,0,0,0,0,0,0,7,6,0,7,0,74,37,74,95,155,561,354,68,226
"Block Group 2, Census Tract 321",671,0,0,0,0,0,0,0,0,0,0,119,0,23,0,0,30,0,36,46,101,289,0,27,0
"Block Group 3, Census Tract 321",1375,0,0,0,0,0,0,0,0,0,3,0,0,3,0,26,166,0,19,105,82,658,192,121,0
"Block Group 4, Census Tract 321",1047,0,0,0,0,0,0,0,0,38,0,51,0,0,0,0,320,57,66,50,0,309,109,47,0
"Block Group 5, Census Tract 321",758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,1,31,60,28,325,183,0,40
"Block Group 1, Census Tract 401",1183,33,0,0,0,0,0,0,0,0,0,0,7,40,8,53,163,16,68,139,61,396,137,32,30
"Block Group 2, Census Tract 401",1112,19,0,0,0,0,0,0,0,4,0,0,11,22,18,23,85,42,8,112,49,393,234,57,35
"Block Group 3, Census Tract 401",669,13,0,0,0,0,0,0,0,54,0,0,0,6,0,8,39,0,27,127,9,247,111,8,20
"Block Group 1, Census Tract 402.01",798,61,0,0,0,0,0,0,0,0,0,16,0,0,0,15,16,33,7,44,8,443,122,28,5
"Block Group 2, Census Tract 402.01",1475,45,0,0,0,0,0,0,0,17,0,37,0,0,0,137,225,36,70,117,78,517,171,25,0
"Block Group 3, Census Tract 402.01",1064,13,0,0,0,0,0,0,0,0,0,12,0,35,0,48,94,27,73,145,27,371,176,26,17
"Block Group 4, Census Tract 402.01",1778,0,0,0,0,0,0,0,0,105,0,0,0,0,0,62,100,14,36,326,146,758,185,0,46
"Block Group 1, Census Tract 402.02",871,49,0,0,0,0,0,0,0,0,0,0,14,1,0,0,216,0,39,171,71,255,55,0,0
"Block Group 2, Census Tract 402.02",1915,187,0,0,0,0,0,19,12,12,34,67,0,67,0,86,302,15,40,281,38,514,214,0,27
"Block Group 3, Census Tract 402.02",1025,0,0,0,0,0,0,0,0,0,12,93,0,21,0,15,216,46,22,35,79,383,103,0,0
"Block Group 4, Census Tract 402.02",1479,34,0,0,0,0,19,0,5,0,0,54,12,86,16,8,271,62,66,150,110,343,227,16,0
"Block Group 1, Census Tract 403",923,8,0,0,0,0,0,0,0,5,0,0,0,4,0,0,115,13,63,83,45,260,190,103,34
"Block Group 2, Census Tract 403",753,58,0,0,0,0,0,0,0,0,7,0,9,0,80,0,117,0,7,54,37,234,92,58,0
"Block Group 3, Census Tract 403",624,0,0,2,0,0,0,0,11,20,0,0,0,12,9,15,32,4,21,127,65,130,84,92,0
"Block Group 1, Census Tract 404.01",708,8,28,0,0,0,0,0,0,0,0,0,31,10,0,23,29,12,10,26,20,248,244,10,9
"Block Group 2, Census Tract 404.01",404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,28,115,174,21,16
"Block Group 3, Census Tract 404.01",508,0,0,0,0,18,16,9,8,0,0,0,0,0,22,0,101,0,0,76,7,117,104,30,0
"Block Group 4, Census Tract 404.01",809,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,94,18,42,83,45,351,120,36,0
"Block Group 1, Census Tract 404.02",486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,92,35,141,93,102,0
"Block Group 2, Census Tract 404.02",448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,13,117,0,215,42,0,26
"Block Group 3, Census Tract 404.02",1177,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,105,0,13,28,104,437,334,103,21
"Block Group 4, Census Tract 404.02",452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,37,0,168,195,0,12
"Block Group 5, Census Tract 404.02",1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,117,12,446,498,103,0
"Block Group 1, Census Tract 406",508,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,15,0,25,46,56,203,84,35,9
"Block Group 2, Census Tract 406",704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,0,13,41,24,246,256,37,16
"Block Group 3, Census Tract 406",729,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,75,0,0,85,9,317,156,42,21
"Block Group 1, Census Tract 407",736,0,0,0,0,0,18,0,0,6,0,0,9,8,0,13,112,4,17,53,58,288,140,0,10
"Block Group 2, Census Tract 407",657,0,0,0,0,0,30,0,0,0,0,0,0,11,0,0,51,6,43,17,31,234,169,17,48
"Block Group 3, Census Tract 407",678,0,0,0,0,0,0,0,0,38,0,0,5,0,0,0,54,0,7,103,0,327,109,24,11
"Block Group 4, Census Tract 407",585,0,0,0,0,0,0,0,41,0,0,0,31,0,38,0,57,0,0,78,0,245,93,0,2
"Block Group 1, Census Tract 408",772,29,0,0,0,0,0,0,0,0,0,8,0,0,3,0,38,0,16,79,42,348,158,40,11
"Block Group 2, Census Tract 408",727,0,0,0,0,0,0,0,0,0,0,0,29,0,5,36,81,13,9,63,44,265,132,41,9
"Block Group 1, Census Tract 409",1099,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,5,24,102,25,446,278,114,37
"Block Group 2, Census Tract 409",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,78,61,306,131,35,11
"Block Group 1, Census Tract 501",544,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,76,0,7,54,25,268,48,21,17
"Block Group 2, Census Tract 501",1473,29,0,0,0,0,0,0,0,0,0,13,0,41,21,19,75,37,61,101,38,605,279,123,31
"Block Group 1, Census Tract 502",826,0,0,0,0,0,0,0,0,0,0,0,0,14,0,25,92,19,13,77,43,303,210,19,11
"Block Group 2, Census Tract 502",1560,0,0,0,0,0,0,0,0,15,0,52,0,0,0,23,171,42,40,244,72,582,241,63,15
"Block Group 3, Census Tract 502",1226,0,0,0,0,0,0,0,0,13,36,10,12,0,11,33,120,11,106,139,27,406,206,84,12
