area_name,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Block Group 2, Census Tract 3206",2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,15,169,42,1265,555,292,87
"Block Group 1, Census Tract 3301.01",2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,0,278,286,1334,73
"Block Group 2, Census Tract 3301.01",2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,55,0,0,238,98,597,407,673,655
"Block Group 1, Census Tract 3301.02",858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,11,0,331,225,171,0
"Block Group 2, Census Tract 3301.02",2756,0,0,0,0,0,0,0,0,0,0,0,0,256,0,230,0,0,0,348,291,690,491,397,53
"Block Group 3, Census Tract 3301.02",3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,19,141,133,1944,604,233,128
"Block Group 4, Census Tract 3301.02",1209,58,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,174,0,186,150,498,0
"Block Group 1, Census Tract 3301.03",1574,0,0,0,0,0,0,0,0,0,0,14,0,14,15,0,115,20,95,141,7,367,342,179,265
"Block Group 2, Census Tract 3301.03",2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,203,53,798,1041,137,194
"Block Group 3, Census Tract 3301.03",2093,40,0,0,0,0,0,0,0,0,0,0,0,0,44,109,65,0,0,395,0,435,611,352,42
"Block Group 1, Census Tract 3302",530,59,0,0,0,0,0,0,0,20,1,29,0,7,0,0,193,35,23,46,28,61,28,0,0
"Block Group 2, Census Tract 3302",2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,79,116,4,851,639,310,179
"Block Group 1, Census Tract 3403",1329,121,0,0,0,47,12,47,0,67,0,31,54,20,6,12,363,31,12,149,56,137,157,7,0
"Block Group 1, Census Tract 3404",1227,30,0,0,1,0,0,15,0,68,0,24,7,12,0,27,408,37,77,65,60,237,144,10,5
"Block Group 1, Census Tract 3405",1227,45,0,0,0,0,36,0,26,48,0,62,25,8,18,27,342,15,46,95,49,191,108,44,42
"Block Group 1, Census Tract 3406",481,5,0,0,0,0,0,0,4,0,0,7,31,13,92,44,109,23,7,22,82,16,9,10,7
"Block Group 1, Census Tract 3501",897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,41,55,31,310,363,23,39
"Block Group 2, Census Tract 3501",1284,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,58,9,38,194,43,489,297,86,67
"Block Group 1, Census Tract 3504",1010,53,0,0,0,0,0,0,0,0,0,38,13,79,63,48,180,75,30,243,73,66,49,0,0
"Block Group 1, Census Tract 3510",359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,0,0,55,26,112,92,0,0
"Block Group 2, Census Tract 3510",485,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,151,0,0,0,65,77,154,21,0
"Block Group 3, Census Tract 3510",1855,20,0,0,0,0,0,0,0,0,0,22,17,0,0,0,178,52,30,267,244,534,478,13,0
"Block Group 1, Census Tract 3511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 2, Census Tract 3511",1152,15,0,0,0,0,0,0,6,0,0,0,5,15,72,13,203,99,84,398,95,93,47,0,7
"Block Group 1, Census Tract 3514",1111,0,0,0,0,0,0,0,0,6,26,0,5,4,72,18,189,28,84,361,53,159,73,15,18
"Block Group 1, Census Tract 3515",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,37,31,0,0,0,0,0
"Block Group 2, Census Tract 3515",382,19,0,0,0,0,0,0,0,0,0,0,0,13,5,5,71,7,5,68,15,104,59,7,4
"Block Group 1, Census Tract 3602",829,31,0,0,0,0,0,5,0,0,0,2,6,0,24,0,133,27,122,152,141,117,69,0,0
"Block Group 1, Census Tract 3801",1504,24,0,0,0,0,0,0,0,0,0,13,23,42,114,43,179,52,85,158,163,188,272,97,51
"Block Group 1, Census Tract 3802",1538,0,0,0,0,0,0,8,0,147,0,43,25,9,20,27,231,35,45,350,126,207,252,13,0
"Block Group 1, Census Tract 3806",370,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,26,61,133,24,27,51,24,0
"Block Group 2, Census Tract 3806",668,0,0,0,0,9,0,0,0,0,0,0,0,57,54,0,128,75,17,23,29,193,83,0,0
"Block Group 3, Census Tract 3806",987,12,0,0,0,0,0,17,0,18,9,0,58,1,16,37,322,29,0,193,44,197,12,0,22
"Block Group 4, Census Tract 3806",437,17,0,0,0,0,0,0,0,0,0,0,0,19,32,9,150,56,23,96,9,17,9,0,0
"Block Group 1, Census Tract 3812",565,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,83,0,21,80,113,179,46,0,5
"Block Group 2, Census Tract 3812",976,15,0,0,0,0,0,0,0,0,0,0,0,28,32,40,12,25,98,62,222,344,84,0,14
"Block Group 1, Census Tract 3814",935,46,0,0,0,0,0,5,0,46,0,0,0,16,13,77,161,47,48,92,99,158,127,0,0
"Block Group 1, Census Tract 3815",319,0,0,0,0,0,0,0,0,0,0,7,0,14,6,14,54,25,15,85,13,73,13,0,0
"Block Group 1, Census Tract 3817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Block Group 1, Census Tract 3818",487,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,34,7,90,117,15,108,69,1,0
"Block Group 2, Census Tract 3818",406,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,50,37,13,95,61,48,50,0,15
"Block Group 1, Census Tract 3819",393,0,0,0,0,0,0,0,0,0,0,5,5,6,12,0,42,5,0,143,36,104,26,0,9
"Block Group 2, Census Tract 3819",506,0,0,0,0,0,0,0,0,0,0,8,30,6,0,0,163,18,12,51,56,104,58,0,0
"Block Group 1, Census Tract 3901",1070,8,0,0,0,0,0,0,0,7,0,0,10,0,25,0,226,0,45,140,83,264,162,96,4
"Block Group 1, Census Tract 3902",466,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,0,13,60,41,150,99,9,34
"Block Group 2, Census Tract 3902",997,0,0,0,8,0,0,0,0,0,0,26,14,0,0,0,95,0,71,102,10,269,231,98,73
"Block Group 1, Census Tract 3903",625,0,0,0,0,0,0,0,0,0,0,15,23,26,37,8,155,0,26,171,48,37,56,9,14
"Block Group 2, Census Tract 3903",1473,0,0,0,0,0,0,0,0,0,0,47,10,32,43,28,369,53,54,233,70,313,124,85,12
"Block Group 1, Census Tract 3904",898,0,0,0,0,0,0,0,0,0,0,0,0,14,60,0,129,0,40,162,51,245,95,84,18
"Block Group 2, Census Tract 3904",895,29,0,0,0,0,0,0,13,0,0,28,0,0,36,12,232,58,56,145,45,119,79,32,11
"Block Group 1, Census Tract 3905",1227,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,89,41,27,152,54,379,328,98,43
"Block Group 1, Census Tract 3906",760,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,51,6,8,55,88,317,108,63,54
"Block Group 2, Census Tract 3906",496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,16,19,0,101,172,46,130
"Block Group 1, Census Tract 3907",1628,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,239,0,48,112,13,497,373,60,268
"Block Group 2, Census Tract 3907",1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,139,0,161,116,82,177,306,14,87
"Block Group 3, Census Tract 3907",1698,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,56,34,16,38,93,571,503,169,155
"Block Group 1, Census Tract 4003",898,6,0,0,0,0,0,0,11,26,0,28,22,60,4,6,211,0,81,126,85,133,75,0,24
"Block Group 1, Census Tract 4004",753,0,0,0,0,0,0,8,0,0,0,2,0,25,20,64,196,78,98,121,0,87,54,0,0
"Block Group 2, Census Tract 4004",562,0,0,0,0,0,0,0,0,0,0,18,0,32,0,70,81,31,34,141,6,88,61,0,0
"Block Group 1, Census Tract 4005",800,0,0,0,0,0,0,0,0,0,0,22,17,0,0,14,397,40,38,87,31,94,60,0,0
"Block Group 2, Census Tract 4005",432,40,0,0,0,0,0,0,0,4,0,0,6,11,12,16,72,14,6,66,65,87,32,1,0
"Block Group 1, Census Tract 4008",391,67,0,0,0,0,0,0,0,0,0,0,27,0,29,0,142,0,17,37,48,0,24,0,0
"Block Group 2, Census Tract 4008",741,0,0,0,0,0,0,0,0,0,0,27,0,56,0,26,173,69,59,210,32,81,8,0,0
"Block Group 1, Census Tract 4101",662,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,64,30,25,75,8,205,149,55,27
"Block Group 2, Census Tract 4101",1044,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,16,0,59,187,22,421,201,54,38
"Block Group 1, Census Tract 4102",837,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,57,2,0,49,25,219,323,44,105
"Block Group 1, Census Tract 4105",841,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,69,9,14,17,80,206,200,57,153
"Block Group 2, Census Tract 4105",866,0,0,0,0,0,0,0,0,0,0,0,10,0,0,46,43,0,32,178,20,274,154,76,33
"Block Group 1, Census Tract 4106",840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,0,6,50,29,264,220,32,192
"Block Group 2, Census Tract 4106",567,49,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,0,0,29,0,130,230,2,58
"Block Group 1, Census Tract 4107",1267,50,0,0,0,0,0,1,0,0,0,0,0,0,33,31,63,11,1,109,14,187,507,70,190
"Block Group 1, Census Tract 4108",884,2,0,0,0,32,0,0,0,3,0,0,0,3,0,31,93,6,0,85,42,269,254,17,47
"Block Group 2, Census Tract 4108",1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53,3,19,104,26,402,352,149,146
"Block Group 1, Census Tract 4109",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,31,9,118,57,47,69
"Block Group 2, Census Tract 4109",417,46,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,10,24,0,114,117,0,78
"Block Group 3, Census Tract 4109",1818,0,0,0,25,0,0,0,0,0,0,0,0,0,0,8,3,0,21,115,10,664,394,192,386
"Block Group 1, Census Tract 4110",934,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,61,0,5,140,13,90,429,14,163
"Block Group 2, Census Tract 4110",357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,61,67,123
"Block Group 3, Census Tract 4110",1318,0,0,0,0,0,0,0,0,0,0,1,0,18,13,0,23,15,277,131,97,350,174,31,188
"Block Group 1, Census Tract 4111",642,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,5,11,0,132,233,54,185
"Block Group 2, Census Tract 4111",615,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,8,5,5,76,129,79,287
"Block Group 1, Census Tract 4112",768,18,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,17,13,82,287,104,234
"Block Group 2, Census Tract 4112",449,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,18,0,0,33,8,92,127,64,96
"Block Group 1, Census Tract 4201",1136,0,0,0,0,0,0,0,0,0,0,20,15,18,23,20,247,38,123,285,137,105,84,0,21
"Block Group 1, Census Tract 4202",1017,30,0,0,0,0,0,0,0,0,0,0,29,19,29,25,124,20,6,168,32,291,192,20,32
"Block Group 1, Census Tract 4203",938,7,0,0,0,0,0,0,0,0,0,31,0,8,0,9,115,71,31,104,101,227,132,51,51
"Block Group 1, Census Tract 4204",689,0,0,0,0,0,0,0,0,0,0,0,20,22,47,3,171,46,6,91,15,134,84,5,45
"Block Group 1, Census Tract 4205",635,0,0,0,0,0,0,0,0,0,0,0,10,0,36,0,197,0,146,58,0,144,28,0,16
"Block Group 2, Census Tract 4205",665,15,0,0,0,8,0,0,0,0,0,7,0,8,0,92,115,28,53,130,83,105,21,0,0
"Block Group 1, Census Tract 4206",706,14,0,0,0,0,0,0,0,0,0,19,0,25,22,17,187,51,30,189,13,36,57,46,0
"Block Group 2, Census Tract 4206",661,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,232,37,54,175,21,78,30,0,0
"Block Group 1, Census Tract 4207",203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,40,78,32,0,0,0,0
"Block Group 2, Census Tract 4207",345,13,0,0,0,0,0,0,0,0,0,22,0,25,30,12,58,12,0,12,96,53,12,0,0
"Block Group 3, Census Tract 4207",520,0,0,0,0,0,0,0,0,0,0,0,51,0,0,61,104,25,70,105,9,37,48,10,0
"Block Group 4, Census Tract 4207",105,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,0,49,22,0,0,0,0,0
"Block Group 5, Census Tract 4207",420,1,0,0,0,0,0,0,0,0,23,1,0,0,0,0,206,13,0,75,37,21,43,0,0
"Block Group 1, Census Tract 4208",578,6,0,0,0,0,0,0,0,0,0,0,10,10,5,20,122,16,16,114,49,118,62,15,15
"Block Group 2, Census Tract 4208",1091,0,0,0,0,1,0,0,0,0,0,16,0,107,21,30,323,10,37,316,58,68,52,45,7
"Block Group 1, Census Tract 4212",291,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,80,7,24,83,25,41,7,0,0
"Block Group 2, Census Tract 4212",381,0,0,0,0,0,0,0,0,0,0,13,13,23,14,33,82,37,41,21,26,61,17,0,0
"Block Group 1, Census Tract 4301.01",709,0,0,0,0,0,0,0,0,0,0,0,0,24,66,0,136,52,78,268,60,25,0,0,0
"Block Group 2, Census Tract 4301.01",482,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,93,0,62,166,34,0,0,72,0
"Block Group 3, Census Tract 4301.01",373,16,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15,74,59,160,28,0,0
"Block Group 4, Census Tract 4301.01",597,0,0,0,0,0,0,0,0,0,0,0,0,38,17,0,185,0,46,97,60,106,48,0,0
"Block Group 1, Census Tract 4301.02",1525,0,0,0,0,52,0,0,0,0,0,14,28,0,9,0,126,101,130,504,33,261,249,18,0
"Block Group 2, Census Tract 4301.02",728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,132,81,0,181,54,245,25,0,0
"Block Group 3, Census Tract 4301.02",676,1,0,0,0,0,0,0,0,0,0,0,32,0,23,42,90,4,0,252,69,83,39,41,0
"Block Group 1, Census Tract 4302",459,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,83,130,105,18,81,8
"Block Group 2, Census Tract 4302",962,69,0,0,0,0,0,0,0,0,0,0,14,0,0,0,52,0,63,384,73,66,179,38,24
"Block Group 3, Census Tract 4302",572,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,206,8,71,102,58,75,0,0,0
"Block Group 4, Census Tract 4302",598,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,62,0,44,88,102,106,22,157,0
"Block Group 5, Census Tract 4302",1423,0,0,0,0,210,0,0,0,0,0,0,77,0,0,75,200,103,15,593,10,118,22,0,0
"Block Group 1, Census Tract 4303",669,0,0,0,0,0,0,0,9,0,0,0,0,17,0,16,129,80,131,95,110,54,19,9,0
"Block Group 2, Census Tract 4303",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,182,0,65,43,0,0
"Block Group 3, Census Tract 4303",189,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,85,9,16,0,0,14,46,0,0
"Block Group 1, Census Tract 4304",391,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,51,18,0,75,88,81,24,36,0
"Block Group 2, Census Tract 4304",534,29,0,0,0,0,0,0,0,0,7,0,0,0,30,16,182,52,28,159,0,10,21,0,0
"Block Group 3, Census Tract 4304",760,10,0,0,0,0,0,0,0,0,0,0,0,23,0,30,206,65,53,196,42,109,26,0,0
"Block Group 4, Census Tract 4304",471,0,0,0,0,0,0,0,0,10,0,0,13,28,9,0,104,37,32,148,53,0,37,0,0
"Block Group 1, Census Tract 4305",862,0,0,0,0,0,0,0,0,0,0,0,91,55,29,42,137,13,111,240,101,32,11,0,0
"Block Group 2, Census Tract 4305",726,96,0,0,0,0,0,0,0,0,0,0,44,45,45,15,144,20,79,119,21,31,67,0,0
"Block Group 3, Census Tract 4305",685,0,0,0,0,0,0,28,0,0,0,0,23,0,0,7,104,13,25,119,77,177,95,17,0
"Block Group 1, Census Tract 4306",631,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,173,14,125,76,59,85,86,0,0
"Block Group 2, Census Tract 4306",857,0,0,0,0,0,0,0,0,0,0,0,17,0,40,10,109,0,115,198,194,85,89,0,0
"Block Group 1, Census Tract 4307",1167,11,0,0,0,0,0,0,0,0,5,0,0,10,30,51,240,54,47,162,86,264,207,0,0
"Block Group 2, Census Tract 4307",867,0,0,0,0,0,0,0,0,0,6,12,71,45,18,6,283,21,25,210,48,47,75,0,0
"Block Group 1, Census Tract 4308",781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,342,45,7,183,9,58,119,8,4
"Block Group 2, Census Tract 4308",606,0,0,0,0,0,10,0,0,0,0,0,0,0,0,23,55,0,42,28,49,161,238,0,0
"Block Group 1, Census Tract 4309",613,0,0,0,0,0,0,0,0,0,0,0,11,0,72,0,96,36,22,202,42,74,49,0,9
"Block Group 2, Census Tract 4309",649,4,0,0,0,0,2,0,0,0,0,0,0,40,11,11,135,42,42,181,32,120,6,23,0
"Block Group 1, Census Tract 4312",1031,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,168,85,30,207,68,203,186,17,15
"Block Group 2, Census Tract 4312",1058,12,0,0,0,0,0,0,24,0,0,0,0,59,0,0,229,20,145,178,97,253,41,0,0
"Block Group 1, Census Tract 4313.01",223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,68,17,0,42,35,14,25,0,0
"Block Group 2, Census Tract 4313.01",1205,0,0,0,0,0,0,0,0,0,0,0,0,54,43,7,349,129,46,198,236,50,93,0,0
"Block Group 3, Census Tract 4313.01",925,16,0,0,0,0,0,0,14,0,0,0,0,24,47,37,258,9,43,152,138,138,35,14,0
"Block Group 1, Census Tract 4313.02",618,0,0,0,0,0,0,0,0,0,0,0,41,41,0,30,90,21,66,158,100,4,67,0,0
"Block Group 2, Census Tract 4313.02",455,36,0,0,0,0,0,0,0,0,0,0,11,0,0,15,90,12,40,116,47,69,19,0,0
"Block Group 3, Census Tract 4313.02",899,9,0,0,0,0,0,0,0,0,0,24,0,0,32,0,226,0,35,295,79,177,7,0,15
"Block Group 1, Census Tract 4314",739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,354,16,115,53,0,37
"Block Group 2, Census Tract 4314",1257,19,0,0,0,0,0,0,0,0,6,7,13,12,0,7,383,0,118,248,138,210,96,0,0
"Block Group 3, Census Tract 4314",1560,99,0,0,0,0,0,0,0,0,0,14,9,34,17,28,416,126,170,394,120,61,72,0,0
"Block Group 4, Census Tract 4314",1146,0,0,0,0,0,0,0,0,0,0,0,8,15,39,47,235,36,157,142,95,158,196,8,10
"Block Group 1, Census Tract 4401.01",802,20,0,0,0,0,0,0,0,0,0,0,0,0,97,12,143,69,78,215,127,41,0,0,0
"Block Group 2, Census Tract 4401.01",810,0,0,0,0,0,0,0,0,0,0,26,25,0,172,0,116,9,27,203,96,136,0,0,0
"Block Group 3, Census Tract 4401.01",209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,88,13,36,0,0,0
"Block Group 4, Census Tract 4401.01",945,1,0,0,0,0,0,0,56,0,0,0,28,18,113,17,203,205,19,208,22,0,23,0,32
"Block Group 1, Census Tract 4401.02",845,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,286,19,48,255,27,156,24,0,22
"Block Group 2, Census Tract 4401.02",508,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,131,13,24,116,0,175,23,0,0
"Block Group 3, Census Tract 4401.02",660,0,0,0,0,0,0,0,0,0,0,0,23,0,22,19,108,0,97,186,23,130,28,0,24
"Block Group 4, Census Tract 4401.02",664,0,0,0,0,0,0,0,0,0,0,0,26,0,86,15,274,0,77,122,12,26,26,0,0
"Block Group 1, Census Tract 4402.01",1152,23,0,0,0,0,0,0,0,0,0,0,0,51,72,0,296,0,61,250,0,254,19,73,53
"Block Group 2, Census Tract 4402.01",1297,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,251,135,147,195,90,376,43,0,0
"Block Group 3, Census Tract 4402.01",379,28,0,0,0,0,0,0,0,0,0,0,0,0,59,0,29,25,0,50,30,60,46,52,0
"Block Group 4, Census Tract 4402.01",1054,0,0,0,0,0,0,0,0,0,0,0,23,0,36,0,143,56,94,353,176,135,38,0,0
"Block Group 1, Census Tract 4402.02",707,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,180,11,44,223,20,102,58,0,2
"Block Group 2, Census Tract 4402.02",938,0,0,0,0,0,0,0,0,0,0,10,0,10,41,16,178,9,102,167,81,263,27,11,23
"Block Group 3, Census Tract 4402.02",486,0,0,0,0,0,0,0,0,0,0,0,10,0,0,69,38,10,7,144,54,78,76,0,0
"Block Group 1, Census Tract 4403",445,0,0,17,0,0,0,0,0,0,0,0,13,0,0,0,41,14,87,14,88,67,90,0,14
"Block Group 2, Census Tract 4403",698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,88,49,140,89,181,68,13,0
"Block Group 3, Census Tract 4403",417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,116,115,16,16,83,0,10
"Block Group 4, Census Tract 4403",898,52,0,0,0,0,0,0,0,0,0,0,0,43,12,49,136,0,25,162,68,247,89,0,15
"Block Group 5, Census Tract 4403",922,0,0,0,0,0,0,0,0,0,0,0,35,0,106,0,135,0,16,215,90,67,134,124,0
"Block Group 1, Census Tract 4406",696,31,0,0,0,0,0,0,0,0,0,18,0,7,0,17,210,13,43,120,77,106,46,0,8
"Block Group 2, Census Tract 4406",529,0,0,0,0,0,0,0,0,16,0,1,0,22,0,3,68,6,79,93,54,75,99,13,0
"Block Group 1, Census Tract 4407",442,0,0,0,0,0,0,0,0,0,0,5,0,0,0,22,58,70,26,89,40,82,50,0,0
"Block Group 2, Census Tract 4407",581,0,0,0,0,0,0,0,0,0,5,0,0,6,18,6,106,5,25,93,40,106,134,0,37
"Block Group 1, Census Tract 4408",394,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,100,22,32,128,0,30,5,5,0
"Block Group 2, Census Tract 4408",834,0,0,0,0,0,0,0,0,0,0,0,16,0,84,0,247,92,90,169,28,98,10,0,0
"Block Group 1, Census Tract 4409",723,19,0,0,0,0,0,0,0,0,0,0,19,0,50,0,221,54,33,73,48,151,55,0,0
"Block Group 2, Census Tract 4409",439,44,0,0,0,0,0,0,0,0,0,0,19,35,39,13,153,0,27,8,9,55,37,0,0
"Block Group 3, Census Tract 4409",693,0,0,0,0,0,0,0,0,0,0,43,0,0,12,0,117,54,36,59,19,199,126,28,0
"Block Group 1, Census Tract 4503",930,29,0,0,0,83,0,0,0,0,0,0,80,15,17,11,110,7,63,268,53,133,61,0,0
"Block Group 2, Census Tract 4503",402,11,0,0,0,0,0,0,0,0,0,0,14,0,34,27,136,0,86,26,24,21,23,0,0
"Block Group 3, Census Tract 4503",756,19,0,0,0,0,0,0,0,0,0,0,0,7,23,35,323,0,104,61,23,110,45,6,0
"Block Group 4, Census Tract 4503",415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,10,13,112,0,0,114,0,0
"Block Group 1, Census Tract 4601",453,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,203,0,6,25,17,91,39,13,20
"Block Group 2, Census Tract 4601",546,14,0,0,0,0,0,39,0,0,0,0,0,0,25,10,116,0,7,149,122,44,20,0,0
"Block Group 3, Census Tract 4601",257,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,55,0,26,18,54,67,8,0,0
"Block Group 4, Census Tract 4601",474,42,0,0,0,0,0,0,0,0,0,1,0,34,0,0,78,26,11,103,42,112,24,0,1
"Block Group 1, Census Tract 4602",493,25,0,7,0,0,0,0,19,0,16,33,0,14,31,15,67,28,33,55,37,39,62,12,0
"Block Group 2, Census Tract 4602",1088,12,0,0,0,0,0,105,71,76,0,0,31,13,14,32,188,61,30,169,168,100,5,13,0
"Block Group 1, Census Tract 4603.01",706,46,0,0,0,0,0,5,0,15,0,11,0,0,37,21,196,0,88,93,110,72,12,0,0
"Block Group 2, Census Tract 4603.01",737,12,0,0,0,0,24,0,0,46,0,22,0,24,91,38,247,11,29,71,32,45,45,0,0
"Block Group 3, Census Tract 4603.01",427,11,0,0,0,0,0,0,0,52,27,0,27,36,14,11,104,12,29,48,31,25,0,0,0
"Block Group 1, Census Tract 4603.02",228,9,0,0,0,0,0,0,0,18,0,0,0,0,22,0,111,0,0,51,8,9,0,0,0
"Block Group 2, Census Tract 4603.02",300,0,0,0,0,0,0,0,0,0,0,8,24,0,31,0,106,39,0,59,33,0,0,0,0
"Block Group 3, Census Tract 4603.02",884,0,0,0,0,0,0,0,0,0,0,11,0,0,32,28,235,32,0,183,120,66,168,0,9
"Block Group 4, Census Tract 4603.02",722,0,0,0,0,2,1,0,0,0,0,2,0,46,59,0,306,4,48,78,75,52,49,0,0
"Block Group 1, Census Tract 4604",725,4,0,0,0,0,0,0,0,11,0,0,0,12,29,0,288,0,41,153,106,67,14,0,0
"Block Group 2, Census Tract 4604",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,145,13,0,91,7,14,51,0,0
"Block Group 3, Census Tract 4604",640,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,190,15,18,258,63,44,14,0,0
"Block Group 4, Census Tract 4604",637,0,13,0,0,0,0,0,0,0,0,0,0,0,8,25,105,6,28,241,56,86,69,0,0
"Block Group 1, Census Tract 4605",967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,17,0,207,353,191,17,0,0
"Block Group 2, Census Tract 4605",179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,35,51,11,28,0,0,0
"Block Group 3, Census Tract 4605",811,0,0,0,0,0,0,0,0,0,0,15,14,0,11,0,206,0,145,135,73,120,92,0,0
"Block Group 4, Census Tract 4605",563,69,0,0,0,0,0,0,0,0,0,0,0,0,0,32,251,0,11,0,0,171,29,0,0
"Block Group 5, Census Tract 4605",698,19,0,0,0,0,0,0,0,0,0,0,0,0,0,24,191,0,0,243,25,105,91,0,0
"Block Group 6, Census Tract 4605",641,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,89,0,55,140,31,143,115,23,0
"Block Group 7, Census Tract 4605",514,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,147,0,37,108,28,37,45,0,0
"Block Group 1, Census Tract 4608",534,45,0,0,0,22,0,58,6,97,0,0,0,0,0,34,43,0,26,87,0,116,0,0,0
"Block Group 2, Census Tract 4608",476,19,0,0,0,0,0,0,0,38,0,0,0,31,0,12,154,10,22,43,88,41,18,0,0
"Block Group 3, Census Tract 4608",425,12,0,0,0,0,0,0,0,0,0,0,20,12,27,0,134,52,0,85,83,0,0,0,0
"Block Group 4, Census Tract 4608",586,12,0,0,0,0,0,12,0,15,0,11,0,12,0,29,227,22,42,101,27,56,7,12,1
"Block Group 1, Census Tract 4610",1010,53,0,0,0,0,12,0,0,34,16,3,39,24,38,65,315,103,39,154,34,52,29,0,0
