area_name,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Block Group 2, Census Tract 106",432,0,0,0,0,0,0,9,0,0,0,19,9,0,19,2,75,9,82,33,0,68,92,0,15
"Block Group 3, Census Tract 106",1652,0,0,0,0,0,0,0,17,55,0,23,0,18,0,28,221,134,0,280,96,367,301,78,34
"Block Group 4, Census Tract 106",1164,0,0,0,0,60,0,0,0,56,0,0,0,0,48,0,98,0,0,205,121,427,119,0,30
"Block Group 1, Census Tract 107.01",1143,105,0,0,0,0,27,40,0,33,0,0,26,0,0,0,301,0,53,87,24,216,212,7,12
"Block Group 2, Census Tract 107.01",1520,21,0,0,0,0,0,0,26,17,0,0,0,0,10,46,237,98,101,158,33,454,261,42,16
"Block Group 1, Census Tract 107.02",1120,27,0,0,0,15,0,35,0,170,0,19,21,31,0,0,120,27,52,78,58,283,154,7,23
"Block Group 2, Census Tract 107.02",650,27,0,0,0,0,0,25,16,27,0,11,14,0,14,10,82,21,0,57,43,170,110,0,23
"Block Group 3, Census Tract 107.02",826,10,0,28,0,0,0,0,0,11,0,45,11,10,0,26,23,58,20,61,38,273,162,42,8
"Block Group 4, Census Tract 107.02",545,28,0,0,0,0,0,0,0,0,0,27,42,0,0,34,87,28,7,116,8,127,25,0,16
"Block Group 1, Census Tract 201",1576,76,0,0,0,0,65,0,0,19,0,53,0,0,0,57,230,13,0,203,123,508,207,10,12
"Block Group 2, Census Tract 201",1085,37,0,0,18,0,0,0,0,0,0,33,2,26,36,33,271,49,25,137,27,326,42,0,23
"Block Group 1, Census Tract 202",819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,41,53,303,278,69,42
"Block Group 2, Census Tract 202",1088,45,0,0,0,0,0,0,0,0,13,11,0,7,124,84,201,28,34,239,0,100,184,18,0
"Block Group 3, Census Tract 202",1049,38,0,0,0,0,0,29,0,87,0,0,0,41,86,52,113,0,39,44,97,321,102,0,0
"Block Group 4, Census Tract 202",1253,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,46,359,27,340,171,28,21
"Block Group 1, Census Tract 203.01",1339,28,0,0,0,0,0,0,0,0,7,12,0,30,0,21,304,10,67,142,60,423,162,50,23
"Block Group 2, Census Tract 203.01",1030,30,0,0,0,0,0,0,0,0,8,17,0,8,0,43,100,8,23,59,65,469,122,56,22
"Block Group 3, Census Tract 203.01",1160,0,0,0,0,0,0,0,0,0,0,26,0,53,18,55,149,12,0,131,35,399,183,58,41
"Block Group 1, Census Tract 203.02",686,9,0,0,0,0,0,29,0,0,0,19,0,4,37,19,28,33,23,55,42,270,55,42,21
"Block Group 2, Census Tract 203.02",889,0,0,0,0,0,0,0,0,9,0,0,10,0,0,76,225,26,0,53,113,184,142,51,0
"Block Group 3, Census Tract 203.02",1978,15,0,0,6,0,0,0,0,7,0,20,7,7,13,8,382,36,57,297,43,676,244,62,98
"Block Group 1, Census Tract 204",624,9,0,0,0,20,0,0,0,0,0,0,0,0,0,47,159,13,19,80,13,172,66,26,0
"Block Group 2, Census Tract 204",1006,24,0,0,0,0,0,0,0,0,0,41,0,10,0,46,136,16,41,29,95,336,180,20,32
"Block Group 3, Census Tract 204",1329,63,0,0,0,0,0,0,0,58,0,0,0,10,101,11,283,30,43,113,7,313,220,50,27
"Block Group 1, Census Tract 205",1823,72,0,0,0,41,0,46,23,62,6,27,39,6,0,201,267,32,0,232,115,518,125,11,0
"Block Group 2, Census Tract 205",922,101,0,0,0,0,0,0,0,31,0,0,0,51,0,0,178,0,32,51,0,266,121,36,55
"Block Group 3, Census Tract 205",1372,78,0,0,0,0,26,0,29,94,37,81,33,34,71,46,253,82,49,150,44,112,92,15,46
"Block Group 4, Census Tract 205",440,0,0,0,0,0,0,0,0,0,0,0,0,44,0,13,130,42,0,54,0,125,6,26,0
"Block Group 1, Census Tract 206.01",1511,6,0,0,0,0,74,0,0,10,0,31,36,0,0,0,305,0,50,263,23,413,146,97,57
"Block Group 2, Census Tract 206.01",1738,160,0,26,0,0,0,0,54,0,50,5,0,100,15,0,509,35,34,201,18,402,72,26,31
"Block Group 3, Census Tract 206.01",613,26,0,0,0,0,0,0,0,0,0,2,0,0,19,19,69,3,11,43,56,127,226,0,12
"Block Group 1, Census Tract 206.02",869,0,0,0,0,0,0,6,0,0,0,12,0,26,68,0,189,0,70,84,44,321,41,0,8
"Block Group 2, Census Tract 206.02",559,0,0,0,0,0,0,16,0,0,0,31,0,42,13,33,94,42,13,80,38,82,75,0,0
"Block Group 3, Census Tract 206.02",948,26,0,0,0,0,0,0,0,23,12,0,31,0,28,10,95,51,44,158,53,198,176,34,9
"Block Group 4, Census Tract 206.02",615,0,0,0,0,0,0,0,0,20,0,27,0,0,1,0,124,0,16,45,0,196,146,0,40
"Block Group 1, Census Tract 207.01",588,0,0,0,0,0,0,0,0,0,15,5,7,0,21,6,81,0,11,42,31,163,169,22,15
"Block Group 2, Census Tract 207.01",668,0,0,0,0,0,0,0,11,5,0,0,0,0,5,5,149,11,55,134,53,150,58,14,18
"Block Group 1, Census Tract 207.02",1908,57,0,0,0,37,0,36,0,97,77,19,0,0,12,133,542,30,69,178,134,367,69,43,8
"Block Group 2, Census Tract 207.02",1612,34,0,0,0,0,0,7,0,87,0,25,28,61,5,0,355,108,85,140,206,329,110,8,24
"Block Group 3, Census Tract 207.02",838,20,0,0,0,0,0,0,0,0,0,42,28,27,85,0,58,51,16,58,20,336,97,0,0
"Block Group 4, Census Tract 207.02",535,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38,166,0,0,209,17,65,28,0,0
"Block Group 1, Census Tract 208.01",1226,13,0,0,0,0,72,0,31,44,0,22,47,6,0,70,181,38,28,121,142,187,203,21,0
"Block Group 2, Census Tract 208.01",544,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,139,63,38,40,0,140,76,26,0
"Block Group 3, Census Tract 208.01",955,132,0,0,0,0,30,0,0,25,0,0,0,27,0,32,87,39,0,192,148,162,80,1,0
"Block Group 4, Census Tract 208.01",1581,175,0,0,0,0,0,88,0,105,31,0,38,106,0,72,223,54,34,174,122,227,60,57,15
"Block Group 1, Census Tract 208.02",1357,86,0,0,0,0,0,0,0,0,12,22,0,14,0,0,405,51,42,244,89,239,119,20,14
"Block Group 2, Census Tract 208.02",1021,47,0,0,37,0,0,0,0,0,0,15,0,51,0,0,234,28,0,129,49,268,124,39,0
"Block Group 3, Census Tract 208.02",2027,118,0,0,0,0,36,0,51,90,25,0,22,34,39,114,467,78,48,280,137,371,116,0,1
"Block Group 4, Census Tract 208.02",818,71,0,0,0,0,0,0,0,14,0,8,0,0,0,8,218,34,0,108,67,210,80,0,0
"Block Group 1, Census Tract 209.01",1651,42,0,0,0,0,0,0,0,33,0,20,25,35,14,70,269,49,27,157,125,467,296,22,0
"Block Group 2, Census Tract 209.01",567,41,0,0,0,0,0,0,0,22,0,4,0,33,0,3,154,16,6,58,19,147,46,9,9
"Block Group 3, Census Tract 209.01",1572,86,0,0,0,25,0,0,0,63,0,14,16,10,0,97,367,26,67,284,81,278,127,23,8
"Block Group 1, Census Tract 209.02",2108,63,0,0,0,0,67,76,30,34,0,68,35,64,55,35,469,170,104,265,83,282,121,69,18
"Block Group 2, Census Tract 209.02",1339,52,0,0,0,0,0,0,0,52,0,94,0,10,22,21,339,60,18,95,198,311,51,16,0
"Block Group 1, Census Tract 301.01",735,0,0,0,0,0,47,0,0,43,0,0,0,38,0,0,238,69,22,52,90,76,60,0,0
"Block Group 2, Census Tract 301.01",349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,14,28,12,180,31,0,0
"Block Group 3, Census Tract 301.01",963,0,0,0,0,0,0,0,0,0,26,1,1,0,57,1,268,1,0,131,15,300,136,0,26
"Block Group 4, Census Tract 301.01",987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,41,134,54,379,192,59,58
"Block Group 1, Census Tract 301.02",791,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,54,76,97,311,152,20,14
"Block Group 2, Census Tract 301.02",774,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,73,24,29,159,24,318,87,23,11
"Block Group 3, Census Tract 301.02",789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,77,33,31,122,94,303,102,16,0
"Block Group 1, Census Tract 301.03",498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,67,26,208,111,12,30
"Block Group 2, Census Tract 301.03",745,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,51,0,22,134,28,275,138,5,76
"Block Group 1, Census Tract 301.04",1274,70,0,0,0,0,0,0,0,0,0,0,7,0,5,7,152,0,40,143,72,407,113,139,119
"Block Group 2, Census Tract 301.04",351,0,0,0,0,0,0,0,0,0,0,0,0,49,0,18,78,0,0,96,6,96,8,0,0
"Block Group 1, Census Tract 302",1237,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,137,18,29,139,74,349,337,118,0
"Block Group 2, Census Tract 302",975,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,33,0,8,114,87,305,299,74,33
"Block Group 3, Census Tract 302",698,22,0,0,0,0,0,0,0,0,0,0,0,0,52,0,42,0,102,99,41,166,134,21,19
"Block Group 4, Census Tract 302",1204,0,0,0,0,0,0,69,0,0,0,3,0,19,49,48,165,0,15,167,25,364,237,43,0
"Block Group 1, Census Tract 303",1375,36,0,0,0,0,0,0,0,50,0,38,12,0,35,38,325,58,50,184,83,292,154,20,0
"Block Group 2, Census Tract 303",1158,75,0,0,0,0,0,0,0,35,0,26,20,0,3,9,359,0,15,134,39,357,34,52,0
"Block Group 1, Census Tract 304",1200,14,0,0,6,0,0,17,17,0,0,9,31,32,9,34,101,13,44,178,36,432,200,20,7
"Block Group 2, Census Tract 304",899,10,0,0,0,0,11,0,0,0,0,0,22,9,0,15,75,0,38,67,71,330,199,41,11
"Block Group 1, Census Tract 305",1097,22,0,0,0,0,0,0,0,0,0,0,0,23,23,0,70,23,15,134,116,348,280,17,26
"Block Group 2, Census Tract 305",1652,40,0,0,0,0,0,4,0,0,5,5,0,102,25,27,205,17,48,56,29,639,377,28,45
"Block Group 3, Census Tract 305",1440,41,0,0,0,0,13,0,0,99,0,36,0,46,0,25,85,134,17,114,142,262,312,62,52
"Block Group 4, Census Tract 305",1353,0,0,0,63,0,0,0,0,0,0,33,0,19,0,46,267,0,68,102,27,420,271,9,28
"Block Group 1, Census Tract 306.01",764,0,0,0,0,0,0,0,0,96,0,0,0,19,16,13,74,51,0,16,34,298,120,27,0
"Block Group 2, Census Tract 306.01",891,13,0,0,0,0,77,0,0,0,0,27,28,45,34,94,139,3,17,62,13,180,88,54,17
"Block Group 3, Census Tract 306.01",1511,38,0,0,0,0,0,0,0,6,17,12,19,27,6,0,308,49,69,214,50,340,244,88,24
"Block Group 1, Census Tract 306.03",783,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,207,44,49,81,6,192,151,9,8
"Block Group 2, Census Tract 306.03",1083,0,0,0,0,7,0,0,0,0,0,9,0,12,0,27,203,41,49,75,116,283,119,82,60
"Block Group 1, Census Tract 306.04",1258,12,0,0,0,0,0,0,1,0,0,0,0,1,10,39,62,12,27,285,15,535,239,8,12
"Block Group 2, Census Tract 306.04",967,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,89,19,17,198,19,302,229,50,25
"Block Group 3, Census Tract 306.04",660,17,0,0,0,0,0,0,0,0,0,10,0,38,0,0,115,0,77,153,57,124,54,0,15
"Block Group 1, Census Tract 307.01",1424,70,0,0,0,0,0,0,15,4,0,27,6,6,33,26,175,47,54,220,68,439,154,35,45
"Block Group 1, Census Tract 307.02",809,7,0,0,0,0,0,0,0,0,0,0,0,9,11,0,42,5,24,39,68,393,147,27,37
"Block Group 2, Census Tract 307.02",1163,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,123,12,23,155,47,445,248,51,37
"Block Group 1, Census Tract 307.03",719,7,0,0,0,0,0,0,0,24,0,22,22,15,57,0,86,4,0,109,79,141,153,0,0
"Block Group 2, Census Tract 307.03",433,34,0,0,0,0,0,30,0,0,0,0,2,0,0,62,18,0,23,103,7,110,15,0,29
"Block Group 3, Census Tract 307.03",1157,7,0,0,0,0,0,0,0,0,0,0,0,17,18,18,46,0,40,131,124,450,176,92,38
"Block Group 1, Census Tract 307.06",1448,20,0,0,0,0,0,0,0,0,0,0,15,0,30,0,192,45,9,168,0,628,193,87,61
"Block Group 2, Census Tract 307.06",1201,15,0,0,0,0,0,0,16,18,0,124,0,0,43,14,263,16,43,123,29,304,137,56,0
"Block Group 1, Census Tract 308",878,0,0,0,0,0,0,0,0,0,0,0,27,0,14,0,274,16,0,13,29,184,237,84,0
"Block Group 2, Census Tract 308",1141,0,0,0,0,0,0,0,6,0,0,7,6,42,42,0,59,6,11,67,0,325,344,202,24
"Block Group 3, Census Tract 308",851,16,0,0,0,0,0,0,0,0,0,0,0,0,26,36,36,0,0,55,10,318,293,27,34
"Block Group 4, Census Tract 308",760,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,13,0,20,13,340,171,39,53
"Block Group 1, Census Tract 309",330,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,41,0,4,24,24,101,91,8,9
"Block Group 2, Census Tract 309",870,10,0,0,0,0,0,0,0,0,0,0,50,0,6,10,58,0,13,151,76,320,86,59,31
"Block Group 3, Census Tract 309",932,14,0,0,0,0,0,0,9,14,12,14,0,14,0,35,108,8,29,152,0,297,129,77,20
"Block Group 4, Census Tract 309",412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,22,11,214,81,21,36
"Block Group 1, Census Tract 310",810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,100,18,15,105,40,285,146,29,25
"Block Group 2, Census Tract 310",1194,0,0,0,1,0,0,0,11,52,0,9,0,0,3,8,139,0,21,131,33,458,272,36,20
"Block Group 3, Census Tract 310",1242,9,0,0,0,0,21,0,0,0,0,0,0,22,0,0,122,12,8,91,87,442,343,67,18
"Block Group 1, Census Tract 311",1792,0,0,0,0,0,14,0,0,0,0,333,0,0,0,0,197,1,9,19,63,792,271,93,0
"Block Group 2, Census Tract 311",690,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,13,20,56,0,311,91,16,3
"Block Group 3, Census Tract 311",1498,0,0,0,0,0,0,8,0,8,0,0,13,8,21,0,39,58,35,404,51,598,169,24,62
"Block Group 1, Census Tract 312",846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,7,85,0,463,136,33,45
"Block Group 2, Census Tract 312",1116,42,0,0,0,0,0,0,0,0,12,12,13,34,6,162,323,89,57,80,6,216,58,6,0
"Block Group 3, Census Tract 312",1217,0,0,0,0,0,0,42,0,234,0,0,132,17,0,67,152,0,34,167,30,232,99,11,0
"Block Group 4, Census Tract 312",1260,14,0,0,0,0,38,0,0,0,0,0,0,0,0,187,221,45,55,93,46,384,163,0,14
"Block Group 1, Census Tract 313",918,35,0,0,0,0,0,0,0,14,0,0,0,24,12,86,120,29,28,205,33,154,129,28,21
"Block Group 2, Census Tract 313",1148,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,95,16,27,225,44,435,207,40,13
"Block Group 3, Census Tract 313",541,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,14,15,22,267,178,0,0
"Block Group 4, Census Tract 313",2151,25,0,0,0,50,35,0,0,0,46,13,25,75,16,0,483,115,77,235,273,467,172,30,14
"Block Group 5, Census Tract 313",1307,26,0,0,0,0,0,0,0,24,0,0,0,9,0,15,92,16,57,141,12,515,272,113,15
"Block Group 1, Census Tract 314",1284,0,0,0,0,0,0,0,0,20,0,0,16,0,0,0,40,0,48,66,86,390,391,160,67
"Block Group 2, Census Tract 314",450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,16,0,188,135,37,23
"Block Group 3, Census Tract 314",863,22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,66,16,32,54,13,427,158,32,30
"Block Group 4, Census Tract 314",113,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,57,0,0,0,0,0,0,0,0
"Block Group 5, Census Tract 314",797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,43,0,87,424,118,88,26
"Block Group 6, Census Tract 314",842,0,0,0,0,0,0,0,0,0,0,2,22,14,0,0,35,15,14,69,68,340,157,106,0
"Block Group 1, Census Tract 315.01",777,15,0,0,0,11,8,0,0,0,0,24,18,8,11,32,128,37,90,127,23,137,65,25,18
"Block Group 2, Census Tract 315.01",1564,40,0,0,0,21,19,76,0,18,18,0,55,18,27,78,243,28,17,123,42,485,205,51,0
"Block Group 3, Census Tract 315.01",980,21,0,0,0,0,0,10,0,0,21,9,40,6,6,43,261,22,44,206,62,156,59,14,0
"Block Group 1, Census Tract 315.02",1211,33,0,0,0,0,0,0,0,32,0,14,0,0,0,82,48,52,17,212,67,527,110,0,17
"Block Group 2, Census Tract 315.02",825,39,0,0,0,0,0,0,0,0,0,30,0,30,0,0,103,0,13,111,79,236,170,14,0
"Block Group 3, Census Tract 315.02",1279,0,0,0,0,0,0,0,0,0,0,0,62,30,0,27,415,83,53,198,70,293,48,0,0
"Block Group 1, Census Tract 317",1689,22,0,0,0,0,0,0,0,0,23,0,0,0,0,58,527,0,20,117,133,574,176,39,0
"Block Group 2, Census Tract 317",1486,0,0,0,0,0,0,0,0,0,0,16,0,50,0,24,421,0,40,125,83,466,170,38,53
"Block Group 3, Census Tract 317",1143,0,0,0,0,0,3,0,0,4,3,6,8,20,33,17,77,13,103,158,55,307,250,86,0
"Block Group 4, Census Tract 317",895,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,115,0,39,77,65,360,103,75,22
"Block Group 1, Census Tract 318",1500,10,0,0,0,0,0,6,0,5,0,0,0,0,37,5,134,0,46,112,91,622,250,118,64
"Block Group 1, Census Tract 319",1026,11,0,0,0,0,0,0,0,0,0,0,0,39,0,0,111,12,9,17,28,566,170,45,18
"Block Group 2, Census Tract 319",1032,13,0,0,0,0,0,0,0,0,0,0,56,13,0,23,70,43,0,106,54,393,164,67,30
"Block Group 1, Census Tract 321",1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,33,57,120,232,491,233,29,151
"Block Group 2, Census Tract 321",680,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,31,0,41,78,103,295,98,0,0
"Block Group 3, Census Tract 321",1395,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,265,0,15,97,89,770,113,38,0
"Block Group 4, Census Tract 321",1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,387,60,41,36,31,328,151,38,0
"Block Group 5, Census Tract 321",756,4,0,0,0,0,0,0,0,0,0,0,2,0,3,0,31,1,0,113,30,248,270,12,42
"Block Group 1, Census Tract 401",1141,34,0,0,0,0,7,0,0,0,0,0,0,43,15,59,171,7,69,108,54,364,157,35,18
"Block Group 2, Census Tract 401",1123,0,0,0,0,0,0,0,0,5,0,0,13,0,11,9,98,15,13,107,43,442,294,53,20
"Block Group 3, Census Tract 401",684,0,0,0,0,0,0,0,0,55,0,9,0,10,0,9,28,17,23,115,10,246,110,13,39
"Block Group 1, Census Tract 402.01",1070,46,0,0,0,0,0,0,0,0,0,16,0,0,0,32,0,16,30,40,93,559,149,83,6
"Block Group 2, Census Tract 402.01",1333,59,0,0,0,0,0,0,0,0,0,30,0,51,0,111,135,38,66,163,54,426,178,22,0
"Block Group 3, Census Tract 402.01",1256,11,0,0,0,0,0,0,0,0,0,10,0,51,0,39,154,18,87,189,38,382,208,58,11
"Block Group 4, Census Tract 402.01",1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,180,57,55,287,94,874,149,16,49
"Block Group 1, Census Tract 402.02",650,43,0,0,0,0,0,0,0,0,0,0,15,1,0,0,187,0,38,139,23,147,57,0,0
"Block Group 2, Census Tract 402.02",2015,79,0,0,0,0,0,17,12,0,0,21,0,16,0,95,490,16,103,275,82,432,343,34,0
"Block Group 3, Census Tract 402.02",1043,0,0,0,0,0,0,0,0,0,12,21,20,0,0,13,346,27,47,26,85,371,75,0,0
"Block Group 4, Census Tract 402.02",1524,3,0,0,0,0,0,0,4,0,0,58,11,89,31,4,291,33,30,229,108,445,102,79,7
"Block Group 1, Census Tract 403",759,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,113,9,41,98,35,213,170,49,20
"Block Group 2, Census Tract 403",831,4,0,0,0,0,0,0,0,0,13,14,0,0,97,0,142,0,7,81,70,270,89,44,0
"Block Group 3, Census Tract 403",614,0,0,0,0,0,0,0,10,5,0,0,0,10,8,25,36,4,0,106,75,171,96,68,0
"Block Group 1, Census Tract 404.01",814,8,0,0,0,0,0,0,0,0,0,0,0,9,0,61,31,12,9,59,36,322,256,0,11
"Block Group 2, Census Tract 404.01",574,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,28,9,264,150,35,14
"Block Group 3, Census Tract 404.01",593,0,0,0,0,0,0,11,10,0,0,0,0,0,10,0,122,12,0,60,11,223,107,27,0
"Block Group 4, Census Tract 404.01",792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,104,19,32,47,31,370,139,18,0
"Block Group 1, Census Tract 404.02",362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,93,15,130,79,29,0
"Block Group 2, Census Tract 404.02",442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,15,55,0,269,56,0,0
"Block Group 3, Census Tract 404.02",1095,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,143,0,0,81,0,423,289,111,14
"Block Group 4, Census Tract 404.02",467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,26,0,147,229,0,0
"Block Group 5, Census Tract 404.02",1446,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,136,0,37,107,15,515,412,114,60
"Block Group 1, Census Tract 406",399,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,26,0,237,82,16,13
"Block Group 2, Census Tract 406",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,0,0,35,9,309,171,54,16
"Block Group 3, Census Tract 406",886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,90,0,26,94,18,371,205,36,30
"Block Group 1, Census Tract 407",677,0,0,0,0,0,12,0,0,0,0,0,11,12,0,7,24,5,28,33,62,357,104,11,11
"Block Group 2, Census Tract 407",658,0,0,0,0,0,35,0,0,0,0,0,0,0,0,9,54,7,32,26,24,276,139,20,36
"Block Group 3, Census Tract 407",566,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,0,23,81,0,311,73,27,21
"Block Group 4, Census Tract 407",719,0,0,0,0,0,0,0,44,0,0,0,33,0,40,0,50,0,0,101,39,242,129,12,29
"Block Group 1, Census Tract 408",739,6,0,0,0,0,0,0,17,0,0,8,0,8,5,18,43,12,34,76,43,249,170,40,10
"Block Group 2, Census Tract 408",773,0,0,0,0,0,0,0,0,14,0,0,14,0,20,34,74,0,31,56,46,277,135,57,15
"Block Group 1, Census Tract 409",932,8,0,0,0,0,0,0,0,0,0,0,0,7,0,20,31,0,9,59,42,450,205,68,33
"Block Group 2, Census Tract 409",559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,56,36,268,124,55,0
"Block Group 1, Census Tract 501",652,36,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,0,89,11,302,124,31,6
"Block Group 2, Census Tract 501",1421,14,0,0,0,0,0,0,0,0,0,25,0,57,0,23,21,33,48,82,42,523,367,138,48
"Block Group 1, Census Tract 502",784,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,104,0,0,57,13,329,232,0,13
"Block Group 2, Census Tract 502",1542,0,0,0,0,0,0,0,0,14,0,37,0,0,0,9,122,27,52,149,85,683,213,100,51
"Block Group 3, Census Tract 502",1423,0,0,0,0,0,0,0,0,0,48,0,0,29,0,65,134,21,96,179,9,591,153,55,43
