area_name,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Block Group 1, Census Tract 1907.02",633,16,22,0,0,0,40,22,0,76,0,34,38,32,0,30,148,18,13,39,12,72,21,0,0
"Block Group 2, Census Tract 1907.02",836,43,0,0,0,0,30,0,9,114,0,23,36,54,20,21,244,22,0,102,34,53,0,19,12
"Block Group 3, Census Tract 1907.02",1345,104,0,0,0,15,11,35,8,182,0,29,45,0,52,54,356,78,46,121,104,61,44,0,0
"Block Group 1, Census Tract 1908",556,48,0,0,0,61,0,0,0,29,0,11,0,16,17,17,154,32,47,37,26,10,22,20,9
"Block Group 2, Census Tract 1908",946,36,0,0,47,0,0,28,0,44,0,0,41,13,59,35,294,47,0,110,108,74,10,0,0
"Block Group 3, Census Tract 1908",1063,123,0,0,0,0,0,22,12,98,37,0,0,12,25,45,309,80,24,124,31,108,13,0,0
"Block Group 4, Census Tract 1908",1389,69,0,0,0,26,0,0,46,116,0,141,111,38,13,70,309,32,26,170,41,125,56,0,0
"Block Group 5, Census Tract 1908",730,43,0,0,0,0,54,0,0,0,0,0,58,21,0,40,205,13,31,57,13,83,75,37,0
"Block Group 1, Census Tract 1909",1666,24,0,0,0,22,23,52,16,73,0,63,46,58,16,133,613,64,62,178,68,126,18,11,0
"Block Group 1, Census Tract 1910",724,16,0,0,0,0,24,0,15,71,5,15,31,38,23,47,164,19,20,96,35,92,13,0,0
"Block Group 2, Census Tract 1910",917,19,0,0,0,0,11,0,27,107,0,56,25,9,0,47,239,76,43,96,105,49,8,0,0
"Block Group 1, Census Tract 1911",665,29,0,0,0,0,0,23,0,91,0,47,38,0,0,30,197,25,36,72,31,0,35,11,0
"Block Group 2, Census Tract 1911",530,88,0,0,0,11,19,11,10,56,28,0,22,11,5,10,94,40,77,28,0,0,20,0,0
"Block Group 3, Census Tract 1911",453,28,0,0,0,17,0,0,0,62,0,0,0,0,0,10,91,54,57,64,54,0,16,0,0
"Block Group 4, Census Tract 1911",933,20,0,0,10,0,0,12,5,45,11,0,12,0,0,40,440,37,23,182,35,48,13,0,0
"Block Group 5, Census Tract 1911",1094,35,0,0,0,35,0,0,0,17,0,74,89,48,0,60,291,49,0,153,74,158,11,0,0
"Block Group 6, Census Tract 1911",631,24,0,0,15,0,0,13,16,0,11,12,0,53,22,33,179,32,24,62,40,65,22,8,0
"Block Group 1, Census Tract 1912",1744,65,0,0,0,40,29,53,30,260,51,20,65,45,17,194,365,103,71,181,53,84,9,0,9
"Block Group 2, Census Tract 1912",493,0,0,0,20,13,36,0,22,27,0,35,5,8,14,23,102,23,34,83,20,6,22,0,0
"Block Group 1, Census Tract 1913.01",1207,61,0,0,0,0,0,0,33,107,27,27,13,0,110,69,312,0,63,141,47,173,24,0,0
"Block Group 2, Census Tract 1913.01",878,0,0,0,0,0,0,0,0,63,0,23,70,37,20,118,399,32,8,44,27,37,0,0,0
"Block Group 3, Census Tract 1913.01",1302,150,0,0,0,0,23,0,0,17,0,84,118,16,53,107,226,50,125,112,54,156,11,0,0
"Block Group 1, Census Tract 1913.02",1530,34,0,0,0,0,0,56,58,247,0,77,133,28,46,77,276,112,49,176,18,92,51,0,0
"Block Group 2, Census Tract 1913.02",1667,99,0,0,18,0,46,8,72,62,0,37,42,0,68,70,564,34,66,233,119,115,14,0,0
"Block Group 1, Census Tract 2001",455,35,0,0,0,0,0,0,0,0,0,6,0,0,11,10,94,21,0,94,0,135,49,0,0
"Block Group 2, Census Tract 2001",1018,68,0,0,0,0,0,14,14,91,7,15,18,16,0,35,239,75,31,167,51,129,48,0,0
"Block Group 3, Census Tract 2001",1130,49,0,0,0,0,0,0,0,37,7,33,0,24,0,112,295,57,38,156,41,158,89,7,27
"Block Group 1, Census Tract 2002",803,23,0,0,0,0,0,0,22,53,0,0,28,47,0,65,235,58,77,26,34,82,53,0,0
"Block Group 2, Census Tract 2002",968,10,0,0,0,12,26,0,20,24,0,98,22,0,6,48,306,65,44,129,68,57,0,33,0
"Block Group 3, Census Tract 2002",700,50,0,0,0,0,0,28,37,76,0,0,9,33,19,9,142,36,56,123,53,0,29,0,0
"Block Group 4, Census Tract 2002",702,63,0,0,0,0,0,0,0,66,0,9,32,0,19,13,171,14,35,82,51,83,14,22,28
"Block Group 1, Census Tract 2003",594,49,0,0,0,0,0,0,9,60,0,7,15,17,16,0,125,35,42,52,76,43,33,8,7
"Block Group 2, Census Tract 2003",538,38,0,14,0,15,0,0,17,71,0,53,0,6,13,19,149,19,7,66,21,30,0,0,0
"Block Group 1, Census Tract 2004.01",662,56,0,0,0,69,6,0,0,39,0,51,37,6,33,15,134,42,12,61,49,47,5,0,0
"Block Group 2, Census Tract 2004.01",1839,131,0,0,39,23,0,0,0,285,11,19,44,99,210,67,294,56,71,176,78,161,40,18,17
"Block Group 1, Census Tract 2004.02",770,29,0,0,12,29,28,26,0,82,10,0,29,27,13,28,76,21,51,123,52,114,20,0,0
"Block Group 2, Census Tract 2004.02",1055,159,0,0,0,0,20,31,0,162,0,10,104,20,10,25,179,49,37,61,44,122,22,0,0
"Block Group 3, Census Tract 2004.02",881,36,0,0,0,9,42,0,0,68,0,12,0,14,37,0,108,8,13,256,41,113,100,24,0
"Block Group 1, Census Tract 2101",1027,14,0,0,0,0,0,0,0,24,0,0,9,0,27,24,186,22,7,81,31,387,139,76,0
"Block Group 2, Census Tract 2101",968,24,0,0,0,0,0,0,6,7,0,23,29,24,25,9,91,9,25,110,30,398,158,0,0
"Block Group 3, Census Tract 2101",714,10,0,0,0,0,0,15,28,41,0,0,0,43,0,18,118,0,32,104,59,155,85,6,0
"Block Group 1, Census Tract 2104",1283,47,0,0,0,6,6,8,5,77,4,55,27,28,29,30,354,37,41,162,80,209,57,13,8
"Block Group 2, Census Tract 2104",613,6,0,0,0,10,6,6,0,65,0,38,15,18,0,44,117,27,45,91,30,89,6,0,0
"Block Group 1, Census Tract 2105.01",643,0,0,0,0,0,0,20,0,119,0,0,28,0,31,11,79,0,11,160,27,115,30,0,12
"Block Group 2, Census Tract 2105.01",1726,54,0,0,0,0,26,12,60,129,12,20,99,27,0,45,333,18,53,247,132,282,105,36,36
"Block Group 1, Census Tract 2105.02",1452,49,0,0,0,18,0,14,14,175,0,17,0,0,38,6,363,12,71,198,77,213,176,11,0
"Block Group 2, Census Tract 2105.02",824,44,0,0,0,0,0,0,0,0,0,0,22,23,0,20,134,17,68,190,14,225,27,40,0
"Block Group 3, Census Tract 2105.02",755,0,0,0,0,0,13,0,0,123,0,7,14,72,0,0,292,17,34,41,30,70,30,12,0
"Block Group 1, Census Tract 2106.01",314,7,0,0,0,0,0,0,0,10,0,0,21,0,12,17,57,0,29,39,9,102,11,0,0
"Block Group 2, Census Tract 2106.01",525,0,0,0,0,0,0,0,0,24,0,0,23,7,12,0,166,1,31,67,45,114,27,8,0
"Block Group 3, Census Tract 2106.01",1143,18,0,0,0,0,16,9,48,137,0,30,22,25,28,46,99,51,32,66,45,351,78,42,0
"Block Group 1, Census Tract 2106.02",919,48,0,0,0,0,0,0,10,0,0,27,0,0,19,12,111,44,8,150,72,189,218,0,11
"Block Group 2, Census Tract 2106.02",657,0,0,0,0,9,0,0,0,67,0,0,13,18,7,0,168,58,0,77,65,103,62,10,0
"Block Group 3, Census Tract 2106.02",1374,17,0,0,14,11,0,0,0,137,9,19,27,18,32,37,266,25,95,161,40,299,158,9,0
"Block Group 1, Census Tract 2107",592,39,0,0,0,0,0,0,0,0,0,0,0,23,36,18,73,49,0,44,38,225,30,9,8
"Block Group 2, Census Tract 2107",929,29,0,0,0,0,47,0,0,9,0,32,0,0,32,32,199,20,49,52,86,182,116,18,26
"Block Group 3, Census Tract 2107",1567,38,0,0,0,9,0,8,23,40,0,0,56,35,0,85,399,25,26,78,173,350,204,9,9
"Block Group 1, Census Tract 2108",758,16,0,0,0,0,0,5,0,44,0,6,0,12,24,0,161,12,42,66,29,183,152,0,6
"Block Group 1, Census Tract 2109",1239,4,0,0,0,0,0,10,0,31,0,30,0,7,23,33,187,41,41,100,65,513,140,14,0
"Block Group 2, Census Tract 2109",833,18,0,0,0,0,7,0,0,7,0,0,0,10,0,0,186,34,9,64,55,355,78,10,0
"Block Group 1, Census Tract 2203",1036,18,0,0,0,0,4,0,0,6,0,6,0,0,19,12,115,10,50,67,31,436,170,55,37
"Block Group 2, Census Tract 2203",688,5,0,0,0,0,0,5,5,19,12,0,7,0,0,37,48,6,11,87,37,267,110,21,11
"Block Group 1, Census Tract 2204",1016,10,0,0,0,17,0,0,11,0,0,0,44,35,0,8,164,8,10,163,26,340,133,34,13
"Block Group 2, Census Tract 2204",1162,11,0,0,0,0,0,0,11,0,23,10,0,9,0,30,111,8,0,100,16,510,240,70,13
"Block Group 1, Census Tract 2205",910,11,0,0,0,0,0,0,0,0,0,0,0,0,15,21,73,34,13,38,52,468,151,7,27
"Block Group 2, Census Tract 2205",742,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,108,0,18,91,0,357,119,13,18
"Block Group 3, Census Tract 2205",481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,38,0,27,5,187,112,43,12
"Block Group 1, Census Tract 2206.01",592,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,60,18,45,56,33,218,99,32,16
"Block Group 2, Census Tract 2206.01",635,0,0,0,0,0,0,0,0,16,14,9,23,0,26,5,104,28,19,68,34,174,105,5,5
"Block Group 1, Census Tract 2206.02",414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,46,54,0,181,103,0,0
"Block Group 2, Census Tract 2206.02",406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,44,42,177,43,0,0
"Block Group 3, Census Tract 2206.02",1368,67,0,0,20,0,34,0,0,0,0,0,0,94,0,13,293,76,63,196,29,352,103,28,0
"Block Group 4, Census Tract 2206.02",1009,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,13,77,84,40,339,175,13,31
"Block Group 5, Census Tract 2206.02",582,0,0,0,0,0,0,0,27,74,0,0,8,0,14,0,27,17,20,78,0,217,78,22,0
"Block Group 1, Census Tract 2207.01",784,0,0,0,0,0,0,0,0,34,0,16,0,0,30,35,333,0,73,20,29,143,63,8,0
"Block Group 2, Census Tract 2207.01",507,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,174,32,0,27,0,175,51,23,0
"Block Group 3, Census Tract 2207.01",947,14,0,0,0,0,7,0,0,0,10,0,45,0,0,0,270,18,35,149,25,211,122,41,0
"Block Group 1, Census Tract 2207.02",877,21,0,0,0,22,22,21,0,92,0,87,25,21,0,0,144,26,13,25,69,224,31,25,9
"Block Group 2, Census Tract 2207.02",507,0,0,0,0,0,19,0,0,0,0,18,0,28,36,0,88,0,20,72,65,114,20,19,8
"Block Group 3, Census Tract 2207.02",577,0,0,0,0,0,0,0,0,20,0,22,0,0,30,15,206,26,0,77,32,131,13,5,0
"Block Group 4, Census Tract 2207.02",445,0,0,0,0,0,0,17,0,0,0,9,21,0,0,8,54,0,35,48,6,148,61,27,11
"Block Group 1, Census Tract 2209.01",689,40,0,0,14,13,0,34,19,51,0,0,0,0,0,19,134,6,33,22,53,157,75,0,19
"Block Group 2, Census Tract 2209.01",685,68,0,0,0,0,0,0,0,15,15,13,0,0,15,0,195,30,34,100,18,144,38,0,0
"Block Group 3, Census Tract 2209.01",543,38,0,0,0,0,0,0,0,53,0,0,32,10,48,8,109,9,38,119,19,32,20,8,0
"Block Group 1, Census Tract 2209.02",746,10,0,0,0,0,10,0,16,19,0,12,32,25,0,11,272,26,44,62,36,114,52,0,5
"Block Group 2, Census Tract 2209.02",1163,25,0,0,0,16,16,0,4,72,0,40,21,0,24,39,247,97,43,209,32,170,88,7,13
"Block Group 1, Census Tract 2210",939,22,0,0,0,0,0,0,0,12,0,11,0,20,0,0,217,11,33,73,78,323,130,4,5
"Block Group 2, Census Tract 2210",878,22,0,0,10,22,0,23,9,50,0,8,13,6,5,26,201,13,49,92,79,167,67,5,11
"Block Group 1, Census Tract 2211",1246,13,0,0,0,0,0,0,0,0,17,27,0,34,30,21,267,31,31,150,30,437,129,20,9
"Block Group 2, Census Tract 2211",1372,22,0,0,0,0,10,0,10,9,17,95,10,0,56,18,274,13,98,82,97,314,136,100,11
"Block Group 3, Census Tract 2211",997,34,0,0,0,0,33,0,0,0,26,50,11,12,0,0,251,0,6,131,27,336,72,8,0
"Block Group 1, Census Tract 2212",1028,0,0,0,0,0,0,0,0,10,0,14,0,4,11,29,75,40,31,94,61,418,178,37,26
"Block Group 2, Census Tract 2212",1178,0,0,0,0,0,0,0,0,0,0,12,0,0,2,24,296,0,16,19,67,422,239,55,26
"Block Group 1, Census Tract 2213",970,11,0,0,0,0,0,0,0,72,16,61,14,8,0,15,142,8,40,92,46,247,141,47,10
"Block Group 2, Census Tract 2213",810,0,0,0,22,17,0,0,0,0,24,0,8,0,23,0,81,39,76,100,25,267,103,25,0
"Block Group 3, Census Tract 2213",468,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,67,0,9,39,0,204,84,8,33
"Block Group 1, Census Tract 2214",575,8,0,0,0,0,0,0,0,14,0,0,0,25,0,23,75,0,6,51,14,222,111,26,0
"Block Group 2, Census Tract 2214",540,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,11,62,48,262,98,30,10
"Block Group 3, Census Tract 2214",1115,46,0,0,0,0,0,0,0,0,9,25,7,0,15,22,243,28,37,139,37,372,105,30,0
"Block Group 1, Census Tract 2215",1002,26,0,0,0,12,7,10,0,36,0,33,0,0,0,9,141,33,33,101,72,398,76,15,0
"Block Group 2, Census Tract 2215",1383,27,0,0,0,0,0,0,0,10,10,19,0,0,0,0,284,8,51,102,84,509,158,101,20
"Block Group 1, Census Tract 2216",1209,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,94,7,10,43,46,543,345,93,21
"Block Group 2, Census Tract 2216",1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,80,15,51,52,66,506,200,80,94
"Block Group 1, Census Tract 2222",752,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,18,15,26,75,13,284,183,90,34
"Block Group 2, Census Tract 2222",921,5,0,0,0,0,0,0,0,0,0,4,5,2,2,0,38,10,15,35,12,515,148,122,8
"Block Group 1, Census Tract 2225",1230,18,0,0,4,8,16,0,0,22,0,28,0,15,17,5,305,20,34,119,53,387,131,40,8
"Block Group 1, Census Tract 2226",1237,47,0,0,6,0,0,0,0,18,0,0,6,5,0,38,166,0,58,121,72,502,134,36,28
"Block Group 1, Census Tract 2227",615,46,0,0,0,0,0,0,0,4,0,2,0,4,29,10,123,19,26,20,35,179,69,4,45
"Block Group 2, Census Tract 2227",1005,12,0,0,0,0,0,11,10,24,0,16,0,0,25,23,358,30,20,95,62,231,83,5,0
"Block Group 1, Census Tract 2228",655,6,0,0,8,10,0,0,0,8,5,22,11,11,10,10,198,30,4,26,72,152,67,5,0
"Block Group 1, Census Tract 2229",616,31,0,0,0,0,0,0,14,6,32,31,7,6,0,0,192,21,42,62,71,61,35,0,5
"Block Group 1, Census Tract 2301",1210,0,0,0,0,0,0,0,8,20,29,6,27,0,25,54,214,71,41,174,62,319,134,26,0
"Block Group 1, Census Tract 2302",1279,52,0,0,0,18,0,46,24,24,46,23,64,24,30,55,281,66,43,176,70,162,42,11,22
"Block Group 1, Census Tract 2303",600,18,0,0,0,0,8,0,0,62,7,21,0,7,16,19,197,16,65,74,7,62,15,6,0
"Block Group 1, Census Tract 2304",663,11,0,0,0,0,0,17,5,9,6,16,0,5,27,34,156,14,30,71,50,143,47,17,5
"Block Group 2, Census Tract 2304",798,13,0,0,0,0,0,8,32,93,22,72,8,29,30,11,160,27,33,153,29,41,37,0,0
"Block Group 1, Census Tract 2305",1158,67,0,0,0,7,0,31,18,250,65,82,25,39,52,33,201,52,47,75,37,61,16,0,0
"Block Group 2, Census Tract 2305",983,57,0,0,0,36,29,0,15,35,0,59,51,51,0,74,99,116,8,92,100,155,6,0,0
"Block Group 1, Census Tract 2306",279,15,0,0,0,0,0,0,0,30,0,18,13,0,0,15,98,0,0,57,33,0,0,0,0
"Block Group 2, Census Tract 2306",586,12,0,0,0,0,0,0,0,0,0,28,0,0,27,26,254,33,17,104,59,16,10,0,0
"Block Group 3, Census Tract 2306",499,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,144,0,18,114,50,42,0,0,0
"Block Group 4, Census Tract 2306",578,0,0,0,0,0,0,12,0,27,0,33,17,0,39,16,254,0,37,64,39,40,0,0,0
"Block Group 5, Census Tract 2306",1065,28,0,0,15,0,24,37,0,42,0,39,1,51,8,112,228,38,71,99,106,101,17,18,30
"Block Group 6, Census Tract 2306",790,86,0,0,0,20,28,26,0,112,0,18,26,25,0,12,120,0,42,60,13,129,62,11,0
"Block Group 1, Census Tract 2307",1078,34,0,0,49,0,86,0,0,0,0,27,0,56,29,74,297,11,124,66,17,164,44,0,0
"Block Group 2, Census Tract 2307",432,24,0,0,0,0,0,31,0,0,0,0,0,0,23,53,122,13,58,71,0,24,13,0,0
"Block Group 3, Census Tract 2307",699,44,0,0,0,0,0,0,13,40,0,11,16,133,0,40,176,21,20,85,19,37,13,31,0
"Block Group 4, Census Tract 2307",1245,40,0,0,10,0,20,0,47,99,27,12,16,49,0,68,470,0,25,112,154,48,48,0,0
"Block Group 1, Census Tract 2308",847,10,0,0,12,12,15,6,27,24,0,72,50,0,16,38,158,85,25,138,54,57,41,7,0
"Block Group 1, Census Tract 2309",786,16,0,0,0,0,0,0,25,0,0,20,35,10,8,18,166,46,33,68,65,219,47,0,10
"Block Group 2, Census Tract 2309",1414,30,0,0,8,0,0,0,15,45,0,31,0,34,34,48,181,15,61,250,111,388,104,34,25
"Block Group 3, Census Tract 2309",1068,35,0,0,0,0,0,0,34,38,30,52,28,63,0,34,327,19,18,224,14,72,72,8,0
"Block Group 1, Census Tract 2311",756,23,0,0,0,0,0,0,0,7,0,19,1,10,74,38,216,45,43,147,17,81,30,0,5
"Block Group 1, Census Tract 2312",798,66,0,0,0,0,0,37,45,19,20,90,0,38,0,8,238,0,43,51,38,69,36,0,0
"Block Group 2, Census Tract 2312",655,0,0,0,0,0,0,0,0,0,0,37,17,36,20,13,167,58,28,189,12,78,0,0,0
"Block Group 3, Census Tract 2312",556,54,0,0,0,0,0,0,0,21,0,11,12,21,39,25,107,31,49,40,56,28,62,0,0
"Block Group 4, Census Tract 2312",1214,28,0,0,0,19,0,2,0,55,0,38,64,74,142,62,222,115,42,163,54,124,10,0,0
"Block Group 5, Census Tract 2312",777,26,0,16,0,0,0,0,20,27,45,72,24,35,10,0,81,26,81,156,29,37,92,0,0
"Block Group 1, Census Tract 2315",469,0,0,0,0,0,0,43,0,0,0,0,0,39,0,0,243,19,0,63,0,62,0,0,0
"Block Group 2, Census Tract 2315",443,18,0,0,0,0,0,0,0,0,3,3,2,0,55,50,0,74,46,161,7,0,12,0,12
"Block Group 3, Census Tract 2315",228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,87,34,28,0
"Block Group 4, Census Tract 2315",1060,0,0,0,0,0,0,25,0,0,0,0,0,0,57,54,398,0,128,225,40,48,85,0,0
"Block Group 5, Census Tract 2315",645,0,0,0,0,0,0,0,52,0,0,25,43,37,0,71,169,41,55,111,41,0,0,0,0
"Block Group 6, Census Tract 2315",1105,60,0,0,0,0,59,0,0,67,0,0,0,59,90,84,129,0,0,409,81,67,0,0,0
"Block Group 1, Census Tract 2402",1363,10,0,0,0,0,0,15,0,0,5,25,5,0,4,0,169,9,18,80,12,673,212,114,12
"Block Group 1, Census Tract 2403",937,5,0,0,0,0,5,0,0,4,0,0,0,6,0,0,39,13,4,44,21,461,221,99,15
"Block Group 1, Census Tract 2405",1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,9,54,20,983,549,272,17
"Block Group 1, Census Tract 2406",1023,0,0,0,0,0,5,0,0,0,0,0,4,0,7,24,174,6,12,32,62,403,167,102,25
"Block Group 1, Census Tract 2407",1211,0,0,0,0,6,0,12,0,22,0,36,5,24,17,27,227,12,19,76,87,373,204,40,24
"Block Group 1, Census Tract 2408",368,0,0,0,0,0,0,0,0,14,0,14,7,0,19,25,51,16,0,54,14,95,47,2,10
"Block Group 2, Census Tract 2408",707,13,0,0,0,0,0,0,11,21,0,11,0,10,0,0,129,17,36,96,35,212,68,5,43
"Block Group 1, Census Tract 2409",762,29,0,0,0,0,9,10,0,0,2,44,19,12,0,33,138,6,26,101,67,134,100,22,10
"Block Group 1, Census Tract 2410",737,8,0,0,0,0,0,11,0,12,0,0,0,19,7,13,121,19,31,64,72,245,110,5,0
"Block Group 2, Census Tract 2410",714,26,0,0,0,11,15,16,0,24,7,22,40,13,27,6,71,0,19,77,26,214,75,20,5
"Block Group 1, Census Tract 2411",1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,175,65,48,154,54,546,110,44,39
"Block Group 2, Census Tract 2411",1522,0,0,0,0,0,0,20,0,0,0,0,0,0,21,27,124,14,60,154,129,746,175,34,18
"Block Group 1, Census Tract 2412",648,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,28,5,8,50,48,290,139,48,12
"Block Group 2, Census Tract 2412",776,22,0,0,0,0,0,26,0,25,32,5,0,9,0,20,45,15,10,45,41,321,94,60,6
"Block Group 1, Census Tract 2413",1453,21,0,0,0,0,0,0,0,0,7,0,7,7,6,7,134,6,43,90,34,570,377,125,19
"Block Group 1, Census Tract 2414",957,155,0,0,0,0,0,0,49,0,0,0,16,24,0,0,83,14,0,37,69,313,163,17,17
"Block Group 2, Census Tract 2414",846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,101,0,547,145,37,0
"Block Group 3, Census Tract 2414",1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,123,121,51,641,115,69,42
"Block Group 4, Census Tract 2414",1269,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,50,0,0,51,15,668,363,77,27
"Block Group 1, Census Tract 2415",1136,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,103,0,523,306,174,3
"Block Group 2, Census Tract 2415",565,0,0,0,0,0,0,0,22,21,0,0,0,0,0,0,35,0,9,49,32,274,43,71,9
"Block Group 3, Census Tract 2415",649,24,0,0,0,0,0,0,0,17,0,0,0,0,12,0,0,0,8,62,15,321,70,102,18
"Block Group 1, Census Tract 2416",1203,0,0,15,0,0,0,0,6,27,0,0,18,0,9,17,86,5,38,67,55,585,166,76,33
"Block Group 2, Census Tract 2416",1779,59,0,0,0,0,0,0,0,0,58,0,0,21,0,24,88,0,71,128,48,847,349,86,0
"Block Group 1, Census Tract 2420",1659,17,0,0,0,0,0,0,18,16,0,25,0,0,0,16,30,0,23,196,0,981,252,59,26
"Block Group 2, Census Tract 2420",1520,103,0,0,0,0,0,0,0,49,47,0,0,14,0,36,76,37,35,90,31,671,172,140,19
"Block Group 3, Census Tract 2420",971,0,0,0,0,0,0,0,42,77,0,0,0,0,0,6,96,13,33,180,67,319,118,20,0
"Block Group 1, Census Tract 2421",504,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,14,0,25,7,162,154,52,60
"Block Group 2, Census Tract 2421",1237,61,0,0,0,0,0,0,0,0,0,0,0,0,0,14,218,0,10,66,22,593,187,66,0
"Block Group 3, Census Tract 2421",1341,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,82,39,841,269,26,47
"Block Group 1, Census Tract 2422",1332,13,0,0,0,0,0,0,0,0,0,0,0,8,12,12,70,8,0,88,54,497,324,144,102
"Block Group 2, Census Tract 2422",1320,0,0,0,0,0,0,9,0,0,0,4,9,0,0,0,59,0,19,94,25,676,292,126,7
"Block Group 1, Census Tract 2423",1155,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,78,13,0,122,87,519,227,75,26
"Block Group 2, Census Tract 2423",1658,25,0,0,0,13,0,0,0,0,1,0,3,1,0,0,109,17,27,70,79,905,217,136,55
"Block Group 1, Census Tract 2424",961,0,0,0,0,0,0,0,0,0,0,25,5,0,8,0,26,26,10,75,23,391,269,55,48
"Block Group 2, Census Tract 2424",1238,26,0,0,0,0,24,0,0,25,56,0,10,11,0,0,94,31,32,129,48,389,277,41,45
"Block Group 1, Census Tract 2425",1171,0,0,0,0,0,20,16,7,17,0,33,0,41,17,18,123,41,28,91,28,408,246,0,37
"Block Group 2, Census Tract 2425",1420,49,0,0,0,0,0,15,0,0,0,37,0,24,0,10,126,18,45,237,46,570,191,18,34
"Block Group 1, Census Tract 2426",753,0,0,0,0,0,0,0,45,0,0,51,12,13,14,0,114,44,13,87,45,259,56,0,0
"Block Group 2, Census Tract 2426",1245,45,0,0,0,0,0,0,0,0,0,20,35,4,0,0,235,16,45,55,32,540,194,24,0
"Block Group 3, Census Tract 2426",1208,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,133,0,34,74,17,648,175,58,36
"Block Group 4, Census Tract 2426",879,17,0,0,0,0,0,0,0,0,0,0,0,42,13,31,121,0,57,128,67,216,166,12,9
"Block Group 1, Census Tract 2427",1251,44,0,6,0,0,15,0,0,4,0,24,24,81,11,0,156,63,93,194,61,345,76,34,20
"Block Group 1, Census Tract 2428",1113,3,0,0,0,0,0,0,0,6,0,20,11,2,0,18,201,9,7,119,74,351,201,72,19
"Block Group 1, Census Tract 2429",779,16,0,0,0,0,0,0,0,0,0,0,0,2,2,6,54,11,14,63,26,362,168,32,23
"Block Group 2, Census Tract 2429",499,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,25,7,99,10,193,139,4,5
"Block Group 1, Census Tract 2430",775,0,0,0,0,0,27,0,0,0,0,33,0,0,16,8,180,13,0,104,71,205,64,40,14
"Block Group 2, Census Tract 2430",1061,4,0,0,0,0,0,0,1,79,0,0,36,0,7,6,106,1,25,132,88,337,187,42,10
"Block Group 1, Census Tract 2431",1181,26,0,0,0,34,3,0,17,41,0,9,0,2,0,0,23,0,44,87,11,554,220,63,47
"Block Group 2, Census Tract 2431",449,0,0,0,0,0,8,0,22,8,0,0,0,15,15,21,45,0,0,42,6,183,60,24,0
"Block Group 1, Census Tract 2432",901,0,0,0,0,7,7,0,0,0,0,0,0,14,0,3,71,9,11,97,17,471,118,47,29
"Block Group 2, Census Tract 2432",692,0,0,0,0,0,1,0,0,21,0,3,0,0,11,0,80,5,13,47,7,344,129,26,5
"Block Group 1, Census Tract 2433",876,26,0,0,0,0,0,82,0,40,0,0,0,0,0,0,26,55,0,43,14,365,171,54,0
"Block Group 2, Census Tract 2433",1035,31,0,0,0,0,0,0,0,0,10,0,0,8,10,0,97,0,25,68,25,444,164,119,34
"Block Group 1, Census Tract 2434",819,37,0,0,0,20,0,36,0,0,0,2,33,23,11,29,139,2,17,68,21,183,145,43,10
"Block Group 2, Census Tract 2434",386,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,62,35,14,53,0,126,48,28,0
"Block Group 3, Census Tract 2434",975,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,22,108,23,373,341,45,22
"Block Group 1, Census Tract 2435",797,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,112,27,21,159,32,280,110,46,0
"Block Group 2, Census Tract 2435",2016,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,186,10,1023,485,207,21
