"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US170311002004","Block Group 4; Census Tract 1002; Cook County; Illinois","381","146","181","87","200","134",
"1500000US170311002005","Block Group 5; Census Tract 1002; Cook County; Illinois","475","149","322","114","153","106",
"1500000US170311002006","Block Group 6; Census Tract 1002; Cook County; Illinois","389","152","249","116","140","139",
"1500000US170311002007","Block Group 7; Census Tract 1002; Cook County; Illinois","294","92","214","80","80","41",
"1500000US170311003001","Block Group 1; Census Tract 1003; Cook County; Illinois","395","128","386","129","9","20",
"1500000US170311003002","Block Group 2; Census Tract 1003; Cook County; Illinois","589","179","327","153","262","120",
"1500000US170311003003","Block Group 3; Census Tract 1003; Cook County; Illinois","218","89","199","89","19","32",
"1500000US170311003004","Block Group 4; Census Tract 1003; Cook County; Illinois","295","155","195","110","100","109",
"1500000US170311003005","Block Group 5; Census Tract 1003; Cook County; Illinois","432","154","415","156","17","28",
"1500000US170311003006","Block Group 6; Census Tract 1003; Cook County; Illinois","730","173","251","129","479","130",
"1500000US170311004001","Block Group 1; Census Tract 1004; Cook County; Illinois","412","144","412","144","0","12",
"1500000US170311004002","Block Group 2; Census Tract 1004; Cook County; Illinois","387","76","387","76","0","12",
"1500000US170311004003","Block Group 3; Census Tract 1004; Cook County; Illinois","477","85","435","96","42","47",
"1500000US170311005001","Block Group 1; Census Tract 1005; Cook County; Illinois","566","299","551","308","15","24",
"1500000US170311005002","Block Group 2; Census Tract 1005; Cook County; Illinois","301","110","284","111","17","30",
"1500000US170311005003","Block Group 3; Census Tract 1005; Cook County; Illinois","270","97","270","97","0","12",
"1500000US170311005004","Block Group 4; Census Tract 1005; Cook County; Illinois","455","140","455","140","0","12",
"1500000US170311005005","Block Group 5; Census Tract 1005; Cook County; Illinois","765","123","551","145","214","94",
"1500000US170311006001","Block Group 1; Census Tract 1006; Cook County; Illinois","561","162","472","148","89","60",
"1500000US170311006002","Block Group 2; Census Tract 1006; Cook County; Illinois","393","122","278","96","115","65",
"1500000US170311006003","Block Group 3; Census Tract 1006; Cook County; Illinois","352","89","336","86","16","17",
"1500000US170311006004","Block Group 4; Census Tract 1006; Cook County; Illinois","564","123","335","97","229","93",
"1500000US170311007001","Block Group 1; Census Tract 1007; Cook County; Illinois","326","90","297","85","29","34",
"1500000US170311007002","Block Group 2; Census Tract 1007; Cook County; Illinois","346","92","301","92","45","44",
"1500000US170311007003","Block Group 3; Census Tract 1007; Cook County; Illinois","471","161","427","154","44","53",
"1500000US170311007004","Block Group 4; Census Tract 1007; Cook County; Illinois","440","113","440","113","0","12",
"1500000US170311007005","Block Group 5; Census Tract 1007; Cook County; Illinois","302","92","284","93","18","15",
"1500000US170311101001","Block Group 1; Census Tract 1101; Cook County; Illinois","819","373","569","350","250","152",
"1500000US170311101002","Block Group 2; Census Tract 1101; Cook County; Illinois","426","131","301","111","125","67",
"1500000US170311101003","Block Group 3; Census Tract 1101; Cook County; Illinois","151","92","67","51","84","74",
"1500000US170311101004","Block Group 4; Census Tract 1101; Cook County; Illinois","393","124","293","115","100","56",
"1500000US170311101005","Block Group 5; Census Tract 1101; Cook County; Illinois","463","127","261","112","202","96",
"1500000US170311102001","Block Group 1; Census Tract 1102; Cook County; Illinois","692","264","323","116","369","240",
"1500000US170311102002","Block Group 2; Census Tract 1102; Cook County; Illinois","610","196","335","127","275","150",
"1500000US170311103001","Block Group 1; Census Tract 1103; Cook County; Illinois","253","96","198","70","55","64",
"1500000US170311103002","Block Group 2; Census Tract 1103; Cook County; Illinois","302","77","245","73","57","35",
"1500000US170311103003","Block Group 3; Census Tract 1103; Cook County; Illinois","193","52","172","49","21","21",
"1500000US170311103004","Block Group 4; Census Tract 1103; Cook County; Illinois","530","145","451","137","79","74",
"1500000US170311103005","Block Group 5; Census Tract 1103; Cook County; Illinois","496","107","461","103","35","46",
"1500000US170311104001","Block Group 1; Census Tract 1104; Cook County; Illinois","689","126","488","132","201","82",
"1500000US170311104002","Block Group 2; Census Tract 1104; Cook County; Illinois","744","132","537","139","207","94",
"1500000US170311104003","Block Group 3; Census Tract 1104; Cook County; Illinois","492","110","271","83","221","77",
"1500000US170311105011","Block Group 1; Census Tract 1105.01; Cook County; Illinois","241","76","198","66","43","37",
"1500000US170311105012","Block Group 2; Census Tract 1105.01; Cook County; Illinois","863","269","433","127","430","276",
"1500000US170311105013","Block Group 3; Census Tract 1105.01; Cook County; Illinois","216","61","207","61","9","13",
"1500000US170311105014","Block Group 4; Census Tract 1105.01; Cook County; Illinois","619","129","377","81","242","115",
"1500000US170311105021","Block Group 1; Census Tract 1105.02; Cook County; Illinois","799","147","465","123","334","113",
"1500000US170311105022","Block Group 2; Census Tract 1105.02; Cook County; Illinois","750","228","587","221","163","78",
"1500000US170311201001","Block Group 1; Census Tract 1201; Cook County; Illinois","483","99","472","98","11","18",
"1500000US170311201002","Block Group 2; Census Tract 1201; Cook County; Illinois","357","112","343","112","14","12",
"1500000US170311201003","Block Group 3; Census Tract 1201; Cook County; Illinois","235","58","217","57","18","19",
"1500000US170311201004","Block Group 4; Census Tract 1201; Cook County; Illinois","416","89","416","89","0","12",
"1500000US170311202001","Block Group 1; Census Tract 1202; Cook County; Illinois","520","111","441","114","79","62",
"1500000US170311202002","Block Group 2; Census Tract 1202; Cook County; Illinois","262","76","252","75","10","17",
"1500000US170311202003","Block Group 3; Census Tract 1202; Cook County; Illinois","379","82","339","85","40","39",
"1500000US170311202004","Block Group 4; Census Tract 1202; Cook County; Illinois","585","150","473","152","112","71",
"1500000US170311203001","Block Group 1; Census Tract 1203; Cook County; Illinois","307","115","307","115","0","12",
"1500000US170311203002","Block Group 2; Census Tract 1203; Cook County; Illinois","763","248","752","247","11","17",
"1500000US170311203003","Block Group 3; Census Tract 1203; Cook County; Illinois","433","112","414","115","19","29",
"1500000US170311203004","Block Group 4; Census Tract 1203; Cook County; Illinois","336","148","321","145","15","24",
"1500000US170311203005","Block Group 5; Census Tract 1203; Cook County; Illinois","425","150","371","140","54","83",
"1500000US170311203006","Block Group 6; Census Tract 1203; Cook County; Illinois","278","113","268","115","10","17",
"1500000US170311204001","Block Group 1; Census Tract 1204; Cook County; Illinois","349","96","319","94","30","29",
"1500000US170311204002","Block Group 2; Census Tract 1204; Cook County; Illinois","387","122","304","97","83","75",
"1500000US170311204003","Block Group 3; Census Tract 1204; Cook County; Illinois","518","112","445","115","73","55",
"1500000US170311301001","Block Group 1; Census Tract 1301; Cook County; Illinois","377","174","240","75","137","152",
"1500000US170311301002","Block Group 2; Census Tract 1301; Cook County; Illinois","715","150","266","81","449","140",
"1500000US170311301003","Block Group 3; Census Tract 1301; Cook County; Illinois","660","138","540","122","120","65",
"1500000US170311302001","Block Group 1; Census Tract 1302; Cook County; Illinois","711","246","589","250","122","50",
"1500000US170311303001","Block Group 1; Census Tract 1303; Cook County; Illinois","180","69","64","47","116","57",
"1500000US170311303002","Block Group 2; Census Tract 1303; Cook County; Illinois","289","67","200","62","89","49",
"1500000US170311303003","Block Group 3; Census Tract 1303; Cook County; Illinois","575","129","320","88","255","95",
"1500000US170311303004","Block Group 4; Census Tract 1303; Cook County; Illinois","748","146","184","104","564","120",
"1500000US170311401001","Block Group 1; Census Tract 1401; Cook County; Illinois","633","159","178","118","455","141",
"1500000US170311401002","Block Group 2; Census Tract 1401; Cook County; Illinois","562","85","205","81","357","102",
"1500000US170311402001","Block Group 1; Census Tract 1402; Cook County; Illinois","616","148","96","51","520","143",
"1500000US170311402002","Block Group 2; Census Tract 1402; Cook County; Illinois","549","176","168","120","381","114",
"1500000US170311402003","Block Group 3; Census Tract 1402; Cook County; Illinois","788","272","372","226","416","113",
"1500000US170311403011","Block Group 1; Census Tract 1403.01; Cook County; Illinois","402","135","140","54","262","125",
"1500000US170311403012","Block Group 2; Census Tract 1403.01; Cook County; Illinois","503","102","106","50","397","95",
"1500000US170311403021","Block Group 1; Census Tract 1403.02; Cook County; Illinois","411","120","189","95","222","92",
"1500000US170311403022","Block Group 2; Census Tract 1403.02; Cook County; Illinois","324","80","113","43","211","72",
"1500000US170311403023","Block Group 3; Census Tract 1403.02; Cook County; Illinois","588","183","216","116","372","135",
"1500000US170311404001","Block Group 1; Census Tract 1404; Cook County; Illinois","383","122","295","105","88","71",
"1500000US170311404002","Block Group 2; Census Tract 1404; Cook County; Illinois","353","141","332","137","21","34",
"1500000US170311404003","Block Group 3; Census Tract 1404; Cook County; Illinois","431","102","364","114","67","51",
"1500000US170311404004","Block Group 4; Census Tract 1404; Cook County; Illinois","414","184","281","171","133","78",
"1500000US170311404005","Block Group 5; Census Tract 1404; Cook County; Illinois","519","133","393","117","126","99",
"1500000US170311405001","Block Group 1; Census Tract 1405; Cook County; Illinois","316","135","139","98","177","78",
"1500000US170311405002","Block Group 2; Census Tract 1405; Cook County; Illinois","462","170","155","72","307","165",
"1500000US170311405003","Block Group 3; Census Tract 1405; Cook County; Illinois","544","140","271","104","273","110",
"1500000US170311406011","Block Group 1; Census Tract 1406.01; Cook County; Illinois","826","88","361","79","465","83",
"1500000US170311406021","Block Group 1; Census Tract 1406.02; Cook County; Illinois","251","97","81","61","170","82",
"1500000US170311406022","Block Group 2; Census Tract 1406.02; Cook County; Illinois","726","171","279","105","447","152",
"1500000US170311406023","Block Group 3; Census Tract 1406.02; Cook County; Illinois","333","99","72","43","261","98",
"1500000US170311406024","Block Group 4; Census Tract 1406.02; Cook County; Illinois","413","95","69","42","344","93",
"1500000US170311407011","Block Group 1; Census Tract 1407.01; Cook County; Illinois","613","94","254","61","359","90",
"1500000US170311407012","Block Group 2; Census Tract 1407.01; Cook County; Illinois","474","98","181","84","293","78",
"1500000US170311407021","Block Group 1; Census Tract 1407.02; Cook County; Illinois","579","142","192","57","387","144",
"1500000US170311407022","Block Group 2; Census Tract 1407.02; Cook County; Illinois","555","174","210","140","345","114",
"1500000US170311407023","Block Group 3; Census Tract 1407.02; Cook County; Illinois","487","166","134","62","353","168",
"1500000US170311407024","Block Group 4; Census Tract 1407.02; Cook County; Illinois","485","127","181","94","304","100",
"1500000US170311408001","Block Group 1; Census Tract 1408; Cook County; Illinois","205","75","67","48","138","66",
"1500000US170311408002","Block Group 2; Census Tract 1408; Cook County; Illinois","286","103","167","73","119","89",
"1500000US170311408003","Block Group 3; Census Tract 1408; Cook County; Illinois","453","138","246","90","207","116",
"1500000US170311408004","Block Group 4; Census Tract 1408; Cook County; Illinois","417","126","126","66","291","143",
"1500000US170311408005","Block Group 5; Census Tract 1408; Cook County; Illinois","1177","301","457","106","720","300",
"1500000US170311502001","Block Group 1; Census Tract 1502; Cook County; Illinois","372","114","292","107","80","77",
"1500000US170311502002","Block Group 2; Census Tract 1502; Cook County; Illinois","566","180","294","129","272","147",
"1500000US170311502003","Block Group 3; Census Tract 1502; Cook County; Illinois","524","194","73","53","451","190",
"1500000US170311502004","Block Group 4; Census Tract 1502; Cook County; Illinois","817","267","623","266","194","91",
"1500000US170311502005","Block Group 5; Census Tract 1502; Cook County; Illinois","405","135","243","109","162","85",
"1500000US170311503001","Block Group 1; Census Tract 1503; Cook County; Illinois","565","266","346","132","219","212",
"1500000US170311503002","Block Group 2; Census Tract 1503; Cook County; Illinois","452","183","116","73","336","179",
"1500000US170311503003","Block Group 3; Census Tract 1503; Cook County; Illinois","352","192","165","99","187","167",
"1500000US170311503004","Block Group 4; Census Tract 1503; Cook County; Illinois","404","134","368","132","36","40",
"1500000US170311503005","Block Group 5; Census Tract 1503; Cook County; Illinois","265","95","159","90","106","69",
"1500000US170311503006","Block Group 6; Census Tract 1503; Cook County; Illinois","440","169","192","99","248","167",
"1500000US170311503007","Block Group 7; Census Tract 1503; Cook County; Illinois","599","218","309","144","290","193",
"1500000US170311504011","Block Group 1; Census Tract 1504.01; Cook County; Illinois","289","110","207","108","82","39",
"1500000US170311504012","Block Group 2; Census Tract 1504.01; Cook County; Illinois","576","141","307","98","269","121",
"1500000US170311504013","Block Group 3; Census Tract 1504.01; Cook County; Illinois","660","139","324","98","336","132",
"1500000US170311504014","Block Group 4; Census Tract 1504.01; Cook County; Illinois","299","79","224","83","75","53",
"1500000US170311504021","Block Group 1; Census Tract 1504.02; Cook County; Illinois","161","53","126","52","35","22",
"1500000US170311504022","Block Group 2; Census Tract 1504.02; Cook County; Illinois","473","112","226","91","247","94",
"1500000US170311504023","Block Group 3; Census Tract 1504.02; Cook County; Illinois","714","100","477","95","237","84",
"1500000US170311505011","Block Group 1; Census Tract 1505.01; Cook County; Illinois","556","150","333","121","223","109",
"1500000US170311505012","Block Group 2; Census Tract 1505.01; Cook County; Illinois","473","150","413","158","60","59",
"1500000US170311505013","Block Group 3; Census Tract 1505.01; Cook County; Illinois","467","110","426","105","41","34",
"1500000US170311505021","Block Group 1; Census Tract 1505.02; Cook County; Illinois","798","203","645","206","153","81",
"1500000US170311505022","Block Group 2; Census Tract 1505.02; Cook County; Illinois","388","130","174","80","214","116",
"1500000US170311505023","Block Group 3; Census Tract 1505.02; Cook County; Illinois","350","98","246","68","104","70",
"1500000US170311506001","Block Group 1; Census Tract 1506; Cook County; Illinois","499","197","160","67","339","192",
"1500000US170311506002","Block Group 2; Census Tract 1506; Cook County; Illinois","277","89","248","86","29","33",
"1500000US170311506003","Block Group 3; Census Tract 1506; Cook County; Illinois","352","101","345","99","7","11",
"1500000US170311506004","Block Group 4; Census Tract 1506; Cook County; Illinois","304","107","247","94","57","60",
"1500000US170311507001","Block Group 1; Census Tract 1507; Cook County; Illinois","375","107","267","72","108","90",
"1500000US170311507002","Block Group 2; Census Tract 1507; Cook County; Illinois","277","82","244","80","33","38",
"1500000US170311507003","Block Group 3; Census Tract 1507; Cook County; Illinois","358","147","263","78","95","133",
"1500000US170311507004","Block Group 4; Census Tract 1507; Cook County; Illinois","372","131","249","105","123","85",
"1500000US170311508001","Block Group 1; Census Tract 1508; Cook County; Illinois","269","115","200","106","69","53",
"1500000US170311508002","Block Group 2; Census Tract 1508; Cook County; Illinois","376","140","289","124","87","63",
"1500000US170311508003","Block Group 3; Census Tract 1508; Cook County; Illinois","431","131","308","109","123","85",
"1500000US170311508004","Block Group 4; Census Tract 1508; Cook County; Illinois","295","89","221","78","74","53",
"1500000US170311508005","Block Group 5; Census Tract 1508; Cook County; Illinois","247","83","105","42","142","81",
"1500000US170311510011","Block Group 1; Census Tract 1510.01; Cook County; Illinois","595","92","369","89","226","69",
"1500000US170311510012","Block Group 2; Census Tract 1510.01; Cook County; Illinois","291","67","163","63","128","54",
"1500000US170311510021","Block Group 1; Census Tract 1510.02; Cook County; Illinois","424","165","128","67","296","151",
"1500000US170311510022","Block Group 2; Census Tract 1510.02; Cook County; Illinois","377","108","268","91","109","68",
"1500000US170311510023","Block Group 3; Census Tract 1510.02; Cook County; Illinois","580","126","209","94","371","113",
"1500000US170311510024","Block Group 4; Census Tract 1510.02; Cook County; Illinois","191","73","90","39","101","63",
"1500000US170311511001","Block Group 1; Census Tract 1511; Cook County; Illinois","605","178","219","103","386","157",
"1500000US170311511002","Block Group 2; Census Tract 1511; Cook County; Illinois","490","179","249","113","241","157",
"1500000US170311511003","Block Group 3; Census Tract 1511; Cook County; Illinois","330","102","229","78","101","58",
"1500000US170311511004","Block Group 4; Census Tract 1511; Cook County; Illinois","430","121","293","107","137","72",
"1500000US170311512001","Block Group 1; Census Tract 1512; Cook County; Illinois","389","108","313","96","76","58",
"1500000US170311512002","Block Group 2; Census Tract 1512; Cook County; Illinois","512","152","401","146","111","79",
"1500000US170311512003","Block Group 3; Census Tract 1512; Cook County; Illinois","433","130","351","115","82","81",
"1500000US170311601001","Block Group 1; Census Tract 1601; Cook County; Illinois","620","119","406","121","214","77",
"1500000US170311601002","Block Group 2; Census Tract 1601; Cook County; Illinois","404","103","264","92","140","88",
"1500000US170311602001","Block Group 1; Census Tract 1602; Cook County; Illinois","260","105","115","61","145","86",
"1500000US170311602002","Block Group 2; Census Tract 1602; Cook County; Illinois","180","82","138","74","42","43",
"1500000US170311602003","Block Group 3; Census Tract 1602; Cook County; Illinois","217","81","158","64","59","52",
"1500000US170311602004","Block Group 4; Census Tract 1602; Cook County; Illinois","619","133","474","120","145","104",
"1500000US170311603001","Block Group 1; Census Tract 1603; Cook County; Illinois","1031","184","425","124","606","195",
"1500000US170311603002","Block Group 2; Census Tract 1603; Cook County; Illinois","242","97","25","26","217","94",
"1500000US170311603003","Block Group 3; Census Tract 1603; Cook County; Illinois","610","172","378","158","232","77",
"1500000US170311604001","Block Group 1; Census Tract 1604; Cook County; Illinois","943","152","394","100","549","141",
"1500000US170311604002","Block Group 2; Census Tract 1604; Cook County; Illinois","771","192","385","190","386","111",
"1500000US170311604003","Block Group 3; Census Tract 1604; Cook County; Illinois","387","169","209","83","178","155",
"1500000US170311605011","Block Group 1; Census Tract 1605.01; Cook County; Illinois","594","131","249","87","345","104",
"1500000US170311605012","Block Group 2; Census Tract 1605.01; Cook County; Illinois","718","203","301","82","417","188",
"1500000US170311605021","Block Group 1; Census Tract 1605.02; Cook County; Illinois","311","93","198","73","113","78",
"1500000US170311605022","Block Group 2; Census Tract 1605.02; Cook County; Illinois","701","188","342","97","359","174",
"1500000US170311605023","Block Group 3; Census Tract 1605.02; Cook County; Illinois","530","185","289","94","241","163",
"1500000US170311606011","Block Group 1; Census Tract 1606.01; Cook County; Illinois","431","167","204","78","227","159",
"1500000US170311606012","Block Group 2; Census Tract 1606.01; Cook County; Illinois","317","89","201","78","116","59",
"1500000US170311606013","Block Group 3; Census Tract 1606.01; Cook County; Illinois","740","172","417","116","323","158",
"1500000US170311606021","Block Group 1; Census Tract 1606.02; Cook County; Illinois","425","111","210","90","215","83",
"1500000US170311606022","Block Group 2; Census Tract 1606.02; Cook County; Illinois","626","155","345","130","281","112",
"1500000US170311606023","Block Group 3; Census Tract 1606.02; Cook County; Illinois","525","144","350","115","175","87",
"1500000US170311607001","Block Group 1; Census Tract 1607; Cook County; Illinois","354","146","110","56","244","154",
"1500000US170311607002","Block Group 2; Census Tract 1607; Cook County; Illinois","399","199","142","86","257","176",
"1500000US170311607003","Block Group 3; Census Tract 1607; Cook County; Illinois","621","199","317","119","304","172",
"1500000US170311607004","Block Group 4; Census Tract 1607; Cook County; Illinois","653","410","324","378","329","163",
"1500000US170311607005","Block Group 5; Census Tract 1607; Cook County; Illinois","433","132","225","113","208","105",
"1500000US170311608001","Block Group 1; Census Tract 1608; Cook County; Illinois","382","136","25","25","357","135",
"1500000US170311608002","Block Group 2; Census Tract 1608; Cook County; Illinois","290","107","147","90","143","92",
"1500000US170311608003","Block Group 3; Census Tract 1608; Cook County; Illinois","390","205","214","102","176","208",
"1500000US170311608004","Block Group 4; Census Tract 1608; Cook County; Illinois","267","106","117","76","150","78",
"1500000US170311608005","Block Group 5; Census Tract 1608; Cook County; Illinois","534","132","315","79","219","112",
"1500000US170311609001","Block Group 1; Census Tract 1609; Cook County; Illinois","551","96","345","84","206","61",
"1500000US170311609002","Block Group 2; Census Tract 1609; Cook County; Illinois","538","116","346","98","192","96",
"1500000US170311610001","Block Group 1; Census Tract 1610; Cook County; Illinois","349","56","140","48","209","56",
"1500000US170311610002","Block Group 2; Census Tract 1610; Cook County; Illinois","451","103","253","59","198","87",
"1500000US170311611001","Block Group 1; Census Tract 1611; Cook County; Illinois","292","73","231","66","61","39",
"1500000US170311611002","Block Group 2; Census Tract 1611; Cook County; Illinois","466","68","344","56","122","55",
"1500000US170311612001","Block Group 1; Census Tract 1612; Cook County; Illinois","482","146","286","123","196","106",
"1500000US170311612002","Block Group 2; Census Tract 1612; Cook County; Illinois","615","118","370","76","245","104",
"1500000US170311613001","Block Group 1; Census Tract 1613; Cook County; Illinois","248","83","104","50","144","85",
"1500000US170311613002","Block Group 2; Census Tract 1613; Cook County; Illinois","435","119","67","49","368","115",
"1500000US170311613003","Block Group 3; Census Tract 1613; Cook County; Illinois","317","90","135","71","182","100",
"1500000US170311613004","Block Group 4; Census Tract 1613; Cook County; Illinois","557","161","323","128","234","89",
"1500000US170311701001","Block Group 1; Census Tract 1701; Cook County; Illinois","1146","244","901","263","245","111",
"1500000US170311702001","Block Group 1; Census Tract 1702; Cook County; Illinois","317","104","317","104","0","12",
"1500000US170311702002","Block Group 2; Census Tract 1702; Cook County; Illinois","441","104","402","101","39","56",
"1500000US170311702003","Block Group 3; Census Tract 1702; Cook County; Illinois","458","113","340","100","118","85",
"1500000US170311703001","Block Group 1; Census Tract 1703; Cook County; Illinois","260","100","127","55","133","82",
"1500000US170311703002","Block Group 2; Census Tract 1703; Cook County; Illinois","436","181","392","183","44","44",
"1500000US170311703003","Block Group 3; Census Tract 1703; Cook County; Illinois","253","105","174","70","79","78",
"1500000US170311703004","Block Group 4; Census Tract 1703; Cook County; Illinois","332","104","320","105","12","14",
"1500000US170311703005","Block Group 5; Census Tract 1703; Cook County; Illinois","540","153","371","137","169","88",
"1500000US170311704001","Block Group 1; Census Tract 1704; Cook County; Illinois","204","71","149","61","55","52",
"1500000US170311704002","Block Group 2; Census Tract 1704; Cook County; Illinois","387","113","308","109","79","49",
"1500000US170311704003","Block Group 3; Census Tract 1704; Cook County; Illinois","711","283","624","279","87","71",
"1500000US170311704004","Block Group 4; Census Tract 1704; Cook County; Illinois","364","149","364","149","0","12",
"1500000US170311705001","Block Group 1; Census Tract 1705; Cook County; Illinois","542","178","350","139","192","113",
"1500000US170311705002","Block Group 2; Census Tract 1705; Cook County; Illinois","342","146","327","147","15","19",
"1500000US170311705003","Block Group 3; Census Tract 1705; Cook County; Illinois","852","184","602","134","250","160",
"1500000US170311705004","Block Group 4; Census Tract 1705; Cook County; Illinois","330","146","226","86","104","126",
"1500000US170311706001","Block Group 1; Census Tract 1706; Cook County; Illinois","391","90","379","89","12","20",
"1500000US170311706002","Block Group 2; Census Tract 1706; Cook County; Illinois","557","84","478","88","79","36",
"1500000US170311707001","Block Group 1; Census Tract 1707; Cook County; Illinois","253","69","213","59","40","36",
"1500000US170311707002","Block Group 2; Census Tract 1707; Cook County; Illinois","459","138","290","90","169","117",
"1500000US170311707003","Block Group 3; Census Tract 1707; Cook County; Illinois","455","152","394","151","61","44",
"1500000US170311708001","Block Group 1; Census Tract 1708; Cook County; Illinois","356","84","314","78","42","35",
"1500000US170311708002","Block Group 2; Census Tract 1708; Cook County; Illinois","511","141","365","126","146","75",
"1500000US170311708003","Block Group 3; Census Tract 1708; Cook County; Illinois","594","176","479","173","115","64",
"1500000US170311709001","Block Group 1; Census Tract 1709; Cook County; Illinois","652","104","425","93","227","94",
"1500000US170311710001","Block Group 1; Census Tract 1710; Cook County; Illinois","632","372","381","154","251","356",
"1500000US170311710002","Block Group 2; Census Tract 1710; Cook County; Illinois","542","212","492","216","50","81",
"1500000US170311710003","Block Group 3; Census Tract 1710; Cook County; Illinois","364","153","364","153","0","12",
"1500000US170311710004","Block Group 4; Census Tract 1710; Cook County; Illinois","378","185","378","185","0","12",
"1500000US170311710005","Block Group 5; Census Tract 1710; Cook County; Illinois","371","172","249","116","122","143",
"1500000US170311710006","Block Group 6; Census Tract 1710; Cook County; Illinois","464","166","227","101","237","137",
"1500000US170311711001","Block Group 1; Census Tract 1711; Cook County; Illinois","623","168","514","155","109","86",
"1500000US170311711002","Block Group 2; Census Tract 1711; Cook County; Illinois","236","79","236","79","0","12",
"1500000US170311711003","Block Group 3; Census Tract 1711; Cook County; Illinois","446","162","208","76","238","141",
"1500000US170311801001","Block Group 1; Census Tract 1801; Cook County; Illinois","224","100","214","97","10","19",
"1500000US170311801002","Block Group 2; Census Tract 1801; Cook County; Illinois","614","251","330","112","284","223",
"1500000US170311801003","Block Group 3; Census Tract 1801; Cook County; Illinois","291","118","283","117","8","13",
"1500000US170311801004","Block Group 4; Census Tract 1801; Cook County; Illinois","467","208","333","127","134","178",
"1500000US170311801005","Block Group 5; Census Tract 1801; Cook County; Illinois","602","185","287","128","315","144",
"1500000US170311901001","Block Group 1; Census Tract 1901; Cook County; Illinois","808","104","222","86","586","93",
"1500000US170311902001","Block Group 1; Census Tract 1902; Cook County; Illinois","429","130","212","104","217","100",
"1500000US170311902002","Block Group 2; Census Tract 1902; Cook County; Illinois","314","118","110","57","204","100",
"1500000US170311902003","Block Group 3; Census Tract 1902; Cook County; Illinois","502","114","331","110","171","82",
"1500000US170311902004","Block Group 4; Census Tract 1902; Cook County; Illinois","354","125","258","102","96","64",
"1500000US170311903001","Block Group 1; Census Tract 1903; Cook County; Illinois","423","216","193","87","230","199",
"1500000US170311903002","Block Group 2; Census Tract 1903; Cook County; Illinois","497","135","271","117","226","92",
"1500000US170311903003","Block Group 3; Census Tract 1903; Cook County; Illinois","751","156","273","100","478","145",
"1500000US170311903004","Block Group 4; Census Tract 1903; Cook County; Illinois","337","107","281","96","56","42",
"1500000US170311904011","Block Group 1; Census Tract 1904.01; Cook County; Illinois","527","177","418","167","109","60",
"1500000US170311904012","Block Group 2; Census Tract 1904.01; Cook County; Illinois","751","163","585","152","166","85",
"1500000US170311904021","Block Group 1; Census Tract 1904.02; Cook County; Illinois","807","171","378","117","429","152",
"1500000US170311904022","Block Group 2; Census Tract 1904.02; Cook County; Illinois","976","180","474","99","502","177",
"1500000US170311906011","Block Group 1; Census Tract 1906.01; Cook County; Illinois","275","135","223","107","52","80",
"1500000US170311906012","Block Group 2; Census Tract 1906.01; Cook County; Illinois","225","95","139","92","86","84",
"1500000US170311906013","Block Group 3; Census Tract 1906.01; Cook County; Illinois","498","143","329","115","169","103",
"1500000US170311906021","Block Group 1; Census Tract 1906.02; Cook County; Illinois","279","111","175","91","104","78",
"1500000US170311906022","Block Group 2; Census Tract 1906.02; Cook County; Illinois","629","177","555","171","74","83",
"1500000US170311906023","Block Group 3; Census Tract 1906.02; Cook County; Illinois","679","192","313","165","366","145",
"1500000US170311907011","Block Group 1; Census Tract 1907.01; Cook County; Illinois","553","135","307","89","246","113",
"1500000US170311907012","Block Group 2; Census Tract 1907.01; Cook County; Illinois","313","104","89","56","224","91",
"1500000US170311907021","Block Group 1; Census Tract 1907.02; Cook County; Illinois","392","151","181","136","211","95",
"1500000US170311907022","Block Group 2; Census Tract 1907.02; Cook County; Illinois","346","100","168","76","178","93",
"1500000US170311907023","Block Group 3; Census Tract 1907.02; Cook County; Illinois","767","183","347","169","420","122",
"1500000US170311908001","Block Group 1; Census Tract 1908; Cook County; Illinois","469","231","118","69","351","226",
"1500000US170311908002","Block Group 2; Census Tract 1908; Cook County; Illinois","344","127","175","89","169","96",
"1500000US170311908003","Block Group 3; Census Tract 1908; Cook County; Illinois","411","170","233","112","178","123",
"1500000US170311908004","Block Group 4; Census Tract 1908; Cook County; Illinois","361","109","183","70","178","92",
"1500000US170311908005","Block Group 5; Census Tract 1908; Cook County; Illinois","389","154","97","68","292","144",
"1500000US170311909001","Block Group 1; Census Tract 1909; Cook County; Illinois","616","72","283","59","333","71",
"1500000US170311910001","Block Group 1; Census Tract 1910; Cook County; Illinois","377","179","207","62","170","172",
"1500000US170311910002","Block Group 2; Census Tract 1910; Cook County; Illinois","389","108","244","68","145","96",
"1500000US170311911001","Block Group 1; Census Tract 1911; Cook County; Illinois","293","124","123","95","170","107",
"1500000US170311911002","Block Group 2; Census Tract 1911; Cook County; Illinois","278","144","45","49","233","141",
"1500000US170311911003","Block Group 3; Census Tract 1911; Cook County; Illinois","255","226","32","39","223","227",
"1500000US170311911004","Block Group 4; Census Tract 1911; Cook County; Illinois","411","141","214","122","197","116",
