"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","1008","134","156","58","852","128",
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","658","98","112","49","546","95",
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","310","80","85","39","225","70",
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","794","164","335","115","459","154",
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","209","102","107","61","102","96",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","1080","185","233","94","847","190",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","792","165","37","28","755","165",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","640","91","213","78","427","96",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","819","95","442","85","377","83",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","681","105","140","53","541","115",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","419","100","87","42","332","97",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","580","94","136","54","444","96",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","380","97","74","36","306","88",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","854","130","358","71","496","122",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","702","112","406","95","296","108",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","434","88","429","87","5","17",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","558","177","219","90","339","146",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","505","113","505","113","0","11",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","638","237","361","96","277","239",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","885","105","724","109","161","73",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","547","92","332","78","215","80",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","593","107","422","83","171","69",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","351","88","216","76","135","73",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","457","88","226","97","231","77",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","928","129","567","108","361","121",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","343","69","196","66","147","63",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","540","83","361","83","179","65",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","786","99","338","83","448","110",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","877","146","126","83","751","158",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","462","112","188","76","274","107",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","568","130","240","84","328","117",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","228","100","57","55","171","89",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","699","177","434","139","265","144",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","909","202","174","75","735","198",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","371","167","257","129","114","121",
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","425","99","146","66","279","90",
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","247","82","81","47","166","82",
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","419","87","167","57","252","94",
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","330","89","180","63","150","74",
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","347","49","236","45","111","41",
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","284","57","152","40","132","50",
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","881","202","288","125","593","217",
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","722","210","224","138","498","160",
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","509","146","156","80","353","146",
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","231","104","45","44","186","109",
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","667","126","299","92","368","132",
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","231","74","185","67","46","43",
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","461","117","154","77","307","117",
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","803","135","239","105","564","132",
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","439","125","256","104","183","104",
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","613","177","233","108","380","153",
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","833","167","152","100","681","144",
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","438","129","198","94","240","100",
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","833","107","249","66","584","105",
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","304","97","88","39","216","92",
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","734","118","197","93","537","123",
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","867","108","500","97","367","93",
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","749","109","400","93","349","106",
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","402","110","14","24","388","108",
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","291","100","72","42","219","102",
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","597","150","44","35","553","148",
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","657","136","548","138","109","77",
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","609","89","473","73","136","68",
"1500000US170310301022","Block Group 2, Census Tract 301.02, Cook County, Illinois","662","110","12","14","650","112",
"1500000US170310301023","Block Group 3, Census Tract 301.02, Cook County, Illinois","497","102","176","79","321","90",
"1500000US170310301031","Block Group 1, Census Tract 301.03, Cook County, Illinois","301","65","89","46","212","57",
"1500000US170310301032","Block Group 2, Census Tract 301.03, Cook County, Illinois","615","104","140","51","475","100",
"1500000US170310301041","Block Group 1, Census Tract 301.04, Cook County, Illinois","798","98","421","94","377","88",
"1500000US170310301042","Block Group 2, Census Tract 301.04, Cook County, Illinois","274","75","7","10","267","74",
"1500000US170310302001","Block Group 1, Census Tract 302, Cook County, Illinois","791","136","323","101","468","110",
"1500000US170310302002","Block Group 2, Census Tract 302, Cook County, Illinois","631","116","376","108","255","86",
"1500000US170310302003","Block Group 3, Census Tract 302, Cook County, Illinois","380","107","253","81","127","84",
"1500000US170310302004","Block Group 4, Census Tract 302, Cook County, Illinois","703","139","268","99","435","133",
"1500000US170310303001","Block Group 1, Census Tract 303, Cook County, Illinois","716","85","257","61","459","82",
"1500000US170310303002","Block Group 2, Census Tract 303, Cook County, Illinois","766","102","177","65","589","102",
"1500000US170310304001","Block Group 1, Census Tract 304, Cook County, Illinois","837","86","280","56","557","89",
"1500000US170310304002","Block Group 2, Census Tract 304, Cook County, Illinois","470","79","277","55","193","65",
"1500000US170310305001","Block Group 1, Census Tract 305, Cook County, Illinois","574","109","287","96","287","94",
"1500000US170310305002","Block Group 2, Census Tract 305, Cook County, Illinois","911","122","352","94","559","126",
"1500000US170310305003","Block Group 3, Census Tract 305, Cook County, Illinois","671","125","276","98","395","137",
"1500000US170310305004","Block Group 4, Census Tract 305, Cook County, Illinois","762","148","467","133","295","122",
"1500000US170310306011","Block Group 1, Census Tract 306.01, Cook County, Illinois","588","119","73","48","515","110",
"1500000US170310306012","Block Group 2, Census Tract 306.01, Cook County, Illinois","486","105","79","56","407","101",
"1500000US170310306013","Block Group 3, Census Tract 306.01, Cook County, Illinois","902","137","451","113","451","118",
"1500000US170310306031","Block Group 1, Census Tract 306.03, Cook County, Illinois","584","88","54","32","530","86",
"1500000US170310306032","Block Group 2, Census Tract 306.03, Cook County, Illinois","831","105","71","49","760","101",
"1500000US170310306041","Block Group 1, Census Tract 306.04, Cook County, Illinois","863","131","90","45","773","130",
"1500000US170310306042","Block Group 2, Census Tract 306.04, Cook County, Illinois","683","104","439","95","244","80",
"1500000US170310306043","Block Group 3, Census Tract 306.04, Cook County, Illinois","583","98","33","26","550","103",
"1500000US170310307011","Block Group 1, Census Tract 307.01, Cook County, Illinois","901","49","225","43","676","63",
"1500000US170310307021","Block Group 1, Census Tract 307.02, Cook County, Illinois","576","91","287","79","289","90",
"1500000US170310307022","Block Group 2, Census Tract 307.02, Cook County, Illinois","853","110","495","93","358","118",
"1500000US170310307031","Block Group 1, Census Tract 307.03, Cook County, Illinois","551","109","132","52","419","103",
"1500000US170310307032","Block Group 2, Census Tract 307.03, Cook County, Illinois","347","95","0","11","347","95",
"1500000US170310307033","Block Group 3, Census Tract 307.03, Cook County, Illinois","865","116","290","75","575","128",
"1500000US170310307061","Block Group 1, Census Tract 307.06, Cook County, Illinois","1231","155","412","93","819","140",
"1500000US170310307062","Block Group 2, Census Tract 307.06, Cook County, Illinois","777","161","225","101","552","141",
"1500000US170310308001","Block Group 1, Census Tract 308, Cook County, Illinois","496","118","144","63","352","111",
"1500000US170310308002","Block Group 2, Census Tract 308, Cook County, Illinois","505","117","317","112","188","102",
"1500000US170310308003","Block Group 3, Census Tract 308, Cook County, Illinois","492","101","229","68","263","102",
"1500000US170310308004","Block Group 4, Census Tract 308, Cook County, Illinois","456","113","180","91","276","110",
"1500000US170310309001","Block Group 1, Census Tract 309, Cook County, Illinois","197","60","55","29","142","60",
"1500000US170310309002","Block Group 2, Census Tract 309, Cook County, Illinois","480","105","174","69","306","94",
"1500000US170310309003","Block Group 3, Census Tract 309, Cook County, Illinois","440","95","241","73","199","77",
"1500000US170310309004","Block Group 4, Census Tract 309, Cook County, Illinois","278","66","200","57","78","41",
"1500000US170310310001","Block Group 1, Census Tract 310, Cook County, Illinois","484","83","229","56","255","80",
"1500000US170310310002","Block Group 2, Census Tract 310, Cook County, Illinois","680","106","255","80","425","95",
"1500000US170310310003","Block Group 3, Census Tract 310, Cook County, Illinois","841","108","326","80","515","96",
"1500000US170310311001","Block Group 1, Census Tract 311, Cook County, Illinois","825","174","244","72","581","171",
"1500000US170310311002","Block Group 2, Census Tract 311, Cook County, Illinois","579","140","45","43","534","141",
"1500000US170310311003","Block Group 3, Census Tract 311, Cook County, Illinois","909","166","228","94","681","144",
"1500000US170310312001","Block Group 1, Census Tract 312, Cook County, Illinois","559","126","276","104","283","115",
"1500000US170310312002","Block Group 2, Census Tract 312, Cook County, Illinois","553","142","107","90","446","126",
"1500000US170310312003","Block Group 3, Census Tract 312, Cook County, Illinois","836","194","42","41","794","198",
"1500000US170310312004","Block Group 4, Census Tract 312, Cook County, Illinois","788","183","251","117","537","168",
"1500000US170310313001","Block Group 1, Census Tract 313, Cook County, Illinois","535","167","197","90","338","139",
"1500000US170310313002","Block Group 2, Census Tract 313, Cook County, Illinois","923","160","373","122","550","146",
"1500000US170310313003","Block Group 3, Census Tract 313, Cook County, Illinois","353","132","78","83","275","109",
"1500000US170310313004","Block Group 4, Census Tract 313, Cook County, Illinois","1232","201","295","94","937","214",
"1500000US170310313005","Block Group 5, Census Tract 313, Cook County, Illinois","1046","161","432","100","614","160",
"1500000US170310314001","Block Group 1, Census Tract 314, Cook County, Illinois","936","157","584","146","352","128",
"1500000US170310314002","Block Group 2, Census Tract 314, Cook County, Illinois","387","107","242","103","145","60",
"1500000US170310314003","Block Group 3, Census Tract 314, Cook County, Illinois","651","141","269","117","382","124",
"1500000US170310314004","Block Group 4, Census Tract 314, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310314005","Block Group 5, Census Tract 314, Cook County, Illinois","541","114","286","100","255","90",
"1500000US170310314006","Block Group 6, Census Tract 314, Cook County, Illinois","500","91","282","97","218","101",
"1500000US170310315011","Block Group 1, Census Tract 315.01, Cook County, Illinois","475","91","21","23","454","86",
"1500000US170310315012","Block Group 2, Census Tract 315.01, Cook County, Illinois","905","99","268","61","637","96",
"1500000US170310315013","Block Group 3, Census Tract 315.01, Cook County, Illinois","470","80","19","15","451","81",
"1500000US170310315021","Block Group 1, Census Tract 315.02, Cook County, Illinois","700","110","155","84","545","126",
"1500000US170310315022","Block Group 2, Census Tract 315.02, Cook County, Illinois","619","115","101","50","518","117",
"1500000US170310315023","Block Group 3, Census Tract 315.02, Cook County, Illinois","1059","129","42","38","1017","134",
"1500000US170310317001","Block Group 1, Census Tract 317, Cook County, Illinois","1126","162","298","119","828","169",
"1500000US170310317002","Block Group 2, Census Tract 317, Cook County, Illinois","1051","176","341","146","710","188",
"1500000US170310317003","Block Group 3, Census Tract 317, Cook County, Illinois","797","158","295","106","502","139",
"1500000US170310317004","Block Group 4, Census Tract 317, Cook County, Illinois","557","121","347","113","210","95",
"1500000US170310318001","Block Group 1, Census Tract 318, Cook County, Illinois","966","46","424","57","542","58",
"1500000US170310319001","Block Group 1, Census Tract 319, Cook County, Illinois","611","67","174","61","437","71",
"1500000US170310319002","Block Group 2, Census Tract 319, Cook County, Illinois","649","73","275","63","374","87",
"1500000US170310321001","Block Group 1, Census Tract 321, Cook County, Illinois","882","229","334","133","548","187",
"1500000US170310321002","Block Group 2, Census Tract 321, Cook County, Illinois","625","172","109","97","516","168",
"1500000US170310321003","Block Group 3, Census Tract 321, Cook County, Illinois","1059","266","160","111","899","258",
"1500000US170310321004","Block Group 4, Census Tract 321, Cook County, Illinois","852","307","108","110","744","291",
"1500000US170310321005","Block Group 5, Census Tract 321, Cook County, Illinois","432","115","290","95","142","100",
"1500000US170310401001","Block Group 1, Census Tract 401, Cook County, Illinois","538","92","196","60","342","89",
"1500000US170310401002","Block Group 2, Census Tract 401, Cook County, Illinois","709","79","289","55","420","80",
"1500000US170310401003","Block Group 3, Census Tract 401, Cook County, Illinois","356","66","294","61","62","40",
"1500000US170310402011","Block Group 1, Census Tract 402.01, Cook County, Illinois","583","118","292","87","291","111",
"1500000US170310402012","Block Group 2, Census Tract 402.01, Cook County, Illinois","678","139","218","98","460","142",
"1500000US170310402013","Block Group 3, Census Tract 402.01, Cook County, Illinois","702","97","270","95","432","104",
"1500000US170310402014","Block Group 4, Census Tract 402.01, Cook County, Illinois","999","140","362","99","637","144",
"1500000US170310402021","Block Group 1, Census Tract 402.02, Cook County, Illinois","433","147","191","104","242","125",
"1500000US170310402022","Block Group 2, Census Tract 402.02, Cook County, Illinois","1094","208","331","112","763","202",
"1500000US170310402023","Block Group 3, Census Tract 402.02, Cook County, Illinois","590","131","152","90","438","117",
"1500000US170310402024","Block Group 4, Census Tract 402.02, Cook County, Illinois","844","187","255","157","589","190",
"1500000US170310403001","Block Group 1, Census Tract 403, Cook County, Illinois","371","66","316","70","55","50",
"1500000US170310403002","Block Group 2, Census Tract 403, Cook County, Illinois","408","83","202","72","206","85",
"1500000US170310403003","Block Group 3, Census Tract 403, Cook County, Illinois","283","76","199","85","84","43",
"1500000US170310404011","Block Group 1, Census Tract 404.01, Cook County, Illinois","332","82","208","77","124","45",
"1500000US170310404012","Block Group 2, Census Tract 404.01, Cook County, Illinois","265","77","102","44","163","71",
"1500000US170310404013","Block Group 3, Census Tract 404.01, Cook County, Illinois","329","90","233","77","96","65",
"1500000US170310404014","Block Group 4, Census Tract 404.01, Cook County, Illinois","416","91","232","86","184","73",
"1500000US170310404021","Block Group 1, Census Tract 404.02, Cook County, Illinois","258","86","121","50","137","86",
"1500000US170310404022","Block Group 2, Census Tract 404.02, Cook County, Illinois","319","70","88","52","231","76",
"1500000US170310404023","Block Group 3, Census Tract 404.02, Cook County, Illinois","721","131","267","102","454","137",
"1500000US170310404024","Block Group 4, Census Tract 404.02, Cook County, Illinois","326","78","145","59","181","72",
"1500000US170310404025","Block Group 5, Census Tract 404.02, Cook County, Illinois","922","141","318","88","604","144",
"1500000US170310406001","Block Group 1, Census Tract 406, Cook County, Illinois","255","75","103","52","152","64",
"1500000US170310406002","Block Group 2, Census Tract 406, Cook County, Illinois","433","84","130","59","303","77",
"1500000US170310406003","Block Group 3, Census Tract 406, Cook County, Illinois","443","70","167","59","276","69",
"1500000US170310407001","Block Group 1, Census Tract 407, Cook County, Illinois","402","80","152","57","250","73",
"1500000US170310407002","Block Group 2, Census Tract 407, Cook County, Illinois","447","80","180","50","267","89",
"1500000US170310407003","Block Group 3, Census Tract 407, Cook County, Illinois","315","68","170","52","145","64",
"1500000US170310407004","Block Group 4, Census Tract 407, Cook County, Illinois","400","86","108","43","292","93",
"1500000US170310408001","Block Group 1, Census Tract 408, Cook County, Illinois","404","43","133","32","271","46",
"1500000US170310408002","Block Group 2, Census Tract 408, Cook County, Illinois","403","50","202","37","201","47",
"1500000US170310409001","Block Group 1, Census Tract 409, Cook County, Illinois","650","69","181","64","469","76",
"1500000US170310409002","Block Group 2, Census Tract 409, Cook County, Illinois","313","68","190","45","123","59",
"1500000US170310501001","Block Group 1, Census Tract 501, Cook County, Illinois","413","68","163","58","250","63",
"1500000US170310501002","Block Group 2, Census Tract 501, Cook County, Illinois","719","79","306","62","413","94",
"1500000US170310502001","Block Group 1, Census Tract 502, Cook County, Illinois","449","116","356","104","93","60",
"1500000US170310502002","Block Group 2, Census Tract 502, Cook County, Illinois","890","145","511","119","379","124",
"1500000US170310502003","Block Group 3, Census Tract 502, Cook County, Illinois","867","123","525","127","342","109",
"1500000US170310503001","Block Group 1, Census Tract 503, Cook County, Illinois","395","69","147","48","248","72",
"1500000US170310503002","Block Group 2, Census Tract 503, Cook County, Illinois","329","60","158","48","171","69",
"1500000US170310503003","Block Group 3, Census Tract 503, Cook County, Illinois","371","79","166","62","205","78",
"1500000US170310505001","Block Group 1, Census Tract 505, Cook County, Illinois","430","134","381","137","49","47",
"1500000US170310505002","Block Group 2, Census Tract 505, Cook County, Illinois","612","119","267","104","345","119",
"1500000US170310505003","Block Group 3, Census Tract 505, Cook County, Illinois","384","102","199","100","185","84",
"1500000US170310505004","Block Group 4, Census Tract 505, Cook County, Illinois","413","101","276","89","137","92",
"1500000US170310505005","Block Group 5, Census Tract 505, Cook County, Illinois","276","88","109","59","167","84",
"1500000US170310506001","Block Group 1, Census Tract 506, Cook County, Illinois","664","82","317","91","347","81",
"1500000US170310506002","Block Group 2, Census Tract 506, Cook County, Illinois","428","58","275","64","153","58",
"1500000US170310507001","Block Group 1, Census Tract 507, Cook County, Illinois","680","41","477","50","203","49",
"1500000US170310508001","Block Group 1, Census Tract 508, Cook County, Illinois","608","30","259","37","349","44",
"1500000US170310509001","Block Group 1, Census Tract 509, Cook County, Illinois","540","71","240","48","300","58",
"1500000US170310510001","Block Group 1, Census Tract 510, Cook County, Illinois","714","43","408","59","306","54",
"1500000US170310511001","Block Group 1, Census Tract 511, Cook County, Illinois","605","65","353","60","252","51",
"1500000US170310512001","Block Group 1, Census Tract 512, Cook County, Illinois","313","48","120","36","193","44",
"1500000US170310512002","Block Group 2, Census Tract 512, Cook County, Illinois","283","46","106","33","177","49",
"1500000US170310513001","Block Group 1, Census Tract 513, Cook County, Illinois","443","63","304","62","139","55",
"1500000US170310513002","Block Group 2, Census Tract 513, Cook County, Illinois","671","71","559","76","112","45",
"1500000US170310514001","Block Group 1, Census Tract 514, Cook County, Illinois","424","46","269","38","155","41",
"1500000US170310514002","Block Group 2, Census Tract 514, Cook County, Illinois","354","48","226","46","128","41",
"1500000US170310601001","Block Group 1, Census Tract 601, Cook County, Illinois","409","72","201","49","208","73",
"1500000US170310601002","Block Group 2, Census Tract 601, Cook County, Illinois","460","71","145","55","315","79",
"1500000US170310601003","Block Group 3, Census Tract 601, Cook County, Illinois","365","68","213","58","152","59",
"1500000US170310602001","Block Group 1, Census Tract 602, Cook County, Illinois","699","65","157","55","542","77",
"1500000US170310602002","Block Group 2, Census Tract 602, Cook County, Illinois","422","63","130","55","292","68",
"1500000US170310603001","Block Group 1, Census Tract 603, Cook County, Illinois","653","91","332","73","321","102",
"1500000US170310603002","Block Group 2, Census Tract 603, Cook County, Illinois","674","96","301","83","373","101",
"1500000US170310604001","Block Group 1, Census Tract 604, Cook County, Illinois","805","95","292","71","513","100",
"1500000US170310604002","Block Group 2, Census Tract 604, Cook County, Illinois","330","59","190","50","140","45",
"1500000US170310604003","Block Group 3, Census Tract 604, Cook County, Illinois","413","75","252","75","161","63",
"1500000US170310605001","Block Group 1, Census Tract 605, Cook County, Illinois","754","43","176","48","578","51",
"1500000US170310608001","Block Group 1, Census Tract 608, Cook County, Illinois","938","133","434","137","504","117",
"1500000US170310608002","Block Group 2, Census Tract 608, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310608003","Block Group 3, Census Tract 608, Cook County, Illinois","2125","183","1052","196","1073","187",
"1500000US170310609001","Block Group 1, Census Tract 609, Cook County, Illinois","898","224","227","122","671","201",
"1500000US170310609002","Block Group 2, Census Tract 609, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310609003","Block Group 3, Census Tract 609, Cook County, Illinois","831","167","283","118","548","140",
"1500000US170310609004","Block Group 4, Census Tract 609, Cook County, Illinois","2456","275","1242","227","1214","244",
"1500000US170310609005","Block Group 5, Census Tract 609, Cook County, Illinois","495","135","75","71","420","118",
"1500000US170310610001","Block Group 1, Census Tract 610, Cook County, Illinois","1074","62","340","83","734","83",
"1500000US170310611001","Block Group 1, Census Tract 611, Cook County, Illinois","602","58","231","53","371","63",
"1500000US170310612001","Block Group 1, Census Tract 612, Cook County, Illinois","781","70","291","66","490","58",
"1500000US170310615001","Block Group 1, Census Tract 615, Cook County, Illinois","808","53","279","49","529","51",
"1500000US170310618001","Block Group 1, Census Tract 618, Cook County, Illinois","697","43","135","34","562","47",
"1500000US170310619011","Block Group 1, Census Tract 619.01, Cook County, Illinois","469","104","124","74","345","93",
"1500000US170310619012","Block Group 2, Census Tract 619.01, Cook County, Illinois","566","111","233","93","333","86",
"1500000US170310619013","Block Group 3, Census Tract 619.01, Cook County, Illinois","519","94","174","69","345","84",
"1500000US170310619014","Block Group 4, Census Tract 619.01, Cook County, Illinois","640","112","108","70","532","128",
"1500000US170310619021","Block Group 1, Census Tract 619.02, Cook County, Illinois","770","150","293","92","477","151",
"1500000US170310619022","Block Group 2, Census Tract 619.02, Cook County, Illinois","1051","149","253","98","798","155",
"1500000US170310619023","Block Group 3, Census Tract 619.02, Cook County, Illinois","1054","151","265","84","789","151",
"1500000US170310619024","Block Group 4, Census Tract 619.02, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310620001","Block Group 1, Census Tract 620, Cook County, Illinois","1098","83","395","84","703","120",
"1500000US170310620002","Block Group 2, Census Tract 620, Cook County, Illinois","448","77","130","49","318","80",
"1500000US170310621001","Block Group 1, Census Tract 621, Cook County, Illinois","432","67","259","61","173","58",
"1500000US170310621002","Block Group 2, Census Tract 621, Cook County, Illinois","463","78","21","25","442","76",
"1500000US170310621003","Block Group 3, Census Tract 621, Cook County, Illinois","939","122","366","87","573","132",
"1500000US170310622001","Block Group 1, Census Tract 622, Cook County, Illinois","578","109","217","59","361","104",
"1500000US170310622002","Block Group 2, Census Tract 622, Cook County, Illinois","656","89","361","73","295","90",
"1500000US170310623001","Block Group 1, Census Tract 623, Cook County, Illinois","698","39","377","49","321","47",
"1500000US170310624001","Block Group 1, Census Tract 624, Cook County, Illinois","720","48","404","66","316","58",
"1500000US170310625001","Block Group 1, Census Tract 625, Cook County, Illinois","712","51","367","55","345","61",
"1500000US170310626001","Block Group 1, Census Tract 626, Cook County, Illinois","972","48","620","71","352","61",
"1500000US170310627001","Block Group 1, Census Tract 627, Cook County, Illinois","320","61","150","54","170","56",
"1500000US170310627002","Block Group 2, Census Tract 627, Cook County, Illinois","323","62","234","59","89","44",
"1500000US170310627003","Block Group 3, Census Tract 627, Cook County, Illinois","446","72","216","59","230","61",
"1500000US170310628001","Block Group 1, Census Tract 628, Cook County, Illinois","425","66","259","64","166","53",
"1500000US170310628002","Block Group 2, Census Tract 628, Cook County, Illinois","380","64","192","49","188","63",
"1500000US170310628003","Block Group 3, Census Tract 628, Cook County, Illinois","643","86","206","54","437","91",
"1500000US170310629001","Block Group 1, Census Tract 629, Cook County, Illinois","609","90","253","67","356","89",
"1500000US170310629002","Block Group 2, Census Tract 629, Cook County, Illinois","604","83","224","67","380","84",
"1500000US170310629003","Block Group 3, Census Tract 629, Cook County, Illinois","609","70","273","60","336","76",
"1500000US170310630001","Block Group 1, Census Tract 630, Cook County, Illinois","683","82","230","55","453","68",
"1500000US170310630002","Block Group 2, Census Tract 630, Cook County, Illinois","787","95","319","82","468","95",
"1500000US170310630003","Block Group 3, Census Tract 630, Cook County, Illinois","323","63","110","58","213","55",
"1500000US170310631001","Block Group 1, Census Tract 631, Cook County, Illinois","728","62","264","69","464","70",
"1500000US170310631002","Block Group 2, Census Tract 631, Cook County, Illinois","568","82","157","53","411","83",
"1500000US170310632001","Block Group 1, Census Tract 632, Cook County, Illinois","836","216","232","154","604","181",
"1500000US170310632002","Block Group 2, Census Tract 632, Cook County, Illinois","401","82","310","108","91","69",
