"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","884","181","116","72","768","183",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","776","194","59","52","717","192",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","762","94","276","83","486","89",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","802","89","510","84","292","77",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","647","99","175","60","472","108",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","516","100","67","42","449","98",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","514","104","169","61","345","96",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","404","82","92","42","312","86",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","888","119","406","101","482","125",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","595","108","325","90","270","107",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","471","121","471","121","0","11",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","489","143","230","85","259","125",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","572","111","572","111","0","11",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","542","174","385","94","157","136",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","910","110","696","108","214","81",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","514","83","303","56","211","73",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","557","84","432","72","125","58",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","259","78","116","56","143","68",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","358","93","247","77","111","58",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","1143","102","599","102","544","123",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","345","64","169","58","176","65",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","598","78","377","87","221","70",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","780","90","316","92","464","103",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","912","165","188","111","724","167",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","291","94","92","47","199","88",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","478","108","174","83","304","99",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","374","108","95","82","279","100",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","718","153","441","118","277","137",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","844","167","149","94","695","167",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","411","153","190","110","221","113",
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","419","78","140","60","279","85",
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","235","74","113","50","122","67",
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","364","71","171","48","193","68",
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","334","75","147","56","187","67",
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","337","52","233","48","104","38",
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","252","57","125","30","127","54",
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","710","156","333","128","377","142",
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","809","183","222","105","587","194",
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","530","151","167","87","363","142",
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","211","83","105","57","106","82",
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","629","140","224","92","405","142",
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","310","88","171","52","139","86",
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","427","119","140","70","287","107",
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","645","146","149","90","496","136",
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","404","105","273","86","131","99",
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","584","132","281","121","303","121",
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","756","168","165","98","591","162",
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","428","127","150","50","278","127",
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","790","125","202","80","588","116",
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","284","67","92","35","192","64",
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","721","121","254","87","467","118",
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","718","93","428","81","290","72",
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","836","100","445","89","391","104",
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","507","162","38","58","469","148",
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","270","91","76","51","194","91",
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","629","147","45","24","584","149",
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","661","135","572","111","89","85",
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","699","109","546","120","153","79",
"1500000US170310301022","Block Group 2, Census Tract 301.02, Cook County, Illinois","647","114","77","51","570","109",
"1500000US170310301023","Block Group 3, Census Tract 301.02, Cook County, Illinois","465","99","137","58","328","92",
"1500000US170310301031","Block Group 1, Census Tract 301.03, Cook County, Illinois","263","76","43","29","220","73",
"1500000US170310301032","Block Group 2, Census Tract 301.03, Cook County, Illinois","744","118","207","63","537","135",
"1500000US170310301041","Block Group 1, Census Tract 301.04, Cook County, Illinois","825","109","345","76","480","113",
"1500000US170310301042","Block Group 2, Census Tract 301.04, Cook County, Illinois","287","83","0","11","287","83",
"1500000US170310302001","Block Group 1, Census Tract 302, Cook County, Illinois","746","139","333","127","413","116",
"1500000US170310302002","Block Group 2, Census Tract 302, Cook County, Illinois","572","94","353","91","219","81",
"1500000US170310302003","Block Group 3, Census Tract 302, Cook County, Illinois","377","90","284","61","93","79",
"1500000US170310302004","Block Group 4, Census Tract 302, Cook County, Illinois","776","116","258","69","518","109",
"1500000US170310303001","Block Group 1, Census Tract 303, Cook County, Illinois","730","84","238","58","492","82",
"1500000US170310303002","Block Group 2, Census Tract 303, Cook County, Illinois","690","103","196","69","494","91",
"1500000US170310304001","Block Group 1, Census Tract 304, Cook County, Illinois","844","83","257","48","587","79",
"1500000US170310304002","Block Group 2, Census Tract 304, Cook County, Illinois","433","69","220","48","213","66",
"1500000US170310305001","Block Group 1, Census Tract 305, Cook County, Illinois","551","117","318","98","233","104",
"1500000US170310305002","Block Group 2, Census Tract 305, Cook County, Illinois","863","133","314","92","549","137",
"1500000US170310305003","Block Group 3, Census Tract 305, Cook County, Illinois","718","145","177","86","541","150",
"1500000US170310305004","Block Group 4, Census Tract 305, Cook County, Illinois","723","139","383","123","340","117",
"1500000US170310306011","Block Group 1, Census Tract 306.01, Cook County, Illinois","579","121","64","49","515","117",
"1500000US170310306012","Block Group 2, Census Tract 306.01, Cook County, Illinois","436","109","77","58","359","108",
"1500000US170310306013","Block Group 3, Census Tract 306.01, Cook County, Illinois","1006","136","613","131","393","103",
"1500000US170310306031","Block Group 1, Census Tract 306.03, Cook County, Illinois","541","77","69","45","472","75",
"1500000US170310306032","Block Group 2, Census Tract 306.03, Cook County, Illinois","691","106","32","22","659","109",
"1500000US170310306041","Block Group 1, Census Tract 306.04, Cook County, Illinois","712","94","51","23","661","91",
"1500000US170310306042","Block Group 2, Census Tract 306.04, Cook County, Illinois","650","108","345","81","305","107",
"1500000US170310306043","Block Group 3, Census Tract 306.04, Cook County, Illinois","544","115","36","31","508","115",
"1500000US170310307011","Block Group 1, Census Tract 307.01, Cook County, Illinois","915","52","160","44","755","56",
"1500000US170310307021","Block Group 1, Census Tract 307.02, Cook County, Illinois","644","84","300","96","344","99",
"1500000US170310307022","Block Group 2, Census Tract 307.02, Cook County, Illinois","353","65","310","67","43","28",
"1500000US170310307031","Block Group 1, Census Tract 307.03, Cook County, Illinois","561","104","214","51","347","92",
"1500000US170310307032","Block Group 2, Census Tract 307.03, Cook County, Illinois","356","81","8","13","348","81",
"1500000US170310307033","Block Group 3, Census Tract 307.03, Cook County, Illinois","777","115","232","65","545","121",
"1500000US170310307061","Block Group 1, Census Tract 307.06, Cook County, Illinois","1624","183","633","111","991","187",
"1500000US170310307062","Block Group 2, Census Tract 307.06, Cook County, Illinois","827","157","232","104","595","144",
"1500000US170310308001","Block Group 1, Census Tract 308, Cook County, Illinois","435","120","139","77","296","111",
"1500000US170310308002","Block Group 2, Census Tract 308, Cook County, Illinois","470","97","277","78","193","94",
"1500000US170310308003","Block Group 3, Census Tract 308, Cook County, Illinois","535","94","326","102","209","82",
"1500000US170310308004","Block Group 4, Census Tract 308, Cook County, Illinois","520","128","196","97","324","110",
"1500000US170310309001","Block Group 1, Census Tract 309, Cook County, Illinois","242","54","65","47","177","57",
"1500000US170310309002","Block Group 2, Census Tract 309, Cook County, Illinois","556","92","154","48","402","97",
"1500000US170310309003","Block Group 3, Census Tract 309, Cook County, Illinois","422","84","161","53","261","88",
"1500000US170310309004","Block Group 4, Census Tract 309, Cook County, Illinois","251","67","151","56","100","53",
"1500000US170310310001","Block Group 1, Census Tract 310, Cook County, Illinois","490","83","203","59","287","83",
"1500000US170310310002","Block Group 2, Census Tract 310, Cook County, Illinois","680","95","213","63","467","100",
"1500000US170310310003","Block Group 3, Census Tract 310, Cook County, Illinois","753","87","329","73","424","98",
"1500000US170310311001","Block Group 1, Census Tract 311, Cook County, Illinois","1000","176","324","95","676","177",
"1500000US170310311002","Block Group 2, Census Tract 311, Cook County, Illinois","547","138","52","39","495","142",
"1500000US170310311003","Block Group 3, Census Tract 311, Cook County, Illinois","735","142","249","97","486","123",
"1500000US170310312001","Block Group 1, Census Tract 312, Cook County, Illinois","700","177","174","87","526","161",
"1500000US170310312002","Block Group 2, Census Tract 312, Cook County, Illinois","481","128","123","71","358","116",
"1500000US170310312003","Block Group 3, Census Tract 312, Cook County, Illinois","848","209","76","50","772","218",
"1500000US170310312004","Block Group 4, Census Tract 312, Cook County, Illinois","719","156","237","107","482","140",
"1500000US170310313001","Block Group 1, Census Tract 313, Cook County, Illinois","494","141","141","83","353","144",
"1500000US170310313002","Block Group 2, Census Tract 313, Cook County, Illinois","857","155","442","120","415","143",
"1500000US170310313003","Block Group 3, Census Tract 313, Cook County, Illinois","299","113","15","23","284","116",
"1500000US170310313004","Block Group 4, Census Tract 313, Cook County, Illinois","1435","199","203","69","1232","209",
"1500000US170310313005","Block Group 5, Census Tract 313, Cook County, Illinois","996","148","416","94","580","130",
"1500000US170310314001","Block Group 1, Census Tract 314, Cook County, Illinois","1005","168","630","142","375","173",
"1500000US170310314002","Block Group 2, Census Tract 314, Cook County, Illinois","456","108","249","105","207","79",
"1500000US170310314003","Block Group 3, Census Tract 314, Cook County, Illinois","591","138","294","110","297","111",
"1500000US170310314004","Block Group 4, Census Tract 314, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310314005","Block Group 5, Census Tract 314, Cook County, Illinois","522","129","261","107","261","111",
"1500000US170310314006","Block Group 6, Census Tract 314, Cook County, Illinois","491","91","302","96","189","90",
"1500000US170310315011","Block Group 1, Census Tract 315.01, Cook County, Illinois","464","81","26","23","438","78",
"1500000US170310315012","Block Group 2, Census Tract 315.01, Cook County, Illinois","787","96","212","55","575","99",
"1500000US170310315013","Block Group 3, Census Tract 315.01, Cook County, Illinois","493","75","16","13","477","76",
"1500000US170310315021","Block Group 1, Census Tract 315.02, Cook County, Illinois","727","127","149","67","578","131",
"1500000US170310315022","Block Group 2, Census Tract 315.02, Cook County, Illinois","579","106","33","31","546","111",
"1500000US170310315023","Block Group 3, Census Tract 315.02, Cook County, Illinois","889","134","0","11","889","134",
"1500000US170310317001","Block Group 1, Census Tract 317, Cook County, Illinois","1081","145","278","96","803","151",
"1500000US170310317002","Block Group 2, Census Tract 317, Cook County, Illinois","999","136","284","88","715","137",
"1500000US170310317003","Block Group 3, Census Tract 317, Cook County, Illinois","857","140","125","70","732","141",
"1500000US170310317004","Block Group 4, Census Tract 317, Cook County, Illinois","507","106","234","73","273","95",
"1500000US170310318001","Block Group 1, Census Tract 318, Cook County, Illinois","929","52","343","44","586","57",
"1500000US170310319001","Block Group 1, Census Tract 319, Cook County, Illinois","647","79","207","50","440","84",
"1500000US170310319002","Block Group 2, Census Tract 319, Cook County, Illinois","597","77","239","61","358","73",
"1500000US170310321001","Block Group 1, Census Tract 321, Cook County, Illinois","990","254","317","125","673","240",
"1500000US170310321002","Block Group 2, Census Tract 321, Cook County, Illinois","659","212","23","41","636","214",
"1500000US170310321003","Block Group 3, Census Tract 321, Cook County, Illinois","1045","267","254","127","791","271",
"1500000US170310321004","Block Group 4, Census Tract 321, Cook County, Illinois","687","211","45","80","642","193",
"1500000US170310321005","Block Group 5, Census Tract 321, Cook County, Illinois","469","180","251","118","218","180",
"1500000US170310401001","Block Group 1, Census Tract 401, Cook County, Illinois","609","80","231","64","378","90",
"1500000US170310401002","Block Group 2, Census Tract 401, Cook County, Illinois","687","73","251","64","436","87",
"1500000US170310401003","Block Group 3, Census Tract 401, Cook County, Illinois","367","71","281","58","86","53",
"1500000US170310402011","Block Group 1, Census Tract 402.01, Cook County, Illinois","505","105","227","72","278","98",
"1500000US170310402012","Block Group 2, Census Tract 402.01, Cook County, Illinois","798","159","364","121","434","142",
"1500000US170310402013","Block Group 3, Census Tract 402.01, Cook County, Illinois","576","101","221","76","355","96",
"1500000US170310402014","Block Group 4, Census Tract 402.01, Cook County, Illinois","1031","175","316","85","715","170",
"1500000US170310402021","Block Group 1, Census Tract 402.02, Cook County, Illinois","504","121","213","90","291","109",
"1500000US170310402022","Block Group 2, Census Tract 402.02, Cook County, Illinois","1056","166","332","101","724","171",
"1500000US170310402023","Block Group 3, Census Tract 402.02, Cook County, Illinois","592","135","204","103","388","123",
"1500000US170310402024","Block Group 4, Census Tract 402.02, Cook County, Illinois","768","151","246","127","522","155",
"1500000US170310403001","Block Group 1, Census Tract 403, Cook County, Illinois","457","62","388","82","69","42",
"1500000US170310403002","Block Group 2, Census Tract 403, Cook County, Illinois","358","80","231","73","127","71",
"1500000US170310403003","Block Group 3, Census Tract 403, Cook County, Illinois","263","78","181","65","82","55",
"1500000US170310404011","Block Group 1, Census Tract 404.01, Cook County, Illinois","337","67","181","54","156","56",
"1500000US170310404012","Block Group 2, Census Tract 404.01, Cook County, Illinois","236","53","52","31","184","51",
"1500000US170310404013","Block Group 3, Census Tract 404.01, Cook County, Illinois","279","71","194","60","85","53",
"1500000US170310404014","Block Group 4, Census Tract 404.01, Cook County, Illinois","463","94","240","71","223","86",
"1500000US170310404021","Block Group 1, Census Tract 404.02, Cook County, Illinois","285","88","133","80","152","71",
"1500000US170310404022","Block Group 2, Census Tract 404.02, Cook County, Illinois","344","105","54","45","290","105",
"1500000US170310404023","Block Group 3, Census Tract 404.02, Cook County, Illinois","723","168","301","91","422","151",
"1500000US170310404024","Block Group 4, Census Tract 404.02, Cook County, Illinois","306","110","147","77","159","90",
"1500000US170310404025","Block Group 5, Census Tract 404.02, Cook County, Illinois","897","176","241","79","656","164",
"1500000US170310406001","Block Group 1, Census Tract 406, Cook County, Illinois","303","80","83","48","220","81",
"1500000US170310406002","Block Group 2, Census Tract 406, Cook County, Illinois","435","81","171","71","264","67",
"1500000US170310406003","Block Group 3, Census Tract 406, Cook County, Illinois","409","78","159","62","250","65",
"1500000US170310407001","Block Group 1, Census Tract 407, Cook County, Illinois","394","69","180","60","214","72",
"1500000US170310407002","Block Group 2, Census Tract 407, Cook County, Illinois","462","71","176","55","286","62",
"1500000US170310407003","Block Group 3, Census Tract 407, Cook County, Illinois","373","72","199","48","174","74",
"1500000US170310407004","Block Group 4, Census Tract 407, Cook County, Illinois","303","74","90","42","213","74",
"1500000US170310408001","Block Group 1, Census Tract 408, Cook County, Illinois","429","42","133","40","296","45",
"1500000US170310408002","Block Group 2, Census Tract 408, Cook County, Illinois","368","44","195","42","173","43",
"1500000US170310409001","Block Group 1, Census Tract 409, Cook County, Illinois","701","70","170","43","531","72",
"1500000US170310409002","Block Group 2, Census Tract 409, Cook County, Illinois","347","69","154","56","193","69",
"1500000US170310501001","Block Group 1, Census Tract 501, Cook County, Illinois","369","64","201","62","168","56",
"1500000US170310501002","Block Group 2, Census Tract 501, Cook County, Illinois","779","86","303","65","476","88",
"1500000US170310502001","Block Group 1, Census Tract 502, Cook County, Illinois","528","132","284","99","244","104",
"1500000US170310502002","Block Group 2, Census Tract 502, Cook County, Illinois","974","149","410","113","564","166",
"1500000US170310502003","Block Group 3, Census Tract 502, Cook County, Illinois","782","138","506","118","276","86",
"1500000US170310503001","Block Group 1, Census Tract 503, Cook County, Illinois","385","60","107","39","278","62",
"1500000US170310503002","Block Group 2, Census Tract 503, Cook County, Illinois","341","66","165","50","176","64",
"1500000US170310503003","Block Group 3, Census Tract 503, Cook County, Illinois","381","74","144","52","237","77",
"1500000US170310505001","Block Group 1, Census Tract 505, Cook County, Illinois","454","121","355","125","99","45",
"1500000US170310505002","Block Group 2, Census Tract 505, Cook County, Illinois","629","126","264","95","365","116",
"1500000US170310505003","Block Group 3, Census Tract 505, Cook County, Illinois","361","78","104","59","257","99",
"1500000US170310505004","Block Group 4, Census Tract 505, Cook County, Illinois","484","106","313","122","171","99",
"1500000US170310505005","Block Group 5, Census Tract 505, Cook County, Illinois","303","81","93","51","210","88",
"1500000US170310506001","Block Group 1, Census Tract 506, Cook County, Illinois","615","84","342","81","273","78",
"1500000US170310506002","Block Group 2, Census Tract 506, Cook County, Illinois","454","75","250","66","204","74",
"1500000US170310507001","Block Group 1, Census Tract 507, Cook County, Illinois","694","34","428","49","266","47",
"1500000US170310508001","Block Group 1, Census Tract 508, Cook County, Illinois","574","37","262","45","312","54",
"1500000US170310509001","Block Group 1, Census Tract 509, Cook County, Illinois","592","55","250","52","342","64",
"1500000US170310510001","Block Group 1, Census Tract 510, Cook County, Illinois","730","39","386","60","344","54",
"1500000US170310511001","Block Group 1, Census Tract 511, Cook County, Illinois","631","65","319","56","312","68",
"1500000US170310512001","Block Group 1, Census Tract 512, Cook County, Illinois","304","56","106","44","198","44",
"1500000US170310512002","Block Group 2, Census Tract 512, Cook County, Illinois","320","51","147","35","173","48",
"1500000US170310513001","Block Group 1, Census Tract 513, Cook County, Illinois","448","57","247","61","201","71",
"1500000US170310513002","Block Group 2, Census Tract 513, Cook County, Illinois","669","59","483","82","186","76",
"1500000US170310514001","Block Group 1, Census Tract 514, Cook County, Illinois","455","64","249","39","206","58",
"1500000US170310514002","Block Group 2, Census Tract 514, Cook County, Illinois","318","54","185","44","133","40",
"1500000US170310601001","Block Group 1, Census Tract 601, Cook County, Illinois","345","65","193","43","152","55",
"1500000US170310601002","Block Group 2, Census Tract 601, Cook County, Illinois","519","82","255","80","264","78",
"1500000US170310601003","Block Group 3, Census Tract 601, Cook County, Illinois","321","59","135","49","186","52",
"1500000US170310602001","Block Group 1, Census Tract 602, Cook County, Illinois","681","75","180","55","501","80",
"1500000US170310602002","Block Group 2, Census Tract 602, Cook County, Illinois","444","64","161","46","283","70",
"1500000US170310603001","Block Group 1, Census Tract 603, Cook County, Illinois","720","84","424","94","296","88",
"1500000US170310603002","Block Group 2, Census Tract 603, Cook County, Illinois","613","81","284","80","329","97",
"1500000US170310604001","Block Group 1, Census Tract 604, Cook County, Illinois","748","94","273","69","475","112",
"1500000US170310604002","Block Group 2, Census Tract 604, Cook County, Illinois","387","74","237","73","150","53",
"1500000US170310604003","Block Group 3, Census Tract 604, Cook County, Illinois","407","69","236","64","171","62",
"1500000US170310605001","Block Group 1, Census Tract 605, Cook County, Illinois","737","45","161","47","576","51",
"1500000US170310608001","Block Group 1, Census Tract 608, Cook County, Illinois","1066","161","425","117","641","165",
"1500000US170310608002","Block Group 2, Census Tract 608, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310608003","Block Group 3, Census Tract 608, Cook County, Illinois","1918","188","1001","165","917","178",
"1500000US170310609001","Block Group 1, Census Tract 609, Cook County, Illinois","680","170","168","100","512","173",
"1500000US170310609002","Block Group 2, Census Tract 609, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310609003","Block Group 3, Census Tract 609, Cook County, Illinois","923","207","383","165","540","205",
"1500000US170310609004","Block Group 4, Census Tract 609, Cook County, Illinois","2571","266","1088","259","1483","295",
"1500000US170310609005","Block Group 5, Census Tract 609, Cook County, Illinois","408","146","47","53","361","140",
"1500000US170310610001","Block Group 1, Census Tract 610, Cook County, Illinois","886","55","254","55","632","69",
"1500000US170310611001","Block Group 1, Census Tract 611, Cook County, Illinois","658","50","225","46","433","56",
"1500000US170310612001","Block Group 1, Census Tract 612, Cook County, Illinois","846","50","273","56","573","60",
"1500000US170310615001","Block Group 1, Census Tract 615, Cook County, Illinois","773","57","263","42","510","58",
"1500000US170310618001","Block Group 1, Census Tract 618, Cook County, Illinois","722","28","156","45","566","46",
"1500000US170310619011","Block Group 1, Census Tract 619.01, Cook County, Illinois","492","96","168","76","324","102",
"1500000US170310619012","Block Group 2, Census Tract 619.01, Cook County, Illinois","660","123","308","111","352","120",
"1500000US170310619013","Block Group 3, Census Tract 619.01, Cook County, Illinois","615","128","219","87","396","111",
"1500000US170310619014","Block Group 4, Census Tract 619.01, Cook County, Illinois","623","154","81","46","542","159",
"1500000US170310619021","Block Group 1, Census Tract 619.02, Cook County, Illinois","807","142","317","84","490","135",
"1500000US170310619022","Block Group 2, Census Tract 619.02, Cook County, Illinois","1047","143","203","83","844","135",
"1500000US170310619023","Block Group 3, Census Tract 619.02, Cook County, Illinois","920","122","283","76","637","121",
"1500000US170310619024","Block Group 4, Census Tract 619.02, Cook County, Illinois","0","11","0","11","0","11",
"1500000US170310620001","Block Group 1, Census Tract 620, Cook County, Illinois","1095","77","383","85","712","104",
"1500000US170310620002","Block Group 2, Census Tract 620, Cook County, Illinois","449","69","138","44","311","62",
"1500000US170310621001","Block Group 1, Census Tract 621, Cook County, Illinois","433","82","269","78","164","57",
"1500000US170310621002","Block Group 2, Census Tract 621, Cook County, Illinois","492","93","45","27","447","97",
"1500000US170310621003","Block Group 3, Census Tract 621, Cook County, Illinois","871","106","298","77","573","104",
"1500000US170310622001","Block Group 1, Census Tract 622, Cook County, Illinois","572","100","190","63","382","100",
"1500000US170310622002","Block Group 2, Census Tract 622, Cook County, Illinois","731","100","369","76","362","86",
"1500000US170310623001","Block Group 1, Census Tract 623, Cook County, Illinois","697","47","320","48","377","55",
"1500000US170310624001","Block Group 1, Census Tract 624, Cook County, Illinois","703","57","304","53","399","70",
"1500000US170310625001","Block Group 1, Census Tract 625, Cook County, Illinois","716","50","330","57","386","54",
"1500000US170310626001","Block Group 1, Census Tract 626, Cook County, Illinois","937","68","569","68","368","63",
"1500000US170310627001","Block Group 1, Census Tract 627, Cook County, Illinois","361","78","141","54","220","75",
"1500000US170310627002","Block Group 2, Census Tract 627, Cook County, Illinois","313","78","153","74","160","60",
"1500000US170310627003","Block Group 3, Census Tract 627, Cook County, Illinois","481","77","169","51","312","82",
"1500000US170310628001","Block Group 1, Census Tract 628, Cook County, Illinois","468","63","311","67","157","55",
"1500000US170310628002","Block Group 2, Census Tract 628, Cook County, Illinois","459","70","222","68","237","76",
"1500000US170310628003","Block Group 3, Census Tract 628, Cook County, Illinois","564","89","209","57","355","93",
"1500000US170310629001","Block Group 1, Census Tract 629, Cook County, Illinois","687","82","209","59","478","86",
"1500000US170310629002","Block Group 2, Census Tract 629, Cook County, Illinois","559","88","241","68","318","76",
"1500000US170310629003","Block Group 3, Census Tract 629, Cook County, Illinois","637","81","221","61","416","80",
"1500000US170310630001","Block Group 1, Census Tract 630, Cook County, Illinois","621","91","147","45","474","83",
"1500000US170310630002","Block Group 2, Census Tract 630, Cook County, Illinois","718","96","254","79","464","82",
"1500000US170310630003","Block Group 3, Census Tract 630, Cook County, Illinois","340","64","123","58","217","65",
"1500000US170310631001","Block Group 1, Census Tract 631, Cook County, Illinois","747","70","309","73","438","75",
"1500000US170310631002","Block Group 2, Census Tract 631, Cook County, Illinois","548","76","120","40","428","80",
"1500000US170310632001","Block Group 1, Census Tract 632, Cook County, Illinois","860","209","182","145","678","164",
"1500000US170310632002","Block Group 2, Census Tract 632, Cook County, Illinois","458","137","378","141","80","69",
