"GEO_ID","NAME","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","P002049","P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073",
"1500000US170310103002","Block Group 2, Census Tract 103, Cook County, Illinois","2179","456","1723","1666","987","603","6","59","4","7","57","57","23","2","20","0","0","1","4","0","1","0","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310103003","Block Group 3, Census Tract 103, Cook County, Illinois","1650","196","1454","1396","737","509","6","131","10","3","58","51","15","8","11","1","0","1","3","1","5","0","0","0","5","1","0","7","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310103004","Block Group 4, Census Tract 103, Cook County, Illinois","1460","436","1024","998","544","333","1","115","2","3","26","26","8","1","5","1","1","5","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310104001","Block Group 1, Census Tract 104, Cook County, Illinois","1465","133","1332","1280","811","320","3","143","0","3","52","48","5","3","30","0","0","1","3","0","1","5","0","0","0","0","0","4","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310104002","Block Group 2, Census Tract 104, Cook County, Illinois","833","88","745","714","467","151","2","80","3","11","31","24","5","5","7","0","0","1","2","0","3","0","1","0","0","0","0","7","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310104003","Block Group 3, Census Tract 104, Cook County, Illinois","2744","259","2485","2397","1819","236","5","328","1","8","88","83","22","5","32","0","2","2","7","0","1","4","0","0","1","7","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105011","Block Group 1, Census Tract 105.01, Cook County, Illinois","871","75","796","756","446","239","1","67","0","3","40","35","15","8","9","0","1","1","0","0","0","0","0","0","0","1","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105012","Block Group 2, Census Tract 105.01, Cook County, Illinois","1897","218","1679","1627","633","724","9","242","4","15","52","49","12","2","20","0","0","3","7","0","2","0","0","0","0","3","0","3","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105013","Block Group 3, Census Tract 105.01, Cook County, Illinois","1323","213","1110","1069","676","308","4","72","0","9","41","37","10","5","12","0","0","5","4","1","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105021","Block Group 1, Census Tract 105.02, Cook County, Illinois","1334","163","1171","1140","740","303","2","93","0","2","31","30","6","1","19","1","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","1767","177","1590","1534","932","441","8","146","1","6","56","52","12","2","31","1","0","2","4","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","1482","167","1315","1279","834","168","7","269","1","0","36","34","4","5","11","0","2","2","0","0","2","4","0","0","0","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","808","78","730","692","492","133","2","62","1","2","38","29","6","4","11","0","0","2","1","0","0","0","0","0","3","2","0","9","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","1891","276","1615","1565","907","568","4","83","1","2","50","42","17","4","10","0","0","2","2","0","3","0","0","0","0","4","0","7","3","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","852","137","715","690","373","265","1","49","0","2","25","25","7","5","3","0","1","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","1898","284","1614","1560","1132","316","2","108","0","2","54","50","20","2","20","0","1","3","3","0","0","0","0","0","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","1456","456","1000","979","535","344","1","87","0","12","21","18","6","2","4","1","1","1","2","0","0","0","0","0","0","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","1636","693","943","904","536","286","1","75","1","5","39","37","10","7","5","0","0","1","4","3","0","0","0","1","6","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","2228","770","1458","1416","835","447","2","125","1","6","42","36","14","2","10","0","1","3","2","0","1","0","0","0","2","1","0","6","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","1572","705","867","834","392","363","2","75","0","2","33","32","9","1","7","0","1","1","4","0","7","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","1082","672","410","396","193","165","7","22","1","8","14","14","4","1","3","0","0","0","1","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","1611","760","851","819","392","269","1","153","0","4","32","27","6","1","8","0","0","5","2","0","2","0","0","0","0","3","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","878","286","592","571","193","311","3","63","1","0","21","16","8","1","4","0","1","0","0","1","0","1","0","0","0","0","0","5","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","2413","636","1777","1730","721","601","9","390","0","9","47","41","23","1","13","0","2","0","0","1","0","0","0","0","0","1","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","1552","316","1236","1184","403","557","6","211","0","7","52","50","21","2","13","0","1","1","2","0","4","0","0","0","1","5","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","1678","126","1552","1528","1277","75","0","175","0","1","24","22","9","1","10","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","1393","325","1068","1033","605","140","0","284","0","4","35","35","6","0","14","0","0","1","0","3","0","6","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","1678","249","1429","1403","883","90","0","430","0","0","26","25","11","0","12","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","1927","243","1684","1628","837","288","2","500","0","1","56","54","4","3","28","1","2","1","1","3","1","8","0","0","0","2","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","1558","40","1518","1502","1383","17","0","102","0","0","16","16","1","2","5","0","1","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","1350","67","1283","1241","889","49","11","284","0","8","42","42","3","2","24","5","0","0","2","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","1842","182","1660","1640","1520","34","3","82","0","1","20","17","4","0","9","0","2","0","1","0","0","0","0","0","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","1334","305","1029","1008","708","137","5","150","0","8","21","20","3","4","12","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","996","217","779","755","539","84","0","130","0","2","24","24","6","1","12","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","2320","430","1890","1840","1378","230","4","222","0","6","50","47","24","8","13","0","1","0","0","0","0","0","0","0","0","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","781","189","592","573","407","77","1","85","0","3","19","15","8","0","6","0","0","0","0","0","1","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","1480","326","1154","1122","712","268","1","139","0","2","32","30","12","2","9","0","1","3","0","0","1","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","1907","472","1435","1394","721","360","12","298","0","3","41","31","6","1","16","0","0","1","3","1","0","2","0","0","0","1","0","10","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","2512","577","1935","1868","628","580","14","642","0","4","67","65","4","4","11","0","1","3","4","0","4","6","0","0","0","28","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","909","281","628","608","214","180","0","201","0","13","20","20","1","0","13","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","1742","366","1376","1317","475","227","11","604","0","0","59","56","8","0","26","1","0","14","3","0","0","2","0","0","0","2","0","3","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","1051","304","747","712","272","203","3","228","0","6","35","34","6","2","6","0","0","2","0","0","6","1","0","0","0","11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
