"GEO_ID","NAME","B01003_001E","B01003_001M","POPGROUP","POPGROUP_LABEL",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Race/Ethnic Group","Population Groups",
"1400000US17031805301","Census Tract 8053.01; Cook County; Illinois","1933","338","003","White alone or in combination with one or more other races",
"1400000US17031830003","Census Tract 8300.03; Cook County; Illinois","6960","676","005","Black or African American alone or in combination with one or more other races",
"1400000US17031807900","Census Tract 8079; Cook County; Illinois","4117","234","001","Total population",
"1400000US17031843200","Census Tract 8432; Cook County; Illinois","1139","291","003","White alone or in combination with one or more other races",
"1400000US17031242200","Census Tract 2422; Cook County; Illinois","3253","404","003","White alone or in combination with one or more other races",
"1400000US17031630500","Census Tract 6305; Cook County; Illinois","6017","642","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031824601","Census Tract 8246.01; Cook County; Illinois","4889","365","001","Total population",
"1400000US17031843000","Census Tract 8430; Cook County; Illinois","2848","316","001","Total population",
"1400000US17031030701","Census Tract 307.01; Cook County; Illinois","1721","258","001","Total population",
"1400000US17031390300","Census Tract 3903; Cook County; Illinois","2708","276","001","Total population",
"1400000US17031823303","Census Tract 8233.03; Cook County; Illinois","3393","410","003","White alone or in combination with one or more other races",
"1400000US17031827801","Census Tract 8278.01; Cook County; Illinois","4822","532","001","Total population",
"1400000US17031840300","Census Tract 8403; Cook County; Illinois","2144","325","003","White alone or in combination with one or more other races",
"1400000US17031063303","Census Tract 633.03; Cook County; Illinois","1166","145","001","Total population",
"1400000US17031070101","Census Tract 701.01; Cook County; Illinois","3647","957","003","White alone or in combination with one or more other races",
"1400000US17031271300","Census Tract 2713; Cook County; Illinois","1183","186","001","Total population",
"1400000US17031580300","Census Tract 5803; Cook County; Illinois","2047","302","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031815500","Census Tract 8155; Cook County; Illinois","5209","744","003","White alone or in combination with one or more other races",
"1400000US17031814300","Census Tract 8143; Cook County; Illinois","4784","617","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031813000","Census Tract 8130; Cook County; Illinois","3576","293","001","Total population",
"1400000US17031820103","Census Tract 8201.03; Cook County; Illinois","4269","301","001","Total population",
"1400000US17031825600","Census Tract 8256; Cook County; Illinois","809","259","003","White alone or in combination with one or more other races",
"1400000US17031805901","Census Tract 8059.01; Cook County; Illinois","4133","271","001","Total population",
"1400000US17031140500","Census Tract 1405; Cook County; Illinois","2705","429","003","White alone or in combination with one or more other races",
"1400000US17031811800","Census Tract 8118; Cook County; Illinois","5532","400","001","Total population",
"1400000US17031803017","Census Tract 8030.17; Cook County; Illinois","5603","308","001","Total population",
"1400000US17031221000","Census Tract 2210; Cook County; Illinois","2407","328","003","White alone or in combination with one or more other races",
"1400000US17031720700","Census Tract 7207; Cook County; Illinois","3254","333","001","Total population",
"1400000US17031803008","Census Tract 8030.08; Cook County; Illinois","4495","221","001","Total population",
"1400000US17031810302","Census Tract 8103.02; Cook County; Illinois","2096","277","003","White alone or in combination with one or more other races",
"1400000US17031838200","Census Tract 8382; Cook County; Illinois","497","142","005","Black or African American alone or in combination with one or more other races",
"1400000US17031823302","Census Tract 8233.02; Cook County; Illinois","1919","496","005","Black or African American alone or in combination with one or more other races",
"1400000US17031630100","Census Tract 6301, Cook County, Illinois","888","191","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031800200","Census Tract 8002; Cook County; Illinois","6304","149","001","Total population",
"1400000US17031031300","Census Tract 313; Cook County; Illinois","2632","650","005","Black or African American alone or in combination with one or more other races",
"1400000US17031063100","Census Tract 631; Cook County; Illinois","2454","235","001","Total population",
"1400000US17031242900","Census Tract 2429; Cook County; Illinois","1656","160","001","Total population",
"1400000US17031010202","Census Tract 102.02; Cook County; Illinois","1229","241","003","White alone or in combination with one or more other races",
"1400000US17031819000","Census Tract 8190; Cook County; Illinois","4535","260","001","Total population",
"1400000US17031825505","Census Tract 8255.05; Cook County; Illinois","5369","624","001","Total population",
"1400000US17031010702","Census Tract 107.02; Cook County; Illinois","2415","695","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031561100","Census Tract 5611; Cook County; Illinois","2315","262","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031820101","Census Tract 8201.01; Cook County; Illinois","7131","463","001","Total population",
"1400000US17031843300","Census Tract 8433; Cook County; Illinois","892","269","005","Black or African American alone or in combination with one or more other races",
"1400000US17031803015","Census Tract 8030.15; Cook County; Illinois","4087","321","003","White alone or in combination with one or more other races",
"1400000US17031071500","Census Tract 715; Cook County; Illinois","5807","460","001","Total population",
"1400000US17031809700","Census Tract 8097; Cook County; Illinois","1325","469","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031200300","Census Tract 2003; Cook County; Illinois","897","275","003","White alone or in combination with one or more other races",
"1400000US17031241600","Census Tract 2416; Cook County; Illinois","1000","349","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031690500","Census Tract 6905; Cook County; Illinois","774","211","005","Black or African American alone or in combination with one or more other races",
"1400000US17031160700","Census Tract 1607; Cook County; Illinois","2144","695","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031430700","Census Tract 4307; Cook County; Illinois","2548","320","001","Total population",
"1400000US17031814300","Census Tract 8143; Cook County; Illinois","1924","503","003","White alone or in combination with one or more other races",
"1400000US17031081100","Census Tract 811; Cook County; Illinois","3046","346","003","White alone or in combination with one or more other races",
"1400000US17031816100","Census Tract 8161; Cook County; Illinois","6222","409","001","Total population",
"1400000US17031222800","Census Tract 2228; Cook County; Illinois","975","172","003","White alone or in combination with one or more other races",
"1400000US17031671900","Census Tract 6719; Cook County; Illinois","1195","198","001","Total population",
"1400000US17031817900","Census Tract 8179; Cook County; Illinois","4283","366","005","Black or African American alone or in combination with one or more other races",
"1400000US17031081403","Census Tract 814.03; Cook County; Illinois","7443","647","001","Total population",
"1400000US17031140400","Census Tract 1404; Cook County; Illinois","1993","604","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031170800","Census Tract 1708; Cook County; Illinois","897","260","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031820300","Census Tract 8203; Cook County; Illinois","4112","504","003","White alone or in combination with one or more other races",
"1400000US17031031800","Census Tract 318; Cook County; Illinois","1595","153","003","White alone or in combination with one or more other races",
"1400000US17031380100","Census Tract 3801; Cook County; Illinois","1927","292","001","Total population",
"1400000US17031720200","Census Tract 7202; Cook County; Illinois","2547","404","005","Black or African American alone or in combination with one or more other races",
"1400000US17031815600","Census Tract 8156; Cook County; Illinois","5154","122","001","Total population",
"1400000US17031063302","Census Tract 633.02; Cook County; Illinois","3589","293","003","White alone or in combination with one or more other races",
"1400000US17031810502","Census Tract 8105.02; Cook County; Illinois","4583","346","003","White alone or in combination with one or more other races",
"1400000US17031826902","Census Tract 8269.02; Cook County; Illinois","1061","202","005","Black or African American alone or in combination with one or more other races",
"1400000US17031222500","Census Tract 2225; Cook County; Illinois","1492","187","001","Total population",
"1400000US17031680600","Census Tract 6806; Cook County; Illinois","1444","285","001","Total population",
"1400000US17031830202","Census Tract 8302.02; Cook County; Illinois","3649","342","001","Total population",
"1400000US17031151100","Census Tract 1511; Cook County; Illinois","3519","478","003","White alone or in combination with one or more other races",
"1400000US17031062800","Census Tract 628; Cook County; Illinois","3279","215","003","White alone or in combination with one or more other races",
"1400000US17031080202","Census Tract 802.02; Cook County; Illinois","3270","460","003","White alone or in combination with one or more other races",
"1400000US17031280800","Census Tract 2808; Cook County; Illinois","951","173","001","Total population",
"1400000US17031825600","Census Tract 8256; Cook County; Illinois","4593","410","005","Black or African American alone or in combination with one or more other races",
"1400000US17031221500","Census Tract 2215; Cook County; Illinois","1130","288","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031804806","Census Tract 8048.06; Cook County; Illinois","897","241","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031826303","Census Tract 8263.03; Cook County; Illinois","3930","357","005","Black or African American alone or in combination with one or more other races",
"1400000US17031160100","Census Tract 1601; Cook County; Illinois","693","276","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031827801","Census Tract 8278.01; Cook County; Illinois","3189","518","005","Black or African American alone or in combination with one or more other races",
"1400000US17031140400","Census Tract 1404; Cook County; Illinois","4672","744","003","White alone or in combination with one or more other races",
"1400000US17031140702","Census Tract 1407.02; Cook County; Illinois","3989","578","003","White alone or in combination with one or more other races",
"1400000US17031301701","Census Tract 3017.01; Cook County; Illinois","3832","515","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031804715","Census Tract 8047.15; Cook County; Illinois","3272","390","001","Total population",
"1400000US17031611800","Census Tract 6118; Cook County; Illinois","2531","463","001","Total population",
"1400000US17031830006","Census Tract 8300.06; Cook County; Illinois","1250","366","005","Black or African American alone or in combination with one or more other races",
"1400000US17031806300","Census Tract 8063; Cook County; Illinois","4879","390","001","Total population",
"1400000US17031826000","Census Tract 8260; Cook County; Illinois","1032","285","003","White alone or in combination with one or more other races",
"1400000US17031611100","Census Tract 6111, Cook County, Illinois","2324","364","001","Total population",
"1400000US17031080201","Census Tract 802.01; Cook County; Illinois","3297","261","001","Total population",
"1400000US17031310400","Census Tract 3104; Cook County; Illinois","1332","174","001","Total population",
"1400000US17031560700","Census Tract 5607; Cook County; Illinois","3517","423","001","Total population",
"1400000US17031630900","Census Tract 6309; Cook County; Illinois","1545","478","003","White alone or in combination with one or more other races",
"1400000US17031812200","Census Tract 8122; Cook County; Illinois","721","228","005","Black or African American alone or in combination with one or more other races",
"1400000US17031050300","Census Tract 503; Cook County; Illinois","587","214","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031460700","Census Tract 4607, Cook County, Illinois","2572","457","001","Total population",
"1400000US17031071700","Census Tract 717; Cook County; Illinois","1819","172","001","Total population",
"1400000US17031640700","Census Tract 6407; Cook County; Illinois","2001","200","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031813500","Census Tract 8135; Cook County; Illinois","6327","762","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031222600","Census Tract 2226; Cook County; Illinois","1332","185","003","White alone or in combination with one or more other races",
"1400000US17031807400","Census Tract 8074; Cook County; Illinois","7166","486","001","Total population",
"1400000US17031819200","Census Tract 8192; Cook County; Illinois","2951","582","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031820103","Census Tract 8201.03; Cook County; Illinois","3933","315","003","White alone or in combination with one or more other races",
"1400000US17031160700","Census Tract 1607; Cook County; Illinois","6182","836","001","Total population",
"1400000US17031740300","Census Tract 7403; Cook County; Illinois","4515","329","001","Total population",
"1400000US17031171100","Census Tract 1711; Cook County; Illinois","1492","363","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031590700","Census Tract 5907; Cook County; Illinois","3344","348","001","Total population",
"1400000US17031243500","Census Tract 2435; Cook County; Illinois","3040","248","001","Total population",
"1400000US17031161200","Census Tract 1612; Cook County; Illinois","2812","291","001","Total population",
"1400000US17031231100","Census Tract 2311; Cook County; Illinois","1227","210","001","Total population",
"1400000US17031809100","Census Tract 8091; Cook County; Illinois","2840","236","003","White alone or in combination with one or more other races",
"1400000US17031150300","Census Tract 1503; Cook County; Illinois","6093","841","003","White alone or in combination with one or more other races",
"1400000US17031806700","Census Tract 8067; Cook County; Illinois","4213","191","001","Total population",
"1400000US17031828202","Census Tract 8282.02; Cook County; Illinois","4502","412","001","Total population",
"1400000US17031061901","Census Tract 619.01; Cook County; Illinois","3125","472","003","White alone or in combination with one or more other races",
"1400000US17031200100","Census Tract 2001; Cook County; Illinois","2397","573","003","White alone or in combination with one or more other races",
"1400000US17031803010","Census Tract 8030.10; Cook County; Illinois","4841","215","001","Total population",
"1400000US17031252000","Census Tract 2520; Cook County; Illinois","6265","774","001","Total population",
"1400000US17031430101","Census Tract 4301.01; Cook County; Illinois","3959","710","005","Black or African American alone or in combination with one or more other races",
"1400000US17031806801","Census Tract 8068.01; Cook County; Illinois","2875","408","003","White alone or in combination with one or more other races",
"1400000US17031031100","Census Tract 311; Cook County; Illinois","3266","341","003","White alone or in combination with one or more other races",
"1400000US17031620100","Census Tract 6201; Cook County; Illinois","3829","428","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031824503","Census Tract 8245.03; Cook County; Illinois","6359","388","003","White alone or in combination with one or more other races",
"1400000US17031671500","Census Tract 6715; Cook County; Illinois","2739","381","005","Black or African American alone or in combination with one or more other races",
"1400000US17031171100","Census Tract 1711; Cook County; Illinois","4158","405","001","Total population",
"1400000US17031241100","Census Tract 2411; Cook County; Illinois","1463","239","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031020100","Census Tract 201; Cook County; Illinois","3899","433","001","Total population",
"1400000US17031161200","Census Tract 1612; Cook County; Illinois","2222","318","003","White alone or in combination with one or more other races",
"1400000US17031520500","Census Tract 5205; Cook County; Illinois","2986","453","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031650500","Census Tract 6505; Cook County; Illinois","2239","449","003","White alone or in combination with one or more other races",
"1400000US17031835000","Census Tract 8350; Cook County; Illinois","2064","529","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031110300","Census Tract 1103; Cook County; Illinois","1031","315","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031510300","Census Tract 5103; Cook County; Illinois","5988","756","001","Total population",
"1400000US17031843600","Census Tract 8436; Cook County; Illinois","2639","427","001","Total population",
"1400000US17031251900","Census Tract 2519; Cook County; Illinois","5509","683","001","Total population",
"1400000US17031612000","Census Tract 6120; Cook County; Illinois","1528","319","001","Total population",
"1400000US17031834700","Census Tract 8347; Cook County; Illinois","1879","360","005","Black or African American alone or in combination with one or more other races",
"1400000US17031460500","Census Tract 4605; Cook County; Illinois","4768","598","001","Total population",
"1400000US17031670400","Census Tract 6704; Cook County; Illinois","1453","248","005","Black or African American alone or in combination with one or more other races",
"1400000US17031818402","Census Tract 8184.02; Cook County; Illinois","2341","297","003","White alone or in combination with one or more other races",
"1400000US17031824113","Census Tract 8241.13; Cook County; Illinois","6963","522","001","Total population",
"1400000US17031090300","Census Tract 903; Cook County; Illinois","1281","120","003","White alone or in combination with one or more other races",
"1400000US17031827000","Census Tract 8270; Cook County; Illinois","3762","627","005","Black or African American alone or in combination with one or more other races",
"1400000US17031031000","Census Tract 310; Cook County; Illinois","3117","337","003","White alone or in combination with one or more other races",
"1400000US17031826402","Census Tract 8264.02; Cook County; Illinois","4753","407","005","Black or African American alone or in combination with one or more other races",
"1400000US17031808100","Census Tract 8081; Cook County; Illinois","2943","234","003","White alone or in combination with one or more other races",
"1400000US17031814000","Census Tract 8140; Cook County; Illinois","5128","455","001","Total population",
"1400000US17031200100","Census Tract 2001; Cook County; Illinois","5078","488","001","Total population",
"1400000US17031804715","Census Tract 8047.15; Cook County; Illinois","1477","401","003","White alone or in combination with one or more other races",
"1400000US17031690400","Census Tract 6904; Cook County; Illinois","3561","489","005","Black or African American alone or in combination with one or more other races",
"1400000US17031040202","Census Tract 402.02; Cook County; Illinois","4682","645","003","White alone or in combination with one or more other races",
"1400000US17031231200","Census Tract 2312; Cook County; Illinois","3136","587","005","Black or African American alone or in combination with one or more other races",
"1400000US17031828601","Census Tract 8286.01; Cook County; Illinois","609","133","005","Black or African American alone or in combination with one or more other races",
"1400000US17031170500","Census Tract 1705; Cook County; Illinois","1024","199","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031670500","Census Tract 6705; Cook County; Illinois","1072","178","001","Total population",
"1400000US17031220601","Census Tract 2206.01; Cook County; Illinois","974","201","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031829500","Census Tract 8295; Cook County; Illinois","1504","350","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031190100","Census Tract 1901; Cook County; Illinois","1075","224","003","White alone or in combination with one or more other races",
"1400000US17031240700","Census Tract 2407; Cook County; Illinois","539","134","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031805802","Census Tract 8058.02; Cook County; Illinois","4732","293","001","Total population",
"1400000US17031530100","Census Tract 5301; Cook County; Illinois","905","261","003","White alone or in combination with one or more other races",
"1400000US17031100600","Census Tract 1006; Cook County; Illinois","5125","378","001","Total population",
"1400000US17031491100","Census Tract 4911; Cook County; Illinois","4667","461","001","Total population",
"1400000US17031710400","Census Tract 7104; Cook County; Illinois","4825","600","005","Black or African American alone or in combination with one or more other races",
"1400000US17031824115","Census Tract 8241.15; Cook County; Illinois","3694","350","001","Total population",
"1400000US17031221100","Census Tract 2211; Cook County; Illinois","3892","450","003","White alone or in combination with one or more other races",
"1400000US17031390200","Census Tract 3902; Cook County; Illinois","1329","212","005","Black or African American alone or in combination with one or more other races",
"1400000US17031460200","Census Tract 4602; Cook County; Illinois","1074","217","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031806004","Census Tract 8060.04; Cook County; Illinois","7595","587","001","Total population",
"1400000US17031191302","Census Tract 1913.02; Cook County; Illinois","2705","718","003","White alone or in combination with one or more other races",
"1400000US17031809900","Census Tract 8099; Cook County; Illinois","2516","300","003","White alone or in combination with one or more other races",
"1400000US17031830005","Census Tract 8300.05; Cook County; Illinois","4238","125","001","Total population",
"1400000US17031283800","Census Tract 2838; Cook County; Illinois","1340","213","003","White alone or in combination with one or more other races",
"1400000US17031837000","Census Tract 8370; Cook County; Illinois","2244","361","001","Total population",
"1400000US17031809900","Census Tract 8099; Cook County; Illinois","2999","282","001","Total population",
"1400000US17031823901","Census Tract 8239.01; Cook County; Illinois","3376","361","003","White alone or in combination with one or more other races",
"1400000US17031190701","Census Tract 1907.01; Cook County; Illinois","1634","314","003","White alone or in combination with one or more other races",
"1400000US17031760803","Census Tract 7608.03; Cook County; Illinois","6632","519","001","Total population",
"1400000US17031292200","Census Tract 2922; Cook County; Illinois","2989","407","001","Total population",
"1400000US17031770901","Census Tract 7709.01; Cook County; Illinois","5357","339","001","Total population",
"1400000US17031834200","Census Tract 8342; Cook County; Illinois","4375","725","001","Total population",
"1400000US17031840400","Census Tract 8404; Cook County; Illinois","1575","456","003","White alone or in combination with one or more other races",
"1400000US17031842500","Census Tract 8425; Cook County; Illinois","2286","224","001","Total population",
"1400000US17031040600","Census Tract 406; Cook County; Illinois","2518","392","003","White alone or in combination with one or more other races",
"1400000US17031817101","Census Tract 8171.01; Cook County; Illinois","4195","427","005","Black or African American alone or in combination with one or more other races",
"1400000US17031830202","Census Tract 8302.02; Cook County; Illinois","1334","409","003","White alone or in combination with one or more other races",
"1400000US17031160100","Census Tract 1601; Cook County; Illinois","2023","331","003","White alone or in combination with one or more other races",
"1400000US17031390100","Census Tract 3901; Cook County; Illinois","1397","174","005","Black or African American alone or in combination with one or more other races",
"1400000US17031660700","Census Tract 6607; Cook County; Illinois","2398","252","001","Total population",
"1400000US17031843700","Census Tract 8437; Cook County; Illinois","2440","234","001","Total population",
"1400000US17031150600","Census Tract 1506; Cook County; Illinois","4112","576","001","Total population",
"1400000US17031310500","Census Tract 3105; Cook County; Illinois","1560","326","001","Total population",
"1400000US17031828601","Census Tract 8286.01; Cook County; Illinois","3176","273","003","White alone or in combination with one or more other races",
"1400000US17031802607","Census Tract 8026.07; Cook County; Illinois","1285","158","003","White alone or in combination with one or more other races",
"1400000US17031840400","Census Tract 8404; Cook County; Illinois","1555","314","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031400500","Census Tract 4005; Cook County; Illinois","2394","346","005","Black or African American alone or in combination with one or more other races",
"1400000US17031802200","Census Tract 8022; Cook County; Illinois","3965","281","003","White alone or in combination with one or more other races",
"1400000US17031803014","Census Tract 8030.14; Cook County; Illinois","3403","323","001","Total population",
"1400000US17031821002","Census Tract 8210.02; Cook County; Illinois","5007","375","003","White alone or in combination with one or more other races",
"1400000US17031191302","Census Tract 1913.02; Cook County; Illinois","4847","757","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031070103","Census Tract 701.03; Cook County; Illinois","1441","229","003","White alone or in combination with one or more other races",
"1400000US17031814200","Census Tract 8142; Cook County; Illinois","6686","625","001","Total population",
"1400000US17031580700","Census Tract 5807; Cook County; Illinois","5395","628","400","Hispanic or Latino (of any race) (200-299)",
"1400000US17031710500","Census Tract 7105; Cook County; Illinois","3798","437","005","Black or African American alone or in combination with one or more other races",
