"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N",
"1500000US170318035005","Block Group 5, Census Tract 8035, Cook County, Illinois","996","55","941","912","878","2","1","27","0","4","29","28","0","4","14","0","10","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036031","Block Group 1, Census Tract 8036.03, Cook County, Illinois","2028","65","1963","1885","1403","49","3","424","1","5","78","75","5","14","42","0","8","1","5","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036032","Block Group 2, Census Tract 8036.03, Cook County, Illinois","1087","30","1057","1022","915","2","1","97","2","5","35","33","3","3","18","1","8","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036033","Block Group 3, Census Tract 8036.03, Cook County, Illinois","2618","109","2509","2437","1519","12","1","899","0","6","72","71","13","9","33","1","13","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036034","Block Group 4, Census Tract 8036.03, Cook County, Illinois","1091","43","1048","1016","879","4","0","131","0","2","32","32","4","1","20","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036041","Block Group 1, Census Tract 8036.04, Cook County, Illinois","1085","92","993","956","829","30","1","93","1","2","37","35","13","0","10","0","12","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036042","Block Group 2, Census Tract 8036.04, Cook County, Illinois","1156","120","1036","1011","870","27","1","105","5","3","25","25","3","3","15","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036043","Block Group 3, Census Tract 8036.04, Cook County, Illinois","1129","107","1022","988","914","13","1","60","0","0","34","34","3","1","18","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036044","Block Group 4, Census Tract 8036.04, Cook County, Illinois","839","190","649","614","539","20","1","51","0","3","35","34","2","2","21","0","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036051","Block Group 1, Census Tract 8036.05, Cook County, Illinois","1603","127","1476","1421","1191","16","3","209","0","2","55","53","3","12","20","0","14","2","0","0","0","0","0","0","0","2","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036052","Block Group 2, Census Tract 8036.05, Cook County, Illinois","1184","63","1121","1084","1002","4","2","75","0","1","37","37","2","3","20","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036053","Block Group 3, Census Tract 8036.05, Cook County, Illinois","1317","78","1239","1197","1062","14","3","105","0","13","42","41","3","3","15","0","18","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036054","Block Group 4, Census Tract 8036.05, Cook County, Illinois","776","112","664","651","422","12","1","213","0","3","13","13","4","2","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036055","Block Group 5, Census Tract 8036.05, Cook County, Illinois","2122","966","1156","1134","660","152","4","313","0","5","22","22","6","8","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036071","Block Group 1, Census Tract 8036.07, Cook County, Illinois","827","67","760","721","661","16","0","43","1","0","39","38","6","10","8","0","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036072","Block Group 2, Census Tract 8036.07, Cook County, Illinois","886","59","827","792","740","6","0","45","0","1","35","35","10","6","9","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036073","Block Group 3, Census Tract 8036.07, Cook County, Illinois","1972","214","1758","1697","1532","29","1","129","1","5","61","59","10","14","24","0","10","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036074","Block Group 4, Census Tract 8036.07, Cook County, Illinois","1134","124","1010","974","883","6","0","76","2","7","36","36","3","4","20","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036081","Block Group 1, Census Tract 8036.08, Cook County, Illinois","2464","107","2357","2256","2085","30","1","129","2","9","101","98","12","9","31","0","40","0","1","1","4","0","0","0","0","0","0","3","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036082","Block Group 2, Census Tract 8036.08, Cook County, Illinois","2841","625","2216","2121","1597","129","12","371","1","11","95","95","12","8","30","0","34","4","2","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036083","Block Group 3, Census Tract 8036.08, Cook County, Illinois","2239","427","1812","1723","1187","274","2","244","0","16","89","77","22","13","31","0","5","2","2","0","0","0","0","0","2","0","0","11","7","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036111","Block Group 1, Census Tract 8036.11, Cook County, Illinois","770","180","590","582","441","37","5","99","0","0","8","8","1","4","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036112","Block Group 2, Census Tract 8036.11, Cook County, Illinois","1341","836","505","477","324","31","0","110","0","12","28","23","12","4","0","0","0","0","2","0","2","0","0","0","0","3","0","5","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036113","Block Group 3, Census Tract 8036.11, Cook County, Illinois","1396","625","771","741","527","70","0","143","0","1","30","29","3","2","9","0","9","1","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036114","Block Group 4, Census Tract 8036.11, Cook County, Illinois","678","132","546","534","395","36","0","100","0","3","12","12","1","2","5","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036115","Block Group 5, Census Tract 8036.11, Cook County, Illinois","1513","804","709","694","440","125","0","126","0","3","15","15","6","1","3","1","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036121","Block Group 1, Census Tract 8036.12, Cook County, Illinois","2416","1738","678","635","316","246","6","67","0","0","43","41","9","2","8","0","6","0","14","0","0","0","0","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036122","Block Group 2, Census Tract 8036.12, Cook County, Illinois","1415","197","1218","1171","849","85","3","229","0","5","47","41","4","2","12","3","9","3","4","0","1","0","0","0","3","0","0","6","2","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036131","Block Group 1, Census Tract 8036.13, Cook County, Illinois","1984","1545","439","422","258","29","1","130","0","4","17","16","2","6","4","0","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036132","Block Group 2, Census Tract 8036.13, Cook County, Illinois","1450","857","593","557","400","37","3","111","0","6","36","33","6","2","10","0","9","0","3","0","1","0","1","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1500000US170318036141","Block Group 1, Census Tract 8036.14, Cook County, Illinois","1893","1097","796","773","444","126","2","194","0","7","23","23","7","0","10","0","1","0","2","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036142","Block Group 2, Census Tract 8036.14, Cook County, Illinois","2529","1379","1150","1121","784","100","3","211","1","22","29","25","3","5","9","2","2","1","1","0","0","1","0","0","1","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036151","Block Group 1, Census Tract 8036.15, Cook County, Illinois","1856","199","1657","1595","1092","58","0","444","0","1","62","62","7","21","16","0","8","2","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036152","Block Group 2, Census Tract 8036.15, Cook County, Illinois","896","180","716","709","535","75","0","95","0","4","7","6","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036161","Block Group 1, Census Tract 8036.16, Cook County, Illinois","1906","158","1748","1679","1456","21","6","185","0","11","69","67","8","11","24","0","20","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036162","Block Group 2, Census Tract 8036.16, Cook County, Illinois","905","151","754","725","524","17","4","180","0","0","29","29","6","3","7","0","9","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318036163","Block Group 3, Census Tract 8036.16, Cook County, Illinois","1824","363","1461","1422","1066","163","1","190","0","2","39","39","11","5","11","0","5","2","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318037011","Block Group 1, Census Tract 8037.01, Cook County, Illinois","1150","108","1042","998","930","8","0","57","0","3","44","42","3","5","13","0","18","0","2","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318037012","Block Group 2, Census Tract 8037.01, Cook County, Illinois","1557","186","1371","1322","1075","27","1","212","0","7","49","47","8","4","13","0","13","0","8","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318037021","Block Group 1, Census Tract 8037.02, Cook County, Illinois","901","55","846","827","744","6","0","71","0","6","19","19","3","2","6","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318037022","Block Group 2, Census Tract 8037.02, Cook County, Illinois","2170","122","2048","1977","1498","14","0","455","0","10","71","70","15","5","28","3","18","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318037023","Block Group 3, Census Tract 8037.02, Cook County, Illinois","1707","179","1528","1463","1270","16","0","171","0","6","65","62","10","3","30","3","16","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318037024","Block Group 4, Census Tract 8037.02, Cook County, Illinois","1598","193","1405","1361","1127","49","0","177","0","8","44","43","2","11","18","0","11","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318038001","Block Group 1, Census Tract 8038, Cook County, Illinois","1110","168","942","885","839","17","0","24","0","5","57","55","14","11","13","0","13","0","2","0","2","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318038002","Block Group 2, Census Tract 8038, Cook County, Illinois","755","126","629","617","582","0","0","35","0","0","12","12","5","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318038003","Block Group 3, Census Tract 8038, Cook County, Illinois","1704","168","1536","1503","1268","34","0","199","0","2","33","33","6","6","12","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318038004","Block Group 4, Census Tract 8038, Cook County, Illinois","953","69","884","846","804","3","4","33","2","0","38","38","1","2","17","0","16","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318039011","Block Group 1, Census Tract 8039.01, Cook County, Illinois","1888","127","1761","1720","1551","38","0","130","0","1","41","41","5","6","18","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318039012","Block Group 2, Census Tract 8039.01, Cook County, Illinois","2047","349","1698","1644","1292","44","0","295","0","13","54","52","8","4","28","0","8","4","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318039021","Block Group 1, Census Tract 8039.02, Cook County, Illinois","1026","188","838","809","769","4","0","30","0","6","29","26","1","3","10","0","12","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318039022","Block Group 2, Census Tract 8039.02, Cook County, Illinois","1077","215","862","831","772","2","0","56","0","1","31","29","2","8","9","0","9","0","1","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318039023","Block Group 3, Census Tract 8039.02, Cook County, Illinois","1326","312","1014","961","903","9","1","46","1","1","53","50","13","7","15","0","11","0","2","0","2","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318040001","Block Group 1, Census Tract 8040, Cook County, Illinois","2056","486","1570","1512","1386","17","0","101","0","8","58","57","2","10","14","0","29","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318040002","Block Group 2, Census Tract 8040, Cook County, Illinois","2707","519","2188","2092","1823","28","0","230","0","11","96","95","20","27","27","0","19","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041021","Block Group 1, Census Tract 8041.02, Cook County, Illinois","2347","97","2250","2180","1761","19","0","394","0","6","70","69","2","10","45","0","12","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041022","Block Group 2, Census Tract 8041.02, Cook County, Illinois","2358","78","2280","2204","1853","29","4","310","0","8","76","76","8","15","32","0","18","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041023","Block Group 3, Census Tract 8041.02, Cook County, Illinois","2602","95","2507","2450","1735","25","2","683","0","5","57","57","4","8","25","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041041","Block Group 1, Census Tract 8041.04, Cook County, Illinois","1702","57","1645","1607","1104","23","1","472","0","7","38","37","0","10","23","0","2","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041042","Block Group 2, Census Tract 8041.04, Cook County, Illinois","1977","130","1847","1786","939","53","2","787","0","5","61","58","8","9","22","0","13","0","0","1","4","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041043","Block Group 3, Census Tract 8041.04, Cook County, Illinois","1270","67","1203","1152","756","22","1","373","0","0","51","51","4","5","27","0","13","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041051","Block Group 1, Census Tract 8041.05, Cook County, Illinois","1556","72","1484","1414","1134","19","0","257","0","4","70","67","3","8","37","1","16","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041052","Block Group 2, Census Tract 8041.05, Cook County, Illinois","1510","90","1420","1377","1148","18","0","205","0","6","43","42","7","1","17","0","16","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041053","Block Group 3, Census Tract 8041.05, Cook County, Illinois","1102","49","1053","1027","801","18","1","207","0","0","26","25","6","4","8","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041061","Block Group 1, Census Tract 8041.06, Cook County, Illinois","1980","52","1928","1886","1126","7","0","752","0","1","42","39","3","2","19","0","8","1","2","0","2","0","0","0","0","2","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041062","Block Group 2, Census Tract 8041.06, Cook County, Illinois","1789","180","1609","1551","1188","23","0","335","0","5","58","56","9","4","19","1","22","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041063","Block Group 3, Census Tract 8041.06, Cook County, Illinois","1590","52","1538","1486","823","14","0","647","0","2","52","51","2","2","36","0","8","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041064","Block Group 4, Census Tract 8041.06, Cook County, Illinois","1905","81","1824","1753","1226","29","0","497","0","1","71","68","5","1","33","1","27","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041081","Block Group 1, Census Tract 8041.08, Cook County, Illinois","2472","330","2142","2065","1240","239","0","573","0","13","77","73","25","4","24","0","11","0","1","0","5","0","0","0","0","3","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041082","Block Group 2, Census Tract 8041.08, Cook County, Illinois","2326","230","2096","2059","429","224","2","1373","0","31","37","36","9","0","9","0","11","0","0","0","4","0","0","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041091","Block Group 1, Census Tract 8041.09, Cook County, Illinois","1233","58","1175","1122","975","8","0","139","0","0","53","52","6","3","26","0","12","2","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318041092","Block Group 2, Census Tract 8041.09, Cook County, Illinois","1845","145","1700","1629","1310","44","0","274","0","1","71","68","12","8","28","0","17","1","0","0","0","0","0","0","0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318042021","Block Group 1, Census Tract 8042.02, Cook County, Illinois","1564","136","1428","1378","1205","17","1","153","0","2","50","48","14","4","20","0","9","0","0","0","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
