"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"1500000US170316703002","Block Group 2, Census Tract 6703, Cook County, Illinois","317","61","21","26","30","35","44","40","83","43","7","10","33","38","0","11","12","20","21","26","12","14","0","11","45","37","0","11","9","15","0","11","0","11",
"1500000US170316704001","Block Group 1, Census Tract 6704, Cook County, Illinois","528","58","71","48","53","30","68","40","34","25","71","45","0","11","20","22","13","15","35","36","39","35","71","39","9","10","21","24","0","11","12","18","11","12",
"1500000US170316705001","Block Group 1, Census Tract 6705, Cook County, Illinois","350","39","48","23","36","26","39","26","60","32","30","19","20","18","4","5","11","15","6","8","24","21","35","27","25","17","12","19","0","11","0","11","0","11",
"1500000US170316706001","Block Group 1, Census Tract 6706, Cook County, Illinois","197","52","4","8","32","31","33","32","19","20","9","16","15","23","5","8","16","15","12","19","12","14","0","11","25","18","0","11","0","11","15","23","0","11",
"1500000US170316706002","Block Group 2, Census Tract 6706, Cook County, Illinois","139","48","12","14","19","29","13","20","36","35","0","11","0","11","0","11","6","9","8","12","0","11","0","11","0","11","16","24","16","23","6","8","7","10",
"1500000US170316707001","Block Group 1, Census Tract 6707, Cook County, Illinois","195","54","0","11","17","20","36","38","60","48","1","5","18","20","0","11","14","21","0","11","6","11","31","30","12","19","0","11","0","11","0","11","0","11",
"1500000US170316707002","Block Group 2, Census Tract 6707, Cook County, Illinois","174","64","0","11","33","28","1","4","12","13","27","27","22","26","35","43","16","28","0","11","0","11","20","32","8","12","0","11","0","11","0","11","0","11",
"1500000US170316708001","Block Group 1, Census Tract 6708, Cook County, Illinois","145","47","30","29","6","9","18","20","10","14","6","10","5","9","13","21","0","11","0","11","18","22","17","19","11","13","11","11","0","11","0","11","0","11",
"1500000US170316708002","Block Group 2, Census Tract 6708, Cook County, Illinois","375","74","33","32","6","10","69","39","93","49","58","40","5","7","28","32","18","20","0","11","13","22","13","19","5","9","18","22","0","11","16","24","0","11",
"1500000US170316709001","Block Group 1, Census Tract 6709, Cook County, Illinois","177","74","21","33","0","11","6","8","0","11","23","29","12","21","19","30","19","32","0","11","22","35","14","16","7","11","18","24","0","11","0","11","16","18",
"1500000US170316709002","Block Group 2, Census Tract 6709, Cook County, Illinois","294","71","39","38","48","39","17","28","28","32","28","34","21","33","31","44","33","38","0","11","5","9","0","11","6","9","32","33","0","11","0","11","6","10",
