"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"1500000US170311608001","Block Group 1, Census Tract 1608, Cook County, Illinois","407","110","0","11","0","11","0","11","37","31","54","60","0","11","0","11","0","11","0","11","130","73","64","60","48","44","19","21","35","46","10","15","10","18",
"1500000US170311608002","Block Group 2, Census Tract 1608, Cook County, Illinois","316","93","8","11","0","11","10","15","40","50","0","11","20","22","40","50","0","11","30","48","40","30","32","25","46","60","0","11","0","11","17","19","33","27",
"1500000US170311608003","Block Group 3, Census Tract 1608, Cook County, Illinois","262","84","0","11","0","11","20","22","0","11","25","39","10","15","0","11","29","47","0","11","39","39","38","28","18","21","15","18","29","25","17","19","22","20",
"1500000US170311608004","Block Group 4, Census Tract 1608, Cook County, Illinois","335","105","18","20","17","19","58","65","0","11","32","51","0","11","11","16","0","11","0","11","44","47","0","11","73","57","63","64","9","13","0","11","10","15",
"1500000US170311608005","Block Group 5, Census Tract 1608, Cook County, Illinois","506","133","0","11","29","48","0","11","0","11","28","26","26","42","39","49","0","11","33","53","18","21","95","73","92","79","53","40","37","29","47","53","9","15",
"1500000US170311609001","Block Group 1, Census Tract 1609, Cook County, Illinois","563","82","0","11","0","11","0","11","27","32","12","19","49","53","66","64","9","14","0","11","23","23","54","40","65","46","120","72","43","33","34","23","61","37",
"1500000US170311609002","Block Group 2, Census Tract 1609, Cook County, Illinois","472","82","8","12","20","21","8","12","38","32","41","27","20","20","0","11","18","20","0","11","46","39","18","21","48","35","81","65","38","31","25","23","63","35",
"1500000US170311610001","Block Group 1, Census Tract 1610, Cook County, Illinois","394","61","17","16","12","20","8","12","5","8","36","27","12","12","6","8","34","28","0","11","5","8","25","24","85","46","37","29","5","8","33","27","74","34",
"1500000US170311610002","Block Group 2, Census Tract 1610, Cook County, Illinois","419","52","21","28","0","11","6","8","15","14","13","14","0","11","14","21","13","21","22","15","25","17","18","16","72","30","25","17","30","25","57","36","88","38",
"1500000US170311611001","Block Group 1, Census Tract 1611, Cook County, Illinois","412","64","0","11","0","11","18","28","6","8","0","11","3","6","15","18","5","7","17","15","44","52","20","18","51","37","45","22","6","7","66","33","116","42",
"1500000US170311611002","Block Group 2, Census Tract 1611, Cook County, Illinois","343","47","4","6","0","11","0","11","3","5","0","11","6","9","0","11","11","12","11","9","8","12","11","11","34","20","37","21","35","24","78","35","105","33",
"1500000US170311612001","Block Group 1, Census Tract 1612, Cook County, Illinois","392","61","24","23","18","20","3","7","10","13","21","22","32","28","0","11","17","19","36","30","54","34","24","23","52","32","24","25","28","18","31","27","18","20",
"1500000US170311612002","Block Group 2, Census Tract 1612, Cook County, Illinois","594","59","5","7","5","7","21","20","38","32","31","25","12","13","20","21","8","13","22","21","43","29","97","46","69","32","38","26","42","28","76","38","67","31",
"1500000US170311613001","Block Group 1, Census Tract 1613, Cook County, Illinois","199","63","0","11","0","11","1","9","0","11","7","12","12","19","0","11","19","21","0","11","21","24","42","42","45","45","20","22","23","27","9","15","0","11",
"1500000US170311613002","Block Group 2, Census Tract 1613, Cook County, Illinois","568","114","37","35","7","11","41","51","0","11","68","52","30","27","28","38","8","12","53","49","128","73","44","46","42","30","25","29","40","43","17","19","0","11",
"1500000US170311613003","Block Group 3, Census Tract 1613, Cook County, Illinois","225","70","9","15","0","11","10","16","53","52","14","22","0","11","12","19","11","18","0","11","40","39","9","14","12","15","20","22","12","19","23","25","0","11",
"1500000US170311613004","Block Group 4, Census Tract 1613, Cook County, Illinois","491","79","38","38","15","24","6","9","7","10","72","66","54","34","9","14","55","46","15","18","0","11","36","32","41","32","58","46","24","24","40","32","21","19",
"1500000US170311701001","Block Group 1, Census Tract 1701, Cook County, Illinois","1069","52","85","45","141","84","63","45","31","30","40","36","59","40","21","17","46","35","26","24","73","41","99","51","196","87","44","30","65","44","57","40","23","26",
"1500000US170311702001","Block Group 1, Census Tract 1702, Cook County, Illinois","323","68","0","11","12","18","12","19","13","21","0","11","0","11","0","11","52","45","11","17","21","35","12","19","37","36","55","40","29","26","30","30","39","34",
"1500000US170311702002","Block Group 2, Census Tract 1702, Cook County, Illinois","515","95","0","11","0","11","0","11","0","11","79","75","11","18","13","21","0","11","13","20","62","54","160","94","62","48","18","20","43","33","32","33","22","25",
"1500000US170311702003","Block Group 3, Census Tract 1702, Cook County, Illinois","375","110","0","11","0","11","0","11","10","16","0","11","11","17","39","31","78","91","11","17","0","11","57","37","26","31","24","23","67","65","45","35","7","11",
"1500000US170311703001","Block Group 1, Census Tract 1703, Cook County, Illinois","243","87","9","13","0","11","19","20","9","14","10","16","10","14","16","25","12","17","28","46","5","13","9","14","16","19","35","48","14","14","10","16","41","52",
"1500000US170311703002","Block Group 2, Census Tract 1703, Cook County, Illinois","376","101","17","19","26","43","0","11","9","13","73","70","9","15","28","28","0","11","0","11","12","14","21","31","69","56","73","54","24","37","15","17","0","11",
"1500000US170311703003","Block Group 3, Census Tract 1703, Cook County, Illinois","228","65","0","11","6","11","0","11","21","19","0","11","5","8","0","11","9","14","12","15","26","23","13","17","39","36","0","11","15","17","67","42","15","23",
"1500000US170311703004","Block Group 4, Census Tract 1703, Cook County, Illinois","290","81","10","15","4","8","36","38","9","15","0","11","0","11","11","17","0","11","35","32","10","16","37","47","40","32","52","46","21","31","0","11","25","26",
"1500000US170311703005","Block Group 5, Census Tract 1703, Cook County, Illinois","632","114","51","44","0","11","28","31","61","68","8","12","9","15","75","75","42","48","10","14","39","30","8","13","74","50","107","66","77","69","34","29","9","14",
"1500000US170311704001","Block Group 1, Census Tract 1704, Cook County, Illinois","340","86","8","13","16","28","21","33","17","19","20","23","10","16","0","11","69","58","0","11","22","25","28","26","44","46","22","39","30","42","33","38","0","11",
"1500000US170311704002","Block Group 2, Census Tract 1704, Cook County, Illinois","429","98","8","14","24","39","38","47","0","11","8","14","45","46","6","11","52","57","0","11","27","28","20","19","99","57","73","45","0","11","29","38","0","11",
"1500000US170311704003","Block Group 3, Census Tract 1704, Cook County, Illinois","464","97","33","43","17","18","34","43","8","13","20","21","0","11","19","27","7","12","40","42","0","11","49","62","90","57","86","56","20","23","21","25","20","24",
"1500000US170311704004","Block Group 4, Census Tract 1704, Cook County, Illinois","311","65","26","28","8","13","0","11","29","39","0","11","8","13","16","19","0","11","0","11","47","42","13","20","40","39","41","32","19","24","47","42","17","19",
"1500000US170311705001","Block Group 1, Census Tract 1705, Cook County, Illinois","482","92","0","11","28","25","40","40","33","51","33","52","9","14","6","10","10","15","13","20","37","29","42","33","95","62","32","32","55","52","49","45","0","11",
"1500000US170311705002","Block Group 2, Census Tract 1705, Cook County, Illinois","263","80","0","11","0","11","9","15","0","11","0","11","0","11","0","11","23","38","0","11","0","11","26","29","47","49","93","52","27","29","29","28","9","14",
"1500000US170311705003","Block Group 3, Census Tract 1705, Cook County, Illinois","712","95","50","55","0","11","8","13","38","49","10","15","20","21","27","26","10","16","9","13","0","11","15","17","124","70","220","101","8","12","68","48","105","60",
"1500000US170311705004","Block Group 4, Census Tract 1705, Cook County, Illinois","545","120","10","16","32","51","20","24","19","20","0","11","0","11","10","15","9","15","8","14","62","68","81","67","127","87","24","28","57","65","41","39","45","52",
"1500000US170311706001","Block Group 1, Census Tract 1706, Cook County, Illinois","377","47","18","15","4","6","30","30","29","22","4","7","5","7","10","12","21","21","15","17","8","12","28","24","61","38","39","25","38","23","24","22","43","27",
"1500000US170311706002","Block Group 2, Census Tract 1706, Cook County, Illinois","590","52","38","20","26","24","5","7","19","16","22","27","9","10","18","24","30","28","46","29","72","46","46","21","100","49","60","35","38","24","49","25","12","15",
"1500000US170311707001","Block Group 1, Census Tract 1707, Cook County, Illinois","378","108","29","37","0","11","0","11","41","50","0","11","6","10","0","11","19","24","28","37","48","50","34","38","73","60","26","28","12","19","45","36","17","21",
"1500000US170311707002","Block Group 2, Census Tract 1707, Cook County, Illinois","361","79","22","18","6","10","0","11","77","45","0","11","26","43","13","12","0","11","7","10","17","19","61","54","54","38","24","36","25","35","29","24","0","11",
"1500000US170311707003","Block Group 3, Census Tract 1707, Cook County, Illinois","393","85","30","27","58","64","56","58","13","22","0","11","0","11","0","11","3","7","0","11","36","32","70","55","54","42","21","25","23","26","29","29","0","11",
"1500000US170311708001","Block Group 1, Census Tract 1708, Cook County, Illinois","392","77","7","10","0","11","68","58","32","29","5","10","8","12","16","17","0","11","21","24","19","21","7","11","66","46","46","43","16","21","48","32","33","26",
"1500000US170311708002","Block Group 2, Census Tract 1708, Cook County, Illinois","514","95","21","35","23","19","16","17","0","11","0","11","14","12","9","15","25","23","7","15","135","89","21","20","88","55","44","39","59","62","32","32","20","22",
"1500000US170311708003","Block Group 3, Census Tract 1708, Cook County, Illinois","512","94","17","18","37","41","46","43","23","21","25","29","0","11","57","51","0","11","28","33","40","40","58","53","79","48","32","26","29","29","21","17","20","22",
"1500000US170311709001","Block Group 1, Census Tract 1709, Cook County, Illinois","651","41","53","40","7","10","23","27","20","17","39","23","43","37","20","17","26","23","7","8","61","48","50","30","119","45","91","50","38","23","49","32","5","8",
"1500000US170311710001","Block Group 1, Census Tract 1710, Cook County, Illinois","516","143","0","11","27","32","50","31","42","47","0","11","55","53","0","11","59","56","0","11","0","11","41","50","69","90","50","53","44","37","60","72","19","30",
"1500000US170311710002","Block Group 2, Census Tract 1710, Cook County, Illinois","284","82","46","42","0","11","15","24","34","39","26","40","0","11","23","37","0","11","0","11","34","40","17","27","0","11","0","11","53","47","16","27","20","28",
"1500000US170311710003","Block Group 3, Census Tract 1710, Cook County, Illinois","373","131","0","11","0","11","0","11","0","11","65","103","15","25","0","11","0","11","0","11","19","30","19","31","81","50","95","82","49","45","14","22","16","28",
"1500000US170311710004","Block Group 4, Census Tract 1710, Cook County, Illinois","438","118","0","11","0","11","23","36","0","11","19","30","19","31","0","11","11","17","15","24","96","81","46","42","71","57","49","46","63","63","0","11","26","39",
"1500000US170311710005","Block Group 5, Census Tract 1710, Cook County, Illinois","405","99","0","11","0","11","34","30","0","11","0","11","0","11","10","18","24","38","34","42","33","39","61","60","38","46","64","55","41","46","35","40","31","35",
"1500000US170311710006","Block Group 6, Census Tract 1710, Cook County, Illinois","436","119","0","11","0","11","0","11","0","11","0","11","35","41","18","27","18","30","18","29","0","11","50","49","142","77","68","66","19","28","22","32","46","54",
"1500000US170311711001","Block Group 1, Census Tract 1711, Cook County, Illinois","479","99","27","28","0","11","19","22","40","45","41","52","7","12","10","14","19","23","0","11","38","34","40","46","42","40","14","24","96","71","63","57","23","24",
"1500000US170311711002","Block Group 2, Census Tract 1711, Cook County, Illinois","393","84","13","19","13","13","43","52","0","11","0","11","9","14","17","19","0","11","9","14","40","46","30","34","69","40","56","33","24","26","55","44","15","18",
"1500000US170311711003","Block Group 3, Census Tract 1711, Cook County, Illinois","387","89","42","51","0","11","48","46","0","11","19","22","44","41","0","11","10","16","19","24","48","53","44","35","29","21","26","29","7","13","36","36","15","21",
"1500000US170311801001","Block Group 1, Census Tract 1801, Cook County, Illinois","390","121","55","64","0","11","13","21","46","66","0","11","74","72","0","11","0","11","0","11","31","36","39","46","66","70","18","28","0","11","34","36","14","22",
"1500000US170311801002","Block Group 2, Census Tract 1801, Cook County, Illinois","550","117","42","50","0","11","51","65","0","11","47","56","0","11","0","11","0","11","50","75","82","84","62","61","51","47","71","56","58","44","13","22","23","26",
"1500000US170311801003","Block Group 3, Census Tract 1801, Cook County, Illinois","408","111","0","11","0","11","0","11","47","54","34","40","0","11","51","65","68","75","0","11","0","11","0","11","53","41","52","53","58","70","0","11","45","34",
"1500000US170311801004","Block Group 4, Census Tract 1801, Cook County, Illinois","252","65","15","23","12","20","14","21","15","24","0","11","64","51","12","22","0","11","9","18","14","22","26","28","27","30","27","32","0","11","17","27","0","11",
"1500000US170311801005","Block Group 5, Census Tract 1801, Cook County, Illinois","635","133","84","92","18","33","64","54","47","59","40","62","0","11","14","22","0","11","0","11","50","49","0","11","65","69","71","61","104","100","64","57","14","22",
"1500000US170311901001","Block Group 1, Census Tract 1901, Cook County, Illinois","807","44","36","30","79","48","73","39","77","45","30","22","63","43","38","22","25","24","48","46","91","44","58","35","75","41","31","23","25","26","50","33","8","12",
"1500000US170311902001","Block Group 1, Census Tract 1902, Cook County, Illinois","384","85","22","35","0","11","13","21","0","11","8","12","10","16","0","11","9","15","20","23","37","44","77","45","74","60","47","41","25","31","15","26","27","22",
"1500000US170311902002","Block Group 2, Census Tract 1902, Cook County, Illinois","448","98","40","42","22","35","95","69","0","11","18","27","49","47","0","11","34","41","0","11","25","27","37","34","36","27","10","15","62","42","12","20","8","12",
"1500000US170311902003","Block Group 3, Census Tract 1902, Cook County, Illinois","442","85","9","14","0","11","82","47","0","11","70","55","38","37","9","14","23","26","13","20","14","21","24","37","36","31","61","58","19","30","20","21","24","26",
"1500000US170311902004","Block Group 4, Census Tract 1902, Cook County, Illinois","340","96","8","13","22","24","9","15","18","23","37","32","23","37","0","11","11","18","10","15","26","33","36","42","62","40","17","22","35","55","15","25","11","17",
"1500000US170311903001","Block Group 1, Census Tract 1903, Cook County, Illinois","347","87","30","36","13","23","0","11","22","33","29","33","23","36","33","40","16","26","0","11","0","11","49","34","97","65","11","16","5","10","0","11","19","25",
"1500000US170311903002","Block Group 2, Census Tract 1903, Cook County, Illinois","465","110","73","59","59","55","24","39","55","51","41","46","18","21","24","20","5","8","13","21","13","21","31","33","51","44","22","29","18","22","18","19","0","11",
"1500000US170311903003","Block Group 3, Census Tract 1903, Cook County, Illinois","600","120","65","63","52","50","41","48","22","36","43","42","6","10","0","11","42","33","25","40","62","55","99","68","23","25","7","11","66","49","34","42","13","22",
"1500000US170311903004","Block Group 4, Census Tract 1903, Cook County, Illinois","376","75","0","11","0","11","7","13","34","40","8","12","11","17","0","11","0","11","17","28","0","11","68","43","71","42","53","45","22","27","65","41","20","25",
"1500000US170311904011","Block Group 1, Census Tract 1904.01, Cook County, Illinois","497","84","46","44","0","11","0","11","35","37","11","18","34","38","18","27","32","39","0","11","31","28","79","45","82","48","15","22","38","38","76","48","0","11",
"1500000US170311904012","Block Group 2, Census Tract 1904.01, Cook County, Illinois","756","90","50","46","11","16","40","35","0","11","21","22","29","34","86","69","45","37","12","19","47","39","137","80","131","65","62","57","65","49","10","15","10","14",
"1500000US170311904021","Block Group 1, Census Tract 1904.02, Cook County, Illinois","792","113","44","36","16","18","10","16","58","57","50","45","94","67","33","33","55","37","62","53","19","23","90","61","129","67","23","28","78","51","23","21","8","14",
"1500000US170311904022","Block Group 2, Census Tract 1904.02, Cook County, Illinois","915","111","48","46","0","11","17","18","19","31","59","39","61","49","46","35","45","39","77","63","142","78","42","33","141","65","64","49","93","57","17","25","44","36",
"1500000US170311906011","Block Group 1, Census Tract 1906.01, Cook County, Illinois","215","94","12","19","0","11","0","11","46","56","0","11","35","55","36","49","0","11","0","11","15","23","0","11","15","23","0","11","4","11","0","11","52","50",
"1500000US170311906012","Block Group 2, Census Tract 1906.01, Cook County, Illinois","273","107","0","11","0","11","15","23","25","30","14","20","11","17","30","46","0","11","14","25","25","28","13","21","106","101","0","11","0","11","0","11","20","33",
"1500000US170311906013","Block Group 3, Census Tract 1906.01, Cook County, Illinois","657","126","11","18","29","48","0","11","77","83","55","48","46","59","13","21","70","77","0","11","22","26","13","20","93","53","88","81","9","15","74","71","57","55",
"1500000US170311906021","Block Group 1, Census Tract 1906.02, Cook County, Illinois","376","114","35","43","0","11","0","11","9","15","22","36","0","11","71","67","20","22","0","11","25","39","22","37","99","70","9","16","54","55","10","18","0","11",
"1500000US170311906022","Block Group 2, Census Tract 1906.02, Cook County, Illinois","548","96","7","12","28","40","0","11","71","53","53","49","13","19","26","41","39","44","10","16","50","44","21","22","83","47","83","45","25","30","27","27","12","21",
"1500000US170311906023","Block Group 3, Census Tract 1906.02, Cook County, Illinois","490","96","22","35","9","15","60","50","38","45","0","11","23","29","0","11","25","39","45","46","45","45","66","52","99","62","28","31","30","39","0","11","0","11",
"1500000US170311907011","Block Group 1, Census Tract 1907.01, Cook County, Illinois","467","63","19","25","42","37","39","36","26","25","49","38","22","18","25","28","11","14","13","21","46","33","73","39","61","39","15","16","12","12","14","16","0","11",
"1500000US170311907012","Block Group 2, Census Tract 1907.01, Cook County, Illinois","312","68","11","18","5","9","20","22","46","34","12","20","9","14","30","28","32","31","24","23","32","25","8","13","45","34","18","21","0","11","0","11","20","25",
"1500000US170311907021","Block Group 1, Census Tract 1907.02, Cook County, Illinois","402","109","27","30","27","42","54","50","39","49","0","11","13","21","0","11","63","71","57","57","0","11","11","22","54","42","18","22","13","21","26","42","0","11",
"1500000US170311907022","Block Group 2, Census Tract 1907.02, Cook County, Illinois","410","100","44","41","22","34","12","21","69","70","50","50","16","25","50","53","9","15","16","23","54","38","0","11","32","38","36","28","0","11","0","11","0","11",
"1500000US170311907023","Block Group 3, Census Tract 1907.02, Cook County, Illinois","659","114","47","44","27","29","42","49","42","39","92","72","12","19","44","53","15","22","15","22","75","62","107","87","34","32","21","33","39","37","36","33","11","17",
"1500000US170311908001","Block Group 1, Census Tract 1908, Cook County, Illinois","271","91","21","32","32","36","0","11","9","14","53","50","0","11","28","46","35","46","0","11","16","24","27","31","21","25","5","13","14","22","0","11","10","16",
"1500000US170311908002","Block Group 2, Census Tract 1908, Cook County, Illinois","499","128","80","69","11","16","14","22","114","80","12","18","27","31","0","11","0","11","23","38","0","11","25","31","91","72","63","62","0","11","39","49","0","11",
"1500000US170311908003","Block Group 3, Census Tract 1908, Cook County, Illinois","353","118","22","33","60","67","0","11","27","40","0","11","39","60","11","18","0","11","39","36","36","42","0","11","49","48","0","11","0","11","55","38","15","24",
"1500000US170311908004","Block Group 4, Census Tract 1908, Cook County, Illinois","528","123","0","11","10","16","0","11","44","52","57","67","0","11","15","24","21","34","14","21","97","75","71","70","70","49","55","45","44","42","30","35","0","11",
"1500000US170311908005","Block Group 5, Census Tract 1908, Cook County, Illinois","280","102","26","30","0","11","9","15","19","30","19","21","0","11","22","37","40","45","0","11","10","16","30","34","44","52","45","59","0","11","0","11","16","25",
"1500000US170311909001","Block Group 1, Census Tract 1909, Cook County, Illinois","688","54","83","62","88","55","47","37","8","12","11","16","22","19","23","27","24","25","10","11","66","41","72","48","133","63","52","41","43","43","6","9","0","11",
"1500000US170311910001","Block Group 1, Census Tract 1910, Cook County, Illinois","352","61","20","31","34","36","0","11","14","16","48","41","19","14","6","9","26","31","30","28","8","12","27","24","33","29","38","25","42","34","7","10","0","11",
"1500000US170311910002","Block Group 2, Census Tract 1910, Cook County, Illinois","374","70","20","31","7","10","0","11","4","7","10","14","34","38","26","28","36","33","15","16","44","33","15","16","52","38","41","31","37","28","33","32","0","11",
"1500000US170311911001","Block Group 1, Census Tract 1911, Cook County, Illinois","321","116","26","41","47","75","11","18","11","18","24","36","25","37","44","42","0","11","18","27","0","11","64","60","10","17","27","44","14","22","0","11","0","11",
"1500000US170311911002","Block Group 2, Census Tract 1911, Cook County, Illinois","244","105","37","35","47","74","6","11","28","46","23","21","7","13","0","11","0","11","0","11","59","64","30","37","0","11","0","11","7","11","0","11","0","11",
"1500000US170311911003","Block Group 3, Census Tract 1911, Cook County, Illinois","201","92","0","11","28","31","0","11","0","11","0","11","13","20","0","11","38","46","52","58","26","40","10","15","15","24","0","11","0","11","0","11","19","30",
"1500000US170311911004","Block Group 4, Census Tract 1911, Cook County, Illinois","365","104","28","30","0","11","0","11","50","44","24","38","18","20","48","47","0","11","22","36","18","29","77","72","60","67","0","11","0","11","20","31","0","11",
"1500000US170311911005","Block Group 5, Census Tract 1911, Cook County, Illinois","552","115","0","11","42","37","70","58","27","44","11","17","9","15","0","11","42","50","0","11","102","71","102","75","57","67","20","32","50","37","20","25","0","11",
"1500000US170311911006","Block Group 6, Census Tract 1911, Cook County, Illinois","333","100","0","11","20","31","0","11","17","21","16","27","0","11","25","40","0","11","0","11","75","59","58","76","89","63","22","25","0","11","11","18","0","11",
"1500000US170311912001","Block Group 1, Census Tract 1912, Cook County, Illinois","804","81","36","19","29","26","3","6","47","39","56","42","75","50","58","45","24","28","40","38","156","68","103","56","85","43","14","16","31","23","38","35","9","13",
"1500000US170311912002","Block Group 2, Census Tract 1912, Cook County, Illinois","218","64","31","35","21","22","0","11","35","27","0","11","11","18","0","11","37","34","0","11","15","16","32","30","11","14","7","12","0","11","18","19","0","11",
"1500000US170311913011","Block Group 1, Census Tract 1913.01, Cook County, Illinois","569","108","35","42","77","74","32","34","0","11","36","49","17","29","87","67","42","41","24","40","39","46","26","40","77","52","13","21","23","26","30","36","11","17",
"1500000US170311913012","Block Group 2, Census Tract 1913.01, Cook County, Illinois","444","105","0","11","92","65","42","41","34","39","10","15","0","11","13","16","57","51","0","11","0","11","24","38","39","50","62","49","71","68","0","11","0","11",
"1500000US170311913013","Block Group 3, Census Tract 1913.01, Cook County, Illinois","492","106","10","17","6","14","16","17","6","11","56","54","32","52","0","11","28","31","0","11","49","50","82","52","66","64","115","74","0","11","26","31","0","11",
"1500000US170311913021","Block Group 1, Census Tract 1913.02, Cook County, Illinois","674","133","0","11","12","19","67","72","136","97","27","44","0","11","56","62","80","73","39","46","23","26","36","32","114","69","40","39","12","18","10","19","22","25",
"1500000US170311913022","Block Group 2, Census Tract 1913.02, Cook County, Illinois","704","129","13","20","26","42","10","17","83","61","23","26","57","66","9","15","75","74","11","17","83","69","53","40","169","92","26","28","10","20","16","18","40","35",
"1500000US170312001001","Block Group 1, Census Tract 2001, Cook County, Illinois","379","94","12","18","12","19","70","69","50","42","54","46","0","11","7","12","0","11","8","13","15","23","7","13","40","48","33","28","0","11","35","25","36","54",
"1500000US170312001002","Block Group 2, Census Tract 2001, Cook County, Illinois","315","76","0","11","7","12","0","11","30","22","0","11","50","53","10","16","30","30","9","15","30","24","6","12","49","41","39","29","24","21","22","25","9","14",
"1500000US170312001003","Block Group 3, Census Tract 2001, Cook County, Illinois","622","116","18","27","41","39","0","11","32","31","46","47","50","45","42","56","34","32","19","23","93","60","52","47","34","32","53","40","55","40","32","36","21","23",
"1500000US170312002001","Block Group 1, Census Tract 2002, Cook County, Illinois","385","94","21","32","12","20","12","19","0","11","37","42","0","11","39","40","21","33","28","34","64","59","4","10","85","69","0","11","33","39","5","11","24","25",
"1500000US170312002002","Block Group 2, Census Tract 2002, Cook County, Illinois","490","118","39","38","32","45","44","48","0","11","41","45","32","39","21","33","36","55","12","19","22","34","12","19","113","70","65","46","11","17","0","11","10","16",
"1500000US170312002003","Block Group 3, Census Tract 2002, Cook County, Illinois","410","122","48","64","36","50","32","38","12","18","21","34","28","35","49","55","0","11","30","38","29","43","32","33","32","37","49","59","12","18","0","11","0","11",
"1500000US170312002004","Block Group 4, Census Tract 2002, Cook County, Illinois","348","94","19","31","11","20","0","11","46","39","39","49","0","11","33","40","23","24","0","11","64","59","0","11","47","59","3","10","22","24","32","33","9","16",
"1500000US170312003001","Block Group 1, Census Tract 2003, Cook County, Illinois","227","56","0","11","20","23","12","19","0","11","5","9","58","41","8","13","6","9","0","11","0","11","0","11","16","13","35","24","21","18","6","10","40","25",
"1500000US170312003002","Block Group 2, Census Tract 2003, Cook County, Illinois","302","53","7","10","0","11","36","32","23","22","50","37","0","11","13","20","0","11","13","14","48","33","21","26","25","29","24","29","27","25","15","22","0","11",
"1500000US170312004011","Block Group 1, Census Tract 2004.01, Cook County, Illinois","365","66","17","28","23","27","49","36","32","36","13","14","33","30","35","32","53","45","19","30","10","14","30","27","22","20","9","14","5","7","7","10","8","11",
"1500000US170312004012","Block Group 2, Census Tract 2004.01, Cook County, Illinois","644","88","63","51","32","32","11","11","41","39","17","20","20","18","49","41","16","26","22","22","75","51","107","49","70","46","44","32","38","30","28","25","11","18",
"1500000US170312004021","Block Group 1, Census Tract 2004.02, Cook County, Illinois","445","108","23","36","37","34","29","46","0","11","25","30","29","47","19","21","29","48","34","24","10","15","35","36","119","78","9","14","8","14","0","11","39","48",
"1500000US170312004022","Block Group 2, Census Tract 2004.02, Cook County, Illinois","410","102","20","22","65","57","10","17","44","53","0","11","10","15","18","28","14","18","31","48","43","46","56","53","30","31","6","10","12","20","29","33","22","26",
"1500000US170312004023","Block Group 3, Census Tract 2004.02, Cook County, Illinois","307","108","0","11","0","11","0","11","24","39","22","36","46","55","30","48","0","11","0","11","29","30","18","28","38","28","26","41","13","21","33","35","28","35",
"1500000US170312101001","Block Group 1, Census Tract 2101, Cook County, Illinois","546","91","17","23","9","13","0","11","48","45","0","11","0","11","18","21","25","39","21","33","33","30","18","20","46","32","75","51","21","24","103","54","112","64",
"1500000US170312101002","Block Group 2, Census Tract 2101, Cook County, Illinois","593","115","28","26","37","46","26","43","27","24","38","49","33","42","36","39","38","41","27","24","26","25","57","44","97","67","43","45","47","43","13","20","20","22",
"1500000US170312101003","Block Group 3, Census Tract 2101, Cook County, Illinois","364","89","26","32","0","11","12","18","0","11","0","11","0","11","19","31","7","11","0","11","0","11","55","39","52","38","115","66","25","27","41","32","12","18",
"1500000US170312104001","Block Group 1, Census Tract 2104, Cook County, Illinois","655","73","31","25","52","33","30","28","36","29","43","27","35","26","54","34","47","32","24","23","45","31","85","40","26","25","77","40","44","28","11","14","15","16",
"1500000US170312104002","Block Group 2, Census Tract 2104, Cook County, Illinois","296","58","0","11","11","11","20","22","0","11","14","16","44","33","6","11","17","19","5","7","26","26","31","18","43","31","35","24","20","19","8","11","16","23",
"1500000US170312105011","Block Group 1, Census Tract 2105.01, Cook County, Illinois","295","107","22","35","17","28","36","40","0","11","0","11","31","35","0","11","0","11","10","21","33","36","70","52","10","17","30","22","11","17","7","12","18","26",
"1500000US170312105012","Block Group 2, Census Tract 2105.01, Cook County, Illinois","925","131","54","57","69","49","29","41","65","52","39","43","49","46","19","30","72","56","87","60","58","46","68","45","96","54","64","48","49","39","67","48","40","42",
