geoid,Geographic Area Name,Total Population,White Population,Black Population,Hispanic Population,racial_population_list
1500000US170313406001,"Block Group 1, Census Tract 3406",907,2,904,1,"[907, 2, 904, 1]"
1500000US170313501001,"Block Group 1, Census Tract 3501",521,38,466,17,"[521, 38, 466, 17]"
1500000US170313501002,"Block Group 2, Census Tract 3501",855,126,700,29,"[855, 126, 700, 29]"
1500000US170313504001,"Block Group 1, Census Tract 3504",389,1,376,12,"[389, 1, 376, 12]"
1500000US170313510001,"Block Group 1, Census Tract 3510",580,33,535,12,"[580, 33, 535, 12]"
1500000US170313510002,"Block Group 2, Census Tract 3510",626,17,597,12,"[626, 17, 597, 12]"
1500000US170313510003,"Block Group 3, Census Tract 3510",1433,117,1285,31,"[1433, 117, 1285, 31]"
1500000US170313511001,"Block Group 1, Census Tract 3511",1895,21,1847,27,"[1895, 21, 1847, 27]"
1500000US170313511002,"Block Group 2, Census Tract 3511",50,0,50,0,"[50, 0, 50, 0]"
1500000US170313511003,"Block Group 3, Census Tract 3511",0,0,0,0,"[0, 0, 0, 0]"
1500000US170313514001,"Block Group 1, Census Tract 3514",1418,38,1359,21,"[1418, 38, 1359, 21]"
1500000US170313515001,"Block Group 1, Census Tract 3515",0,0,0,0,"[0, 0, 0, 0]"
1500000US170313515002,"Block Group 2, Census Tract 3515",234,34,197,3,"[234, 34, 197, 3]"
1500000US170313602001,"Block Group 1, Census Tract 3602",1434,15,1396,23,"[1434, 15, 1396, 23]"
1500000US170313801001,"Block Group 1, Census Tract 3801",1911,71,1785,55,"[1911, 71, 1785, 55]"
1500000US170313802001,"Block Group 1, Census Tract 3802",348,21,322,5,"[348, 21, 322, 5]"
1500000US170313802002,"Block Group 2, Census Tract 3802",1310,17,1282,11,"[1310, 17, 1282, 11]"
1500000US170313805001,"Block Group 1, Census Tract 3805",747,4,730,13,"[747, 4, 730, 13]"
1500000US170313807001,"Block Group 1, Census Tract 3807",1236,35,1173,28,"[1236, 35, 1173, 28]"
1500000US170313812001,"Block Group 1, Census Tract 3812",647,5,633,9,"[647, 5, 633, 9]"
1500000US170313812002,"Block Group 2, Census Tract 3812",1505,24,1453,28,"[1505, 24, 1453, 28]"
1500000US170313814001,"Block Group 1, Census Tract 3814",1603,13,1582,8,"[1603, 13, 1582, 8]"
1500000US170313815001,"Block Group 1, Census Tract 3815",237,4,219,14,"[237, 4, 219, 14]"
1500000US170313817001,"Block Group 1, Census Tract 3817",0,0,0,0,"[0, 0, 0, 0]"
1500000US170313818001,"Block Group 1, Census Tract 3818",706,18,669,19,"[706, 18, 669, 19]"
1500000US170313818002,"Block Group 2, Census Tract 3818",476,15,443,18,"[476, 15, 443, 18]"
1500000US170313819001,"Block Group 1, Census Tract 3819",575,18,545,12,"[575, 18, 545, 12]"
1500000US170313819002,"Block Group 2, Census Tract 3819",708,43,651,14,"[708, 43, 651, 14]"
1500000US170313901001,"Block Group 1, Census Tract 3901",1246,61,1156,29,"[1246, 61, 1156, 29]"
1500000US170313902001,"Block Group 1, Census Tract 3902",960,70,848,42,"[960, 70, 848, 42]"
1500000US170313902002,"Block Group 2, Census Tract 3902",802,77,698,27,"[802, 77, 698, 27]"
1500000US170313903001,"Block Group 1, Census Tract 3903",809,14,792,3,"[809, 14, 792, 3]"
1500000US170313903002,"Block Group 2, Census Tract 3903",1909,82,1790,37,"[1909, 82, 1790, 37]"
1500000US170313904001,"Block Group 1, Census Tract 3904",1230,118,1093,19,"[1230, 118, 1093, 19]"
1500000US170313904002,"Block Group 2, Census Tract 3904",1654,56,1562,36,"[1654, 56, 1562, 36]"
1500000US170313905001,"Block Group 1, Census Tract 3905",1525,379,1097,49,"[1525, 379, 1097, 49]"
1500000US170313906001,"Block Group 1, Census Tract 3906",793,255,514,24,"[793, 255, 514, 24]"
1500000US170313906002,"Block Group 2, Census Tract 3906",938,643,260,35,"[938, 643, 260, 35]"
1500000US170313907001,"Block Group 1, Census Tract 3907",1338,393,905,40,"[1338, 393, 905, 40]"
1500000US170313907002,"Block Group 2, Census Tract 3907",1360,199,1127,34,"[1360, 199, 1127, 34]"
1500000US170313907003,"Block Group 3, Census Tract 3907",2125,858,1100,167,"[2125, 858, 1100, 167]"
1500000US170314003001,"Block Group 1, Census Tract 4003",1564,13,1531,20,"[1564, 13, 1531, 20]"
1500000US170314004001,"Block Group 1, Census Tract 4004",1292,6,1272,14,"[1292, 6, 1272, 14]"
1500000US170314004002,"Block Group 2, Census Tract 4004",648,10,635,3,"[648, 10, 635, 3]"
1500000US170314005001,"Block Group 1, Census Tract 4005",1174,5,1157,12,"[1174, 5, 1157, 12]"
1500000US170314005002,"Block Group 2, Census Tract 4005",1079,18,1048,13,"[1079, 18, 1048, 13]"
1500000US170314008001,"Block Group 1, Census Tract 4008",913,10,899,4,"[913, 10, 899, 4]"
1500000US170314008002,"Block Group 2, Census Tract 4008",1776,11,1760,5,"[1776, 11, 1760, 5]"
1500000US170314101001,"Block Group 1, Census Tract 4101",562,243,252,67,"[562, 243, 252, 67]"
1500000US170314101002,"Block Group 2, Census Tract 4101",1075,288,704,83,"[1075, 288, 704, 83]"
1500000US170314102001,"Block Group 1, Census Tract 4102",1160,719,321,120,"[1160, 719, 321, 120]"
1500000US170314105001,"Block Group 1, Census Tract 4105",1108,600,417,91,"[1108, 600, 417, 91]"
1500000US170314105002,"Block Group 2, Census Tract 4105",1239,237,969,33,"[1239, 237, 969, 33]"
1500000US170314106001,"Block Group 1, Census Tract 4106",1125,630,436,59,"[1125, 630, 436, 59]"
1500000US170314106002,"Block Group 2, Census Tract 4106",863,614,200,49,"[863, 614, 200, 49]"
1500000US170314107001,"Block Group 1, Census Tract 4107",1850,1238,440,172,"[1850, 1238, 440, 172]"
1500000US170314108001,"Block Group 1, Census Tract 4108",901,394,423,84,"[901, 394, 423, 84]"
1500000US170314108002,"Block Group 2, Census Tract 4108",1294,663,534,97,"[1294, 663, 534, 97]"
1500000US170314109001,"Block Group 1, Census Tract 4109",688,272,343,73,"[688, 272, 343, 73]"
1500000US170314109002,"Block Group 2, Census Tract 4109",508,238,225,45,"[508, 238, 225, 45]"
1500000US170314109003,"Block Group 3, Census Tract 4109",1410,832,484,94,"[1410, 832, 484, 94]"
1500000US170314110001,"Block Group 1, Census Tract 4110",1076,628,398,50,"[1076, 628, 398, 50]"
1500000US170314110002,"Block Group 2, Census Tract 4110",503,356,98,49,"[503, 356, 98, 49]"
1500000US170314110003,"Block Group 3, Census Tract 4110",1351,726,511,114,"[1351, 726, 511, 114]"
1500000US170314111001,"Block Group 1, Census Tract 4111",790,678,75,37,"[790, 678, 75, 37]"
1500000US170314111002,"Block Group 2, Census Tract 4111",952,835,42,75,"[952, 835, 42, 75]"
1500000US170314112001,"Block Group 1, Census Tract 4112",854,723,94,37,"[854, 723, 94, 37]"
1500000US170314112002,"Block Group 2, Census Tract 4112",492,441,29,22,"[492, 441, 29, 22]"
1500000US170314201001,"Block Group 1, Census Tract 4201",1433,41,1379,13,"[1433, 41, 1379, 13]"
1500000US170314202001,"Block Group 1, Census Tract 4202",1626,304,1280,42,"[1626, 304, 1280, 42]"
1500000US170314203001,"Block Group 1, Census Tract 4203",2161,815,1177,169,"[2161, 815, 1177, 169]"
1500000US170314204001,"Block Group 1, Census Tract 4204",1218,261,919,38,"[1218, 261, 919, 38]"
1500000US170314205001,"Block Group 1, Census Tract 4205",1284,19,1244,21,"[1284, 19, 1244, 21]"
1500000US170314205002,"Block Group 2, Census Tract 4205",1327,22,1294,11,"[1327, 22, 1294, 11]"
1500000US170314206001,"Block Group 1, Census Tract 4206",1021,19,994,8,"[1021, 19, 994, 8]"
1500000US170314206002,"Block Group 2, Census Tract 4206",1191,10,1170,11,"[1191, 10, 1170, 11]"
1500000US170314207001,"Block Group 1, Census Tract 4207",545,10,525,10,"[545, 10, 525, 10]"
1500000US170314207002,"Block Group 2, Census Tract 4207",507,2,495,10,"[507, 2, 495, 10]"
1500000US170314207003,"Block Group 3, Census Tract 4207",849,4,834,11,"[849, 4, 834, 11]"
1500000US170314207004,"Block Group 4, Census Tract 4207",643,0,642,1,"[643, 0, 642, 1]"
1500000US170314207005,"Block Group 5, Census Tract 4207",707,1,700,6,"[707, 1, 700, 6]"
1500000US170314208001,"Block Group 1, Census Tract 4208",1019,25,978,16,"[1019, 25, 978, 16]"
1500000US170314208002,"Block Group 2, Census Tract 4208",1186,23,1153,10,"[1186, 23, 1153, 10]"
1500000US170314212001,"Block Group 1, Census Tract 4212",642,1,638,3,"[642, 1, 638, 3]"
1500000US170314212002,"Block Group 2, Census Tract 4212",736,5,719,12,"[736, 5, 719, 12]"
1500000US170314301011,"Block Group 1, Census Tract 4301.01",701,2,697,2,"[701, 2, 697, 2]"
1500000US170314301012,"Block Group 2, Census Tract 4301.01",815,4,803,8,"[815, 4, 803, 8]"
1500000US170314301013,"Block Group 3, Census Tract 4301.01",868,15,845,8,"[868, 15, 845, 8]"
1500000US170314301014,"Block Group 4, Census Tract 4301.01",1281,29,1241,11,"[1281, 29, 1241, 11]"
1500000US170314301021,"Block Group 1, Census Tract 4301.02",1291,38,1231,22,"[1291, 38, 1231, 22]"
1500000US170314301022,"Block Group 2, Census Tract 4301.02",733,4,713,16,"[733, 4, 713, 16]"
1500000US170314301023,"Block Group 3, Census Tract 4301.02",905,21,872,12,"[905, 21, 872, 12]"
1500000US170314302001,"Block Group 1, Census Tract 4302",582,31,538,13,"[582, 31, 538, 13]"
1500000US170314302002,"Block Group 2, Census Tract 4302",480,27,437,16,"[480, 27, 437, 16]"
1500000US170314302003,"Block Group 3, Census Tract 4302",802,7,779,16,"[802, 7, 779, 16]"
1500000US170314302004,"Block Group 4, Census Tract 4302",1217,33,1159,25,"[1217, 33, 1159, 25]"
1500000US170314302005,"Block Group 5, Census Tract 4302",1566,23,1517,26,"[1566, 23, 1517, 26]"
1500000US170314303001,"Block Group 1, Census Tract 4303",1096,18,1053,25,"[1096, 18, 1053, 25]"
1500000US170314303002,"Block Group 2, Census Tract 4303",586,14,569,3,"[586, 14, 569, 3]"
1500000US170314303003,"Block Group 3, Census Tract 4303",617,9,590,18,"[617, 9, 590, 18]"
1500000US170314304001,"Block Group 1, Census Tract 4304",547,7,530,10,"[547, 7, 530, 10]"
1500000US170314304002,"Block Group 2, Census Tract 4304",799,11,768,20,"[799, 11, 768, 20]"
1500000US170314304003,"Block Group 3, Census Tract 4304",862,9,849,4,"[862, 9, 849, 4]"
1500000US170314304004,"Block Group 4, Census Tract 4304",670,10,652,8,"[670, 10, 652, 8]"
1500000US170314305001,"Block Group 1, Census Tract 4305",1354,13,1335,6,"[1354, 13, 1335, 6]"
1500000US170314305002,"Block Group 2, Census Tract 4305",1328,17,1278,33,"[1328, 17, 1278, 33]"
1500000US170314305003,"Block Group 3, Census Tract 4305",905,2,892,11,"[905, 2, 892, 11]"
1500000US170314306001,"Block Group 1, Census Tract 4306",497,18,465,14,"[497, 18, 465, 14]"
1500000US170314306002,"Block Group 2, Census Tract 4306",1158,27,1119,12,"[1158, 27, 1119, 12]"
1500000US170314307001,"Block Group 1, Census Tract 4307",1125,60,1032,33,"[1125, 60, 1032, 33]"
1500000US170314307002,"Block Group 2, Census Tract 4307",1047,30,979,38,"[1047, 30, 979, 38]"
1500000US170314308001,"Block Group 1, Census Tract 4308",784,17,751,16,"[784, 17, 751, 16]"
1500000US170314308002,"Block Group 2, Census Tract 4308",975,9,951,15,"[975, 9, 951, 15]"
1500000US170314309001,"Block Group 1, Census Tract 4309",1087,13,1053,21,"[1087, 13, 1053, 21]"
1500000US170314309002,"Block Group 2, Census Tract 4309",694,0,682,12,"[694, 0, 682, 12]"
1500000US170314312001,"Block Group 1, Census Tract 4312",1573,19,1521,33,"[1573, 19, 1521, 33]"
1500000US170314312002,"Block Group 2, Census Tract 4312",1482,17,1437,28,"[1482, 17, 1437, 28]"
1500000US170314313011,"Block Group 1, Census Tract 4313.01",672,4,638,30,"[672, 4, 638, 30]"
1500000US170314313012,"Block Group 2, Census Tract 4313.01",1639,32,1592,15,"[1639, 32, 1592, 15]"
1500000US170314313013,"Block Group 3, Census Tract 4313.01",1194,18,1152,24,"[1194, 18, 1152, 24]"
1500000US170314313021,"Block Group 1, Census Tract 4313.02",1234,26,1178,30,"[1234, 26, 1178, 30]"
1500000US170314313022,"Block Group 2, Census Tract 4313.02",1270,14,1237,19,"[1270, 14, 1237, 19]"
1500000US170314313023,"Block Group 3, Census Tract 4313.02",1657,18,1628,11,"[1657, 18, 1628, 11]"
1500000US170314314001,"Block Group 1, Census Tract 4314",2820,112,2666,42,"[2820, 112, 2666, 42]"
1500000US170314314002,"Block Group 2, Census Tract 4314",1459,42,1389,28,"[1459, 42, 1389, 28]"
1500000US170314314003,"Block Group 3, Census Tract 4314",1915,29,1859,27,"[1915, 29, 1859, 27]"
1500000US170314314004,"Block Group 4, Census Tract 4314",144,1,143,0,"[144, 1, 143, 0]"
1500000US170314401011,"Block Group 1, Census Tract 4401.01",1398,17,1364,17,"[1398, 17, 1364, 17]"
1500000US170314401012,"Block Group 2, Census Tract 4401.01",792,4,784,4,"[792, 4, 784, 4]"
1500000US170314401013,"Block Group 3, Census Tract 4401.01",423,1,419,3,"[423, 1, 419, 3]"
1500000US170314401014,"Block Group 4, Census Tract 4401.01",1117,2,1093,22,"[1117, 2, 1093, 22]"
1500000US170314401021,"Block Group 1, Census Tract 4401.02",931,7,917,7,"[931, 7, 917, 7]"
1500000US170314401022,"Block Group 2, Census Tract 4401.02",629,2,620,7,"[629, 2, 620, 7]"
1500000US170314401023,"Block Group 3, Census Tract 4401.02",772,2,768,2,"[772, 2, 768, 2]"
1500000US170314401024,"Block Group 4, Census Tract 4401.02",777,5,762,10,"[777, 5, 762, 10]"
1500000US170314402011,"Block Group 1, Census Tract 4402.01",1289,5,1269,15,"[1289, 5, 1269, 15]"
1500000US170314402012,"Block Group 2, Census Tract 4402.01",1500,6,1477,17,"[1500, 6, 1477, 17]"
1500000US170314402013,"Block Group 3, Census Tract 4402.01",723,1,717,5,"[723, 1, 717, 5]"
1500000US170314402014,"Block Group 4, Census Tract 4402.01",1513,9,1485,19,"[1513, 9, 1485, 19]"
1500000US170314402021,"Block Group 1, Census Tract 4402.02",1098,3,1084,11,"[1098, 3, 1084, 11]"
1500000US170314402022,"Block Group 2, Census Tract 4402.02",1195,14,1173,8,"[1195, 14, 1173, 8]"
1500000US170314402023,"Block Group 3, Census Tract 4402.02",683,2,677,4,"[683, 2, 677, 4]"
1500000US170314403001,"Block Group 1, Census Tract 4403",728,11,712,5,"[728, 11, 712, 5]"
1500000US170314403002,"Block Group 2, Census Tract 4403",1367,15,1332,20,"[1367, 15, 1332, 20]"
1500000US170314403003,"Block Group 3, Census Tract 4403",611,5,604,2,"[611, 5, 604, 2]"
1500000US170314403004,"Block Group 4, Census Tract 4403",997,3,987,7,"[997, 3, 987, 7]"
1500000US170314403005,"Block Group 5, Census Tract 4403",1018,10,990,18,"[1018, 10, 990, 18]"
1500000US170314406001,"Block Group 1, Census Tract 4406",837,5,818,14,"[837, 5, 818, 14]"
1500000US170314406002,"Block Group 2, Census Tract 4406",1236,6,1220,10,"[1236, 6, 1220, 10]"
1500000US170314407001,"Block Group 1, Census Tract 4407",745,5,734,6,"[745, 5, 734, 6]"
1500000US170314407002,"Block Group 2, Census Tract 4407",797,8,788,1,"[797, 8, 788, 1]"
1500000US170314408001,"Block Group 1, Census Tract 4408",873,4,862,7,"[873, 4, 862, 7]"
1500000US170314408002,"Block Group 2, Census Tract 4408",918,8,898,12,"[918, 8, 898, 12]"
1500000US170314409001,"Block Group 1, Census Tract 4409",986,11,970,5,"[986, 11, 970, 5]"
1500000US170314409002,"Block Group 2, Census Tract 4409",747,3,740,4,"[747, 3, 740, 4]"
1500000US170314409003,"Block Group 3, Census Tract 4409",851,3,839,9,"[851, 3, 839, 9]"
1500000US170314503001,"Block Group 1, Census Tract 4503",1270,26,1227,17,"[1270, 26, 1227, 17]"
1500000US170314503002,"Block Group 2, Census Tract 4503",708,7,684,17,"[708, 7, 684, 17]"
1500000US170314503003,"Block Group 3, Census Tract 4503",974,15,949,10,"[974, 15, 949, 10]"
1500000US170314503004,"Block Group 4, Census Tract 4503",643,2,629,12,"[643, 2, 629, 12]"
1500000US170314601001,"Block Group 1, Census Tract 4601",1207,48,1023,136,"[1207, 48, 1023, 136]"
1500000US170314601002,"Block Group 2, Census Tract 4601",676,36,527,113,"[676, 36, 527, 113]"
1500000US170314601003,"Block Group 3, Census Tract 4601",733,34,502,197,"[733, 34, 502, 197]"
1500000US170314601004,"Block Group 4, Census Tract 4601",748,32,489,227,"[748, 32, 489, 227]"
1500000US170314602001,"Block Group 1, Census Tract 4602",1040,46,505,489,"[1040, 46, 505, 489]"
1500000US170314602002,"Block Group 2, Census Tract 4602",1336,72,569,695,"[1336, 72, 569, 695]"
1500000US170314603011,"Block Group 1, Census Tract 4603.01",1206,31,845,330,"[1206, 31, 845, 330]"
1500000US170314603012,"Block Group 2, Census Tract 4603.01",1069,33,677,359,"[1069, 33, 677, 359]"
1500000US170314603013,"Block Group 3, Census Tract 4603.01",1088,30,781,277,"[1088, 30, 781, 277]"
1500000US170314603021,"Block Group 1, Census Tract 4603.02",691,3,681,7,"[691, 3, 681, 7]"
1500000US170314603022,"Block Group 2, Census Tract 4603.02",974,9,936,29,"[974, 9, 936, 29]"
1500000US170314603023,"Block Group 3, Census Tract 4603.02",797,38,591,168,"[797, 38, 591, 168]"
1500000US170314603024,"Block Group 4, Census Tract 4603.02",1322,4,1255,63,"[1322, 4, 1255, 63]"
1500000US170314604001,"Block Group 1, Census Tract 4604",1225,10,1202,13,"[1225, 10, 1202, 13]"
1500000US170314604002,"Block Group 2, Census Tract 4604",697,4,657,36,"[697, 4, 657, 36]"
1500000US170314604003,"Block Group 3, Census Tract 4604",829,8,807,14,"[829, 8, 807, 14]"
1500000US170314604004,"Block Group 4, Census Tract 4604",913,18,874,21,"[913, 18, 874, 21]"
1500000US170314605001,"Block Group 1, Census Tract 4605",759,15,741,3,"[759, 15, 741, 3]"
