"GEO_ID","NAME","B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M",
"1500000US170310104002","Block Group 2, Census Tract 104, Cook County, Illinois","270","98","0","11","14","22","0","11","0","11","0","11","0","11","14","23","0","11","0","11","14","23","0","11","14","22","0","11","36","32","21","25","66","65","33","48","21","26","0","11","0","11","0","11","0","11","37","42","0","11",
"1500000US170310104003","Block Group 3, Census Tract 104, Cook County, Illinois","173","62","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","21","0","11","0","11","0","11","0","11","21","31","14","21","0","11","37","35","48","45","0","11","18","23","9","14","13","22",
"1500000US170310105011","Block Group 1, Census Tract 105.01, Cook County, Illinois","207","67","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","23","0","11","0","11","54","54","50","46","46","47","15","24","0","11","27","32","0","11","0","11","0","11","0","11",
"1500000US170310105012","Block Group 2, Census Tract 105.01, Cook County, Illinois","214","112","0","11","0","11","0","11","0","11","0","11","15","26","0","11","0","11","0","11","0","11","0","11","17","27","14","24","42","63","42","61","43","43","0","11","17","27","0","11","24","37","0","11","0","11","0","11","0","11",
"1500000US170310105013","Block Group 3, Census Tract 105.01, Cook County, Illinois","46","42","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","28","0","11","0","11","0","11","0","11","15","26","13","23","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105021","Block Group 1, Census Tract 105.02, Cook County, Illinois","186","93","0","11","0","11","0","11","0","11","0","11","0","11","11","18","0","11","0","11","0","11","0","11","0","11","9","14","0","11","17","21","21","25","28","32","71","63","29","47","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","163","72","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","18","0","11","0","11","15","12","0","11","0","11","23","27","57","44","50","42","7","13","0","11","0","11","0","11",
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","131","61","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","10","15","9","15","0","11","10","15","65","42","0","11","28","43",
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","99","61","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","12","0","11","0","11","0","11","22","35","39","35","0","11","8","15","22","36","0","11","0","11","0","11",
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","412","132","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","26","10","19","0","11","0","11","21","36","12","19","14","22","12","20","58","44","188","117","29","32","22","36","14","23","9","16","7","11","0","11",
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","140","84","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","41","69","0","11","10","17","35","41","25","24","0","11","14","21","15","25","0","11",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","63","45","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","25","26","33","0","11","0","11","22","26","0","11","0","11","0","11",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","136","77","0","11","0","11","0","11","0","11","0","11","10","17","0","11","0","11","0","11","0","11","14","24","28","36","0","11","0","11","0","11","0","11","0","11","12","19","43","51","0","11","29","34","0","11","0","11","0","11",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","236","87","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","30","37","0","11","14","21","0","11","0","11","14","17","38","59","30","47","41","29","57","44","0","11","12","17","0","11",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","524","119","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","13","9","13","45","47","38","40","24","22","96","55","7","11","91","65","69","52","84","38","39","45","0","11","15","23","0","11",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","205","77","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","22","0","11","33","33","49","40","45","55","41","36","19","26","0","11","0","11","0","11",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","91","48","8","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","25","0","11","15","20","12","18","40","40","0","11","0","11","0","11","0","11",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","237","104","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","24","22","35","0","11","46","45","44","54","27","27","9","14","63","65","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","64","40","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","13","0","11","0","11","5","9","8","15","11","19","0","11","14","22","5","12","13","19","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","468","99","0","11","0","11","0","11","0","11","12","19","0","11","0","11","0","11","0","11","10","15","19","21","71","68","0","11","13","21","72","45","16","17","9","16","108","71","20","23","68","41","12","19","38","33","0","11","0","11",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","350","100","0","11","0","11","0","11","0","11","0","11","0","11","13","19","10","15","32","29","11","16","0","11","43","38","6","10","56","53","20","20","50","45","19","26","67","42","0","11","0","11","12","18","0","11","0","11","11","17",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","376","120","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","107","77","198","98","52","58","10","22","0","11","0","11",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","233","99","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","80","98","22","27","56","45","38","47","32","36","0","11","5","12","0","11",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","463","91","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","42","0","11","0","11","0","11","0","11","0","11","84","68","14","22","234","73","84","62","19","30","0","11","0","11",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","534","112","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","52","79","17","28","62","48","10","18","18","30","149","90","99","77","127","91","0","11","0","11","0","11",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","634","121","0","11","0","11","13","20","0","11","0","11","9","15","8","14","9","13","8","13","80","54","67","71","21","24","27","29","101","63","46","38","91","47","17","19","75","55","54","45","8","13","0","11","0","11","0","11","0","11",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","304","83","0","11","0","11","26","29","0","11","9","14","0","11","0","11","8","13","0","11","0","11","9","14","0","11","29","28","21","24","60","49","9","15","16","24","20","22","10","16","73","41","14","22","0","11","0","11","0","11",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","461","88","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","20","0","11","0","11","0","11","0","11","0","11","40","60","14","21","45","33","48","40","134","66","103","53","11","18","8","13","45","65",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","167","71","16","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","20","0","11","0","11","0","11","15","24","14","17","0","11","13","20","82","59","15","25","0","11","0","11","0","11",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","138","60","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","29","85","51","25","25","0","11","0","11","0","11",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","566","125","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","22","0","11","0","11","37","43","25","29","62","48","16","20","29","36","13","23","207","115","113","78","9","15","42","51","0","11",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","170","51","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","10","0","11","13","15","8","12","37","25","0","11","12","13","21","23","49","29","15","22","9","14","0","11","0","11",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","319","83","0","11","0","11","0","11","0","11","0","11","0","11","0","11","22","23","0","11","0","11","9","13","0","11","0","11","0","11","3","7","0","11","17","19","27","22","52","44","110","67","26","23","26","30","11","18","16","26",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","295","82","0","11","9","14","0","11","0","11","0","11","0","11","0","11","0","11","25","23","24","26","9","16","10","15","0","11","51","37","0","11","38","34","26","27","39","44","27","24","29","24","0","11","8","14","0","11","0","11",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","177","99","0","11","0","11","0","11","0","11","0","11","0","11","13","20","0","11","25","38","0","11","0","11","23","36","0","11","0","11","28","40","30","46","26","28","17","28","0","11","0","11","0","11","15","28","0","11","0","11",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","167","83","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","25","0","11","67","54","13","20","0","11","0","11","0","11","0","11","43","50","0","11","0","11","13","21","0","11","0","11","0","11","20","30","0","11",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","213","93","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","21","0","11","24","30","41","49","0","11","0","11","0","11","46","54","21","25","60","67","0","11","0","11","0","11","8","17","0","11","0","11",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","62","45","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","28","0","11","0","11","0","11","0","11","0","11","13","21","19","39","0","11","0","11","0","11","0","11","14","23","0","11","0","11","0","11","0","11",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","336","60","0","11","0","11","0","11","22","30","0","11","0","11","0","11","20","31","0","11","0","11","0","11","10","15","0","11","0","11","0","11","27","33","0","11","31","36","21","27","120","54","64","45","21","33","0","11","0","11",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","279","99","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","18","0","11","0","11","45","70","0","11","31","33","0","11","0","11","14","25","62","50","33","37","16","22","24","29","28","32","14","22","0","11",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","126","64","0","11","0","11","0","11","13","21","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","22","27","0","11","0","11","15","23","0","11","21","31","34","38","21","31","0","11","0","11","0","11",
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","130","72","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","18","0","11","0","11","0","11","21","27","0","11","19","31","0","11","8","13","15","19","43","46","13","18","0","11","0","11","0","11",
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","92","56","7","11","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","13","0","11","0","11","50","45","0","11","0","11","0","11","19","28",
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","169","64","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","35","33","64","46","14","19","56","46","0","11","0","11","0","11",
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","103","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","11","0","11","0","11","0","11","23","26","8","15","0","11","0","11","0","11","13","15","12","18","22","24","18","22","0","11","0","11","0","11",
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","232","40","0","11","0","11","0","11","6","10","0","11","5","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","16","12","18","28","24","28","14","51","28","46","31","4","7","34","30","0","11",
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","189","74","0","11","0","11","0","11","0","11","0","11","0","11","5","7","10","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","4","7","0","11","21","21","0","11","45","26","48","34","56","61","0","11","0","11",
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","308","116","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","24","0","11","15","25","0","11","13","20","19","30","0","11","14","23","18","27","120","79","49","32","0","11","45","70","0","11","0","11",
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","258","121","28","40","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","31","48","16","26","0","11","0","11","46","73","41","67","67","53","0","11","29","33","0","11","0","11",
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","280","124","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","26","0","11","0","11","0","11","0","11","0","11","0","11","42","67","18","30","17","28","17","27","88","93","55","50","13","22","14","23","0","11","0","11",
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","245","84","0","11","0","11","0","11","0","11","17","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","24","28","32","18","30","0","11","0","11","63","67","15","23","53","48","37","39","0","11","0","11","0","11",
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","185","96","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","23","0","11","0","11","0","11","0","11","51","66","8","20","61","65","0","11","8","15","22","34","20","31","0","11","0","11",
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","221","119","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","23","0","11","41","59","108","83","59","64","0","11","0","11","0","11",
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","123","106","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","23","0","11","0","11","0","11","17","26","0","11","81","100","10","19","0","11","0","11","0","11",
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","202","118","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","19","0","11","94","89","54","55","25","43","18","28","0","11","0","11","0","11",
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","194","80","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","19","27","33","37","31","47","40","71","63","0","11","0","11","0","11",
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","190","100","0","11","0","11","0","11","0","11","0","11","0","11","12","20","12","18","0","11","0","11","46","60","0","11","0","11","24","28","12","19","0","11","0","11","30","34","39","53","0","11","15","26","0","11","0","11","0","11",
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","186","103","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","21","0","11","0","11","49","39","22","38","0","11","88","84","0","11","14","22","0","11","0","11",
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","157","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","28","0","11","31","37","67","63","12","19","23","28","8","17","0","11","0","11","0","11",
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","205","104","0","11","0","11","0","11","16","25","0","11","0","11","0","11","0","11","0","11","0","11","10","15","13","19","0","11","13","24","0","11","75","77","0","11","0","11","6","13","50","49","22","34","0","11","0","11","0","11",
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","178","99","0","11","0","11","0","11","0","11","10","17","0","11","0","11","0","11","0","11","21","35","8","13","0","11","0","11","23","35","39","54","11","17","0","11","12","19","34","52","20","32","0","11","0","11","0","11","0","11",
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","257","113","0","11","0","11","0","11","0","11","7","14","0","11","0","11","0","11","22","24","0","11","0","11","0","11","14","22","75","64","40","51","0","11","0","11","8","12","6","19","60","70","25","45","0","11","0","11","0","11",
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","511","119","0","11","0","11","0","11","0","11","0","11","0","11","31","38","34","33","28","30","9","14","38","32","33","29","14","22","150","87","58","51","14","21","38","40","9","15","0","11","55","53","0","11","0","11","0","11","0","11",
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","410","92","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","23","48","47","39","37","58","48","30","32","53","47","87","53","9","13","48","60","6","22","20","31","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","46","69","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","46","69","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","92","66","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","20","0","11","19","27","29","46","0","11","0","11","0","11","11","21","21","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","11","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","654","130","0","11","0","11","15","25","0","11","12","20","0","11","0","11","0","11","0","11","0","11","4","12","0","11","11","18","36","41","0","11","187","109","57","41","165","78","78","60","64","51","6","14","19","35","0","11","0","11",
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","567","128","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","22","24","51","38","52","54","34","30","59","55","51","43","137","62","132","83","18","28","11","16","0","11","0","11",
"1500000US170310301022","Block Group 2, Census Tract 301.02, Cook County, Illinois","34","29","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","13","10","16","0","11","16","19","0","11","0","11","0","11","0","11",
"1500000US170310301023","Block Group 3, Census Tract 301.02, Cook County, Illinois","201","67","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","15","0","11","12","18","14","21","0","11","6","11","36","34","67","59","28","32","28","44","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301031","Block Group 1, Census Tract 301.03, Cook County, Illinois","40","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","25","0","11","0","11","9","15","0","11","8","13","8","13","0","11","0","11","0","11","0","11",
"1500000US170310301032","Block Group 2, Census Tract 301.03, Cook County, Illinois","222","79","0","11","0","11","0","11","29","36","0","11","0","11","0","11","0","11","0","11","0","11","21","36","15","19","7","12","21","28","78","58","28","34","9","14","14","22","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301041","Block Group 1, Census Tract 301.04, Cook County, Illinois","355","121","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","12","16","18","20","33","0","11","182","111","20","26","52","56","37","57","0","11","0","11","13","21","8","11","0","11","0","11","0","11",
"1500000US170310301042","Block Group 2, Census Tract 301.04, Cook County, Illinois","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
