"GEO_ID","NAME","B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M","B25075_026E","B25075_026M","B25075_027E","B25075_027M",
"1500000US170310104002","Block Group 2, Census Tract 104, Cook County, Illinois","192","61","0","11","13","22","0","11","0","11","0","11","0","11","14","22","0","11","0","11","0","11","0","11","28","33","14","22","14","23","22","25","23","26","14","22","21","24","0","11","14","22","0","11","0","11","15","23","0","11","0","11","0","11",
"1500000US170310104003","Block Group 3, Census Tract 104, Cook County, Illinois","91","60","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","20","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","57","52","0","11","14","22","0","11","8","11","0","11","0","11",
"1500000US170310105011","Block Group 1, Census Tract 105.01, Cook County, Illinois","182","71","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","32","36","10","16","0","11","25","42","0","11","34","58","15","24","0","11","32","38","0","11","34","48","0","11","0","11","0","11","0","11",
"1500000US170310105012","Block Group 2, Census Tract 105.01, Cook County, Illinois","155","95","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","21","33","18","28","58","82","12","19","11","18","0","11","0","11","0","11","35","31","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105013","Block Group 3, Census Tract 105.01, Cook County, Illinois","65","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","24","37","0","11","0","11","0","11","0","11","16","26","11","21","0","11","14","24","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105021","Block Group 1, Census Tract 105.02, Cook County, Illinois","113","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","10","0","11","0","11","0","11","15","22","0","11","7","12","31","24","6","12","22","27","0","11","0","11","0","11","0","11","7","11","0","11","0","11","19","32",
"1500000US170310105022","Block Group 2, Census Tract 105.02, Cook County, Illinois","167","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","28","24","10","14","0","11","36","33","71","44","16","19","6","13","0","11","0","11","0","11","0","11","0","11",
"1500000US170310105031","Block Group 1, Census Tract 105.03, Cook County, Illinois","146","69","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","14","8","12","9","13","9","14","25","18","39","39","9","16","26","40","0","11","13","24",
"1500000US170310105032","Block Group 2, Census Tract 105.03, Cook County, Illinois","121","63","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","12","15","22","0","11","0","11","22","33","23","37","0","11","20","22","35","43","0","11","0","11","0","11","0","11","0","11",
"1500000US170310106001","Block Group 1, Census Tract 106, Cook County, Illinois","333","112","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","19","2","14","30","38","0","11","13","20","55","46","14","23","55","68","0","11","90","65","30","34","0","11","0","11","32","38","0","11","0","11","0","11","0","11",
"1500000US170310106002","Block Group 2, Census Tract 106, Cook County, Illinois","157","80","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","21","0","11","0","11","0","11","43","68","0","11","0","11","25","31","11","18","0","11","31","41","34","46","0","11","0","11","0","11",
"1500000US170310106003","Block Group 3, Census Tract 106, Cook County, Illinois","110","68","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","25","0","11","0","11","39","37","0","11","41","50","0","11","15","24","0","11","0","11","0","11","0","11",
"1500000US170310106004","Block Group 4, Census Tract 106, Cook County, Illinois","91","58","0","11","0","11","0","11","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","27","35","0","11","0","11","0","11","0","11","0","11","14","21","21","33","0","11","21","25","0","11","0","11","0","11","0","11","0","11",
"1500000US170310107011","Block Group 1, Census Tract 107.01, Cook County, Illinois","266","86","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","39","38","0","11","44","50","0","11","0","11","28","21","9","14","37","46","58","30","38","40","13","20","0","11","0","11","0","11","0","11",
"1500000US170310107012","Block Group 2, Census Tract 107.01, Cook County, Illinois","504","86","8","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","27","20","7","11","9","14","51","53","48","42","25","26","81","53","39","28","47","36","74","51","75","52","0","11","13","21","0","11","0","11","0","11","0","11",
"1500000US170310107021","Block Group 1, Census Tract 107.02, Cook County, Illinois","164","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","15","0","11","0","11","15","19","15","17","14","22","22","23","18","22","23","26","47","36","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310107022","Block Group 2, Census Tract 107.02, Cook County, Illinois","72","43","9","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","23","33","18","24","22","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310107023","Block Group 3, Census Tract 107.02, Cook County, Illinois","178","70","10","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","19","34","29","0","11","47","46","0","11","41","33","9","14","17","26","0","11","8","12","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310107024","Block Group 4, Census Tract 107.02, Cook County, Illinois","93","39","8","13","0","11","0","11","0","11","0","11","0","11","0","11","9","14","10","16","0","11","13","18","9","14","11","19","11","16","0","11","6","15","0","11","0","11","0","11","0","11","8","13","8","14","0","11","0","11","0","11","0","11",
"1500000US170310201001","Block Group 1, Census Tract 201, Cook County, Illinois","455","101","0","11","0","11","0","11","0","11","10","15","0","11","0","11","0","11","0","11","16","20","17","19","80","65","17","20","9","14","27","24","39","31","12","14","71","56","34","32","91","53","6","10","21","23","0","11","0","11","5","9","0","11",
"1500000US170310201002","Block Group 2, Census Tract 201, Cook County, Illinois","333","92","0","11","0","11","0","11","0","11","0","11","0","11","11","16","8","13","31","42","9","14","8","13","62","46","13","21","68","57","14","15","60","41","4","7","27","24","0","11","9","14","0","11","0","11","0","11","0","11","0","11","9","15",
"1500000US170310202001","Block Group 1, Census Tract 202, Cook County, Illinois","380","90","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","5","10","0","11","0","11","0","11","0","11","9","17","0","11","0","11","0","11","18","29","76","52","166","74","71","52","35","48","0","11","0","11","0","11","0","11",
"1500000US170310202002","Block Group 2, Census Tract 202, Cook County, Illinois","187","79","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","52","47","0","11","0","11","48","52","9","20","34","36","31","35","13","22","0","11","0","11","0","11","0","11","0","11",
"1500000US170310202003","Block Group 3, Census Tract 202, Cook County, Illinois","537","112","0","11","0","11","0","11","20","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","17","26","0","11","0","11","0","11","21","31","0","11","98","82","22","36","278","95","63","52","18","29","0","11","0","11","0","11","0","11",
"1500000US170310202004","Block Group 4, Census Tract 202, Cook County, Illinois","482","114","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","20","32","0","11","0","11","0","11","55","60","0","11","13","21","118","78","134","63","142","109","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203011","Block Group 1, Census Tract 203.01, Cook County, Illinois","628","123","0","11","0","11","0","11","0","11","0","11","10","15","7","12","16","18","24","21","62","41","76","65","36","32","35","32","115","64","36","32","108","47","24","21","70","44","9","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203012","Block Group 2, Census Tract 203.01, Cook County, Illinois","266","56","0","11","0","11","11","18","0","11","8","12","0","11","0","11","7","10","0","11","0","11","24","19","0","11","7","11","32","20","0","11","16","19","0","11","30","25","26","23","79","40","19","21","7","11","0","11","0","11","0","11","0","11",
"1500000US170310203013","Block Group 3, Census Tract 203.01, Cook County, Illinois","395","74","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","18","0","11","0","11","0","11","0","11","0","11","8","12","7","13","40","32","49","36","116","51","89","43","45","29","29","24","0","11","0","11","0","11",
"1500000US170310203021","Block Group 1, Census Tract 203.02, Cook County, Illinois","160","68","13","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","0","11","16","24","13","16","6","10","0","11","68","50","35","33","0","11","0","11","0","11","0","11","0","11",
"1500000US170310203022","Block Group 2, Census Tract 203.02, Cook County, Illinois","247","67","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","17","26","0","11","25","36","0","11","9","13","0","11","0","11","36","29","134","55","15","13","11","19","0","11","0","11","0","11","0","11",
"1500000US170310203023","Block Group 3, Census Tract 203.02, Cook County, Illinois","523","97","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","17","13","20","21","35","16","25","11","17","47","37","22","21","35","36","30","26","205","90","54","47","34","30","24","31","0","11","0","11","0","11",
"1500000US170310204001","Block Group 1, Census Tract 204, Cook County, Illinois","171","55","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","12","0","11","7","13","8","13","26","19","8","12","26","33","0","11","51","32","29","29","8","12","0","11","0","11","0","11","0","11",
"1500000US170310204002","Block Group 2, Census Tract 204, Cook County, Illinois","348","81","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","17","0","11","0","11","15","16","0","11","0","11","19","28","0","11","33","38","23","28","39","29","91","46","84","57","8","12","20","32","0","11","0","11","0","11","0","11",
"1500000US170310204003","Block Group 3, Census Tract 204, Cook County, Illinois","298","83","0","11","10","16","0","11","0","11","0","11","0","11","0","11","0","11","29","29","29","32","7","11","12","18","8","12","37","30","0","11","50","38","22","27","42","38","35","22","9","14","0","11","8","12","0","11","0","11","0","11","0","11",
"1500000US170310205001","Block Group 1, Census Tract 205, Cook County, Illinois","187","89","0","11","0","11","0","11","0","11","0","11","0","11","13","21","0","11","19","32","0","11","0","11","27","34","0","11","25","36","38","41","23","38","0","11","42","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310205002","Block Group 2, Census Tract 205, Cook County, Illinois","141","72","0","11","0","11","0","11","0","11","0","11","14","21","0","11","0","11","0","11","23","35","14","23","0","11","0","11","14","22","0","11","46","54","0","11","0","11","15","23","0","11","15","24","0","11","0","11","0","11","0","11","0","11",
"1500000US170310205003","Block Group 3, Census Tract 205, Cook County, Illinois","189","76","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","22","0","11","40","34","58","55","43","48","12","22","0","11","6","17","0","11","9","17","0","11","0","11","0","11","7","15","0","11","0","11","0","11","0","11",
"1500000US170310205004","Block Group 4, Census Tract 205, Cook County, Illinois","119","93","42","69","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","23","48","57","0","11","0","11","0","11","0","11","14","24","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310206011","Block Group 1, Census Tract 206.01, Cook County, Illinois","390","109","0","11","0","11","0","11","12","21","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","17","0","11","0","11","18","25","18","29","0","11","43","69","20","28","184","83","47","40","38","41","0","11","0","11","0","11","0","11",
"1500000US170310206012","Block Group 2, Census Tract 206.01, Cook County, Illinois","215","102","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","19","0","11","0","11","47","76","0","11","21","29","16","24","0","11","6","12","51","53","13","22","8","15","26","29","16","25","0","11","0","11","0","11","0","11",
"1500000US170310206013","Block Group 3, Census Tract 206.01, Cook County, Illinois","162","102","0","11","0","11","0","11","12","20","0","11","0","11","0","11","0","11","0","11","0","11","44","71","40","64","0","11","3","16","0","11","0","11","0","11","0","11","39","43","12","20","12","22","0","11","0","11","0","11","0","11","0","11",
"1500000US170310206021","Block Group 1, Census Tract 206.02, Cook County, Illinois","104","48","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","12","0","11","16","27","0","11","16","19","6","9","44","35","15","16","0","11","0","11","0","11","0","11","0","11",
"1500000US170310206022","Block Group 2, Census Tract 206.02, Cook County, Illinois","103","38","6","9","0","11","0","11","8","13","0","11","0","11","0","11","9","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","18","6","9","0","11","51","29","0","11","0","11","0","11","0","11","0","11","12","20",
"1500000US170310206023","Block Group 3, Census Tract 206.02, Cook County, Illinois","126","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","14","0","11","0","11","0","11","24","26","27","18","57","46","10","15","0","11","0","11","0","11","0","11","0","11",
"1500000US170310206024","Block Group 4, Census Tract 206.02, Cook County, Illinois","126","48","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","10","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","12","35","28","48","35","27","24","0","11","0","11","0","11","0","11","0","11",
"1500000US170310207011","Block Group 1, Census Tract 207.01, Cook County, Illinois","242","47","0","11","0","11","0","11","5","7","0","11","6","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","16","16","18","32","21","26","18","48","24","46","32","34","18","11","13","0","11","0","11","0","11",
"1500000US170310207012","Block Group 2, Census Tract 207.01, Cook County, Illinois","123","37","0","11","0","11","0","11","0","11","0","11","0","11","5","7","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","5","7","0","11","9","10","0","11","51","24","45","27","8","9","0","11","0","11","0","11","0","11",
"1500000US170310207021","Block Group 1, Census Tract 207.02, Cook County, Illinois","335","128","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","24","36","0","11","15","24","0","11","12","19","15","25","28","31","14","22","29","33","92","101","93","71","0","11","13","22","0","11","0","11","0","11","0","11",
"1500000US170310207022","Block Group 2, Census Tract 207.02, Cook County, Illinois","262","115","36","49","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","25","25","51","0","11","54","74","39","64","61","71","0","11","31","37","0","11","0","11","0","11","0","11",
"1500000US170310207023","Block Group 3, Census Tract 207.02, Cook County, Illinois","211","100","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","29","39","37","48","68","25","40","69","64","12","20","0","11","0","11","0","11","0","11","0","11",
"1500000US170310207024","Block Group 4, Census Tract 207.02, Cook County, Illinois","138","75","0","11","0","11","0","11","0","11","14","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","22","15","26","0","11","0","11","9","17","15","26","1","10","71","54","0","11","0","11","0","11","0","11","0","11",
"1500000US170310208011","Block Group 1, Census Tract 208.01, Cook County, Illinois","186","94","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","33","36","0","11","0","11","0","11","0","11","23","36","18","24","11","22","16","25","29","33","35","41","21","34","0","11","0","11","0","11","0","11",
"1500000US170310208012","Block Group 2, Census Tract 208.01, Cook County, Illinois","176","56","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","22","0","11","28","35","54","38","68","48","0","11","0","11","0","11","0","11","0","11",
"1500000US170310208013","Block Group 3, Census Tract 208.01, Cook County, Illinois","118","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","23","0","11","0","11","0","11","16","27","0","11","58","34","14","22","15","23","0","11","0","11","0","11","0","11",
"1500000US170310208014","Block Group 4, Census Tract 208.01, Cook County, Illinois","158","86","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","40","46","49","47","11","19","11","19","47","55","0","11","0","11","0","11","0","11",
"1500000US170310208021","Block Group 1, Census Tract 208.02, Cook County, Illinois","233","82","0","11","0","11","0","11","0","11","17","33","0","11","0","11","0","11","0","11","0","11","0","11","14","27","0","11","0","11","0","11","0","11","11","19","37","45","36","41","39","54","79","52","0","11","0","11","0","11","0","11","0","11",
"1500000US170310208022","Block Group 2, Census Tract 208.02, Cook County, Illinois","166","79","0","11","0","11","0","11","0","11","0","11","0","11","12","19","0","11","0","11","0","11","43","54","0","11","0","11","21","27","12","19","0","11","0","11","37","43","32","49","0","11","9","15","0","11","0","11","0","11","0","11","0","11",
"1500000US170310208023","Block Group 3, Census Tract 208.02, Cook County, Illinois","195","107","16","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","29","33","44","68","0","11","49","53","32","52","0","11","11","23","0","11","14","22","0","11","0","11","0","11","0","11",
"1500000US170310208024","Block Group 4, Census Tract 208.02, Cook County, Illinois","144","58","9","18","0","11","0","11","0","11","0","11","10","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","8","17","0","11","47","49","30","37","0","11","27","31","13","21","0","11","0","11","0","11","0","11","0","11",
"1500000US170310209011","Block Group 1, Census Tract 209.01, Cook County, Illinois","148","65","0","11","0","11","0","11","5","12","0","11","0","11","0","11","0","11","0","11","0","11","27","27","23","30","25","26","0","11","3","6","10","16","0","11","0","11","24","27","4","12","27","34","0","11","0","11","0","11","0","11","0","11",
"1500000US170310209012","Block Group 2, Census Tract 209.01, Cook County, Illinois","77","35","0","11","0","11","0","11","0","11","7","12","0","11","0","11","14","16","0","11","13","19","8","13","0","11","3","7","0","11","14","15","0","11","0","11","0","11","18","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310209013","Block Group 3, Census Tract 209.01, Cook County, Illinois","268","80","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","16","0","11","6","13","0","11","0","11","62","58","64","55","24","22","0","11","17","19","28","31","50","56","0","11","5","8","0","11","0","11","0","11","0","11",
"1500000US170310209021","Block Group 1, Census Tract 209.02, Cook County, Illinois","408","94","0","11","0","11","0","11","0","11","0","11","0","11","24","34","31","27","47","33","16","19","15","18","47","42","30","30","98","61","22","26","0","11","37","39","25","26","0","11","8","13","0","11","8","12","0","11","0","11","0","11","0","11",
"1500000US170310209022","Block Group 2, Census Tract 209.02, Cook County, Illinois","516","108","10","15","0","11","0","11","0","11","0","11","0","11","11","17","18","21","55","50","107","73","44","43","24","19","44","43","101","46","20","21","33","53","38","44","11","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301011","Block Group 1, Census Tract 301.01, Cook County, Illinois","46","68","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","46","68","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301012","Block Group 2, Census Tract 301.01, Cook County, Illinois","81","65","0","11","0","11","0","11","0","11","0","11","0","11","0","11","20","37","0","11","10","22","35","57","0","11","0","11","0","11","16","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301013","Block Group 3, Census Tract 301.01, Cook County, Illinois","40","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","25","31","15","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US170310301014","Block Group 4, Census Tract 301.01, Cook County, Illinois","774","136","0","11","0","11","10","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","17","83","81","0","11","189","132","52","45","222","86","30","35","149","118","0","11","29","48","0","11","0","11","0","11","0","11",
"1500000US170310301021","Block Group 1, Census Tract 301.02, Cook County, Illinois","548","119","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","10","78","41","47","48","45","26","101","62","39","28","92","57","127","98","0","11","7","11","5","10","0","11","0","11","0","11",
